accessibility,activesentropy,collcost,constrcost,empentropy,euclpace,expcollab,failed,game,gametype,id,lambdaacc,realcollab,regionalproba,replication,setupType,stability,targetDistance,targetNetwork,traveldistance,wantedcollab
0.7296020028808584,0.9993229425607485,3.3187596813149346E-4,0.0034181488531406286,0.999064087024401,3.589087928907534,0.0,0.0,1.8253207903554172,simple-nash,1775,0.005731408705290857,0.0,0.9642009153929839,-1647164763,1,0.022975758051064707,153.68253147055808,0,57.098141795853024,0.0
0.8389378699364153,0.9993133582682838,4.786358363637359E-4,0.004843497472210736,0.9991384568340625,9.737854386035526,0.0,0.0,2.7284997771756716,discrete-choices,1774,0.0011479853555006476,0.0,0.932793478267389,129817693,1,0.023287194326407416,142.17932425785182,0,156.12658334427917,0.0
0.8674888703087016,0.9992980684989817,3.483868836624108E-4,0.0031925653580159464,0.9991126982073991,6.833245447160442,0.0,0.0,1.9423109256018032,simple-nash,17,0.0013164402600812743,0.0,0.8647407566235337,-1368171465,1,0.02335476030361431,148.49958986908246,0,109.76761299915924,0.0
0.5766322337091767,0.9990944821728582,1.0179090084511222E-4,0.0035500159372093627,0.9987406710880667,5.493255889187053,0.5,0.0,1.0016421278452896,simple-nash,16,0.006821399403159247,0.5,0.6089757769834712,347356646,1,0.021481054507114287,131.99920621016548,0,86.35583158504758,0.5
0.6896238467195084,0.9992907073273993,1.0528254435076427E-4,8.911580005774699E-4,0.9989967721972024,6.068572282462371,0.0,0.0,1.9458748496163332,simple-nash,1709,0.004035996586476052,0.0,0.9048664582107901,2051458424,1,0.02278035481701107,146.25683649690635,0,96.25454814050909,0.0
0.7394398157976682,0.9993277062677921,3.99501274578151E-4,6.78893476714134E-4,0.9990772595837061,2.832705226024153,0.4601346705537012,0.0,2.4581725292370153,discrete-choices,1708,0.006936713789950509,0.5,0.26445168821231213,-1466396409,1,0.023008787728292145,144.79177261714645,0,45.09765181707253,0.75
0.54283194753108,0.998997037788603,4.0582852165341817E-4,0.004042322200917652,0.9986464072165506,7.429697180718319,0.0,0.0,2.0547078871931954,discrete-choices,1959,0.005658416134658587,0.0,0.8007820002049026,-197287412,1,0.02100742656445295,144.5339602035116,0,116.46808342970262,0.0
0.5867472586678264,0.9991198784560688,3.851814431014508E-4,0.004096189035071205,0.9987673058799559,7.622353717749436,0.875,0.0,1.8773416214812082,simple-nash,1983,0.004745828298233714,0.75,0.22749350489180917,-523216264,1,0.021617529535570237,147.82506950420233,0,119.92540519450107,0.875
0.8424008990385303,0.9993119695397588,1.9020295114178991E-4,0.004875406932997397,0.9991371930218866,5.745419955238617,0.0,0.0,2.241730282335652,discrete-choices,1958,0.001898687387872465,0.0,0.9782899023203366,1908921085,1,0.023312559126304745,135.234183647903,0,92.13793388457039,0.0
0.36502230345624964,0.9981368713597498,9.079454883140934E-5,0.002934978154508602,0.9980153664520636,7.468573629911691,0.0,0.0,2.2242769283893558,discrete-choices,1982,0.009989839884967943,0.0,0.8299738792507684,1480358684,1,0.01813572374578646,139.73620907895636,0,115.1938782582259,0.0
0.3205835071047941,0.9978106016424892,1.997183899798551E-4,0.002871024865342152,0.9978198998252888,9.747894133092899,0.5,1.0,1.554367582368219,simple-nash,7,0.008854170768877616,0.0,0.7813522785799809,186656314,1,0.01750725821812605,138.51951461901194,0,149.6776386840831,0.5
0.8607992146064188,0.9993024367678308,3.297268381975345E-4,0.0011230431290261966,0.9991222775529257,3.4839832469495216,0.0,0.0,1.6213648927441286,simple-nash,6,0.002726276111640294,0.0,0.8755735635504155,-2030592895,1,0.023377305237056313,137.02555278927454,0,55.94120048363397,0.0
0.4630512192327304,0.9986890850778974,1.3883829462389713E-4,0.004646204521644241,0.9983919304166471,7.433154677221621,0.5,0.0,1.518113983276168,simple-nash,1701,0.007337173782096461,0.5,0.7906892483248344,-938189980,1,0.01974923658243602,153.36354730165527,0,115.71250302691004,0.5
0.4517456775030407,0.9986361053761064,3.6077693434901324E-4,0.004413272951786271,0.9983522341372473,6.836784104622566,0.0,0.0,1.3277547833764627,simple-nash,1700,0.008270785042035735,0.0,0.9940118965039993,-175875870,1,0.01955538394934199,147.40705278092173,0,106.3197841489173,0.0
0.40266646989769983,0.9983746059627459,2.6569671407485735E-4,0.00422326461652843,0.9981687421440384,9.94442157221848,0.0,0.0,1.555484081537856,simple-nash,1913,0.006649032650410369,0.0,0.8979808849955435,-1242326014,1,0.018733686260641622,132.20137641167884,0,153.94180282636594,0.0
0.6676888012148162,0.9992666293670367,2.98166808937797E-4,0.002309511964939339,0.9989543390302009,9.183565861811058,0.0,0.0,1.2449808936579485,simple-nash,1912,0.0029158074551568517,0.0,0.9031516229136136,-2075389963,1,0.022575964435869185,143.83239013515288,0,145.41810395082823,0.0
0.7626154891764253,0.9993332768777649,1.4501366480092597E-4,0.0030191887041298186,0.9991033926426278,6.194528800715618,0.0,0.0,2.944930531971511,discrete-choices,1683,0.0028322214334456555,0.0,0.8474762064519009,1551300634,1,0.023071361563079068,140.4024872950167,0,98.78528239312118,0.0
0.6213626726217172,0.9991942539709563,4.182007253149852E-4,0.0036300337339751692,0.9988529990073284,4.352746461532845,0.0,0.0,2.0448546361428783,discrete-choices,1682,0.007341060012873052,0.0,0.997233991990221,-565677654,1,0.022064059532537837,138.36292262717635,0,68.67463966950199,0.0
0.5433983099254547,0.9989988342516436,3.7365315746256474E-4,0.0026379336040601564,0.998648053935818,5.9726429488384625,0.5,0.0,1.0559414523742525,simple-nash,1975,0.007025469270258367,0.0,0.2846148338619115,683937106,1,0.021015575401938782,152.6960278266585,0,93.63176323242743,0.5
0.7772633960328145,0.999333134955225,3.804490352916265E-4,0.004736545386261743,0.9991170257628023,3.1121075769891284,0.5,0.0,1.5606090924319367,simple-nash,1974,0.005223997370469234,0.5,0.7586690066416133,-1025231770,1,0.02309901791729657,146.32197759111259,0,49.68145202364926,0.5
0.7366400207401488,0.9993265355649211,1.8166688256306308E-4,0.003889893273492529,0.9990737662489434,4.715524857504544,0.4818413015594064,0.0,2.497522463976032,discrete-choices,1963,0.00422223309835006,1.0,0.7808573314514107,-2139388927,1,0.02299958571351967,149.30205102132868,0,75.05736472756416,1.0
0.8315794538215894,0.9993158774310161,2.0515069403345142E-4,0.0031626560672954624,0.9991400190473656,2.962943424670963,0.0,0.0,1.7344857994538336,simple-nash,1962,0.003968349144804984,0.0,0.9092531215399533,-682829486,1,0.02323146528643859,137.33211010879893,0,47.480672855454515,0.0
0.8251184058718976,0.9993175925072473,2.889802895787579E-4,0.002630378246575771,0.9991402454787118,7.161680799568869,0.0,0.0,2.706333145588789,discrete-choices,1801,0.0017135914402339936,0.0,0.9158876145083258,-599148047,1,0.023180898296782163,155.49248407505902,0,114.71337674082581,0.0
0.811926254810939,0.9993221746471622,3.657715831879996E-4,0.002880282676504812,0.9991378188348332,2.8244421432765927,0.5,0.0,1.7103695708264246,simple-nash,1800,0.0047227578720921305,0.0,0.7996415536522261,-382616001,1,0.02312268010964568,148.5277428107537,0,45.199403999608144,0.5
0.496207360269075,0.9988297386499957,3.586642400907702E-4,9.995866646213178E-4,0.9985029472223765,6.002675532450626,0.46419496774323254,0.0,2.557278431503959,discrete-choices,1637,0.00816555103286568,0.4,0.03358809866474523,-1335700965,1,0.02032105938411682,165.63356916367184,0,93.7198359325315,0.6
0.7522053177965542,0.9993316720813107,4.2347545418780296E-4,6.810609893914094E-4,0.9990922947651983,2.776878428353725,0.0,0.0,1.8832614791952809,simple-nash,1636,0.006654646047946512,0.0,0.550753319592187,-882095085,1,0.023046101196321105,135.03129807360747,0,44.25006601353879,0.0
0.845478059995826,0.9993106287141946,4.00975128694079E-4,0.003689480844318686,0.9991357628593137,4.632198131362399,0.45998822551395246,0.0,2.264331650347862,discrete-choices,1985,0.002303432700330277,0.5,0.7628158983368283,1790381448,1,0.02333460304569487,150.11626826439573,0,74.30109361212683,0.75
0.8205908667513981,0.9993185096735241,1.9801866965192338E-4,0.004364650992030959,0.999139825585155,3.684993929636761,0.4802084793277498,0.0,2.317040896432523,discrete-choices,1984,0.0034289809783587507,0.5,0.35377194951672264,8306875,1,0.02314466516350456,148.6978370881883,0,59.00637911383559,0.5
0.46415342109400587,0.9986941107460462,2.1730216487916176E-4,0.0013756090208983372,0.9983957499166659,6.409952597218073,0.6666666666666666,0.0,1.7293957969562759,simple-nash,1969,0.008478411272939008,0.3333333333333333,0.303115891002338,-1400666924,1,0.019768160620424326,162.2802788021551,0,99.79414710799989,0.6666666666666666
0.6531984735404656,0.999246898957965,2.9198650597758876E-4,8.820991982259963E-4,0.9989243110927774,6.574688651184175,0.0,0.0,2.967097496790289,discrete-choices,1968,0.00431095831594046,0.0,0.9584806668010941,947857532,1,0.022433662091612537,139.56962349321648,0,103.99078775711692,0.0
0.5506380779751048,0.9990212992461207,2.6710870993623236E-4,0.002246944041775426,0.9986689008702,7.3333832355486255,0.0,0.0,1.0325450138798948,simple-nash,1743,0.005584275539861581,0.0,0.9917620292436372,1518295604,1,0.021119163016840713,138.52621995113,0,115.03406189043852,0.0
0.6670816250397809,0.9992658645445435,1.1310355541473258E-4,0.001411552434078435,0.9989531122007705,5.464865960443904,1.0,0.0,1.142748809895596,simple-nash,1742,0.004911774946796047,1.0,0.9431392521805655,986287010,1,0.022570138961322404,148.84815259547588,0,86.52992599449983,1.0
