evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,nwThreshold,nwExponent,nwGmax,logmsepop,logmsedist
2203,0.017854837956515057,0.0027237619839881296,0.1,90.18491559279268,20.0,0.9838144788474956,0.017854837956515063,27.168092437505415,18.843077218251803
2203,0.00366940513995111,5.0E-5,0.2816355544275799,1000.0,0.4651058114251354,0.28163555442758004,0.00366940513995111,28.309106421022523,18.591155883627795
2203,0.003669405139951111,5.994934197076788E-4,0.3014352523035565,1000.0,0.4651058114251355,0.28163555442758004,0.0036694051399511103,27.76856100301943,18.59144990725058
2203,0.00366940513995111,5.994934197076786E-4,0.47963253318734556,999.9999999999997,0.4651058114251353,0.28163555442758004,0.00366940513995111,27.392287531850485,18.595150878406205
2203,0.00366940513995111,5.994934197076786E-4,0.47963253318734556,999.9999999999999,0.4651058114251354,0.28163555442758004,0.00366940513995111,27.392287531850485,18.595150878406205
2203,0.0036694051399511103,5.994934197076788E-4,0.3014352523035565,1000.0,0.4651058114251355,0.28163555442758004,0.00366940513995111,27.76856100301943,18.59144990725058
2203,0.017854837956515057,0.0027237619839881305,0.1,90.18491559279269,1.478562449671295,0.9838144788474957,0.017854837956515057,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.00272376198398813,0.1,90.18491559279269,1.4785624496712944,0.9838144788474957,0.017854837956515063,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.0027237619839881296,0.1,90.18491559279268,1.4785624496712946,0.9838144788474957,0.01785483795651506,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.0027237619839881305,0.1,90.18491559279268,1.478562449671295,0.9838144788474956,0.017854837956515063,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.00272376198398813,0.1,90.18491559279268,1.4785624496712944,0.9838144788474955,0.017854837956515057,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.0027237619839881305,0.1,90.1849155927927,1.478562449671295,0.9838144788474955,0.017854837956515063,27.177026563575698,18.815219882791993
2203,0.017854837956515063,0.00272376198398813,0.1,90.18491559279268,1.4785624496712957,0.9838144788474956,0.01785483795651506,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.00272376198398813,0.1,90.18491559279266,1.4785624496712946,0.9838144788474956,0.01785483795651506,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.0027237619839881296,0.1,90.18491559279266,1.478562449671295,0.1,0.017854837956515063,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.0027237619839881296,0.1,90.18491559279268,1.478562449671295,0.9838144788474953,0.01785483795651506,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.0027237619839881296,0.1,90.18491559279268,1.478562449671295,0.9838144788474956,0.017854837956515063,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.0027237619839881305,0.1,90.18491559279268,1.478562449671295,0.9838144788474955,0.017854837956515063,27.177026563575698,18.815219882791993
2203,0.017854837956515053,0.00272376198398813,0.1,90.18491559279268,1.4785624496712946,0.9838144788474956,0.017854837956515057,27.177026563575698,18.815219882791993
2203,0.017854837956515053,0.00272376198398813,0.1,90.18491559279266,1.4785624496712946,0.9838144788474956,0.017854837956515063,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.0027237619839881296,0.1,90.18491559279268,1.4785624496712948,0.9838144788474956,0.017854837956515063,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.0027237619839881296,0.1,90.18491559279269,1.478562449671295,0.9838144788474956,0.017854837956515063,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.00272376198398813,0.1,90.18491559279268,1.4785624496712946,0.9838144788474956,0.01785483795651506,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.00272376198398813,0.1,90.18491559279268,1.4785624496712944,0.9838144788474955,0.01785483795651506,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.0027237619839881296,0.1,90.18491559279268,1.478562449671295,0.1,0.017854837956515063,27.177026563575698,18.815219882791993
2203,0.01785483795651506,0.0027237619839881296,0.1,90.18491559279268,1.4785624496712957,0.9838144788474956,0.017854837956515063,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.0027237619839881305,0.1,90.18491559279268,1.478562449671295,0.9838144788474956,0.017854837956515063,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.0027237619839881296,0.1,90.18491559279269,1.4785624496712955,0.9838144788474956,0.017854837956515063,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.00272376198398813,0.1,90.18491559279268,1.4785624496712946,0.9838144788474955,0.01785483795651506,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.0027237619839881296,0.1,90.18491559279268,1.4785624496712957,0.9838144788474956,0.01785483795651506,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.00272376198398813,0.1,90.18491559279268,1.4785624496712944,0.9838144788474955,0.017854837956515063,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.00272376198398813,0.1,90.18491559279266,1.4785624496712946,10.0,0.01785483795651506,27.177026563575698,18.815219882791993
2203,0.017854837956515057,0.0027836610699866647,0.1,90.18491559279269,1.4785624496712948,0.9838144788474956,0.01785483795651507,27.205167775931052,18.81521998159843
2203,0.017854837956515057,0.0027836610699866647,0.1,90.18491559279269,1.478562449671295,0.9838144788474956,0.017854837956515063,27.205167775931052,18.81521998159843
2203,0.017854837956515057,0.0027836610699866647,0.1,90.18491559279269,1.4785624496712948,0.9838144788474955,0.01785483795651507,27.205167775931052,18.81521998159843
2203,0.03274717126365055,0.004354898036746317,0.1,1000.0,3.358343540733229,0.1,0.032747171263650544,27.461768420842887,18.86553522594125
2203,0.0036694051399511103,5.994934197076789E-4,0.2816355544275799,1000.0,0.4651058114251355,0.2816355544275799,0.00366940513995111,27.803643268099453,18.591161783294503
2203,0.003669405139951109,5.994934197076786E-4,0.2816355544275799,999.9999999999998,0.46510581142513563,0.28163555442758,0.003669405139951111,27.803643268099453,18.591161783294503
2203,0.00366940513995111,5.994934197076786E-4,0.2816355544275799,999.9999999999999,0.4651058114251354,2.2616053420252364,0.0036694051399511103,27.803643268099453,18.591161783294503
2203,0.00366940513995111,5.994934197076786E-4,0.2816355544275799,999.9999999999995,0.4651058114251354,0.28163555442758004,0.0036694051399511103,27.803643268099453,18.591161783294503
2203,0.0036694051399511103,5.994934197076786E-4,0.2816355544275799,999.9999999999998,0.4651058114251354,0.28163555442758,0.00366940513995111,27.803643268099453,18.591161783294503
