evolution$generation,synthRankSize,nwThreshold,nwGmax,gravityWeight,gravityGamma,gravityDecay,rhoPopClosenessPos,rhoPopClosenessNeg,rhoPopAccessibilityPos,rhoPopAccessibilityNeg,rhoClosenessAccessibilityPos,rhoClosenessAccessibilityNeg,evolution$samples
320,1.8247036684900442,3.7356312598911936,6.065031461811199E-4,7.98241379300886E-4,0.2,1.0,-0.09020582223560789,-0.08634267793813621,-0.03471502490956909,-0.032486021656943836,0.58995107991556,0.5938428498501094,1
320,0.3834627557006467,0.9032251636324565,0.014247145384544713,3.7019642838154453E-4,1.018441091967792,50.258486558455665,0.6164170700591112,0.6116688949404386,0.7519787266433174,0.7462640930834126,0.8571028823380356,0.8631346150394937,1
320,1.1609844347981548,3.2674491802035655,0.018560524676998112,6.721200340077134E-4,0.2,121.18154458891806,0.6841334221801456,0.6668903804288768,0.42310236886822417,0.42384901201060315,0.2067676090654004,0.21928956969310473,1
320,0.4172522569665611,0.7585663898537722,0.006609422020136691,1.2507926760975938E-4,0.5701276331276546,27.305499640144028,0.45075039600486866,0.44897024709212907,0.3901722612076019,0.38847109656238865,0.8206654232552378,0.8251566955692714,2
320,0.953064949067916,0.1,0.030621296784259205,6.889732077559306E-4,1.8499476152623537,88.13054989424984,0.7673870023287821,0.7450631310118594,0.4239715167327816,0.42321760391565333,0.8517981674676111,0.8261934044956141,1
320,0.2803004716066684,0.5004663626007468,0.05,1.0291168231377712E-4,0.4615450322262322,13.531583599643213,0.13361333204601808,0.12689159014603552,0.316575018335424,0.2997526939789505,0.6956438399562868,0.7616804986476928,2
320,0.1,2.521883823914761,0.05,9.362976242551584E-4,0.437690035520615,130.30802722913944,0.21231297207390745,0.1847002854991508,0.5817983784014009,0.7154699633242859,0.3923103450634434,0.32517407385044467,1
320,1.9514214145378799,3.049682540554757,0.05,4.263120685672359E-4,2.747319421699535,128.46247875463513,0.235012008727689,0.1846440592378358,0.46301080756913854,0.48683445445387497,0.4061405557328115,0.2992092895842702,1
320,0.7520046574401525,0.1,0.03266055657043344,7.507943720036939E-5,2.3119353863931202,2.4681943205414587,0.21476955602762668,0.183717426095596,0.07631967124945375,0.06963838227027312,0.49828531015076677,0.5391217945980903,1
320,2.5,2.489187306186173,0.0242964930900637,4.7796870595844844E-4,1.5573223025709675,85.69617480640896,0.11105186140318186,0.12778754543507292,0.309283218211613,0.307878699045056,0.17814884308517526,0.1101255365221993,1
320,1.391535552119062,4.643178395672673,0.04004148433218784,7.11960298878834E-4,2.462627908151367,136.3162092446594,0.39879580688594635,0.3580029990886685,0.49932556546717133,0.5012122341985003,0.3236539947353221,0.2379698174855777,1
