stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
Austrian dispersal land population snail	dispersal in an Austrian population of the land snail	dispersal in an Austrian population of the land snail	9	3,9714236158	18,4733177619	318,918734364	2,0	36,0	 
condition food	food conditions	food conditions	2	6,29455750551	30,74354459	504,613507081	2,0	13,0	 
coefficient correlation	correlation coefficient	correlation coefficient	2	4,72091812914	21,1434908629	717,139983151	3,0	16,0	 
density population relationship	relationship between population density	relationship between population density|&|relationships of population density|&|population density relationships|&|population density relationship|&|relationships between population density	4	19,857118079	60,4077901414	327,198654903	10,0	70,0	 
estimate population	population estimates	population estimates|&|estimates of the population	2	9,44183625827	37,4638498296	1054,4463459	5,0	16,0	 
number total	total number	total number	2	4,72091812914	21,1434908629	454,071511252	3,0	18,0	 
rate strain	strain rate	strain rate	2	7,86819688189	32,9756122527	728,166248418	4,0	42,0	 
density population	population density	population density|&|Population density|&|population densities|&|density population|&|density populations|&|density of populations|&|density of the population	2	412,293516611	372,905226563	437,484100752	133,0	852,0	 
equality gender	gender equality	gender equality	2	4,72091812914	23,0576584425	1442,91533268	2,0	11,0	 
density function	density functions	density functions|&|density function|&|function of density	2	9,44183625827	39,5707347032	2089,80504349	7,0	16,0	 
home-range size	home-range size	home-range size	2	15,7363937638	70,4783028763	463,758208873	3,0	15,0	 
land use	land use	land use	2	12,589115011	52,7609796043	558,044719674	4,0	19,0	 
fish population	fish populations	fish populations|&|fish population	2	4,72091812914	23,0576584425	556,888157021	2,0	14,0	 
density increase population	increases in population density	increases in population density|&|increase in population density|&|population density increase|&|population density increases	4	13,8999826553	49,3859204092	418,153361031	6,0	31,0	 
autumn habitat home range use	autumn home range and habitat use	autumn home range and habitat use	6	3,9714236158	18,4733177619	310,175817875	2,0	36,0	 
curvature term	curvature term	curvature term|&|curvature terms	2	9,44183625827	46,115316885	781,981433831	3,0	28,0	 
growth rate	growth rates	growth rates	2	7,86819688189	31,219874858	688,879041692	5,0	25,0	 
age group	age groups	age groups	2	7,86819688189	35,2391514381	692,941291212	3,0	10,0	 
pattern similar	similar pattern	similar pattern	2	4,72091812914	23,0576584425	527,481735725	2,0	20,0	 
density flame surface transport	flame surface density transport	flame surface density transport|&|transport of flame surface density	4	7,94284723159	33,7260881123	663,684898854	3,0	33,0	 
series time	time series	time series	2	6,29455750551	28,1913211505	619,122755104	3,0	12,0	 
area urban	urban areas	urban areas|&|urban area	2	12,589115011	47,6565327254	824,438751185	6,0	22,0	 
basic information	basic information	basic information	2	4,72091812914	21,1434908629	318,918734364	3,0	36,0	 
displacement speed	displacement speed	displacement speed	2	4,72091812914	23,0576584425	587,791546251	2,0	21,0	 
density model population	population density model	population density model|&|population density models|&|model of population density	3	11,9142708474	47,1616100393	758,3549284	4,0	8,0	 
FSD equation transport	FSD transport equation	FSD transport equation	3	7,94284723159	33,7260881123	728,166248418	4,0	42,0	 
heat release	heat release	heat release	2	7,86819688189	38,4294307375	523,880306133	2,0	23,0	 
cover land	land cover	land cover	2	9,44183625827	42,2869817258	952,543426621	4,0	19,0	 
density grid population	population density grid	population density grid	3	7,94284723159	36,9466355237	1098,43122376	2,0	13,0	 
body mean size	mean body size	mean body size	3	7,94284723159	33,7260881123	332,041341755	3,0	24,0	 
