stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
model network neural	neural network model	neural network model	3	9,92855903949	44,9660300114	243,94787907	2,0	19,0	 
trafficking wildlife	wildlife trafficking	wildlife trafficking	2	4,72091812914	22,4788629174	820,608106273	2,0	11,0	 
growth urban	urban growth	urban growth|&|Urban growth	2	51,9300994205	136,133643455	476,178837939	22,0	106,0	 
driver growth urban	drivers of urban growth	drivers of urban growth	4	3,9714236158	17,9864120046	362,30641278	2,0	13,0	 
land use	land use	land use	2	15,7363937638	57,6413474899	312,671133404	6,0	48,0	 
different level	different levels	different levels	2	4,72091812914	22,4788629174	192,056630365	2,0	16,0	 
choice realistic route traveler	realistic traveler route choices	realistic traveler route choices	4	3,9714236158	20,7391930867	193,471410118	1,0	11,0	 
modeling network	network modeling	network modeling	2	6,29455750551	29,9718172233	215,456390156	2,0	7,0	 
optimization problem	optimization problem	optimization problem	2	4,72091812914	22,4788629174	221,8696972	2,0	13,0	 
choice route	route choice	route choice|&|route choices	2	14,1627543874	47,8028422071	208,464740235	12,0	115,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	103,860198841	183,397634578	240,022587828	54,0	316,0	 
degree distribution	degree distribution	degree distribution	2	4,72091812914	22,4788629174	212,938029039	2,0	11,0	 
method solution	solution methods	solution methods	2	6,29455750551	27,4195937838	287,233483136	3,0	12,0	 
level service	service level	service level|&|level of service	2	4,72091812914	20,5646953378	192,923729812	3,0	21,0	 
information system	information system	information system|&|information systems	2	17,3100331402	58,4256960309	229,997973116	9,0	49,0	 
control network signal traffic urban	urban traffic signal control network	urban traffic signal control network|&|control of urban traffic signal network|&|traffic signal control in an urban network	5	5,95713542369	24,5642074483	254,010685336	3,0	24,0	 
area urban	urban areas	urban areas|&|urban area	2	17,3100331402	52,9132513917	194,213657476	11,0	103,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	9,92855903949	44,9660300114	327,045230842	2,0	12,0	 
illicit trade	illicit trade	illicit trade	2	4,72091812914	22,4788629174	308,917175961	2,0	6,0	 
assignment model traffic	traffic assignment model	traffic assignment model	3	7,94284723159	30,4672618449	237,600394819	4,0	38,0	 
information traffic	traffic information	traffic information|&|information traffic	2	15,7363937638	57,6413474899	232,623359175	7,0	50,0	 
model simulation traffic	traffic simulation model	traffic simulation model	3	3,9714236158	17,9864120046	221,946952686	2,0	18,0	 
