stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
analysis modeling	analysis and modeling	analysis and modeling|&|modeling and analysis	3	4,72091812914	20,0928846642	202,040193816	2,0	12,0	 
land model use	land use models	land use models|&|models land use	3	3,9714236158	15,9792324427	115,564249564	2,0	13,0	 
development system	system development	system development	2	3,14727875276	13,3952564428	80,7702941815	2,0	14,0	 
system transportation urban	urban transportation systems	urban transportation systems	3	3,9714236158	18,7320135248	330,520292373	1,0	3,0	 
network space	space network	space network|&|space networks	2	12,589115011	53,5810257711	216,46398206	2,0	11,0	 
application interface programming	application programming interface	application programming interface|&|application programming interfaces	3	3,9714236158	15,9792324427	212,407635221	2,0	6,0	 
method traditional	traditional methods	traditional methods|&|traditional method	2	4,72091812914	18,1787170846	156,782176191	3,0	23,0	 
time travel	travel time	travel time	2	4,72091812914	23,365175755	400,957415902	1,0	3,0	 
system urban	urban systems	urban systems	2	4,72091812914	18,1787170846	115,507649926	3,0	16,0	 
extension real-time simulation	extensions for real-time simulation	extensions for real-time simulation	4	3,9714236158	15,9792324427	101,296636086	2,0	24,0	 
demand logistic urban	urban logistics demand	urban logistics demand	3	7,94284723159	31,9584648855	163,711706565	2,0	17,0	 
area station	station area	station area	2	4,72091812914	23,365175755	182,768846104	1,0	2,0	 
analysis modeling urban	urban modeling and analysis	urban modeling and analysis|&|urban analysis and modeling	4	3,9714236158	15,9792324427	82,3470385724	2,0	12,0	 
chain design network	chain network design	chain network design	3	3,9714236158	18,7320135248	606,408027523	1,0	2,0	 
network road urban	urban road network	urban road network	3	3,9714236158	18,7320135248	173,425813178	1,0	4,0	 
development urban	urban development	urban development	2	4,72091812914	18,1787170846	178,483719614	3,0	17,0	 
method modeling	modeling methods	modeling methods|&|modeling method	2	14,1627543874	42,536079764	316,138361489	7,0	12,0	 
status traffic	traffic status	traffic status	2	9,44183625827	46,73035151	377,863463499	1,0	3,0	 
model network	network model	network model	2	4,72091812914	18,1787170846	223,468797869	3,0	8,0	 
alternative language programming support	support for alternative programming languages	support for alternative programming languages	5	3,9714236158	15,9792324427	101,296636086	2,0	24,0	 
replaced-dns undirected vertices	vertices of an undirected replaced-dns	vertices of an undirected replaced-dns	5	3,9714236158	15,9792324427	569,395259939	2,0	6,0	 
expansion scenario	expansion scenarios	expansion scenarios|&|expansion scenario	2	4,72091812914	23,365175755	145,434269319	1,0	4,0	 
combinatorial concept important optimization	important concept in combinatorial optimization	important concept in combinatorial optimization	5	3,9714236158	15,9792324427	569,395259939	2,0	6,0	 
framework library simulation	simulation library and framework	simulation library and framework	4	3,9714236158	15,9792324427	101,296636086	2,0	24,0	 
design network problem	network design problem	network design problem	3	7,94284723159	31,9584648855	629,512538226	2,0	5,0	 
development graphical integrate	integrated development and a graphical	integrated development and a graphical	5	3,9714236158	15,9792324427	101,296636086	2,0	24,0	 
3D modeling urban	3D urban modeling	3D urban modeling	3	3,9714236158	15,9792324427	230,635847631	2,0	9,0	 
model programming	programming model	programming model	2	4,72091812914	20,0928846642	289,750196444	2,0	5,0	 
model theoretical	theoretical model	theoretical model	2	4,72091812914	23,365175755	245,955835882	1,0	3,0	 
modeling urban year	years of urban modeling	years of urban modeling	4	5,95713542369	23,9688486641	251,638488423	2,0	4,0	 
modeling simulation	modeling and simulation	modeling and simulation	3	4,72091812914	20,0928846642	89,8003681796	2,0	1,0	 
behavior characteristic modeling	behavior characteristics modeling	behavior characteristics modeling	3	3,9714236158	18,7320135248	145,52611404	1,0	6,0	 
actual forecasting result	actual forecasting results	actual forecasting results	3	3,9714236158	15,9792324427	163,711706565	2,0	17,0	 
model simulation	simulation models	simulation models|&|simulation model	2	12,589115011	42,045736364	243,064560381	5,0	19,0	 
metric spatial	spatial metrics	spatial metrics	2	4,72091812914	23,365175755	64,4854689737	1,0	11,0	 
area change	area change	area change	2	3,14727875276	15,5767838367	110,917479495	1,0	7,0	 
network urban	urban network	urban network|&|network and urban	2	4,72091812914	20,0928846642	258,213116326	2,0	5,0	 
graph gravity model theory	graph theory and the gravity model	graph theory and the gravity model|&|graph theory and gravity model	6	5,95713542369	23,9688486641	216,46398206	2,0	11,0	 
change land urban use	urban land use change	urban land use change|&|land use change and urban	4	5,95713542369	21,5534381055	106,512451171	3,0	24,0	 
environment graphical runtime	graphical runtime environment	graphical runtime environment	3	3,9714236158	15,9792324427	101,296636086	2,0	24,0	 
sustainability technology	sustainability technology	sustainability technology	2	4,72091812914	23,365175755	87,0261380292	1,0	8,0	 
region urban	urban region	urban region	2	4,72091812914	20,0928846642	117,357588189	2,0	14,0	 
atmosphere environmental simulation	atmosphere environmental simulation	atmosphere environmental simulation	3	3,9714236158	18,7320135248	231,401550243	1,0	3,0	 
function other several	several other functions	several other functions	3	3,9714236158	15,9792324427	101,296636086	2,0	24,0	 
environment modeling	modeling environment	modeling environment|&|environment modeling	2	4,72091812914	20,0928846642	85,4400401187	2,0	9,0	 
demand forecasting logistic method urban	forecasting method of urban logistics demand	forecasting method of urban logistics demand	6	3,9714236158	15,9792324427	163,711706565	2,0	17,0	 
development recent	recent developments	recent developments	2	6,29455750551	24,2382894461	110,896514671	3,0	15,0	 
planning urban	urban planning	urban planning	2	6,29455750551	24,2382894461	218,873154875	3,0	12,0	 
analysis method	analysis method	analysis method	2	4,72091812914	20,0928846642	207,85229015	2,0	9,0	 
nonpoint pollution source	nonpoint source pollution	nonpoint source pollution	3	3,9714236158	18,7320135248	115,209841721	1,0	5,0	 
hybrid modeling system	hybrid system modeling	hybrid system modeling	3	3,9714236158	18,7320135248	330,520292373	1,0	3,0	 
cover land	land cover	land cover	2	6,29455750551	26,7905128855	125,251405719	2,0	11,0	 
chain network supply	supply chain network	supply chain network	3	5,95713542369	28,0980202872	606,408027523	1,0	2,0	 
certain connectivity requirement	certain connectivity requirements	certain connectivity requirements	3	3,9714236158	15,9792324427	569,395259939	2,0	6,0	 
model other urban	other urban models	other urban models	3	3,9714236158	15,9792324427	227,652617725	2,0	7,0	 
green network space	green space network	green space network	3	3,9714236158	15,9792324427	216,46398206	2,0	11,0	 
model urban	urban models	urban models	2	6,29455750551	22,4274580977	106,194746837	4,0	15,0	 
automata cellular	cellular automata	cellular automata	2	6,29455750551	24,2382894461	61,1366310316	3,0	16,0	 
analysis policy	policy analysis	policy analysis	2	6,29455750551	26,7905128855	547,49563128	2,0	4,0	 
growth urban	urban growth	urban growth	2	11,0154756347	39,248051671	116,672170761	4,0	19,0	 
communication network simulation support	support for simulation of communication networks	support for simulation of communication networks	6	3,9714236158	15,9792324427	101,296636086	2,0	24,0	 
modeling system	modeling system	modeling system|&|system modeling|&|modeling systems|&|systems modeling	2	15,7363937638	47,2623108489	221,051478656	8,0	22,0	 
land use	land use	land use|&|land uses	2	39,3409844095	100,374237416	118,999311721	13,0	71,0	 
connectivity pair vertices	connectivity between each pair of vertices	connectivity between each pair of vertices	6	3,9714236158	15,9792324427	569,395259939	2,0	6,0	 
development sustainable	sustainable development	sustainable development	2	6,29455750551	31,1535676734	87,1350440958	1,0	9,0	 
card smart	smart cards	smart cards|&|Smart cards	2	4,72091812914	23,365175755	722,672400612	1,0	2,0	 
network transportation	transportation network	transportation network	2	17,3100331402	57,8128875005	295,459184148	5,0	15,0	 
network road	road network	road network	2	6,29455750551	26,7905128855	185,285733756	2,0	10,0	 
analysis least-cost path	least-cost path analysis	least-cost path analysis	3	3,9714236158	15,9792324427	216,46398206	2,0	11,0	 
information system	information system	information system|&|information systems	2	11,0154756347	34,7816606519	114,614498903	11,0	51,0	 
3D model	3D models	3D models|&|3D model	2	6,29455750551	22,4274580977	255,7876974	5,0	11,0	 
area urban	urban area	urban area|&|urban areas	2	12,589115011	37,8098486791	151,076903551	7,0	34,0	 
model system	system model	system model|&|model system|&|system models	2	6,29455750551	24,2382894461	105,043559323	3,0	20,0	 
change land use	land use change	land use change	3	3,9714236158	15,9792324427	101,975997447	4,0	31,0	 
modeling urban	urban modeling	urban modeling	2	14,1627543874	40,6449074473	183,375757643	10,0	42,0	 
distribution spatial	spatial distribution	spatial distribution	2	4,72091812914	23,365175755	110,917479495	1,0	7,0	 
growth model	growth model	growth model|&|growth models	2	4,72091812914	18,1787170846	318,495267132	3,0	10,0	 
calibration model	model calibration	model calibration	2	6,29455750551	24,2382894461	162,766770693	3,0	14,0	 
modeling network	network modeling	network modeling	2	7,86819688189	30,2978618076	286,141846838	3,0	8,0	 
geographic information system	geographic information system	geographic information system|&|geographic information systems|&|Geographic information systems	3	17,8714062711	49,5179100209	122,435977628	7,0	42,0	 
automata cellular model	cellular automata model	cellular automata model	3	3,9714236158	15,9792324427	210,984949751	2,0	8,0	 
