stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
area other	other areas	other areas	2	3,14727875276	12,442225961	429,266434059	2,0	10,0	 
impact possible	possible impact	possible impact|&|possible impacts	2	3,14727875276	12,442225961	553,547792534	2,0	9,0	 
density distribution population	population density distribution	population density distribution	3	3,9714236158	14,7766418687	506,813982611	2,0	4,0	 
datum mortality	mortality data	mortality data	2	3,14727875276	14,6237533549	459,196125469	1,0	4,0	 
density high population	high population density	high population density|&|highest population density	3	11,9142708474	33,4129896516	392,087924031	5,0	14,0	 
habitat mortality	mortality in habitat	mortality in habitat	3	3,14727875276	12,442225961	15,7932159175	2,0	66,0	 
dependency fragmentation habitat	dependency on habitat fragmentation	dependency on habitat fragmentation	4	3,9714236158	14,7766418687	15,7932159175	2,0	66,0	 
initial organism response speed	speed of the initial response of organisms	speed of the initial response of organisms	7	3,9714236158	14,7766418687	15,7932159175	2,0	66,0	 
density population relationship	relationship between population density	relationship between population density	4	5,95713542369	19,7495522445	306,375278811	3,0	13,0	 
antisocial behavior youth	youth antisocial behavior	youth antisocial behavior	3	3,9714236158	17,5294229508	280,1344283	1,0	5,0	 
density function population	population density functions	population density functions|&|Population density functions	3	7,94284723159	29,5532837374	453,145171891	2,0	5,0	 
cover datum land	land cover data	land cover data	3	7,94284723159	29,5532837374	271,419329164	2,0	14,0	 
pregnant teen	pregnant teens	pregnant teens	2	6,29455750551	29,2475067098	360,568069744	1,0	6,0	 
population size	population size	population size|&|Population size|&|size of the population	2	7,86819688189	25,6517464177	629,279040839	4,0	10,0	 
area rural	rural areas	rural areas	2	6,29455750551	22,3322284825	360,478978758	3,0	17,0	 
public service transport	public transport services	public transport services	3	3,9714236158	17,5294229508	1190,00446678	1,0	2,0	 
commune datum population	population data per commune	population data per commune	4	3,9714236158	14,7766418687	352,800899539	2,0	13,0	 
curvature propagation term	propagation and curvature terms	propagation and curvature terms|&|curvature and propagation terms	4	9,92855903949	32,9159204075	217,796536019	3,0	28,0	 
standing volume	standing volume	standing volume	2	4,72091812914	21,9356300324	900,146941054	1,0	2,0	 
deer density	deer density	deer density	2	4,72091812914	21,9356300324	459,196125469	1,0	4,0	 
FSD transport	FSD transport	FSD transport	2	9,44183625827	37,326677883	175,964384041	2,0	22,0	 
density measure population	measure of population density	measure of population density|&|population density as a measure	4	3,9714236158	14,7766418687	316,06473809	2,0	7,0	 
event fragmentation habitat	habitat fragmentation events	habitat fragmentation events	3	3,9714236158	14,7766418687	15,7932159175	2,0	66,0	 
air transport	air transport	air transport	2	4,72091812914	21,9356300324	823,180067002	1,0	3,0	 
band extra guard	extra guard band	extra guard band	3	5,95713542369	26,2941344262	452,398057749	1,0	2,0	 
planning transport	transport planning	transport planning	2	4,72091812914	21,9356300324	574,493929786	1,0	4,0	 
fragmentation habitat	habitat fragmentation	habitat fragmentation|&|Habitat fragmentation	2	6,29455750551	24,884451922	15,7932159175	2,0	66,0	 
FSD equation term transport various	various terms of the FSD transport equation	various terms of the FSD transport equation	7	3,9714236158	14,7766418687	150,513745639	2,0	22,0	 
density multi-scale population	multi-scale population density	multi-scale population density	3	3,9714236158	17,5294229508	15,1157693228	1,0	1,0	 
character pollution	character of pollution	character of pollution	3	4,72091812914	21,9356300324	15,1157693228	1,0	1,0	 
bird cage	birds per cage	birds per cage|&|bird per cage	3	4,72091812914	21,9356300324	295,64126336	1,0	4,0	 
behavior density effect movement population strong	stronger effect on population density than movement behavior	stronger effect on population density than movement behavior	8	3,9714236158	14,7766418687	15,7932159175	2,0	66,0	 
habitat probability	probability from habitat	probability from habitat	3	6,29455750551	24,884451922	15,7932159175	2,0	66,0	 
behavior matrix movement	movement behavior in matrix	movement behavior in matrix	4	3,9714236158	14,7766418687	15,7932159175	2,0	66,0	 
rate strain tangential term	tangential strain rate term	tangential strain rate term	4	9,92855903949	36,9416046718	154,609828624	2,0	24,0	 
density home population range size	home range size and population density	home range size and population density|&|population density and home range size	6	3,9714236158	14,7766418687	606,706688203	2,0	6,0	 
association density population	association between population density	association between population density|&|association with population density	4	5,95713542369	22,1649628031	403,588671266	2,0	11,0	 
model parameter	model parameters	model parameters	2	4,72091812914	18,6633389415	112,603711036	2,0	13,0	 
density determinant habitat important patch population	important determinant for population density within habitat patches	important determinant for population density within habitat patches	8	3,9714236158	14,7766418687	15,7932159175	2,0	66,0	 
change climate	climate change	climate change	2	6,29455750551	24,884451922	693,015541996	2,0	4,0	 
growth population	population growth	population growth	2	6,29455750551	22,3322284825	289,74769176	3,0	10,0	 
habitat matrix	habitat and matrix	habitat and matrix|&|matrix and habitat	3	6,29455750551	24,884451922	15,7932159175	2,0	66,0	 
behavior habitat movement	Movement behavior in habitat	Movement behavior in habitat	4	3,9714236158	14,7766418687	15,7932159175	2,0	66,0	 
datum population	population data	population data|&|data on population	2	6,29455750551	22,3322284825	427,448375376	4,0	21,0	 
dilatation rate	dilatation rate	dilatation rate	2	4,72091812914	18,6633389415	175,964384041	2,0	22,0	 
distribution individual initial landscape	initial distribution of individuals across the landscape	initial distribution of individuals across the landscape	7	3,9714236158	14,7766418687	15,7932159175	2,0	66,0	 
context equation transport	transport equation in the context	transport equation in the context	5	5,95713542369	22,1649628031	144,937048548	2,0	20,0	 
