stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
number offspring	offspring number	offspring number	2	4,72091812914	22,6303492233	333,59727448	2,0	29,0	 
food resource	food resources	food resources|&|food resource	2	11,0154756347	40,70241129	355,824333211	6,0	48,0	 
health reproductive	reproductive health	reproductive health	2	7,86819688189	34,5269694062	369,368482336	3,0	11,0	 
body individual size	individual body size	individual body size	3	3,9714236158	18,1138482948	405,490642454	2,0	9,0	 
biology population	population biology	population biology	2	4,72091812914	20,7161816437	317,60154711	3,0	38,0	 
period time	time periods	time periods|&|time period	2	7,86819688189	34,5269694062	338,86196415	3,0	27,0	 
antibiotic resistance	antibiotic resistance	antibiotic resistance	2	4,72091812914	25,9026403142	464,920844275	1,0	7,0	 
density relation	density in relation	density in relation|&|relation between density|&|density or the relation	3	4,72091812914	20,7161816437	384,269106564	3,0	12,0	 
group size	group size	group size|&|size group	2	7,86819688189	37,7172487056	350,975497908	2,0	9,0	 
Population density	Population density	Population density	2	55,0773781733	114,868435901	293,969158311	32,0	175,0	 
body density population size	population density and body size	population density and body size|&|body size and population density|&|body size population density|&|population density with body size	5	17,8714062711	56,7372875876	329,580205201	8,0	86,0	 
correlation density population	correlation between population density	correlation between population density	4	5,95713542369	27,1707724421	353,429100189	2,0	15,0	 
distribution population	population distribution	population distribution	2	6,29455750551	30,1737989645	402,29116705	2,0	9,0	 
density low population	low population density	low population density	3	9,92855903949	45,2846207369	464,196656014	2,0	10,0	 
combustion premixed turbulent	turbulent premixed combustion	turbulent premixed combustion	3	3,9714236158	18,1138482948	319,712379935	2,0	23,0	 
density increase	density increases	density increases|&|density increase|&|increase in density	2	4,72091812914	20,7161816437	351,485259669	5,0	37,0	 
birth mass relative	relative mass at birth	relative mass at birth	4	7,94284723159	36,2276965895	279,663700317	2,0	29,0	 
temporal variability	temporal variability	temporal variability	2	7,86819688189	37,7172487056	301,811778209	2,0	16,0	 
Austrian dispersal land population snail	dispersal in an Austrian population of the land snail	dispersal in an Austrian population of the land snail	9	3,9714236158	18,1138482948	317,60154711	2,0	38,0	 
coefficient correlation	correlation coefficient	correlation coefficient	2	4,72091812914	20,7161816437	404,332263763	3,0	22,0	 
estimate population	population estimates	population estimates|&|estimates of the population	2	9,44183625827	36,6092313914	1479,1767144	5,0	18,0	 
density low	low densities	low densities	2	4,72091812914	22,6303492233	386,046396859	2,0	10,0	 
rate strain	strain rate	strain rate	2	7,86819688189	32,2634302208	522,930214515	4,0	44,0	 
density population	population density	population density|&|population densities|&|density population|&|density populations|&|density of populations|&|density of the population	2	333,611547792	325,578427028	317,295734691	115,0	713,0	 
home range size	home range size	home range size|&|Home range size	3	29,7856771185	103,130951302	411,591921162	7,0	71,0	 
equality gender	gender equality	gender equality	2	4,72091812914	22,6303492233	733,108868601	2,0	13,0	 
density function	density functions	density functions|&|density function|&|function of density	2	9,44183625827	38,716116265	1199,22753247	7,0	18,0	 
land use	land use	land use	2	12,589115011	51,6214883533	441,897297619	4,0	20,0	 
autumn habitat home range use	autumn home range and habitat use	autumn home range and habitat use	6	3,9714236158	18,1138482948	342,562213283	2,0	36,0	 
curvature term	curvature term	curvature term|&|curvature terms	2	9,44183625827	45,2606984467	552,527407259	3,0	30,0	 
growth rate	growth rates	growth rates	2	6,29455750551	25,8107441766	598,449410586	4,0	22,0	 
age group	age groups	age groups	2	7,86819688189	34,5269694062	417,530104452	3,0	11,0	 
dispersal individual observation sum vector	sum vector of all individual dispersal observations	sum vector of all individual dispersal observations	7	3,9714236158	18,1138482948	317,60154711	2,0	38,0	 
body exponent mass	body mass exponent	body mass exponent	3	3,9714236158	18,1138482948	279,663700317	2,0	29,0	 
pattern similar	similar pattern	similar pattern	2	4,72091812914	22,6303492233	353,810199728	2,0	21,0	 
density flame surface transport	flame surface density transport	flame surface density transport|&|transport of flame surface density	4	7,94284723159	33,0071491781	488,197575889	3,0	34,0	 
adequate cover escape	adequate escape cover	adequate escape cover	3	3,9714236158	18,1138482948	342,562213283	2,0	36,0	 
area urban	urban areas	urban areas|&|urban area	2	12,589115011	46,5170414743	678,984494709	6,0	24,0	 
flame premixed turbulent	turbulent premixed flames	turbulent premixed flames	3	3,9714236158	18,1138482948	320,283827129	2,0	25,0	 
basic information	basic information	basic information	2	4,72091812914	20,7161816437	317,60154711	3,0	38,0	 
displacement speed	displacement speed	displacement speed	2	4,72091812914	22,6303492233	470,783188103	2,0	21,0	 
density model population	population density model	population density model|&|population density models|&|model of population density	3	11,9142708474	46,083201638	531,473114322	4,0	8,0	 
FSD equation transport	FSD transport equation	FSD transport equation	3	7,94284723159	33,0071491781	522,930214515	4,0	44,0	 
heat release	heat release	heat release	2	7,86819688189	37,7172487056	407,748300333	2,0	23,0	 
cover land	land cover	land cover	2	9,44183625827	41,4323632875	612,245099973	4,0	20,0	 
density grid population	population density grid	population density grid	3	7,94284723159	36,2276965895	605,664786022	2,0	15,0	 
series time	time series	time series	2	6,29455750551	27,621575525	410,045430048	3,0	13,0	 
