stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
individual movement order pattern	movement patterns of the individuals in order	movement patterns of the individuals in order	7	3,9714236158	18,1138482948	317,60154711	2,0	38,0	 
availability weed wide	wide availability of weeds	wide availability of weeds	4	3,9714236158	18,1138482948	342,562213283	2,0	36,0	 
density population size	population size and density	population size and density|&|size population density|&|density and population size|&|population density and the size|&|size and population density	4	15,8856944632	52,5543834267	289,9463757	8,0	76,0	 
case new	new cases	new cases	2	4,72091812914	22,6303492233	740,22419541	2,0	5,0	 
density distribution population	population density distribution	population density distribution	3	3,9714236158	18,1138482948	506,828279913	2,0	5,0	 
availability prey	prey availability	prey availability	2	9,44183625827	45,2606984467	284,627775466	2,0	17,0	 
family planning	family planning	family planning	2	12,589115011	51,6214883533	691,318750119	4,0	22,0	 
density flame surface	flame surface density	flame surface density	3	3,9714236158	18,1138482948	488,197575889	3,0	34,0	 
comprehensive datum new set	new comprehensive data sets	new comprehensive data sets	4	3,9714236158	18,1138482948	288,142118407	2,0	34,0	 
density function population	population density functions	population density functions|&|population density function|&|population as a function of density	3	13,8999826553	50,6620437514	1117,98818144	5,0	16,0	 
cover datum land	land cover data	land cover data	3	7,94284723159	36,2276965895	543,788987811	2,0	15,0	 
deer population	deer population	deer population	2	4,72091812914	22,6303492233	736,136275218	2,0	10,0	 
population size	population size	population size|&|size of the population|&|size population	2	36,1937056567	105,751887007	373,804955766	16,0	104,0	 
rate strain tangential term	tangential strain rate term	tangential strain rate term	4	9,92855903949	45,2846207369	336,983442413	2,0	24,0	 
area rural	rural areas	rural areas|&|rural area	2	11,0154756347	42,7107699566	632,909612963	5,0	25,0	 
curvature propagation term	propagation and curvature terms	propagation and curvature terms|&|curvature and propagation terms	4	9,92855903949	41,2589364726	552,527407259	3,0	30,0	 
dynamics population	population dynamics	population dynamics	2	12,589115011	55,24315105	321,336685787	3,0	17,0	 
bird mammal	mammals and birds	mammals and birds|&|birds and mammals	3	7,86819688189	34,5269694062	315,09545239	3,0	27,0	 
FSD transport	FSD transport	FSD transport	2	9,44183625827	45,2606984467	319,712379935	2,0	23,0	 
home individual range	individual home ranges	individual home ranges	3	3,9714236158	18,1138482948	389,569426449	2,0	18,0	 
density estimate	density estimate	density estimate|&|density estimates|&|estimates of the density	2	6,29455750551	25,8107441766	310,906838766	4,0	14,0	 
breeding pair period	pairs during the breeding period	pairs during the breeding period	5	3,9714236158	18,1138482948	342,562213283	2,0	36,0	 
mortality rate	mortality rates	mortality rates	2	6,29455750551	30,1737989645	356,331205363	2,0	10,0	 
case individual most	most cases individuals	most cases individuals	3	3,9714236158	18,1138482948	317,60154711	2,0	38,0	 
body density mass population	population density and body mass	population density and body mass|&|body mass and population density|&|body mass population density|&|population density on body mass	5	19,857118079	65,6929792834	274,110620621	7,0	69,0	 
density relationship	density relationship	density relationship|&|density relationships|&|relationship between density|&|relationships between density	2	12,589115011	48,8123085218	306,927016219	7,0	63,0	 
curvature dependence	curvature dependence	curvature dependence	2	4,72091812914	20,7161816437	520,242290424	3,0	29,0	 
range size	range size	range size	2	6,29455750551	30,1737989645	406,414881474	9,0	85,0	 
density grid	density grid	density grid|&|density grids	2	4,72091812914	22,6303492233	389,258619463	3,0	20,0	 
intermediate size	intermediate size	intermediate size	2	4,72091812914	22,6303492233	275,18491027	2,0	23,0	 
community consistent feature	consistent feature in these communities	consistent feature in these communities	5	3,9714236158	18,1138482948	288,142118407	2,0	34,0	 
Population size	Population size	Population size	2	7,86819688189	30,5076928261	327,186800932	5,0	55,0	 
annual variability	annual variability	annual variability	2	6,29455750551	34,5368537523	387,121454238	1,0	9,0	 
metabolic rate	metabolic rate	metabolic rate|&|metabolic rates	2	7,86819688189	32,2634302208	287,666799875	4,0	38,0	 
size territory	territory size	territory size	2	4,72091812914	22,6303492233	402,851530042	2,0	7,0	 
association density population	association between population density	association between population density|&|association with population density	4	7,94284723159	33,0071491781	325,704060568	3,0	23,0	 
change climate	climate change	climate change	2	11,0154756347	42,7107699566	330,894656217	5,0	7,0	 
community stream	stream communities	stream communities	2	4,72091812914	22,6303492233	288,142118407	2,0	34,0	 
home range	home range	home range|&|home ranges|&|Home range	2	42,4882631622	135,290921443	441,809778854	14,0	119,0	 
body mass	body mass	body mass|&|Body mass	2	39,3409844095	121,519775409	372,726579784	15,0	126,0	 
growth population	population growth	population growth	2	18,8836725165	60,1292984192	607,621225578	12,0	57,0	 
datum population	population data	population data|&|data on population	2	6,29455750551	27,621575525	593,65307364	4,0	24,0	 
dilatation rate	dilatation rate	dilatation rate	2	4,72091812914	22,6303492233	407,748300333	2,0	23,0	 
period post-breeding	post-breeding period	post-breeding period	2	6,29455750551	30,1737989645	342,562213283	2,0	36,0	 
growth population rapid	rapid population growth	rapid population growth	3	5,95713542369	24,7553618836	454,806644476	3,0	20,0	 
context equation transport	transport equation in the context	transport equation in the context	5	5,95713542369	27,1707724421	354,081532088	2,0	19,0	 
body density size	density and body size	density and body size|&|body size and density	4	7,94284723159	30,7221344253	276,561704822	4,0	57,0	 
number total	total number	total number	2	4,72091812914	20,7161816437	403,619084316	3,0	20,0	 
body size	body size	body size|&|body sizes|&|Body size	2	58,224656926	158,032870059	383,190388625	22,0	181,0	 
crop dominant field idle	dominant crop fields and idle	dominant crop fields and idle	5	3,9714236158	18,1138482948	342,562213283	2,0	36,0	 
population world	world population	world population	2	4,72091812914	20,7161816437	1291,43647762	3,0	6,0	 
rate recapture	recapture rate	recapture rate|&|recapture rates	2	4,72091812914	20,7161816437	305,224286031	3,0	41,0	 
change population	population change	population change|&|population changes	2	9,44183625827	38,716116265	349,10032877	4,0	13,0	 
