stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
biology developmental	developmental biology	developmental biology	2	3,14727875276	12,8043812177	77,9598290598	2,0	2,0	 
Polycentric region urban	Polycentric urban regions	Polycentric urban regions	3	3,9714236158	17,9864120046	44,8354700855	1,0	2,0	 
muscle trunk	trunk muscles	trunk muscles	2	3,14727875276	14,9859086116	50,7735042735	1,0	4,0	 
choice route	route choices	route choices|&|route choice	2	4,72091812914	17,292404247	48,0649028749	3,0	10,0	 
cell migration	cell migration	cell migration|&|Cell migration	2	3,14727875276	12,8043812177	232,004273504	2,0	1,0	 
environment urban	urban environments	urban environments	2	3,14727875276	12,8043812177	66,4615384615	2,0	6,0	 
organ pineal	pineal organ	pineal organ	2	6,29455750551	29,9718172233	115,008547009	1,0	1,0	 
neuronal perikarya	neuronal perikarya	neuronal perikarya	2	3,14727875276	12,8043812177	230,017094017	2,0	2,0	 
differentiation program	differentiation program	differentiation program	2	3,14727875276	14,9859086116	115,008547009	1,0	1,0	 
capacity model	capacity model	capacity model	2	3,14727875276	14,9859086116	23,7092463092	1,0	5,0	 
ankle torque	ankle torque	ankle torque	2	4,72091812914	22,4788629174	50,7735042735	1,0	4,0	 
cell division	cell division	cell division	2	4,72091812914	19,2065718266	51,3666666667	2,0	3,0	 
city network	city network	city network|&|network city	2	6,29455750551	23,056538996	91,7632478632	3,0	5,0	 
bird community	bird communities	bird communities|&|bird community	2	7,86819688189	37,4647715291	56,5170940171	1,0	1,0	 
gene network	gene network	gene network	2	4,72091812914	19,2065718266	171,525641026	2,0	2,0	 
matrix remodeling	matrix remodeling	matrix remodeling	2	3,14727875276	14,9859086116	232,004273504	1,0	1,0	 
network road transportation urban	urban road transportation network	urban road transportation network	4	3,9714236158	17,9864120046	20,0335664336	1,0	4,0	 
function network	function and network	function and network	3	3,14727875276	14,9859086116	35,4324481074	1,0	4,0	 
network simulator	network simulator	network simulator	2	3,14727875276	14,9859086116	33,2307692308	1,0	3,0	 
