stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
network traffic urban	urban traffic network	urban traffic network|&|urban traffic networks|&|traffic in urban networks|&|Urban network traffic|&|Urban traffic network	3	51,6285070053	146,475740913	236,969431144	18,0	154,0	 
flow network	network flow	network flow|&|network flows	2	6,29455750551	28,7898808489	237,84835208	5,0	44,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	99,4523146412	1766,44205983	3,0	9,0	 
21st century	21st century	21st century	2	6,29455750551	28,7898808489	618,982742439	4,0	19,0	 
mode traffic	traffic mode	traffic mode|&|traffic modes	2	11,0154756347	50,3822914856	328,220717469	4,0	34,0	 
control flow	flow control	flow control	2	6,29455750551	33,1529356367	273,065604123	2,0	8,0	 
layout network	network layout	network layout	2	6,29455750551	33,1529356367	204,375342671	4,0	22,0	 
system traffic urban	urban traffic system	urban traffic system	3	11,9142708474	51,7220795375	286,118446675	4,0	32,0	 
assignment flow	flow assignment	flow assignment	2	7,86819688189	38,2508902466	289,270415692	3,0	29,0	 
information real-time traffic	real-time traffic information	real-time traffic information	3	5,95713542369	27,5748008333	215,867951252	3,0	31,0	 
hybrid model	hybrid model	hybrid model	2	7,86819688189	38,2508902466	223,216513838	3,0	25,0	 
control signal	signal control	signal control|&|control signal	2	31,4727875276	109,373013108	207,345081587	28,0	339,0	 
aromatic plant	aromatic plants	aromatic plants	2	7,86819688189	41,4411695459	1357,77698291	2,0	3,0	 
reliability time travel	travel time reliability	travel time reliability	3	9,92855903949	49,9836856532	394,75379011	2,0	18,0	 
enforcement law	law enforcement	law enforcement	2	6,29455750551	30,6007121973	1168,0931517	3,0	8,0	 
experiment simulation	simulation experiments	simulation experiments|&|simulation experiment	2	7,86819688189	35,9873510612	200,13756062	4,0	35,0	 
control network signal traffic	traffic signal control network	traffic signal control network|&|traffic signal network control	4	5,95713542369	29,9902113919	218,418255928	2,0	25,0	 
link travel	link travel	link travel|&|travel along a link	2	6,29455750551	28,7898808489	222,402791852	4,0	32,0	 
assignment model	assignment model	assignment model|&|assignment models	2	12,589115011	52,4753148189	324,103427916	34,0	346,0	 
multimodal network traffic urban	urban multimodal traffic network	urban multimodal traffic network	4	7,94284723159	39,9869485225	230,839693269	2,0	25,0	 
system transportation urban	urban transportation system	urban transportation system	3	7,94284723159	36,7664011111	209,890801971	3,0	46,0	 
network topology	network topology	network topology	2	9,44183625827	39,3564861142	228,871678116	6,0	53,0	 
network public transportation	public transportation network	public transportation network	3	5,95713542369	27,5748008333	273,346336628	3,0	11,0	 
