stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
model parameter	model parameters	model parameters	2	4,72091812914	21,9067558253	184,421214972	2,0	14,0	 
high-density population	high-density population	high-density population|&|high-density populations	2	12,589115011	46,8827261271	381,42065204	5,0	24,0	 
change climate	climate change	climate change	2	11,0154756347	41,0223853613	351,589326996	5,0	7,0	 
community stream	stream communities	stream communities	2	4,72091812914	21,9067558253	227,953223757	2,0	34,0	 
home range	home range	home range|&|home ranges	2	7,86819688189	33,3209804096	471,776693594	5,0	28,0	 
body mass	body mass	body mass|&|Body mass	2	31,4727875276	102,414490957	367,062482081	11,0	77,0	 
growth population	population growth	population growth	2	14,1627543874	46,0865209308	532,5238186	10,0	43,0	 
density high	high density	high density|&|high densities	2	6,29455750551	26,6567843277	296,988544593	3,0	9,0	 
datum population	population data	population data|&|data on population	2	6,29455750551	26,6567843277	506,327489154	4,0	21,0	 
dilatation rate	dilatation rate	dilatation rate	2	4,72091812914	21,9067558253	227,223803772	2,0	23,0	 
area census	census area	census area	2	7,86819688189	36,5112597089	213,13364203	2,0	12,0	 
context equation transport	transport equation in the context	transport equation in the context	5	5,95713542369	26,2576992336	213,312319746	2,0	19,0	 
previous study	previous studies	previous studies	2	4,72091812914	19,9925882457	231,72080179	3,0	21,0	 
body density size	density and body size	density and body size|&|body size and density	4	7,94284723159	29,5047034806	212,874089703	4,0	56,0	 
energetic equivalence rule	energetic equivalence rule	energetic equivalence rule	3	9,92855903949	39,7371477917	169,65017545	3,0	21,0	 
body size	body size	body size|&|body sizes	2	37,7673450331	107,584048512	250,460721407	17,0	139,0	 
density population variance	variance of the population density	variance of the population density|&|variance in population density	5	5,95713542369	26,2576992336	285,372514262	2,0	18,0	 
body weight	body weight	body weight	2	9,44183625827	43,8135116507	170,209606728	2,0	12,0	 
change population	population change	population change|&|population changes	2	9,44183625827	37,268929469	397,877341316	4,0	13,0	 
size territory	territory size	territory size	2	4,72091812914	21,9067558253	415,047581197	2,0	5,0	 
food resource	food resources	food resources|&|food resource	2	7,86819688189	29,3017038295	322,942799017	5,0	36,0	 
health reproductive	reproductive health	reproductive health	2	7,86819688189	33,3209804096	364,296014016	3,0	11,0	 
growth population rapid	rapid population growth	rapid population growth	3	5,95713542369	23,842288675	345,918159306	3,0	20,0	 
animal density population	animal population density	animal population density|&|population density animals|&|animal population densities	3	15,8856944632	52,5683121383	324,985602158	6,0	25,0	 
density model population	population density model	population density model|&|population density models|&|model of population density	3	11,9142708474	44,2570552209	303,519960536	4,0	8,0	 
density relation	density in relation	density in relation|&|relation between density|&|density or the relation	3	4,72091812914	19,9925882457	415,405468713	3,0	11,0	 
FSD equation transport	FSD transport equation	FSD transport equation	3	7,94284723159	31,7897182333	381,442710993	4,0	44,0	 
Population density	Population density	Population density	2	44,0619025386	93,1746450054	332,60725232	27,0	109,0	 
body mean size	mean body size	mean body size	3	5,95713542369	26,2576992336	212,448903018	2,0	17,0	 
correlation density population	correlation between population density	correlation between population density	4	5,95713542369	26,2576992336	298,93624008	2,0	15,0	 
distribution population	population distribution	population distribution	2	6,29455750551	29,2090077671	233,975326741	2,0	9,0	 
density low population	low population density	low population density	3	9,92855903949	43,762832056	236,51036665	2,0	10,0	 
development economic	economic development	economic development	2	4,72091812914	19,9925882457	372,79405888	3,0	8,0	 
public service transport	public transport services	public transport services	3	3,9714236158	20,2579139045	1707,50058497	1,0	1,0	 
density inverse proportionality	inverse proportionality between density	inverse proportionality between density	4	3,9714236158	17,5051328224	227,953223757	2,0	34,0	 
FSD transport	FSD transport	FSD transport	2	9,44183625827	43,8135116507	227,223803772	2,0	23,0	 
coefficient correlation	correlation coefficient	correlation coefficient	2	4,72091812914	19,9925882457	384,516019259	3,0	21,0	 
estimate population	population estimates	population estimates|&|estimates of the population	2	9,44183625827	35,1620445954	543,011989796	5,0	18,0	 
density low	low densities	low densities	2	4,72091812914	21,9067558253	251,069867477	2,0	8,0	 
series time	time series	time series	2	6,29455750551	26,6567843277	312,246356757	3,0	13,0	 
rate strain	strain rate	strain rate	2	7,86819688189	31,0574412241	381,442710993	4,0	44,0	 
density population	population density	population density|&|population densities|&|density population|&|density of populations|&|density populations	2	300,565120888	278,559883724	302,133486595	96,0	470,0	 
home range size	home range size	home range size	3	13,8999826553	61,2679648783	331,295573907	3,0	15,0	 
equality gender	gender equality	gender equality	2	4,72091812914	21,9067558253	548,262976981	2,0	13,0	 
density function	density functions	density functions|&|density function|&|function of density	2	9,44183625827	37,268929469	716,114628862	7,0	18,0	 
land use	land use	land use	2	12,589115011	49,6919059586	464,661911016	4,0	19,0	 
percentage pregnant teen	percentage of pregnant teens	percentage of pregnant teens	4	7,94284723159	40,515827809	228,213019035	1,0	7,0	 
density increase population	increases in population density	increases in population density|&|population density increases	4	7,94284723159	29,5047034806	282,79950734	4,0	15,0	 
curvature term	curvature term	curvature term|&|curvature terms	2	9,44183625827	43,8135116507	350,324976995	3,0	30,0	 
growth rate	growth rates	growth rates	2	4,72091812914	19,9925882457	427,096775702	3,0	15,0	 
age group	age groups	age groups	2	7,86819688189	33,3209804096	441,037604003	3,0	9,0	 
curvature dependence	curvature dependence	curvature dependence	2	4,72091812914	19,9925882457	276,358408309	3,0	29,0	 
density flame surface transport	flame surface density transport	flame surface density transport|&|transport of flame surface density	4	7,94284723159	31,7897182333	276,464302481	3,0	34,0	 
population world	world population	world population	2	4,72091812914	19,9925882457	409,138208078	3,0	6,0	 
area urban	urban areas	urban areas|&|urban area	2	9,44183625827	35,1620445954	456,288391176	6,0	25,0	 
displacement speed	displacement speed	displacement speed	2	4,72091812914	21,9067558253	224,519985599	2,0	21,0	 
antibiotic resistance	antibiotic resistance	antibiotic resistance	2	4,72091812914	25,1790469162	601,010062832	1,0	6,0	 
group size	group size	group size|&|size group	2	7,86819688189	36,5112597089	440,93905475	2,0	8,0	 
heat release	heat release	heat release	2	7,86819688189	36,5112597089	275,006269544	2,0	23,0	 
cover land	land cover	land cover	2	9,44183625827	39,9851764915	388,142216001	4,0	20,0	 
density grid population	population density grid	population density grid	3	7,94284723159	35,0102656448	638,648526412	2,0	13,0	 
average body size	average body size	average body size|&|body size and average	3	5,95713542369	23,842288675	212,411121161	3,0	32,0	 
body density population size	population density and body size	population density and body size|&|body size and population density|&|body size population density|&|population density with body size	5	17,8714062711	53,9980679619	225,843816504	8,0	85,0	 
