stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
density population size	population size and density	population size and density|&|size population density|&|population density and the size|&|size and population density	4	7,94284723159	31,7897182333	226,619594458	4,0	24,0	 
case new	new cases	new cases	2	4,72091812914	21,9067558253	562,415134581	2,0	5,0	 
health professional public	public health professionals	public health professionals	3	3,9714236158	20,2579139045	499,818677784	1,0	8,0	 
density high population	high population density	high population density|&|higher population densities|&|high density population|&|highest population densities|&|high population densities	3	27,7999653106	75,1439919292	219,928319917	11,0	62,0	 
density population variability	variability in population density	variability in population density|&|variability of population density	4	5,95713542369	26,2576992336	285,372514262	2,0	18,0	 
availability prey	prey availability	prey availability	2	9,44183625827	43,8135116507	216,736692716	2,0	16,0	 
family planning	family planning	family planning	2	12,589115011	49,6919059586	651,38184455	4,0	22,0	 
density flame surface	flame surface density	flame surface density	3	3,9714236158	17,5051328224	276,464302481	3,0	34,0	 
community convergent pattern	convergent pattern of communities	convergent pattern of communities	4	3,9714236158	17,5051328224	227,953223757	2,0	34,0	 
density population relationship	relationship between population density	relationship between population density|&|population density relationship|&|population density relationships|&|relationships between population density	4	15,8856944632	47,9982826328	218,356828889	8,0	51,0	 
comprehensive datum new set	new comprehensive data sets	new comprehensive data sets	4	3,9714236158	17,5051328224	227,953223757	2,0	34,0	 
density function population	population density functions	population density functions|&|population density function|&|population as a function of density	3	13,8999826553	48,5315395981	675,812883003	5,0	16,0	 
cover datum land	land cover data	land cover data	3	7,94284723159	35,0102656448	386,713214707	2,0	14,0	 
habitat large patch	large habitat patches	large habitat patches	3	3,9714236158	17,5051328224	272,983530615	2,0	14,0	 
population size	population size	population size|&|size of the population|&|size population	2	18,8836725165	59,2245183011	334,751214071	10,0	41,0	 
datum set	data sets	data sets|&|sets of data	2	4,72091812914	19,9925882457	210,637290399	5,0	56,0	 
density population variation	variation of population density	variation of population density|&|variation in population density|&|variation in the population density	4	5,95713542369	23,842288675	266,185818827	3,0	23,0	 
rate strain tangential term	tangential strain rate term	tangential strain rate term	4	9,92855903949	43,762832056	232,387800899	2,0	24,0	 
area rural	rural areas	rural areas|&|rural area	2	11,0154756347	41,0223853613	443,878277159	5,0	23,0	 
commune datum population	population data per commune	population data per commune	4	3,9714236158	17,5051328224	480,777657737	2,0	13,0	 
body mass negative relationship	negative relationship between body mass	negative relationship between body mass	5	3,9714236158	17,5051328224	204,066860826	2,0	13,0	 
curvature propagation term	propagation and curvature terms	propagation and curvature terms|&|curvature and propagation terms	4	9,92855903949	39,7371477917	350,324976995	3,0	30,0	 
density mammal population terrestrial	population density in terrestrial mammals	population density in terrestrial mammals|&|population density of terrestrial mammals	5	5,95713542369	30,3868708567	276,94271257	1,0	9,0	 
density distribution population	population density distribution	population density distribution	3	3,9714236158	17,5051328224	287,138633886	2,0	5,0	 
home individual range	individual home ranges	individual home ranges	3	3,9714236158	17,5051328224	438,604502604	2,0	13,0	 
density estimate	density estimate	density estimate|&|density estimates|&|estimates of the density	2	6,29455750551	24,8459529793	339,116539081	4,0	13,0	 
mortality rate	mortality rates	mortality rates	2	6,29455750551	29,2090077671	629,543651541	2,0	10,0	 
FSD equation term transport various	various terms of the FSD transport equation	various terms of the FSD transport equation	7	3,9714236158	17,5051328224	229,226507998	2,0	25,0	 
density due population	population density due	population density due	3	3,9714236158	17,5051328224	246,462998144	2,0	10,0	 
body density mass population	population density and body mass	population density and body mass|&|body mass and population density|&|body mass population density	5	13,8999826553	48,5315395981	254,42656645	5,0	33,0	 
density relationship	density relationship	density relationship|&|density relationships|&|relationship between density|&|relationships between density	2	12,589115011	46,8827261271	231,025535336	7,0	62,0	 
child mortality rate	child mortality rates	child mortality rates	3	3,9714236158	17,5051328224	629,543651541	2,0	10,0	 
intermediate size	intermediate size	intermediate size	2	4,72091812914	21,9067558253	196,452016183	2,0	22,0	 
community consistent feature	consistent feature in these communities	consistent feature in these communities	5	3,9714236158	17,5051328224	227,953223757	2,0	34,0	 
correlation positive	positive correlation	positive correlation	2	4,72091812914	19,9925882457	175,632844097	3,0	20,0	 
annual variability	annual variability	annual variability	2	6,29455750551	33,5720625549	472,206921233	1,0	4,0	 
association density population	association between population density	association between population density|&|association with population density	4	5,95713542369	26,2576992336	357,081354327	2,0	12,0	 
