stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
network public transportation	public transportation network	public transportation network	3	5,95713542369	27,5159159839	271,621788974	3,0	11,0	 
algorithm solution	solution algorithm	solution algorithm	2	15,7363937638	60,9115146892	198,585027735	8,0	84,0	 
algorithm genetic	genetic algorithm	genetic algorithm	2	12,589115011	52,3508744481	210,822979671	6,0	48,0	 
development regional	regional development	regional development	2	9,44183625827	49,636073177	277,236790131	2,0	8,0	 
network traffic transportation	traffic and transportation network	traffic and transportation network|&|traffic network transportation	4	7,94284723159	39,90843539	213,053272481	2,0	9,0	 
layout network transportation	transportation network layout	transportation network layout	3	5,95713542369	29,9313265425	962,574155591	2,0	6,0	 
model network traffic	network traffic model	network traffic model|&|traffic network model|&|network traffic models|&|traffic network models|&|model under a traffic network	3	15,8856944632	59,9158610278	345,595979612	11,0	88,0	 
pattern traffic	traffic patterns	traffic patterns	2	7,86819688189	34,1538384347	279,270251851	5,0	32,0	 
demand travel	travel demand	travel demand|&|demand for travel	2	11,0154756347	45,8070151421	193,923727052	6,0	46,0	 
traffic urban	urban traffic	urban traffic	2	7,86819688189	34,1538384347	219,578767343	7,0	77,0	 
consequence growth urban	consequences of urban growth	consequences of urban growth	4	5,95713542369	27,5159159839	277,472870302	3,0	22,0	 
plan signal timing	signal timing plan	signal timing plan|&|signal timing plans	3	11,9142708474	48,9457171306	440,261099012	5,0	53,0	 
model new	new model	new model	2	6,29455750551	28,7276606635	191,586487391	4,0	41,0	 
flow forecasting traffic	traffic flow forecasting	traffic flow forecasting	3	11,9142708474	48,9457171306	215,305893357	5,0	33,0	 
signal timing	signal timing	signal timing|&|signal timings	2	20,4573118929	72,670261795	293,688040356	13,0	133,0	 
network neural	neural network	neural network	2	7,86819688189	34,1538384347	402,585928352	5,0	21,0	 
jam traffic	traffic jams	traffic jams|&|traffic jam	2	6,29455750551	28,7276606635	288,280784358	4,0	17,0	 
model optimization	optimization model	optimization model|&|optimization models	2	20,4573118929	74,6200518699	251,827311884	10,0	75,0	 
management traffic	traffic management	traffic management	2	17,3100331402	64,9638379076	234,874543286	15,0	174,0	 
development urban	urban development	urban development	2	11,0154756347	50,2734061611	413,836373422	4,0	18,0	 
model traffic	traffic model	traffic model|&|traffic models|&|model of the traffic|&|model for the traffic	2	14,1627543874	58,8947337541	283,033339667	9,0	50,0	 
algorithm model	model and algorithm	model and algorithm	3	7,86819688189	34,1538384347	217,173083891	5,0	60,0	 
assignment dynamic problem traffic	dynamic traffic assignment problem	dynamic traffic assignment problem|&|problem of dynamic traffic assignment	4	13,8999826553	54,5690701752	248,359243147	6,0	64,0	 
level service	service level	service level|&|level of service	2	6,29455750551	28,7276606635	189,424937027	4,0	36,0	 
control time	time control	time control	2	7,86819688189	35,9095758294	203,421363285	4,0	34,0	 
capacity network road	road network capacity	road network capacity|&|capacity of the road network	3	5,95713542369	29,9313265425	335,084919676	2,0	16,0	 
growth relationship urban	relationship between urban growth	relationship between urban growth|&|relationship with urban growth	4	5,95713542369	29,9313265425	287,027924835	2,0	12,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	57,9087520398	939,369529829	2,0	4,0	 
road safety	road safety	road safety	2	14,1627543874	68,7116070267	258,767968103	3,0	16,0	 
design network	network design	network design	2	12,589115011	50,4102538107	592,328915135	10,0	74,0	 
control signal traffic	traffic signal control	traffic signal control|&|traffic control signal	3	41,6999479659	128,374933836	214,468435423	21,0	270,0	 
model programming	programming model	programming model|&|programming models	2	11,0154756347	45,8070151421	260,045020969	11,0	112,0	 
growth management urban	urban growth management	urban growth management	3	5,95713542369	29,9313265425	829,520326149	2,0	10,0	 
network sensor	sensor network	sensor network	2	11,0154756347	53,4423610208	238,145450636	3,0	6,0	 
system time total travel	total system travel time	total system travel time|&|total travel time of the system	4	7,94284723159	36,6878879786	201,825669833	3,0	29,0	 
signal traffic	traffic signal	traffic signal|&|traffic signals|&|Traffic signals|&|Traffic signal	2	34,6200662803	117,197019554	209,403860798	32,0	369,0	 
network traffic	traffic network	traffic network|&|network traffic|&|traffic networks|&|Network traffic	2	100,712920088	215,880228691	269,675086188	69,0	550,0	 
article full	Full article	Full article	2	9,44183625827	39,2631558361	2284,91259245	6,0	14,0	 
freight network transportation	freight transportation network	freight transportation network	3	7,94284723159	39,90843539	214,875038153	2,0	11,0	 
growth management	growth management	growth management	2	15,7363937638	71,8191516588	570,095785276	4,0	15,0	 
model simulation	simulation model	simulation model|&|simulation models|&|model through simulation	2	15,7363937638	60,9115146892	364,314606416	14,0	123,0	 
network urban	urban network	urban network|&|urban networks|&|network and urban	2	26,7518693984	92,702625354	211,141818952	14,0	107,0	 
network road transportation	road transportation network	road transportation network|&|road network transportation	3	9,92855903949	49,8855442375	199,634187293	2,0	19,0	 
macroscopic model	macroscopic model	macroscopic model|&|macroscopic models	2	7,86819688189	35,9095758294	234,558170569	4,0	45,0	 
datum probe vehicle	probe vehicle data	probe vehicle data	3	7,94284723159	39,90843539	190,561778699	2,0	51,0	 
consumption energy	energy consumption	energy consumption	2	12,589115011	54,6461414956	216,194295141	5,0	36,0	 
assignment traffic	traffic assignment	traffic assignment|&|Traffic assignment	2	62,9455750551	174,493276484	302,461878126	54,0	537,0	 
network simulation traffic	network traffic simulation	network traffic simulation|&|traffic network simulation	3	5,95713542369	29,9313265425	253,358681435	2,0	11,0	 
design network transportation	transportation network design	transportation network design	3	9,92855903949	43,0035915323	440,452121469	4,0	25,0	 
light traffic	traffic lights	traffic lights|&|traffic light	2	22,0309512693	82,681248246	307,526867256	9,0	52,0	 
assignment problem traffic	traffic assignment problem	traffic assignment problem	3	7,94284723159	36,6878879786	328,357336817	7,0	69,0	 
bi-level model programming	bi-level programming model	bi-level programming model	3	13,8999826553	54,5690701752	235,090248232	6,0	71,0	 
modeling traffic	traffic modeling	traffic modeling	2	6,29455750551	30,5384920119	203,547163397	3,0	29,0	 
network street urban	urban street network	urban street network	3	5,95713542369	29,9313265425	190,561778699	2,0	51,0	 
simulation traffic	traffic simulation	traffic simulation|&|Traffic simulation	2	23,6045906457	88,5870516922	316,083402113	21,0	179,0	 
management system traffic	traffic management system	traffic management system	3	5,95713542369	27,5159159839	263,341665548	3,0	17,0	 
example numerical	numerical example	numerical example	2	20,4573118929	69,2527842821	222,638710602	13,0	147,0	 
design network problem	network design problem	network design problem	3	17,8714062711	70,1602330824	478,54365809	6,0	52,0	 
assignment dynamic model traffic	dynamic traffic assignment model	dynamic traffic assignment model	4	15,8856944632	59,9158610278	238,365963297	7,0	70,0	 
model network neural	neural network model	neural network model	3	9,92855903949	49,8855442375	534,443348215	2,0	17,0	 
growth urban	urban growth	urban growth|&|Urban growth	2	51,9300994205	161,864553837	740,524288301	22,0	76,0	 
land use	land use	land use	2	15,7363937638	65,4385930601	424,403011953	6,0	37,0	 
different level	different levels	different levels	2	6,29455750551	30,5384920119	196,668118442	3,0	30,0	 
modeling network	network modeling	network modeling	2	6,29455750551	33,0907154513	304,393255596	2,0	9,0	 
assignment problem	assignment problem	assignment problem|&|assignment problems	2	6,29455750551	28,7276606635	317,430936078	10,0	94,0	 
assignment solution	assignment solution	assignment solution	2	6,29455750551	33,0907154513	222,828413107	2,0	22,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	127,464789487	267,680593798	245,22137972	61,0	372,0	 
method solution	solution methods	solution methods	2	6,29455750551	30,5384920119	256,865121259	3,0	16,0	 
system traffic	traffic system	traffic system|&|traffic systems|&|Traffic system	2	20,4573118929	72,670261795	263,896199372	15,0	131,0	 
information system	information systems	information systems|&|information system	2	17,3100331402	64,9638379076	250,035350678	11,0	70,0	 
measurement traffic	traffic measurements	traffic measurements	2	6,29455750551	30,5384920119	759,138588215	3,0	12,0	 
model result	model results	model results|&|model on the results	2	7,86819688189	35,9095758294	222,92556499	4,0	38,0	 
area urban	urban areas	urban areas|&|urban area	2	23,6045906457	76,5292219518	198,022558067	15,0	137,0	 
transportation urban	urban transportation	urban transportation	2	9,44183625827	43,0914909953	213,446151591	5,0	52,0	 
assignment model traffic	traffic assignment model	traffic assignment model|&|traffic assignment models	3	51,6285070053	140,525799431	330,823743705	27,0	270,0	 
optimization particle swarm	particle swarm optimization	particle swarm optimization	3	5,95713542369	27,5159159839	270,522444214	3,0	18,0	 
series time	time series	time series	2	7,86819688189	35,9095758294	246,838239218	4,0	33,0	 
information traffic	traffic information	traffic information|&|information traffic	2	20,4573118929	76,7754447999	225,840582175	12,0	90,0	 
model simulation traffic	traffic simulation model	traffic simulation model|&|traffic simulation models	3	13,8999826553	54,5690701752	337,419754122	6,0	56,0	 
