stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
network traffic urban	urban traffic network	urban traffic network|&|urban traffic networks|&|traffic in urban networks|&|Urban network traffic|&|Urban traffic network	3	51,6285070053	145,965405552	231,414544953	18,0	155,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	99,2500990386	1755,69211786	3,0	9,0	 
21st century	21st century	21st century	2	6,29455750551	28,7276606635	612,763001005	4,0	19,0	 
mode traffic	traffic mode	traffic mode|&|traffic modes	2	11,0154756347	50,2734061611	326,835240513	4,0	34,0	 
control flow	flow control	flow control	2	6,29455750551	33,0907154513	271,109138687	2,0	8,0	 
layout network	network layout	network layout	2	6,29455750551	33,0907154513	218,320774938	4,0	22,0	 
system traffic urban	urban traffic system	urban traffic system	3	11,9142708474	51,6043098388	283,439369789	4,0	32,0	 
assignment flow	flow assignment	flow assignment	2	7,86819688189	38,1731150148	287,711903409	3,0	29,0	 
information real-time traffic	real-time traffic information	real-time traffic information	3	5,95713542369	27,5159159839	220,972300037	3,0	31,0	 
hybrid model	hybrid model	hybrid model	2	7,86819688189	38,1731150148	224,564573387	3,0	25,0	 
control signal	signal control	signal control|&|control signal	2	31,4727875276	109,061912181	205,48537604	28,0	339,0	 
bus priority	bus priority	bus priority	2	6,29455750551	33,0907154513	193,01214674	2,0	32,0	 
aromatic plant	aromatic plants	aromatic plants	2	7,86819688189	41,3633943142	1349,52700225	2,0	3,0	 
reliability time travel	travel time reliability	travel time reliability	3	9,92855903949	49,8855442375	365,167926932	2,0	19,0	 
enforcement law	law enforcement	law enforcement	2	6,29455750551	30,5384920119	1160,96824783	3,0	8,0	 
flow network	network flow	network flow|&|network flows	2	6,29455750551	28,7276606635	294,377893488	5,0	44,0	 
link travel	link travel	link travel|&|travel along a link	2	6,29455750551	28,7276606635	221,199228012	4,0	32,0	 
assignment model	assignment model	assignment model|&|assignment models	2	11,0154756347	47,8153738086	333,519678053	33,0	337,0	 
multimodal network traffic urban	urban multimodal traffic network	urban multimodal traffic network	4	7,94284723159	39,90843539	229,598042095	2,0	25,0	 
system transportation urban	urban transportation system	urban transportation system	3	7,94284723159	36,6878879786	208,072109134	3,0	46,0	 
network topology	network topology	network topology	2	9,44183625827	39,2631558361	229,330219279	6,0	53,0	 
