stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
different level	different levels	different levels	2	6,29455750551	30,1071892687	201,965928465	3,0	31,0	 
assignment model traffic	traffic assignment model	traffic assignment model|&|traffic assignment models	3	47,6570833896	131,471836631	324,34905111	25,0	255,0	 
assignment problem	assignment problem	assignment problem|&|assignment problems	2	6,29455750551	28,2963579204	332,697184718	9,0	83,0	 
assignment solution	assignment solution	assignment solution	2	6,29455750551	32,6594127082	222,338162439	2,0	22,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	125,89115011	258,457281157	304,118900351	60,0	368,0	 
method solution	solution methods	solution methods	2	6,29455750551	30,1071892687	335,980068722	3,0	16,0	 
system traffic	traffic system	traffic system|&|traffic systems|&|Traffic system	2	20,4573118929	71,2685278799	239,557067857	15,0	133,0	 
information system	information systems	information systems|&|information system	2	17,3100331402	63,777755364	221,030303448	11,0	70,0	 
model result	model results	model results|&|model on the results	2	7,86819688189	35,3704474005	207,55380821	4,0	39,0	 
area urban	urban areas	urban areas|&|urban area	2	22,0309512693	71,4376928105	198,103950447	14,0	128,0	 
equilibrium model network	network equilibrium model	network equilibrium model	3	5,95713542369	29,5231439424	192,890977121	2,0	26,0	 
transportation urban	urban transportation	urban transportation	2	9,44183625827	42,4445368806	202,761199882	5,0	52,0	 
demand traffic	traffic demand	traffic demand|&|traffic demands	2	20,4573118929	80,5149285273	195,285795074	7,0	105,0	 
modeling network	network modeling	network modeling	2	6,29455750551	32,6594127082	298,553498249	2,0	9,0	 
optimization particle swarm	particle swarm optimization	particle swarm optimization	3	5,95713542369	27,1077333838	266,939291294	3,0	18,0	 
series time	time series	time series	2	7,86819688189	35,3704474005	226,034708354	4,0	35,0	 
land use	land use	land use	2	15,7363937638	64,3603362023	376,221741238	6,0	39,0	 
information traffic	traffic information	traffic information|&|information traffic	2	20,4573118929	75,3737108847	209,225790133	12,0	93,0	 
model simulation traffic	traffic simulation model	traffic simulation model|&|traffic simulation models	3	13,8999826553	53,6166441082	340,64932753	6,0	56,0	 
