stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
network traffic urban	urban traffic network	urban traffic network|&|urban traffic networks|&|traffic in urban networks|&|Urban network traffic|&|Urban traffic network	3	51,6285070053	142,427823017	218,216350704	18,0	159,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	97,8483651234	1729,92638684	3,0	9,0	 
optimal solution	optimal solution	optimal solution	2	7,86819688189	33,6147100058	195,264985805	5,0	42,0	 
21st century	21st century	21st century	2	6,29455750551	28,2963579204	530,179102118	4,0	21,0	 
mode traffic	traffic mode	traffic mode|&|traffic modes	2	11,0154756347	49,5186263607	285,073522034	4,0	34,0	 
layout network	network layout	network layout	2	6,29455750551	32,6594127082	219,036934866	4,0	22,0	 
system traffic urban	urban traffic system	urban traffic system	3	11,9142708474	50,7879446385	233,058278616	4,0	34,0	 
assignment flow	flow assignment	flow assignment	2	7,86819688189	37,6339865859	282,428677121	3,0	29,0	 
information real-time traffic	real-time traffic information	real-time traffic information	3	5,95713542369	27,1077333838	241,061893515	3,0	31,0	 
control signal	signal control	signal control|&|control signal	2	31,4727875276	106,905398466	204,071168092	28,0	338,0	 
aromatic plant	aromatic plants	aromatic plants	2	7,86819688189	40,8242658853	1329,75324006	2,0	3,0	 
reliability time travel	travel time reliability	travel time reliability	3	9,92855903949	49,205239904	361,470399438	2,0	19,0	 
enforcement law	law enforcement	law enforcement	2	6,29455750551	30,1071892687	1136,44631941	3,0	8,0	 
flow network	network flow	network flow|&|network flows	2	6,29455750551	28,2963579204	295,865511838	5,0	44,0	 
link travel	link travel	link travel|&|travel along a link	2	6,29455750551	28,2963579204	213,782363062	4,0	31,0	 
assignment model	assignment model	assignment model|&|assignment models	2	11,0154756347	47,0605940082	327,67847138	31,0	322,0	 
multimodal network traffic urban	urban multimodal traffic network	urban multimodal traffic network	4	7,94284723159	39,3641919232	233,187219215	2,0	25,0	 
network topology	network topology	network topology	2	7,86819688189	33,6147100058	254,743236499	5,0	51,0	 
network public transportation	public transportation network	public transportation network	3	5,95713542369	27,1077333838	241,234921618	3,0	12,0	 
algorithm solution	solution algorithm	solution algorithm	2	15,7363937638	59,8332578314	198,811538525	8,0	84,0	 
algorithm genetic	genetic algorithm	genetic algorithm	2	12,589115011	51,4882689618	257,482541297	6,0	49,0	 
development regional	regional development	regional development	2	9,44183625827	48,9891190623	272,915635031	2,0	8,0	 
layout network transportation	transportation network layout	transportation network layout	3	5,95713542369	29,5231439424	947,561040819	2,0	6,0	 
network whole	whole network	whole network	2	7,86819688189	35,3704474005	208,023833404	4,0	38,0	 
model network traffic	network traffic model	network traffic model|&|traffic network model|&|network traffic models|&|traffic network models|&|model under a traffic network	3	15,8856944632	58,827374094	354,298788474	11,0	93,0	 
pattern traffic	traffic patterns	traffic patterns	2	6,29455750551	28,2963579204	239,692592333	4,0	30,0	 
length path	path length	path length	2	6,29455750551	32,6594127082	278,27109728	2,0	7,0	 
demand travel	travel demand	travel demand|&|demand for travel	2	9,44183625827	40,337652007	192,863895452	5,0	43,0	 
traffic urban	urban traffic	urban traffic	2	7,86819688189	33,6147100058	197,168949937	7,0	78,0	 
consequence growth urban	consequences of urban growth	consequences of urban growth	4	5,95713542369	27,1077333838	210,753549622	3,0	22,0	 
plan signal timing	signal timing plan	signal timing plan|&|signal timing plans	3	11,9142708474	48,1293519303	429,528720356	5,0	55,0	 
signal timing	signal timing	signal timing|&|signal timings	2	18,8836725165	67,5861396505	278,426875923	12,0	125,0	 
network neural	neural network	neural network	2	7,86819688189	33,6147100058	240,674612059	5,0	25,0	 
model optimization	optimization model	optimization model|&|optimization models	2	20,4573118929	73,2183179547	243,180978093	10,0	77,0	 
management traffic	traffic management	traffic management	2	17,3100331402	63,777755364	226,951058188	15,0	173,0	 
development urban	urban development	urban development	2	11,0154756347	49,5186263607	347,318866961	4,0	20,0	 
model traffic	traffic model	traffic model|&|traffic models|&|model of the traffic|&|model for the traffic	2	14,1627543874	57,9243025821	240,712034821	9,0	52,0	 
algorithm model	model and algorithm	model and algorithm	3	7,86819688189	33,6147100058	216,404583412	5,0	60,0	 
assignment dynamic problem traffic	dynamic traffic assignment problem	dynamic traffic assignment problem|&|problem of dynamic traffic assignment	4	9,92855903949	40,1077932752	241,849957484	5,0	52,0	 
level service	service level	service level|&|level of service	2	6,29455750551	28,2963579204	191,231397644	4,0	36,0	 
control time	time control	time control	2	7,86819688189	35,3704474005	198,108239962	4,0	35,0	 
capacity network road	road network capacity	road network capacity|&|capacity of the road network	3	5,95713542369	29,5231439424	329,360572667	2,0	16,0	 
growth relationship urban	relationship between urban growth	relationship between urban growth|&|relationship with urban growth	4	5,95713542369	29,5231439424	247,709292425	2,0	13,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	57,1539722394	925,587849779	2,0	4,0	 
design network problem	network design problem	network design problem	3	17,8714062711	68,9356852819	473,450468765	6,0	52,0	 
design network	network design	network design	2	12,589115011	49,5476483245	659,048988769	10,0	73,0	 
control signal traffic	traffic signal control	traffic signal control|&|traffic control signal	3	41,6999479659	125,517655635	213,651922669	21,0	269,0	 
model programming	programming model	programming model|&|programming models	2	11,0154756347	45,0522353416	245,353053697	11,0	113,0	 
growth management urban	urban growth management	urban growth management	3	5,95713542369	29,5231439424	795,709841077	2,0	10,0	 
network sensor	sensor network	sensor network	2	11,0154756347	52,6875812203	233,134987419	3,0	6,0	 
system time total travel	total system travel time	total system travel time|&|total travel time of the system	4	7,94284723159	36,1436445117	201,609786787	3,0	29,0	 
signal traffic	traffic signal	traffic signal|&|traffic signals|&|Traffic signals|&|Traffic signal	2	26,7518693984	88,7282966337	209,225522337	31,0	368,0	 
network traffic	traffic network	traffic network|&|network traffic|&|traffic networks|&|Network traffic	2	99,1392807119	207,942024679	260,954190731	67,0	545,0	 
article full	Full article	Full article	2	9,44183625827	38,6162017214	2247,10368964	6,0	14,0	 
application system	systems applications	systems applications|&|systems and applications	2	6,29455750551	32,6594127082	336,890505282	2,0	14,0	 
freight network transportation	freight transportation network	freight transportation network	3	7,94284723159	39,3641919232	461,126629331	2,0	10,0	 
growth management	growth management	growth management	2	15,7363937638	70,740894801	519,501019349	4,0	15,0	 
model simulation	simulation model	simulation model|&|simulation models|&|model through simulation	2	11,0154756347	45,0522353416	345,794064349	12,0	119,0	 
network urban	urban network	urban network|&|urban networks|&|network and urban	2	26,7518693984	90,8695886957	227,063348013	14,0	108,0	 
network road transportation	road transportation network	road transportation network|&|road network transportation	3	9,92855903949	49,205239904	196,16456551	2,0	19,0	 
macroscopic model	macroscopic model	macroscopic model|&|macroscopic models	2	7,86819688189	35,3704474005	193,829369404	4,0	44,0	 
consumption energy	energy consumption	energy consumption	2	12,589115011	53,7835360093	217,313647039	5,0	36,0	 
assignment traffic	traffic assignment	traffic assignment|&|Traffic assignment	2	62,9455750551	172,859188457	294,475914075	50,0	505,0	 
infrastructure transportation	transportation infrastructure	transportation infrastructure	2	7,86819688189	40,8242658853	237,733583976	2,0	17,0	 
network simulation traffic	network traffic simulation	network traffic simulation|&|traffic network simulation	3	5,95713542369	29,5231439424	307,548466517	2,0	11,0	 
design network transportation	transportation network design	transportation network design	3	9,92855903949	42,3232871987	484,519471337	4,0	25,0	 
path problem short	shortest path problem	shortest path problem	3	5,95713542369	33,6523155655	242,355365099	1,0	7,0	 
light traffic	traffic lights	traffic lights|&|traffic light	2	20,4573118929	77,7832351809	282,26441593	8,0	45,0	 
assignment problem traffic	traffic assignment problem	traffic assignment problem	3	7,94284723159	36,1436445117	320,912006013	6,0	58,0	 
bi-level model programming	bi-level programming model	bi-level programming model	3	13,8999826553	53,6166441082	230,204053198	6,0	72,0	 
modeling traffic	traffic modeling	traffic modeling	2	6,29455750551	30,1071892687	207,114679018	3,0	30,0	 
simulation traffic	traffic simulation	traffic simulation|&|Traffic simulation	2	15,7363937638	64,3603362023	303,880982232	18,0	172,0	 
management system traffic	traffic management system	traffic management system	3	5,95713542369	27,1077333838	262,120929998	3,0	17,0	 
quality service	quality of service	quality of service|&|service quality	3	6,29455750551	30,1071892687	237,959557899	3,0	25,0	 
example numerical	numerical example	numerical example	2	18,8836725165	64,1432390793	230,721558413	12,0	137,0	 
road safety	road safety	road safety	2	12,589115011	65,3188254164	286,296517228	2,0	14,0	 
assignment dynamic model traffic	dynamic traffic assignment model	dynamic traffic assignment model	4	15,8856944632	58,827374094	244,556260438	7,0	70,0	 
model network neural	neural network model	neural network model	3	9,92855903949	49,205239904	430,028937975	2,0	20,0	 
authority traffic	traffic authority	traffic authority	2	6,29455750551	32,6594127082	218,404048408	2,0	27,0	 
growth urban	urban growth	urban growth|&|Urban growth	2	51,9300994205	158,306306206	662,00974658	22,0	80,0	 
simulation tool	simulation tool	simulation tool	2	6,29455750551	30,1071892687	198,184476836	3,0	21,0	 
