stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
network traffic urban	urban traffic network	urban traffic network|&|urban traffic networks|&|traffic in urban networks|&|Urban network traffic|&|Urban traffic network	3	51,6285070053	146,813183337	238,828848913	18,0	154,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	99,586023038	1775,82693038	3,0	9,0	 
21st century	21st century	21st century	2	6,29455750551	28,8310218941	622,332873777	4,0	19,0	 
mode traffic	traffic mode	traffic mode|&|traffic modes	2	11,0154756347	50,4542883147	329,791092235	4,0	34,0	 
control flow	flow control	flow control	2	6,29455750551	33,1940766819	273,869245212	2,0	8,0	 
layout network	network layout	network layout	2	6,29455750551	33,1940766819	205,175560331	4,0	22,0	 
system traffic urban	urban traffic system	urban traffic system	3	11,9142708474	51,799950866	287,778842714	4,0	32,0	 
assignment flow	flow assignment	flow assignment	2	7,86819688189	38,3023165531	290,871560914	3,0	29,0	 
information real-time traffic	real-time traffic information	real-time traffic information	3	5,95713542369	27,6137364976	217,126723948	3,0	31,0	 
hybrid model	hybrid model	hybrid model	2	7,86819688189	38,3023165531	224,823440392	3,0	25,0	 
control signal	signal control	signal control|&|control signal	2	31,4727875276	109,578718334	208,866929199	28,0	339,0	 
aromatic plant	aromatic plants	aromatic plants	2	7,86819688189	41,4925958524	1364,97934716	2,0	3,0	 
reliability time travel	travel time reliability	travel time reliability	3	9,92855903949	50,0485784269	396,820420451	2,0	18,0	 
enforcement law	law enforcement	law enforcement	2	6,29455750551	30,6418532425	1174,31330682	3,0	8,0	 
experiment simulation	simulation experiments	simulation experiments|&|simulation experiment	2	7,86819688189	36,0387773676	201,404537003	4,0	35,0	 
flow network	network flow	network flow|&|network flows	2	6,29455750551	28,8310218941	239,086444722	5,0	44,0	 
link travel	link travel	link travel|&|travel along a link	2	6,29455750551	28,8310218941	207,183429545	4,0	32,0	 
