stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
assignment model	assignment model	assignment model|&|assignment models	2	12,589115011	52,5575969093	321,917946675	34,0	347,0	 
multimodal network traffic urban	urban multimodal traffic network	urban multimodal traffic network	4	7,94284723159	40,0388627415	231,962589383	2,0	25,0	 
system transportation urban	urban transportation system	urban transportation system	3	7,94284723159	36,8183153301	208,30934242	3,0	46,0	 
network topology	network topology	network topology	2	9,44183625827	39,418197682	230,371140722	6,0	53,0	 
algorithm solution	solution algorithm	solution algorithm	2	18,8836725165	71,1797250455	202,839657749	9,0	93,0	 
algorithm genetic	genetic algorithm	genetic algorithm	2	12,589115011	52,5575969093	217,592535751	6,0	47,0	 
development regional	regional development	regional development	2	9,44183625827	49,7911150229	280,30243362	2,0	8,0	 
network traffic transportation	traffic and transportation network	traffic and transportation network|&|traffic network transportation	4	7,94284723159	40,0388627415	214,954736939	2,0	9,0	 
layout network transportation	transportation network layout	transportation network layout	3	5,95713542369	30,0291470562	909,744849791	2,0	6,0	 
model network traffic	network traffic model	network traffic model|&|traffic network model|&|network traffic models|&|traffic network models|&|model under a traffic network	3	15,8856944632	60,1767157308	347,419546554	11,0	86,0	 
pattern traffic	traffic patterns	traffic patterns	2	7,86819688189	34,283039973	280,629570426	5,0	32,0	 
demand travel	travel demand	travel demand|&|demand for travel	2	11,0154756347	45,9878972956	202,595975009	6,0	44,0	 
traffic urban	urban traffic	urban traffic	2	7,86819688189	34,283039973	221,117369356	7,0	77,0	 
consequence growth urban	consequences of urban growth	consequences of urban growth	4	5,95713542369	27,6137364976	282,543113945	3,0	22,0	 
plan signal timing	signal timing plan	signal timing plan|&|signal timing plans	3	11,9142708474	49,1413581578	445,55549067	5,0	53,0	 
flow forecasting traffic	traffic flow forecasting	traffic flow forecasting	3	11,9142708474	49,1413581578	227,429266686	5,0	32,0	 
signal timing	signal timing	signal timing|&|signal timings	2	20,4573118929	73,0061857945	296,976502734	13,0	133,0	 
network neural	neural network	neural network	2	7,86819688189	34,283039973	409,909841614	5,0	21,0	 
jam traffic	traffic jams	traffic jams|&|traffic jam	2	6,29455750551	28,8310218941	285,564857857	4,0	17,0	 
model optimization	optimization model	optimization model|&|optimization models	2	20,4573118929	74,9559758693	248,848249454	10,0	75,0	 
management traffic	traffic management	traffic management	2	17,3100331402	65,2480812918	233,192402178	15,0	176,0	 
development urban	urban development	urban development	2	11,0154756347	50,4542883147	422,484044147	4,0	18,0	 
model traffic	traffic model	traffic model|&|traffic models|&|model of the traffic|&|model for the traffic	2	18,8836725165	75,9254644079	264,663101955	10,0	57,0	 
algorithm model	model and algorithm	model and algorithm	3	7,86819688189	34,283039973	201,138715338	5,0	60,0	 
assignment dynamic problem traffic	dynamic traffic assignment problem	dynamic traffic assignment problem|&|problem of dynamic traffic assignment	4	13,8999826553	54,7973180403	209,14666192	6,0	64,0	 
control time	time control	time control	2	7,86819688189	36,0387773676	204,274925449	4,0	34,0	 
capacity network road	road network capacity	road network capacity|&|capacity of the road network	3	5,95713542369	30,0291470562	334,73923205	2,0	16,0	 
growth relationship urban	relationship between urban growth	relationship between urban growth|&|relationship with urban growth	4	5,95713542369	30,0291470562	323,025171269	2,0	11,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	58,0896341934	950,139320864	2,0	4,0	 
design network problem	network design problem	network design problem	3	17,8714062711	70,4536946233	501,220393317	6,0	51,0	 
design network	network design	network design	2	12,589115011	50,6169762719	609,892934759	10,0	73,0	 
control signal traffic	traffic signal control	traffic signal control|&|traffic control signal	3	41,6999479659	129,059677431	215,965914102	21,0	271,0	 
model programming	programming model	programming model|&|programming models	2	11,0154756347	45,9878972956	267,822917023	11,0	110,0	 
area road	area road	area road|&|road area	2	7,86819688189	41,4925958524	192,22211314	2,0	17,0	 
growth management urban	urban growth management	urban growth management	3	5,95713542369	30,0291470562	839,624586767	2,0	10,0	 
network sensor	sensor network	sensor network	2	11,0154756347	53,6232431743	240,930421636	3,0	6,0	 
system time total travel	total system travel time	total system travel time|&|total travel time of the system	4	7,94284723159	36,8183153301	202,035372163	3,0	29,0	 
signal traffic	traffic signal	traffic signal|&|traffic signals|&|Traffic signals|&|Traffic signal	2	34,6200662803	117,765506323	214,247284242	32,0	368,0	 
network traffic	traffic network	traffic network|&|network traffic|&|traffic networks|&|Network traffic	2	99,1392807119	214,1350395	271,860939351	70,0	560,0	 
article full	Full article	Full article	2	9,44183625827	39,418197682	2311,13454712	6,0	14,0	 
freight network transportation	freight transportation network	freight transportation network	3	7,94284723159	40,0388627415	206,254746161	2,0	11,0	 
growth management	growth management	growth management	2	15,7363937638	72,0775547353	579,096546907	4,0	15,0	 
model simulation	simulation model	simulation model|&|simulation models|&|model through simulation	2	15,7363937638	61,1699177657	369,77709033	14,0	123,0	 
network urban	urban network	urban network|&|urban networks|&|network and urban	2	26,7518693984	93,141910584	207,64604145	14,0	110,0	 
network road transportation	road transportation network	road transportation network|&|road network transportation	3	9,92855903949	50,0485784269	214,873527934	2,0	18,0	 
macroscopic model	macroscopic model	macroscopic model|&|macroscopic models	2	7,86819688189	36,0387773676	245,423096939	4,0	44,0	 
datum probe vehicle	probe vehicle data	probe vehicle data	3	7,94284723159	40,0388627415	190,34612995	2,0	51,0	 
consumption energy	energy consumption	energy consumption	2	12,589115011	54,8528639568	217,637081874	5,0	36,0	 
assignment traffic	traffic assignment	traffic assignment|&|Traffic assignment	2	64,5192144315	177,281257992	310,54729687	58,0	568,0	 
infrastructure transportation	transportation infrastructure	transportation infrastructure	2	7,86819688189	41,4925958524	225,312835412	2,0	18,0	 
network simulation traffic	network traffic simulation	network traffic simulation|&|traffic network simulation	3	5,95713542369	30,0291470562	256,081182807	2,0	11,0	 
design network transportation	transportation network design	transportation network design	3	9,92855903949	43,1666257217	445,667140304	4,0	25,0	 
light traffic	traffic lights	traffic lights|&|traffic light	2	22,0309512693	83,0430125531	311,889806609	9,0	52,0	 
assignment problem traffic	traffic assignment problem	traffic assignment problem	3	19,857118079	75,2208946635	372,808041454	11,0	99,0	 
bi-level model programming	bi-level programming model	bi-level programming model	3	13,8999826553	54,7973180403	237,979530939	6,0	71,0	 
modeling traffic	traffic modeling	traffic modeling	2	6,29455750551	30,6418532425	212,80600861	3,0	30,0	 
network street urban	urban street network	urban street network	3	5,95713542369	30,0291470562	190,34612995	2,0	51,0	 
simulation traffic	traffic simulation	traffic simulation|&|Traffic simulation	2	23,6045906457	88,9746563069	316,338502909	21,0	179,0	 
management system traffic	traffic management system	traffic management system	3	5,95713542369	27,6137364976	264,53645595	3,0	17,0	 
example numerical	numerical example	numerical example	2	23,6045906457	76,9168265666	211,652954374	15,0	159,0	 
road safety	road safety	road safety	2	14,1627543874	68,9441697956	262,312674154	3,0	16,0	 
assignment dynamic model traffic	dynamic traffic assignment model	dynamic traffic assignment model	4	15,8856944632	60,1767157308	234,90793169	7,0	70,0	 
model network neural	neural network model	neural network model	3	9,92855903949	50,0485784269	543,224129952	2,0	17,0	 
growth urban	urban growth	urban growth|&|Urban growth	2	51,9300994205	162,717283989	772,860114357	22,0	75,0	 
simulation tool	simulation tool	simulation tool	2	6,29455750551	30,6418532425	189,644508858	3,0	22,0	 
different level	different levels	different levels	2	6,29455750551	30,6418532425	207,04623995	3,0	31,0	 
modeling network	network modeling	network modeling	2	6,29455750551	33,1940766819	309,436561027	2,0	9,0	 
assignment problem	assignment problem	assignment problem|&|assignment problems	2	6,29455750551	28,8310218941	361,33392904	14,0	124,0	 
assignment solution	assignment solution	assignment solution	2	6,29455750551	33,1940766819	224,337733078	2,0	22,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	129,038428863	270,387498869	243,818338591	62,0	381,0	 
method solution	solution methods	solution methods	2	6,29455750551	30,6418532425	251,45139938	3,0	16,0	 
system traffic	traffic system	traffic system|&|traffic systems|&|Traffic system	2	20,4573118929	73,0061857945	249,65501573	15,0	130,0	 
information system	information systems	information systems|&|information system	2	17,3100331402	65,2480812918	252,607187253	11,0	70,0	 
measurement traffic	traffic measurements	traffic measurements	2	6,29455750551	30,6418532425	778,187934137	3,0	12,0	 
model result	model results	model results|&|model on the results	2	7,86819688189	36,0387773676	226,508839768	4,0	38,0	 
area urban	urban areas	urban areas|&|urban area	2	23,6045906457	76,9168265666	209,631004561	15,0	136,0	 
transportation urban	urban transportation	urban transportation	2	9,44183625827	43,2465328412	215,99519963	5,0	52,0	 
assignment model traffic	traffic assignment model	traffic assignment model|&|traffic assignment models	3	51,6285070053	141,373577216	320,079862397	27,0	271,0	 
optimization particle swarm	particle swarm optimization	particle swarm optimization	3	5,95713542369	27,6137364976	273,991946014	3,0	18,0	 
series time	time series	time series	2	7,86819688189	36,0387773676	263,425550832	4,0	32,0	 
land use	land use	land use	2	15,7363937638	65,6969961366	444,812853686	6,0	36,0	 
information traffic	traffic information	traffic information|&|information traffic	2	20,4573118929	77,1113687993	227,351035856	12,0	90,0	 
model simulation traffic	traffic simulation model	traffic simulation model|&|traffic simulation models	3	13,8999826553	54,7973180403	340,563100285	6,0	56,0	 
