stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
density population size	population density and the size	population density and the size|&|size and population density	5	3,9714236158	16,4190730264	213,044877453	2,0	6,0	 
crown width	crown width	crown width	2	4,72091812914	23,8880238785	149,622234987	1,0	3,0	 
case new	new cases	new cases	2	4,72091812914	20,6157327877	440,356983739	2,0	5,0	 
density distribution population	population density distribution	population density distribution	3	3,9714236158	16,4190730264	557,870640658	2,0	6,0	 
land planning transport use	land use and transport planning	land use and transport planning	5	3,9714236158	19,1718541085	602,122658208	1,0	5,0	 
density high population	high population density	high population density|&|higher population densities|&|high population densities	3	17,8714062711	51,4971926473	271,586774602	7,0	35,0	 
dependency fragmentation habitat	dependency on habitat fragmentation	dependency on habitat fragmentation	4	3,9714236158	16,4190730264	30,3947494706	2,0	69,0	 
initial organism response speed	speed of the initial response of organisms	speed of the initial response of organisms	7	3,9714236158	16,4190730264	30,3947494706	2,0	69,0	 
availability prey	prey availability	prey availability	2	9,44183625827	41,2314655753	261,095422883	2,0	16,0	 
family planning	family planning	family planning	2	4,72091812914	20,6157327877	652,130127415	2,0	6,0	 
density population relationship	relationship between population density	relationship between population density	4	5,95713542369	22,213198981	273,985491127	3,0	14,0	 
attendant birth traditional	traditional birth attendants	traditional birth attendants	3	3,9714236158	16,4190730264	753,305558813	2,0	8,0	 
density function population	population density functions	population density functions|&|population density function|&|population as a function of density	3	11,9142708474	40,9988758328	570,959607173	4,0	11,0	 
cover datum land	land cover data	land cover data	3	7,94284723159	32,8381460527	288,460891823	2,0	13,0	 
detection probability	detection probability	detection probability	2	7,86819688189	39,8133731309	720,751189169	1,0	4,0	 
pregnant teen	pregnant teens	pregnant teens	2	6,29455750551	31,8506985047	242,394246374	1,0	7,0	 
habitat large patch	large habitat patches	large habitat patches	3	3,9714236158	16,4190730264	234,340292326	2,0	15,0	 
deer population	deer population	deer population	2	4,72091812914	20,6157327877	411,922641125	2,0	11,0	 
population size	population size	population size|&|size of the population	2	14,1627543874	46,2878223516	834,531907761	6,0	17,0	 
datum set	data sets	data sets|&|sets of data	2	6,29455750551	23,1245889291	247,173147669	4,0	23,0	 
density population variation	variation in population density	variation in population density|&|variation in the population density	4	3,9714236158	16,4190730264	261,589398945	2,0	10,0	 
area rural	rural areas	rural areas|&|rural area	2	11,0154756347	38,0099982733	343,556140355	5,0	23,0	 
commune datum population	population data per commune	population data per commune	4	3,9714236158	16,4190730264	447,407785757	2,0	13,0	 
curvature propagation term	propagation and curvature terms	propagation and curvature terms|&|curvature and propagation terms	4	9,92855903949	37,0219983016	288,53091439	3,0	29,0	 
analysis method spatial	spatial analysis methods	spatial analysis methods	3	3,9714236158	19,1718541085	13,1271008389	1,0	1,0	 
density measure population	measure of population density	measure of population density|&|population density as a measure	4	3,9714236158	16,4190730264	367,703419893	2,0	7,0	 
event fragmentation habitat	habitat fragmentation events	habitat fragmentation events	3	3,9714236158	16,4190730264	30,3947494706	2,0	69,0	 
air transport	air transport	air transport	2	4,72091812914	23,8880238785	1006,83726371	1,0	4,0	 
band extra guard	extra guard band	extra guard band	3	5,95713542369	28,7577811627	396,499026307	1,0	2,0	 
mortality rate	mortality rates	mortality rates	2	6,29455750551	27,4876437169	859,916108913	2,0	7,0	 
fragmentation habitat	habitat fragmentation	habitat fragmentation|&|Habitat fragmentation	2	17,3100331402	59,7299972867	50,5584676893	5,0	89,0	 
