stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
network transportation	transportation network	transportation network	2	12,589115011	36,5963606478	176,72719358	5,0	17,0	 
network road	road network	road network	2	9,44183625827	36,0987375412	127,479715965	2,0	10,0	 
analysis least-cost path	least-cost path analysis	least-cost path analysis	3	3,9714236158	14,2601458039	141,084375212	2,0	11,0	 
information system	information systems	information systems|&|information system	2	6,29455750551	19,7027702396	107,151390317	6,0	23,0	 
3D model	3D models	3D models|&|3D model	2	9,44183625827	27,4472704859	225,831102446	5,0	11,0	 
area urban	urban area	urban area	2	9,44183625827	27,4472704859	95,8901346903	5,0	23,0	 
graph gravity model theory	graph theory and the gravity model	graph theory and the gravity model|&|graph theory and gravity model	6	5,95713542369	21,3902187058	141,084375212	2,0	11,0	 
modeling urban	urban modeling	urban modeling	2	14,1627543874	34,5143597666	154,50055068	10,0	35,0	 
cover land	land cover	land cover	2	6,29455750551	24,0658250275	184,507818533	2,0	6,0	 
modeling network	network modeling	network modeling	2	7,86819688189	26,892001985	166,149419731	3,0	8,0	 
management practice	management practices	management practices	2	4,72091812914	18,0493687706	148,072619048	2,0	6,0	 
geographic information system	geographic information system	geographic information system|&|Geographic information systems|&|geographic information systems	3	5,95713542369	18,9748081472	105,897697217	3,0	15,0	 
