alphalocalization,bioSteps,bioThreshold,diffusion,diffusionsteps,distance,entropy,gravityHierarchyExponent,gravityInflexion,gravityRadius,growthrate,hierarchyRole,id,laAccessibility,laBw,laCloseness,laDroadCoef,laPopCoef,maxNewLinksNumber,meanBwCentrality,meanClosenessCentrality,meanPathLength,meanRelativeSpeed,moran,nwHeuristic,nwLength,nwUpdateTime,replication,rsquared,slope,totalTime
2.0,40.0,0.5,0.1,2.0,0.9079703219154582,0.9517239470948287,3.0,10.0,20.0,1000.0,0.5,0,0.0,0.0,0.0,0.5,0.5,10.0,0.11783101180458576,0.030992362770057416,0.609261157175113,0.6820939631793699,0.15440012181054652,1,334.77367822533,3.0,1585829987,0.39272966171173496,-1.11668274757308,10.0
2.0,40.0,0.5,0.1,2.0,0.9191341158161803,0.9577614391542675,3.0,10.0,20.0,1000.0,0.5,0,0.0,0.0,0.0,0.5,0.5,10.0,0.10349909740596948,0.029752580762496938,0.6451146924203456,0.6557133109183828,0.11283788316662302,1,330.34714176192927,3.0,1800569041,0.5239132916457343,-0.9169634663147294,10.0
2.0,40.0,0.5,0.1,2.0,0.8707508299843837,0.9578772522189869,3.0,10.0,20.0,1000.0,0.5,0,0.0,0.0,0.0,0.5,0.5,10.0,0.11997367124936915,0.029034247389968033,0.6695860833665922,0.6183703597451347,0.15215745434836211,1,345.7128679844293,3.0,-2087741212,0.6316005439743311,-0.8472914747945657,10.0
2.0,40.0,0.5,0.1,2.0,0.8427796729926524,0.953854772291115,3.0,10.0,20.0,1000.0,0.5,0,0.0,0.0,0.0,0.5,0.5,10.0,0.11000395066063826,0.03166858241065438,0.5386712621037648,0.6908734762381181,0.14035167516459726,1,320.15492943548855,3.0,747377147,0.4138727559690414,-1.0335432525685166,10.0
2.0,40.0,0.5,0.1,2.0,0.8899225917104547,0.961130530044142,3.0,10.0,20.0,1000.0,0.5,0,0.0,0.0,0.0,0.5,0.5,10.0,0.10496980496980496,0.028978723416002782,0.6469886885452694,0.6437461022095128,0.1314640671534953,1,347.49969523358294,3.0,19799821,0.509088690356261,-0.8544954366194891,10.0
2.0,40.0,0.5,0.1,2.0,0.8276883154374627,0.9517508209672974,3.0,10.0,20.0,1000.0,0.5,0,0.0,0.0,0.0,0.5,0.5,10.0,0.1156401521041546,0.02941343682503985,0.6039191837122074,0.6562336162210173,0.176792036626305,1,353.77105715177515,3.0,-1287139596,0.38019730735287927,-1.155399605654944,10.0
2.0,40.0,0.5,0.1,2.0,0.8112580100208416,0.9504035845357983,3.0,10.0,20.0,1000.0,0.5,0,0.0,0.0,0.0,0.5,0.5,10.0,0.1034748380914618,0.034416858895441764,0.5795778036998798,0.6409178644992695,0.1878582019132101,1,325.06328496751496,3.0,-1111496318,0.4143241640098,-1.1195545062111978,10.0
2.0,40.0,0.5,0.1,2.0,0.9388366112851566,0.9510032448595126,3.0,10.0,20.0,1000.0,0.5,0,0.0,0.0,0.0,0.5,0.5,10.0,0.13013767514699598,0.02804003766203621,0.8110465810502112,0.575721059383399,0.18460576565729633,1,326.06269326872905,3.0,739719175,0.5407631890942873,-1.006105416371332,10.0
2.0,40.0,0.5,0.1,2.0,0.8249722739933546,0.9499874652425055,3.0,10.0,20.0,1000.0,0.5,0,0.0,0.0,0.0,0.5,0.5,10.0,0.11953485873885487,0.031454147996059764,0.5727108990740909,0.6458203573250615,0.19668678382119636,1,328.1629020610941,3.0,-816155625,0.3086709053995809,-1.2756025854694717,10.0
2.0,40.0,0.5,0.1,2.0,0.8650983810221258,0.9595354607296716,3.0,10.0,20.0,1000.0,0.5,0,0.0,0.0,0.0,0.5,0.5,10.0,0.10796960429987953,0.030284249122180723,0.6373379350794454,0.6514087118438054,0.15636208285686787,1,362.33869204725136,3.0,1654252647,0.5098032423544951,-0.907701905850962,10.0
2.0,40.0,0.5,0.1,2.0,0.8045122538237747,0.9247727378797758,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.11248379986709126,0.030379588637983193,0.6207232492333865,0.6506162021615733,0.13223212622839117,1,327.8330204613832,3.0,212126324,0.6139074027427133,-1.1864821489495525,10.0
2.0,40.0,0.5,0.1,2.0,0.8811061001768653,0.9435796928812248,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.09719067884205498,0.028924967625562167,0.5768844442859085,0.6859986094869261,0.11055466152423864,1,358.9673385196493,3.0,418633314,0.647451316547158,-0.9922084946850991,10.0
2.0,40.0,0.5,0.1,2.0,0.9354037804203048,0.9368656304431798,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.11531641495570008,0.028595626865597693,0.6651199451518356,0.6623275795436241,0.12894848067973896,1,336.3279642450875,3.0,-1893290828,0.5192350394060887,-1.2669881572082022,10.0
2.0,40.0,0.5,0.1,2.0,0.9367594080638857,0.9350634072415142,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.11699275362318841,0.027627661815088234,0.6488655064906443,0.6606309483982863,0.1264415065788018,1,332.35329681991385,3.0,-560375836,0.6116148403056487,-1.170095573989695,10.0
2.0,40.0,0.5,0.1,2.0,0.8293098196413441,0.9261299834526538,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.10818699426519861,0.03462000172617625,0.5420005790227095,0.7195459592728041,0.12714785113090626,1,320.77192252941376,3.0,-1977271138,0.6637746343703967,-1.2074112867761675,10.0
2.0,40.0,0.5,0.1,2.0,0.7717050828939193,0.936801281594206,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.09953133356902631,0.031479926863589976,0.5566329134841956,0.6483166627354124,0.1265292484803715,1,329.1139429973333,3.0,2064659207,0.6165369351837658,-1.0932311397661685,10.0
2.0,40.0,0.5,0.1,2.0,0.7977131961610894,0.9397894935832553,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.09875636161747016,0.03405003571713272,0.5575642203939846,0.6715394163311773,0.12184916984279619,1,325.9704313674552,3.0,-839560755,0.6525590688453724,-1.0419775975319345,10.0
2.0,40.0,0.5,0.1,2.0,0.9602822242136451,0.9442193901610982,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.10746668999096184,0.02783812113227988,0.7309005530176392,0.6078182151352977,0.1285163425247263,1,364.75180765712577,3.0,-1625233691,0.5218747691489247,-1.099941571238531,10.0
2.0,40.0,0.5,0.1,2.0,0.7994190297846263,0.9341656588456588,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.11786392619725954,0.03302123944539498,0.5870265983988079,0.6721921892906345,0.1618290049529141,1,322.02192596170266,3.0,-551264691,0.4814528791082731,-1.26908619536944,10.0
2.0,40.0,0.5,0.1,2.0,0.8359446872326478,0.9265103752018401,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.10955382420181041,0.03482790008515594,0.5857012441005021,0.6720841856204292,0.13475523855919216,1,315.6324260936827,3.0,-1614797472,0.6186524905139613,-1.225573697184947,10.0
2.0,40.0,0.5,0.1,2.0,0.8712198995979227,0.9382524606820521,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.10236523969957383,0.03094553510073325,0.5874907877382535,0.6777162348276156,0.1485429857665696,1,331.9964268045113,3.0,-994504708,0.5798477438574304,-1.1246838138775719,10.0
2.0,40.0,0.5,0.1,2.0,0.8017129112348935,0.9354056695612496,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.08783909459182547,0.03313495284032108,0.5114613820560848,0.6965444832051695,0.1337583329988888,1,322.80176192451324,3.0,-1835145235,0.5133616810891057,-1.2436076349030225,10.0
2.0,40.0,0.5,0.1,2.0,0.9127760941541798,0.9381365359243108,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.13061413061413063,0.029085890673614334,0.6971533244754091,0.6550424718489257,0.10228736174150789,1,337.8493677015095,3.0,494886985,0.6357973017578655,-1.0991153597872363,10.0
2.0,40.0,0.5,0.1,2.0,0.8483575017866625,0.9347389769061278,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.10659673659673659,0.032938798999794766,0.5472170433251741,0.7088987994895453,0.1469535343959098,1,326.75612305127686,3.0,-1419402285,0.506470768968456,-1.2155153684942,10.0
2.0,40.0,0.5,0.1,2.0,0.8243328270711655,0.9390904469841764,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.09589715357847853,0.03294325151194886,0.5427789930331557,0.6691859113251611,0.15311166179943345,1,333.8980258933567,3.0,-728020295,0.39561836041671145,-1.2512792297780395,10.0
2.0,40.0,0.5,0.1,2.0,0.8449767012025736,0.9420305802004428,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.1067303574577424,0.030197732151710746,0.6012474936189562,0.6529754266797947,0.12675830308258856,1,334.15721550884825,3.0,2143350335,0.4983750807767009,-1.1144712544633386,10.0
2.0,40.0,0.5,0.1,2.0,0.8735590270765331,0.9414090879529187,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.11468237843694976,0.031005436456906624,0.6099906405122673,0.6761991611558192,0.1205551447686601,1,342.97845272579997,3.0,1841087398,0.5455653686551705,-1.0669844252593281,10.0
2.0,40.0,0.5,0.1,2.0,0.9644538831386843,0.9283512667557778,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.11242304554220442,0.032449804385573315,0.6422021344671307,0.6746901927948442,0.12473593539087308,1,291.6029077568229,3.0,36388045,0.5483248141869848,-1.385126551978637,10.0
2.0,40.0,0.5,0.1,2.0,0.8254789621015111,0.9293160267336671,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.1091915403324326,0.03069220243794473,0.6047055525794502,0.6640832321489332,0.19320919519484853,1,323.35073594493,3.0,-366587286,0.3932509240274852,-1.4660732196084543,10.0
2.0,40.0,0.5,0.1,2.0,0.7815044673826143,0.9366264600492916,3.0,10.0,20.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.10157613539926451,0.034028209132794536,0.509839384397708,0.6803019456255969,0.12406916324967691,1,316.5177113952913,3.0,-425347821,0.5616078873863175,-1.1316563091277352,10.0
2.0,40.0,0.5,0.1,2.0,0.8456640261693007,0.9359367346684778,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.09417962843235214,0.033503902003053955,0.5784547964347203,0.6539599442895556,0.15720071100676467,1,327.31959620078953,3.0,-1934338492,0.30813315603886887,-1.4024151215057536,10.0
2.0,40.0,0.5,0.1,2.0,0.7959359690953384,0.9434736400843968,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.1059275172800299,0.03116523884402773,0.6253473465495943,0.6319452424487828,0.13286791139446474,1,327.97394702877097,3.0,-1793968995,0.3800193924515952,-1.1352655590844971,10.0
2.0,40.0,0.5,0.1,2.0,0.8694506229500224,0.9309567270542668,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.11320735011518124,0.030767881603016335,0.5995021146280268,0.6944254665545878,0.14053199243768322,1,335.09290323090113,3.0,428018300,0.5976389002843776,-1.1975467371283133,10.0
2.0,40.0,0.5,0.1,2.0,0.8232199296815264,0.9424742137158485,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.09745387658009017,0.03337838387743427,0.5331382493331372,0.6749347556998855,0.1288855151402388,1,313.106547725958,3.0,1083889637,0.3619258827428726,-1.202380156769141,10.0
2.0,40.0,0.5,0.1,2.0,0.8442254112130664,0.9406056548700261,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.09873360308423151,0.029694085428341264,0.5771901168287249,0.6803252049670698,0.16076568552387152,1,345.3809059658351,3.0,-1363781362,0.48511731274588255,-1.1452535386965537,10.0
2.0,40.0,0.5,0.1,2.0,0.7440680689674357,0.9271814330664893,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.09309707229442134,0.03547512475886087,0.5266463657164148,0.6578687783248388,0.16382225971140815,1,309.8578756316327,3.0,-886226284,0.3276597223843543,-1.6771863293064067,10.0
2.0,40.0,0.5,0.1,2.0,0.7895172045760175,0.9338034922518645,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.10662286633160419,0.03578156581761289,0.507270987553852,0.7017896961321791,0.137761687156211,1,305.95367643599246,3.0,-666656574,0.4576039406576163,-1.253663441164802,10.0
2.0,40.0,0.5,0.1,2.0,0.8900133401222962,0.9374278340268086,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.11084231084231085,0.0294667647278735,0.6046696515162003,0.6904609434546557,0.1708496603593021,1,356.9282440214849,3.0,1827446798,0.5914424391023461,-1.1316461849657402,10.0
2.0,40.0,0.5,0.1,2.0,0.8762811560591206,0.9416462669796052,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.12091505989811074,0.029872707775593147,0.6266256806555934,0.6535261200950171,0.11703407853746758,1,332.4064727578305,3.0,1718680572,0.49909532698002224,-1.1173238483697088,10.0
2.0,40.0,0.5,0.1,2.0,0.902483527724086,0.9377732279383034,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.1177954612437371,0.027559071231820463,0.6804329047435225,0.6420309300188828,0.13194908896056737,1,338.13096161641687,3.0,-475041424,0.6090299411828286,-1.0920271110379631,10.0
2.0,40.0,0.5,0.1,2.0,0.849484278539901,0.9317790029336614,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.10766994266994268,0.030481425741430646,0.5996180712383472,0.6506971819620712,0.13204278895515706,1,332.4808177829917,3.0,497037233,0.5958034582882006,-1.244311642148681,10.0
2.0,40.0,0.5,0.1,2.0,0.9722460384387775,0.9320956704933374,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.10866873225425379,0.02743927922719408,0.6858273877487386,0.6669311957622326,0.16907355824669662,1,356.32478348741364,3.0,-1974854525,0.5739693238807085,-1.2414186943152425,10.0
2.0,40.0,0.5,0.1,2.0,0.8588805260028944,0.9354223523265385,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.12280826399307368,0.03271786592785214,0.6264885928869356,0.6647486947535773,0.13622920634071203,1,324.3927268807278,3.0,333320133,0.5280079335985819,-1.1683634331290171,10.0
2.0,40.0,0.5,0.1,2.0,0.8613140783094377,0.9414762442938616,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.10886190469459012,0.031328620968545155,0.5635170779764513,0.6692785980515699,0.12886220377512356,1,354.3514808989085,3.0,459550063,0.6223289604735956,-1.012118380861259,10.0
2.0,40.0,0.5,0.1,2.0,0.818045042880486,0.9407988824948303,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.0999052637402152,0.030385587589444842,0.594425537317635,0.6524537796566795,0.12981013954032292,1,331.55221292136287,3.0,1773595790,0.445257814223068,-1.1377375769389453,10.0
2.0,40.0,0.5,0.1,2.0,0.8978391117745881,0.9368518772743072,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.10595202216890483,0.029176248898902055,0.589043823242775,0.7075971398969798,0.1438680933512841,1,343.8240801206081,3.0,-321346593,0.48751429690809306,-1.1891134094182825,10.0
2.0,40.0,0.5,0.1,2.0,0.90910015650653,0.9414548506517928,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.11603347617267264,0.028295096491629933,0.6624329314199068,0.6510079329549934,0.14911405486306714,1,349.21745581682853,3.0,737207197,0.5088028194037231,-1.1712344145871545,10.0
2.0,40.0,0.5,0.1,2.0,0.8942322681273708,0.9369256140996239,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.11234732730059832,0.029589154730726094,0.6454078316856594,0.6407886160853572,0.1449540494656787,1,341.6454207804445,3.0,-1830336734,0.6069698398052931,-1.109994181504463,10.0
2.0,40.0,0.5,0.1,2.0,0.8127557081874403,0.9428363701353981,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.09497336670517263,0.03227354855491007,0.5303944505520811,0.6895779039603557,0.13156136142706382,1,349.95854420528985,3.0,-680509255,0.5316079211008437,-1.0534667514629663,10.0
2.0,40.0,0.5,0.1,2.0,0.882819761207458,0.9294742833263466,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.10616461994190562,0.028932499504193184,0.6351079557012738,0.6698737488593177,0.18260176268853753,1,348.86051321731964,3.0,547031920,0.5311965439661361,-1.3178090046487605,10.0
2.0,40.0,0.5,0.1,2.0,0.9150176268487844,0.9375059813341607,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.1322417601087326,0.029337918281523486,0.708826965993374,0.6391904391163037,0.12306945221745838,1,317.48037860970453,3.0,737794909,0.6074862964680642,-1.103391753369733,10.0
2.0,40.0,0.5,0.1,2.0,0.8376751594281715,0.928737771769051,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.10900259943738205,0.029162362534660962,0.5714868897745548,0.6906643210534992,0.12713753416748558,1,335.85853954868435,3.0,102603494,0.5661022452779937,-1.2579648249029813,10.0
2.0,40.0,0.5,0.1,2.0,0.8597184716598044,0.9365007826816247,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.10497883328072008,0.030103227929661344,0.6005915289943812,0.691844432343745,0.12509674429939827,1,333.7520635688936,3.0,1389981651,0.5595087888592416,-1.1126249372352912,10.0
2.0,40.0,0.5,0.1,2.0,0.8155763552393521,0.9411117292147055,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.10110800882740725,0.032013217651831356,0.5405981179588585,0.6741756754081232,0.11955392858340476,1,358.00374262480267,3.0,1899811241,0.5865874742114887,-1.0663789799197352,10.0
2.0,40.0,0.5,0.1,2.0,0.7052625879776301,0.9223928202774794,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.11030959331930207,0.03552892946518568,0.5040607176516545,0.656172524029236,0.14483875631606935,1,303.74862758331943,3.0,-544117645,0.5997887491615944,-1.2655170211337126,10.0
2.0,40.0,0.5,0.1,2.0,0.862952725350421,0.9326047904857053,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.10867956905692755,0.030224134162628688,0.6212928728770986,0.6533125848835272,0.1501869624211715,1,332.6945296217014,3.0,1939537101,0.42530279738505866,-1.3631374639090463,10.0
2.0,40.0,0.5,0.1,2.0,0.799895851419146,0.9403156315797577,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.09202629894377468,0.02901981992203934,0.6157105238354527,0.6612566754630519,0.12990734158906572,1,364.4155406780684,3.0,1343704356,0.6744965452770678,-0.9830014453432688,10.0
2.0,40.0,0.5,0.1,2.0,0.9056417678117828,0.9377290328177633,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.10729206777050443,0.028337717420146645,0.6851305088337211,0.6282426410743132,0.13723947843470463,1,354.0921030447951,3.0,1324258204,0.5112338135334139,-1.123155643419595,10.0
2.0,40.0,0.5,0.1,2.0,0.8193913534844387,0.9415397479297694,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.10247866720845185,0.03126188897924826,0.557403645928232,0.6978624403602371,0.14558335572497405,1,331.64451117849245,3.0,-79556970,0.3116673795448016,-1.3885159416034711,10.0
2.0,40.0,0.5,0.1,2.0,0.676654930169705,0.9059795089602025,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.09618907597344255,0.03828913232492578,0.477782004283009,0.6559496175376479,0.22284668151893275,1,306.7506916879741,3.0,-154301768,0.5183538572507957,-1.646024727135313,10.0
2.0,40.0,0.5,0.1,2.0,0.862473217709856,0.9214486582659251,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.11189233615329437,0.03294572988944186,0.5449964128038787,0.7135628481433192,0.1536146834422562,1,339.93075900636586,3.0,976243767,0.5532035014032247,-1.3659689027914117,10.0
2.0,40.0,0.5,0.1,2.0,0.9041592467720124,0.9359679849464829,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.09819685757185757,0.028390523229408132,0.591392841098747,0.68675336581545,0.12593574899771914,1,340.11225115116406,3.0,-235189024,0.569303625225796,-1.185922477296454,10.0
2.0,40.0,0.5,0.1,2.0,0.8546352098674678,0.9389458192280159,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.11195172036815436,0.02979517299239217,0.6000196299873132,0.6519760117179033,0.13340299166447686,1,348.6695714543143,3.0,-2002144710,0.5521221620208459,-1.1232559457809843,10.0
2.0,40.0,0.5,0.1,2.0,0.8103850586129832,0.9408504863917404,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.09520360534363431,0.03156862238520249,0.5288538681011725,0.6764631067023404,0.1335378761243644,1,323.5087216142154,3.0,1861670821,0.5586376472020994,-1.0933454865264471,10.0
2.0,40.0,0.5,0.1,2.0,0.8455263688910448,0.9309369867131517,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.11602860286028603,0.031655347268014576,0.6501732297113273,0.6490231118410311,0.13569496071864307,1,323.2069547808089,3.0,-73749231,0.5767065702989443,-1.1559123163927303,10.0
2.0,40.0,0.5,0.1,2.0,0.8061776134462926,0.9369253477568925,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.10634840056123132,0.030699810299885628,0.5850044859236807,0.6517968457358031,0.11494862873132436,1,332.8438197053889,3.0,-505534651,0.5344436942210183,-1.108870388444191,10.0
2.0,40.0,0.5,0.1,2.0,0.9822015408827515,0.9319996454609653,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.11494174582632555,0.03076849286914668,0.681396786202193,0.6735376517266236,0.12354865395408346,1,333.36214931239556,3.0,-1157658028,0.574693679723366,-1.2442162518793844,10.0
2.0,40.0,0.5,0.1,2.0,0.809997461914456,0.9343372289958928,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.09691719484227432,0.033651348892647384,0.5395610620508691,0.681357720866579,0.1394099492444403,1,315.1155988727553,3.0,273156386,0.49297498813298485,-1.2431174197166224,10.0
2.0,40.0,0.5,0.1,2.0,0.8676274544465817,0.9443204700046038,3.0,10.0,100.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.09221827318337587,0.0289178859401771,0.5947276869151832,0.6756844872204876,0.15350037535171351,1,366.0292833409367,3.0,-1766049441,0.5262222785064256,-1.063214488942808,10.0
