alphalocalization,bioSteps,bioThreshold,diffusion,diffusionsteps,distance,entropy,gravityHierarchyExponent,gravityInflexion,gravityRadius,growthrate,hierarchyRole,id,laAccessibility,laBw,laCloseness,laDroadCoef,laPopCoef,maxNewLinksNumber,meanBwCentrality,meanClosenessCentrality,meanPathLength,meanRelativeSpeed,moran,nwHeuristic,nwLength,nwUpdateTime,replication,rsquared,slope,totalTime
2.0,60.0,0.5,0.1,2.0,0.7846092397083471,0.9082638905071032,3.0,10.0,200.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.060130620824262446,0.06509425520955836,0.35725917115521005,0.8451350862924644,0.16936886711310364,2,390.3186643927139,5.0,1003343277,0.4511543595614008,-1.7661423697660192,10.0
2.0,60.0,0.5,0.1,2.0,0.7972900879699726,0.9343567107233566,3.0,10.0,200.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.04154636387416954,0.031134244094549297,0.39146760062974173,0.819387087848848,0.1433292555821199,2,629.1767411832449,5.0,-1074625722,0.6016420290617429,-1.152204905498379,10.0
2.0,60.0,0.5,0.1,2.0,0.8057988707147558,0.9382508575706315,3.0,10.0,200.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.04706584418195853,0.04333787956552117,0.4231108624761796,0.8106142642878048,0.11570373599466283,2,528.7514876587571,5.0,-2086665346,0.48028607285793806,-1.2154581828850564,10.0
2.0,60.0,0.5,0.1,2.0,0.8768312636744328,0.9232088812830923,3.0,10.0,200.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.04807768374735758,0.04109638921727167,0.43981231414526983,0.8478792127687578,0.17317601839023683,2,505.5040216802288,5.0,1324538596,0.49210741276964864,-1.3469774993109795,10.0
2.0,60.0,0.5,0.1,2.0,0.8404739084456415,0.9367512936468436,3.0,10.0,200.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.042285412381832935,0.035331850694662124,0.41906740707239787,0.8222102878144677,0.11713606731466264,2,563.1989552929753,5.0,1833693792,0.6040156932169355,-1.1591978137456018,10.0
2.0,60.0,0.5,0.1,2.0,0.9161620472176815,0.9442063837551047,3.0,10.0,200.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.04582642343836374,0.03575196341662704,0.4207228757649704,0.8198596173929369,0.10655283470486346,2,610.6070825256912,5.0,-933266411,0.5418576322546922,-1.088735687560793,10.0
2.0,60.0,0.5,0.1,2.0,0.9405290691763297,0.9274407217593983,3.0,10.0,200.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.04514733054556063,0.04574288578060813,0.47349091502491875,0.8397731389996284,0.13237717742190416,2,497.9669957204714,5.0,-1175977749,0.5544198390806423,-1.266121292188824,10.0
2.0,60.0,0.5,0.1,2.0,0.7984278003924912,0.9261736595506348,3.0,10.0,200.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.06013426147333369,0.06695281191392383,0.4202658062960176,0.822029259677371,0.129809108761388,2,384.24985998081416,5.0,285357168,0.6030711308439525,-1.2566894606500076,10.0
2.0,60.0,0.5,0.1,2.0,0.9260385185264798,0.9419174032977685,3.0,10.0,200.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.06152929857515921,0.05096784190332139,0.5207451928303347,0.791877595498073,0.10167394748028458,2,480.09809607324536,5.0,511548935,0.596969939557377,-1.059348035409404,10.0
2.0,60.0,0.5,0.1,2.0,0.8546321546615966,0.9273857188219876,3.0,10.0,200.0,1000.0,0.5,3,1.0,0.0,0.0,0.5,0.5,10.0,0.030613830613830613,0.03047935440773115,0.33588000746997987,0.8574429243098493,0.16880950149102383,2,718.2111034780908,5.0,1303936905,0.5138113535103191,-1.41201043672089,10.0
2.0,30.0,0.5,0.1,2.0,0.9174010452998878,0.9382429553260669,3.0,10.0,200.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.0382734539893549,0.02714978965943703,0.4551083669346649,0.8362905553809058,0.12918096694089493,2,713.9806020125955,5.0,468340748,0.5257254535475883,-1.159082847990713,10.0
2.0,30.0,0.5,0.1,2.0,0.8049715093671733,0.9346674140944942,3.0,10.0,200.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.038780263828189936,0.030273881243532953,0.3953771918186723,0.8053986295085199,0.11815722161244124,2,673.132750943555,5.0,-2058224743,0.5574281819862235,-1.1723828965732734,10.0
2.0,30.0,0.5,0.1,2.0,0.8360633869206897,0.9388322777622066,3.0,10.0,200.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.03419130884868125,0.030164885430296214,0.3796759088724546,0.8565376699891938,0.13187436329682992,2,807.1960815917912,5.0,1649588154,0.6091975197039811,-1.0753766834853176,10.0
2.0,30.0,0.5,0.1,2.0,0.8619352639946326,0.9313116827427381,3.0,10.0,200.0,1000.0,0.5,2,1.0,0.0,0.0,0.5,0.5,10.0,0.03363550102765027,0.027466707940459235,0.4035735021284084,0.8410370264644189,0.17363131989163286,2,713.151015182264,5.0,-1919134055,0.6019907349198922,-1.2098437617323772,10.0
