"export-world data (NetLogo 5.0.1)"
"Snet-appli.nlogo"
"12/05/2013 11:24:34:608 +0100"

"RANDOM STATE"
"0 0 -1727483681 234 -0.2684961347518369 false 1636566944 2112623898 1681493059 -59409396 700532781 1563256926 2091038453 666692728 1590165921 -1929815784 1847893120 -111844565 -908875921 227908502 -1065431855 -1130906225 -677739422 -1191623979 -846812733 -744898238 -1871009932 1650229023 385467548 1855645780 -276555991 -1561683963 2028207147 768586276 506493254 1823004952 -1367222505 -643814784 -684339200 1492039186 321083852 -1639707362 99530135 -207039283 2119985624 -1219364667 836433977 19812704 1323080512 -654452702 92110114 -936154104 1619000017 82263125 -558215571 -1667486677 -921470555 -108152328 2018517353 1551305337 1389071491 793506707 111319139 -1651988206 -1125684053 -1504004302 664270031 878938076 718427284 1277703664 -1209052635 -1346956695 -1324960317 1990928842 -2092209127 -1602754081 1197522116 81342888 -1473368619 -1008532196 -298171451 693104600 -1948739116 -933694341 -1179587509 -321046423 -965112757 -1934048619 -816944097 -1661261097 21546092 88738951 1037739741 924612989 556538325 1548751098 83609128 1835519195 1248724470 1781522109 -1227346080 1916813127 -91685380 -1296671736 400514 -404881868 805252962 -1881311113 1221410860 2112761936 -803488743 -1834631022 -318878906 1738848407 -190595271 218607757 -814370175 1458122163 -994007148 1724761825 -1752772168 1281943849 994395572 -848180370 121237597 2074774305 -1212376934 1481575649 1266830949 -297585261 801066968 -883127090 1198984487 -1022853353 -1630938657 1399469879 -196474829 -1522759125 -1585561452 -1296356554 -1147742103 -1834658385 901032252 -2046787649 535963016 -2006406905 531898648 922472973 167648022 -1996818573 -2102314050 465862362 -1420627452 -756898855 1541230137 -1437346911 2118651389 1808716601 -1100140370 306072362 -24852132 -1957389247 1328119470 113707472 237235535 -1563441082 1233878354 112445506 -386602006 20439270 -156415595 -1384125899 -1777835443 977828154 99459322 1169099052 -431777122 842247363 1834189552 88184553 849394859 -1980641282 -1887403947 1039120356 1008849677 1774264695 -760384183 1537871911 760944361 44721136 -771356008 1975760770 -790195097 1586327343 -1363110958 476071030 -200636047 1086048683 -1388424630 780797904 -516781143 -1304185600 99190853 -981346391 1855320061 -1586511696 -413530156 -1083214740 -357608929 -190084173 -1468504464 -1359775063 -1252711846 343934653 1034816149 1853733295 1626285405 -813184069 -1245822481 -1494352189 -762012821 1460729792 503777082 646401348 -248593122 -1305901114 110509708 340734273 -704031640 -1038319237 137693062 -1521650970 -1467405737 -1849440060 -1505670383 -1892892494 2054606922 -1960110479 -538645086 -1087312965 780268581 258988387 444055239 -323013514 -45326980 -1787283191 -455690926 -61859599 -1401608125 -1750054087 2090928886 867073250 784843915 -188389637 1366677125 -142223851 -1562918053 1795172790 -994757165 -145773461 877775049 502934599 -1393500089 1299081680 1727266214 -1823576742 -1891471708 -105679058 1824798702 1811781437 -127158140 827861301 1736876475 -99362370 230450577 676317303 -657403697 2089004166 -385199385 -1379943121 1938446473 444804063 -682891022 -613109107 1548125812 1750062626 -629207419 -1654901515 1974985755 342329685 451914001 106009721 497968477 1521311146 1625856619 1326533579 124929706 -637049764 -1902111125 558197011 1890142203 -1743790352 1934616348 -841494968 1128161290 -1069130448 -33105474 1913024553 286866609 1576008793 -1258705295 1972466230 -1888461070 83531418 -1405511610 2236647 -1289341594 -733609715 1887861805 -193548860 1928077486 1703857069 -2122945666 -2026256945 420689684 -1628901711 1970642678 -741287757 262853225 1667414873 -731542828 -661625893 -1867113811 -1410447090 -1478673279 -1475487431 -1778016205 -1856525266 379430164 606794376 1233177240 477842694 -1155841190 -2090273097 -1922055120 239262534 830567672 -1329171408 2109355311 -1605354281 -1315681634 -696237322 1694456325 -361248291 -1848099982 -169530137 8306615 718460783 765762159 603171563 -1379282606 1162511160 1283265098 -573130697 -1038717324 147408298 1722038781 100729853 1643645847 413485541 -2024479815 1507879922 1811272678 2109318027 12985959 -942023317 -866829880 -1196779457 2116991031 248403765 1816204967 1681796216 -1673100875 -995793295 -577400678 -1346544636 -1993268699 820573285 -1564652687 -744516333 913591501 -1414605964 1705744003 -308522437 -1001878936 789538956 159633045 -742680906 -1642634381 1806254056 -365015895 -2084759471 47690126 -677507025 1312817193 -573766173 -755851361 -1213826468 -975004841 -1022963897 -1238576161 -1833851741 -489637688 353944661 1467073097 1715174257 -1384429846 -613970401 -1480197903 445848954 472155486 -1101632585 -1205208832 -762160113 2042210193 146452211 -192089222 608755775 -2081493165 -1914508321 -554116247 222936583 -1731516518 396839796 1744422975 1716405765 -1592712851 -799561821 -90053172 -2030185752 970455931 -1940561696 -308988260 -1211480436 -1561077054 616667771 -92517118 -1166462730 452067804 2030868597 595897336 -1056546795 -1350221265 652539969 2064404814 1365792457 -1179997740 -732608669 -1346181999 -1142675839 1527601325 1559783175 1565889441 -737103482 1849342033 -878944477 513027503 1906511036 -40237725 305132836 1460725982 -1189172213 1985733537 -393411185 848178072 1298019148 1426348166 -1691379254 -1712101306 401308927 -1370010062 562088275 -1339968927 -1910606360 2084801783 -1586870557 -714126344 -1935100492 -2043850941 1448105022 -264866433 1373111429 -103796918 1678717216 647978631 -956108796 -716815812 -466139384 -1441388840 -200087801 -2140490262 -1115380864 -1508743530 509152150 1673808652 -1575030986 567128223 -1638889403 -1822128006 1482417917 -1796254295 426867170 -1991786387 -1323081802 -736254818 498815178 971406450 -245118338 -1831235114 -1538089119 -821040411 -772474064 -924076798 -260237891 2138387048 -455720131 1921345817 1940003084 1796173884 612788028 1815073585 1213348239 1426362991 1294858843 -1082234183 -374523665 -1083376881 -587817021 806444650 -89515954 1960658389 365511280 -1296216127 -1766806996 -319604993 -643852600 1120517867 1733508625 -1484084361 301555482 -2070285499 943220887 -400299841 -524187293 -282163388 -640277147 1736162396 -610141735 251528148 2025171790 1934285559 1494945653 64859627 -356096544 -1313599193 -726944711 1210271522 -415362662 -658065604 972172448 -1880724783 -844623730 -207598353 1447048951 -147314843 75554926 -1485795934 -1266357287 1296519944 -1426088533 -299198534 -587403732 1336205582 1627351395 1070738455 1373725360 1177315712 369902465 -1329572189 1073892018 192173193 223824156 1509835532 1433030489 2021188111 -481110245 1340812753 -128711512 127276249 184972637 483243189 -432783857 435592012 1508336802 -867272227 -1521592443 2130206798 -1910221447 -1822589814 -1266416038 -173135779 1058509543 1802721957 582787426 -977700553 -582713828 -780682250 1754974699 935574683 -917068407 1353311192 -837414008 -288045142 -1179526546 877573799 -936998254 -73391924 25559549 283493504 1913762398"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","beta","city-growth-model","crossing-link1","crossing-link2","gibrat-mean","gibrat-std","infinity","is","lambda","lottery-power","myseed","network-growth","speed1","speed2","speed3","sumlottery","sumpop","system-pot-int","x-cross","y-cross"
"-25","25","-25","25","0","nobody","100","""NEITHER""","1800","1.1","""coevolution""","false","false","0.01","0.01","0","12","0.01","3","31","""coevolution""","5","20","75","8.178026612453264E227","927771.0324409044","0","false","false"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","population","city-pot-int","n-city-pot-int","min-time-neighbor","accessibility","potentiel-interaction","tmp-pop","attraction","categorie","network1","network2","network3","list-population","list-accessibility","list-attraction","list-mean-linksspeed","me?"
"0","56.75004355654842","235","19","-17","""circle""","""""","9.9","{breed cities}","false","1.9619041805026887","1","""up""","45391","0","0","0","5002.695218596325","2.5161518958291006E9","45391","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"1","54.13724021760285","308","12","0","""circle""","""""","9.9","{breed cities}","false","2.2369360993460865","1","""up""","85507","0","0","0","3066.254562862352","1.14379833956104E10","85507","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"2","57.910557889361556","175","-24","24","""circle""","""""","9.9","{breed cities}","false","2.3185552071764906","1","""up""","103186","0","0","0","5862.793298740483","9.753248941713625E9","103186","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"3","54.18006560643808","333","1","2","""circle""","""""","9.9","{breed cities}","false","2.3742361443249798","1","""up""","117301","0","0","0","3097.9939681218384","4.4948019731038376E10","117301","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"4","57.3179956636411","116","9","-19","""circle""","""""","9.9","{breed cities}","false","1.691183626508905","1","""up""","24336","0","0","0","5423.624545457901","1.1004671308059938E9","24336","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"5","59.22277687238663","47","-22","-15","""circle""","""""","9.9","{breed cities}","false","1.9396937486205617","1","""up""","43128","0","0","0","6835.325042741211","2.8989227584253783E9","43128","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"6","57.070605629875324","225","20","-21","""circle""","""""","9.9","{breed cities}","false","2.911502802265485","1","""up""","404174","0","0","0","5240.275070942617","5.349901436777286E9","404174","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"7","55.1576143318605","214","-1","-16","""circle""","""""","9.9","{breed cities}","false","1.634149195605707","1","""up""","21341","0","0","0","3822.4897870964296","9.705143135805843E8","21341","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"8","58.82355321317806","310","-25","-10","""circle""","""""","9.9","{breed cities}","false","2.833244235829533","1","""up""","337528","0","0","0","6539.446316279405","8.40371279555897E9","337528","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"9","58.58098142615785","60","-17","-17","""circle""","""""","9.9","{breed cities}","false","2.0385970477185458","1","""up""","54158","0","0","0","6359.667814270316","3.488096879925227E9","54158","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"10","57.26096602521465","281","23","-17","""circle""","""""","9.9","{breed cities}","false","1.8100708362052662","1","""up""","31999","0","0","0","5381.35787012697","1.289545715950173E9","31999","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"11","57.85515190734918","38","22","25","""circle""","""""","9.9","{breed cities}","false","2.6144943380238663","1","""up""","203967","0","0","0","5821.729972411868","7.931821400753732E9","203967","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"12","55.745024124631755","209","13","14","""circle""","""""","9.9","{breed cities}","false","1.9241947646517794","1","""up""","41616","0","0","0","4257.839890697248","8.024960730459951E9","41616","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"13","59.36427909064357","265","-16","-23","""circle""","""""","9.9","{breed cities}","false","1.67492909140841","1","""up""","23442","0","0","0","6940.197324640487","8.75424751266458E8","23442","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"14","56.338387088201635","99","-20","15","""circle""","""""","9.9","{breed cities}","false","2.045233944593132","1","""up""","54992","0","0","0","4697.60209902603","1.0811588044433205E10","54992","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"15","56.75653372298754","321","-21","18","""circle""","""""","9.9","{breed cities}","false","1.7187369465693334","1","""up""","25930","0","0","0","5007.50530972253","3.9046436426583786E9","25930","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"16","54.598212241223976","303","0","-1","""circle""","""""","9.9","{breed cities}","false","1.778859123216139","1","""up""","29780","0","0","0","3407.8971788183408","8.42250350311006E9","29780","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"17","55.00549999527409","76","-5","14","""circle""","""""","9.9","{breed cities}","false","1.6333751971683894","1","""up""","21303","0","0","0","3709.7524902263176","4.067878278225193E10","21303","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"18","56.23644765674793","211","20","11","""circle""","""""","9.9","{breed cities}","false","1.7634514148488118","1","""up""","28742","0","0","0","4622.0511930137045","2.5778012265530815E9","28742","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"19","54.616689013448266","40","-9","5","""circle""","""""","9.9","{breed cities}","false","1.9495896200884755","1","""up""","44122","0","0","0","3421.590966019444","3.7972908604631256E10","44122","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"20","55.40565658651509","135","9","-12","""circle""","""""","9.9","{breed cities}","false","2.150075897091101","1","""up""","70007","0","0","0","4006.3226455031795","6.167028341686762E9","70007","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"21","58.31798692626005","48","-20","-7","""circle""","""""","9.9","{breed cities}","false","1.895073784169621","1","""up""","38917","0","0","0","6164.753319847616","4.209512590324449E9","38917","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"22","59.32575881075447","288","-20","-22","""circle""","""""","9.9","{breed cities}","false","1.906972705860963","1","""up""","39998","0","0","0","6911.648587375937","2.006549675653972E9","39998","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"23","56.967445947444546","255","13","24","""circle""","""""","9.9","{breed cities}","false","1.906972705860963","1","""up""","39998","0","0","0","5163.819793917372","5.304729198139557E9","39998","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"24","55.88598853847129","81","-18","12","""circle""","""""","9.9","{breed cities}","false","1.6723276277224577","1","""up""","23302","0","0","0","4362.313586785199","4.640876261567624E9","23302","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"25","57.599523934618546","341","20","-25","""circle""","""""","9.9","{breed cities}","false","1.6684712006726459","1","""up""","23096","0","0","0","5632.27507094262","6.094277594277716E8","23096","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"26","54.227562548926464","212","4","0","""circle""","""""","9.9","{breed cities}","false","1.7528363285497017","1","""up""","28048","0","0","0","3133.1956264658215","6.8493801873721895E9","28048","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"27","54.200800057692945","148","9","-1","""circle""","""""","9.9","{breed cities}","false","1.6638016274668863","1","""up""","22849","0","0","0","3113.361000835627","2.857388376344193E9","22849","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
"28","55.00563135025378","125","-13","7","""circle""","""""","9.9","{breed cities}","false","1.6869694925189123","1","""up""","24101","0","0","0","3709.849842032024","9.344859979715137E9","24101","0","0","["""" """"]","["""" """"]","["""" """"]","[]","[]","[]","[]",
