evolution$generation,growthRate,gravityGamma,gravityDecay,logmse,mselog
5,0.013880727032742275,1.0,1000.0,25.447573126909546,5.473253978495811
5,0.014183743440763619,1.0,749.8226000978364,25.45503353256278,5.473490455672667
5,0.01372714613902517,1.0,998.6266569863284,25.448196010839382,5.47653739190829
5,0.01419979436999227,1.0,657.3470793271721,25.458253762883917,5.474708373012819
5,0.013690316019942958,1.0,836.6764098605934,25.449561293273273,5.478711559551416
5,0.013633269649008978,1.0,1000.0,25.449219436327144,5.479326296063275
5,0.014472156747522986,1.0,795.277425268601,25.462634160864027,5.477172088387222
5,0.013322469929706355,1.0,337.1402261500036,25.46149877510768,5.505262836771902
5,0.014743912108139752,1.0,762.0023623563941,25.476384536475116,5.486553610554399
5,0.014657233489655187,1.0,599.905505578845,25.479820840069888,5.485268151281423
5,0.01401249387130086,1.2091516117338166,578.1468597166619,25.848068481082493,5.479814401774795
5,0.013044623428186176,1.0113108586695385,1000.0,25.46182885935862,5.510304151569345
5,0.014699607644702156,1.117205497719327,727.3894613603591,25.704922513138605,5.484283413830299
5,0.013888754683953397,1.26701234494524,822.2319745734895,25.947228653697557,5.479728059841146
5,0.013103703208592197,1.0,1000.0,25.464141365419945,5.506443918737886
5,0.013599796156377698,1.167084639283915,612.7934604583197,25.6894106693209,5.486009008325831
5,0.014771591411243094,1.0,385.23097303761193,25.50758639381239,5.495708981739064
5,0.01464489999535319,1.2567975285748858,997.868706349814,26.03614253591668,5.48416530562523
5,0.013442695385950498,1.0,215.1173682093303,25.472255117704414,5.510104534902202
5,0.014001486821988743,1.3222388201394928,795.0891769679852,26.092897868264146,5.4821497151035805
5,0.012910337376892839,1.0006640059889573,455.28225964258183,25.467346375808688,5.528586273487248
5,0.015129155617723922,1.0,992.7872746496695,25.49204812661674,5.506138028022914
5,0.015182299408608123,1.0,1000.0,25.49559697587918,5.509828025184634
5,0.012767499014949954,1.0,1000.0,25.481318242283695,5.533703540739236
5,0.012656201104632165,1.0,583.5616274694424,25.48098429895004,5.548833578867348
5,0.01525213807721142,1.0,1000.0,25.500767735723915,5.515020090309156
5,0.011733592848977117,1.0869559373748174,991.1002822847361,25.486639551554696,5.666109380517905
5,0.012574354111558252,1.0,746.0296145628363,25.48933614944329,5.554970830535418
5,0.015192754749706772,1.0,517.9257880649086,25.52431189984927,5.516156675926055
5,0.012556972793566984,1.0,774.3052127097142,25.491033084051395,5.556526765986345
5,0.015081753181710005,1.0,295.15092143103146,25.55015147075441,5.51773620779503
5,0.01254889466677922,1.0,1000.0,25.49549501113769,5.555634814664035
5,0.012529924425715284,1.0,90.42974653629047,25.49111966137112,5.614741134590897
5,0.014303060515054578,1.5249019303226614,479.4648727618486,26.524989458722512,5.506636403366682
5,0.012649421846263515,1.130836159697134,1000.0,25.518063770919312,5.544754936526058
5,0.012526633139918659,1.0,760.6427443513435,25.49274513207514,5.559959075956158
5,0.01502361941369576,1.179543039189007,404.0587171189605,25.958231358247545,5.511739487913425
5,0.014268244700631838,1.6411342432076768,600.3421855507343,26.652796076899655,5.509730253903558
5,0.01341973422642884,1.3994788643895821,564.1077538804827,26.169463105657286,5.51007082979317
5,0.015186907740514092,1.2165559691410481,821.6910851284358,26.033190338004335,5.513085141587891
5,0.012468025936501186,1.0,845.1661847029158,25.49852696461483,5.565693583242696
5,0.015645511576460863,1.0,1000.0,25.534396650432516,5.550357651366317
5,0.015354341397025854,1.1847215150480492,1000.0,25.96562638959837,5.52292295963882
5,0.015584046439074288,1.0,362.9657558504982,25.5864708835619,5.554854537371589
5,0.015368084798073417,1.0145279525813746,181.65102322373053,25.64580909228667,5.552863040778184
5,0.015618563999308034,1.1493510645862697,1000.0,25.911046350099355,5.5462419318295835
5,0.011064677404814961,1.156163717655894,941.3113559314011,25.502975758584498,5.794822049339934
5,0.015307943643542522,1.253519477877516,1000.0,26.139268478106406,5.521972006659591
5,0.01172452799108952,1.1671768882001723,988.6542840066942,25.51666724625006,5.66974051783654
5,0.014880906567119302,1.4567527839419916,509.15408810129395,26.516477634405916,5.517637710027183
5,0.014261438222610674,1.823006289518462,902.210147066169,26.79845588234128,5.514571912815544
5,0.01211896164872238,1.0,786.9720273443311,25.524405885357268,5.610128485596205
5,0.013319149461407718,1.5085576841407118,690.9407653119937,26.327343996352564,5.5200545848821445
5,0.012086666442576189,1.0,833.7366829391717,25.528555103556158,5.614184149919498
5,0.01207546970361064,1.0,1000.0,25.533676049577334,5.614550654483072
5,0.014931004618324695,1.3420341349032239,337.7922877963885,26.337962369468713,5.522323815944625
5,0.014639801733835878,1.6244647811627253,548.5957643375887,26.696686420715533,5.518283332917619
5,0.01560278798863683,1.0,138.81305360777324,25.648326302288762,5.583945536707721
5,0.013767838437692099,1.823290229119014,884.2040146822688,26.721285403663998,5.519521775593067
5,0.014863036858935037,1.5965638067526713,681.4579768022346,26.696527858403336,5.521047357001918
5,0.01192447376027253,1.0,761.6661447005258,25.54089716629538,5.638550195603829
5,0.011962437313569718,1.0,881.462491571762,25.54115426933733,5.631750150570341
5,0.011926380996503299,1.0,848.2402767453978,25.54356764419709,5.63743732303437
5,0.011358185797379622,1.1226121459503169,93.94818873892208,25.53057291126238,5.8082252272183155
5,0.012669611925520827,1.3531572339154287,721.8736520059737,25.949418133745908,5.558554964061379
5,0.011902282508335346,1.0,771.8905926446236,25.543329476337767,5.641824808565945
5,0.012410559376660597,1.3664913056984485,975.9017318273925,25.924380988924568,5.584173570067557
5,0.015406944317798208,1.4849290287083903,882.1502292938175,26.62910660249215,5.54586329404945
5,0.016237503489620306,1.0,323.6314898148677,25.677366251863507,5.635673417780535
5,0.012314375437089645,1.0,58.82965078942179,25.560313919213247,5.650247977271307
5,0.01228782395044275,1.1295176032141803,106.31862149154371,25.57329089332163,5.653119622476582
5,0.016367947671258914,1.0,926.4379000127834,25.61789628609805,5.64250889659879
5,0.014492906305364634,1.210372549451285,87.77030577184175,25.98756001778031,5.568336148136939
5,0.011631926411551885,1.1908178846848805,524.896717351195,25.55640025247314,5.694517623283667
5,0.011388017798034542,1.0,232.29720738020583,25.551444908243326,5.749615675439223
5,0.016426797774713755,1.0,900.8964818144833,25.62679332444698,5.651673511718343
5,0.011596321162503575,1.0,1000.0,25.581580907874336,5.690178225481734
5,0.012001462139501094,1.3220861730657454,803.0496879526397,25.78959701715562,5.637697388852675
5,0.016497879464714215,1.0,768.8189049084398,25.644919049623763,5.663935866867889
5,0.016282162104796986,1.0006723119863912,308.7549747149119,25.68959648034017,5.643018149931996
5,0.008867436788998082,1.2757790188755216,639.3544683550775,25.56216513755331,6.44911428322853
5,0.011529978639411227,1.0,1000.0,25.588864081447078,5.701924372874821
5,0.012236876121813914,1.0006362569394986,48.79145432275722,25.649013993194256,5.656576216411087
5,0.011220184801584538,1.0,114.76695616231208,25.566294063389286,5.808488499445331
5,0.01657942256587614,1.0,952.5939314329271,25.64382828009348,5.675707282511251
5,0.010676706084519528,1.0761256279356861,1000.0,25.563157691100066,5.880201078614597
5,0.016588731418965826,1.0,1000.0,25.64262407243329,5.676962062048473
5,0.010315510614907958,1.2397389662954887,329.37338686961965,25.565116814298918,5.998328487690999
5,0.011407392753451618,1.0,1000.0,25.602701923160918,5.724447052027777
5,0.011369368980975996,1.0,1000.0,25.607091186930774,5.731649208787347
5,0.012455253003255005,1.4849910829425923,758.3567713385387,26.146940825285192,5.591195639621474
5,0.01568443977802169,1.3177054035102251,556.781997685144,26.384564828331452,5.568018872638695
5,0.016535866863930698,1.0,702.0869131513433,25.655654703582957,5.670759976180587
5,0.01116030637416588,1.0,1000.0,25.6320009441727,5.773078967366265
5,0.016044750813279652,1.167234190662932,217.227396410525,26.1490029048839,5.626436571052796
