feedbackDecay,feedbackGamma,feedbackWeight,gravityAlpha,gravityDecay,gravityGamma,gravityWeight,growthRate,id,logmse,mselog
15.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,2,32.380395352599706,311.4645476743172
70.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,13,32.380396051077845,311.46516029933554
25.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,4,32.38039605233937,311.4648770804762
80.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,15,32.3803964321205,311.46514930069
30.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,5,32.38039594782582,311.46497154886583
55.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,10,32.38039568735122,311.4651529729993
20.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,3,32.38039598629263,311.4647431253001
45.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,8,32.38039565183429,311.4651182719033
60.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,11,32.38039577322318,311.46515985413595
10.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,1,32.38039287735436,311.4642424429978
50.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,9,32.380395645104635,311.4651397768863
5.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,0,32.38038390763104,311.4636937930002
95.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,18,32.38039711802072,311.4651214341069
75.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,14,32.38039623128319,311.46515586979035
90.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,17,32.38039687893144,311.46513171853115
40.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,7,32.38039571005344,311.4650857694251
65.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,12,32.380395896509846,311.465161917516
35.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,6,32.38039581535816,311.4650385854942
100.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,19,32.38039736384503,311.4651105133959
85.0,0.5,5.0E-4,0.0,1.0,1.0,0.0,0.071,16,32.38039664924424,311.4651411142148
495.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1998,32.3796760854508,311.47895078585157
480.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1995,32.37967292465646,311.47908961530004
475.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1994,32.37967183351224,311.4791375496132
485.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1996,32.37967399671096,311.47904252414327
500.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1999,32.379677103048785,311.47890609772804
490.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1997,32.37967505015453,311.47899625460417
470.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1993,32.37967072278372,311.47918634935786
465.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1992,32.37966959195998,311.4792360375702
455.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1990,32.37966726789745,311.479338175563
440.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1987,32.37966361730248,311.4794986695753
435.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1986,32.37966235417796,311.4795542193507
445.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1988,32.37966485688506,311.4794441644152
410.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1981,32.37965566206252,311.4798487029639
425.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1984,32.37965975470177,311.47966857122793
415.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1982,32.37965705302622,311.4797874678869
420.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1983,32.37965841699297,311.479727435266
460.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1991,32.37966844051309,311.4792866380843
450.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1989,32.3796660735491,311.4793906755313
430.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1985,32.37966106686673,311.4796108430962
405.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1980,32.379654243336915,311.47991117562606
400.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1979,32.379652796057584,311.4799749223073
395.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1978,32.37965131940474,311.4800399808058
390.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1977,32.3796498125296,311.4801063903392
380.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1975,32.379646704565445,311.48024342685187
385.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1976,32.379648274553226,311.48017419160595
355.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1970,32.379638340258786,311.4806127079512
375.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1974,32.3796451016236,311.4803141399304
370.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1973,32.3796434647514,311.48038637637575
350.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1969,32.379636557185314,311.48069152932874
365.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1972,32.37964179293767,311.48046018347287
360.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1971,32.37964008513506,311.48053561032793
345.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1968,32.37963473475103,311.4807721295077
340.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1967,32.379632871750914,311.4808545656792
335.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1966,32.379630966937235,311.4809388972629
330.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1965,32.379629019018196,311.4810251859953
325.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1964,32.37962702665666,311.48111349601874
320.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1963,32.379624988468876,311.4812038939686
310.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1961,32.37962076883942,311.48139123321454
315.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1962,32.379622903023304,311.4812964490686
305.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1960,32.379618584386755,311.4814883210679
300.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1959,32.37961634808393,311.48158779013954
295.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1958,32.37961405829793,311.48168972087217
290.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1957,32.379611713343536,311.48179419672044
280.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1955,32.3796068509263,311.48201113303986
285.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1956,32.37960931148306,311.48190130421807
275.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1954,32.379604329830926,311.482123776047
255.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1950,32.3795936014538,311.4826044598625
265.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1952,32.37959909839982,311.48235789217017
245.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1948,32.37958782254094,311.4828643367277
260.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1951,32.37959638412891,311.482479567121
270.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1953,32.3796017463033,311.4822393293202
250.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1949,32.37959074829617,311.48273267916164
240.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1947,32.37958482204236,311.48299954701196
235.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1946,32.379581744631565,311.48313842693983
230.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1945,32.37957858812599,311.4832810955466
225.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1944,32.37957535034097,311.4834276735088
220.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1943,32.37957202910377,311.48357828253893
210.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1941,32.37956512774792,311.48389208103697
215.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1942,32.37956862227076,311.4837330446189
205.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1940,32.379561543515706,311.4840555111843
200.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1939,32.379557867658704,311.48422345106
195.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1938,32.379554098401044,311.4843960114258
190.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1937,32.37955023414871,311.48457329552184
185.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1936,32.37954627353976,311.48475539626753
180.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1935,32.37954221550405,311.4849423928162
175.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1934,32.379538059333996,311.4851343463326
160.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1931,32.37952500225103,311.4857401732561
165.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1932,32.37952945209167,311.4855332467304
155.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1930,32.37952045699504,311.48595199869237
170.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1933,32.3795338047684,311.48533129481234
150.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1929,32.37951581903698,311.48616858873874
145.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1928,32.37951109224764,311.4863897360433
135.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1926,32.37950139484874,311.4868443967682
140.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1927,32.37950628188239,311.4866151424008
130.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1925,32.379496440021015,311.4870769480373
125.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1924,32.379491428610464,311.4873120712319
120.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1923,32.37948637459979,311.48754882537656
115.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1922,32.37948129525278,311.48778600080544
110.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1921,32.37947621171078,311.4880220529526
105.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1920,32.37947114968898,311.488255018745
100.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1919,32.37946614028585,311.48848241042015
95.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1918,32.37946122091803,311.48870107979786
90.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1917,32.37945643638937,311.4889070435132
85.0,0.5,0.01,0.0,1.0,1.0,0.0,0.071,1916,32.37945184009199,311.48909525614545
