feedbackDecay,feedbackGamma,feedbackWeight,gravityAlpha,gravityDecay,gravityGamma,gravityWeight,growthRate,id,logmse,mselog
1.1,0.5,0.0,0.0,1.0,1.0,0.0,0.071,10,32.3804463598734,311.4638822988617
1.9000000000000001,0.5,0.0,0.0,1.0,1.0,0.0,0.071,18,32.3804463598734,311.4638822988617
1.5000000000000002,0.5,0.0,0.0,1.0,1.0,0.0,0.071,14,32.3804463598734,311.4638822988617
1.4000000000000001,0.5,0.0,0.0,1.0,1.0,0.0,0.071,13,32.3804463598734,311.4638822988617
1.2000000000000002,0.5,0.0,0.0,1.0,1.0,0.0,0.071,11,32.3804463598734,311.4638822988617
1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,9,32.3804463598734,311.4638822988617
1.8000000000000003,0.5,0.0,0.0,1.0,1.0,0.0,0.071,17,32.3804463598734,311.4638822988617
0.2,0.5,0.0,0.0,1.0,1.0,0.0,0.071,1,32.3804463598734,311.4638822988617
0.1,0.5,0.0,0.0,1.0,1.0,0.0,0.071,0,32.3804463598734,311.4638822988617
0.4,0.5,0.0,0.0,1.0,1.0,0.0,0.071,3,32.3804463598734,311.4638822988617
0.9,0.5,0.0,0.0,1.0,1.0,0.0,0.071,8,32.3804463598734,311.4638822988617
5.4,0.5,0.0,0.0,1.0,1.0,0.0,0.071,53,32.3804463598734,311.4638822988617
5.3,0.5,0.0,0.0,1.0,1.0,0.0,0.071,52,32.3804463598734,311.4638822988617
0.8,0.5,0.0,0.0,1.0,1.0,0.0,0.071,7,32.3804463598734,311.4638822988617
1.3000000000000003,0.5,0.0,0.0,1.0,1.0,0.0,0.071,12,32.3804463598734,311.4638822988617
0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.071,4,32.3804463598734,311.4638822988617
0.7000000000000001,0.5,0.0,0.0,1.0,1.0,0.0,0.071,6,32.3804463598734,311.4638822988617
1.6,0.5,0.0,0.0,1.0,1.0,0.0,0.071,15,32.3804463598734,311.4638822988617
0.30000000000000004,0.5,0.0,0.0,1.0,1.0,0.0,0.071,2,32.3804463598734,311.4638822988617
0.6,0.5,0.0,0.0,1.0,1.0,0.0,0.071,5,32.3804463598734,311.4638822988617
9.6,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12095,32.31461957019773,312.14626306204815
10.0,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12099,32.31508448263466,312.17794889402404
9.700000000000001,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12096,32.31474036218452,312.15430077309543
9.8,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12097,32.3148580583561,312.16226029362434
9.2,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12091,32.314103756124375,312.1133091179123
9.3,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12092,32.31423778126392,312.12167022114596
8.7,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12086,32.3133787021934,312.0702276444546
8.1,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12080,32.312374101528576,312.0155719084783
9.5,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12094,32.314495599749975,312.1381461106675
8.4,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12083,32.312896069733966,312.0433170491912
9.9,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12098,32.31497273910592,312.1701426598166
8.8,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12087,32.31353136617409,312.0790178279985
8.2,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12081,32.31255265767673,312.02491496681455
9.4,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12093,32.31436836588287,312.12994885577467
8.9,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12088,32.313680102024335,312.08771992876797
8.3,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12082,32.31272660682086,312.0341629563936
9.0,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12089,32.31382501264876,312.09633508985013
8.5,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12084,32.31306116405672,312.05237841644606
9.1,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12090,32.31396619819624,312.10486444503016
8.6,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12085,32.31322200435739,312.0613482267676
8.0,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12079,32.31219081441317,312.0061326107952
7.9,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12078,32.31200266912174,311.99659590693136
7.8,0.5,0.6,0.0,1.0,1.0,0.0,0.071,12077,32.3118095351477,311.9869606364549
