feedbackDecay,feedbackGamma,feedbackWeight,gravityAlpha,gravityDecay,gravityGamma,gravityWeight,growthRate,id,logmse,mselog
320.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6181,31.654252692031594,346.56427162311746
350.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6184,31.654264653363136,346.5637325909566
280.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6177,31.65423382532207,346.56513181725137
290.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6178,31.65423889761292,346.56489930539584
300.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6179,31.654243722389293,346.564679003782
250.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6174,31.65421694604564,346.56591250339835
270.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6176,31.65422848839639,346.56537748654495
260.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6175,31.654222868495815,346.5656373430117
230.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6172,31.65420410921893,346.56651365264054
390.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6188,31.654278295468487,346.5631233456535
340.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6183,31.654260848630326,346.5639035415319
330.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6182,31.654256865460603,346.5640830134161
370.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6186,31.65427177055356,346.5634140354701
240.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6173,31.654210700259448,346.5662041743629
380.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6187,31.654275102590816,346.5632654322078
360.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6185,31.65426829061781,346.56356959563414
400.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6189,31.654281357297396,346.5629873702528
210.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6170,31.65418979915185,346.5671916355271
220.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6171,31.65419715003824,346.5668423207465
310.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6180,31.65424831559103,346.564470042461
200.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6169,31.654182032781865,346.56756310556415
180.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6167,31.6541651621507,346.56837853872014
170.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6166,31.654156017844592,346.5688252720615
190.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6168,31.65417382766455,346.56795825131644
140.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6163,31.65412563613234,346.570330474911
160.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6165,31.654146382020127,346.56929942428326
150.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6164,31.65413625116087,346.5698013709278
130.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6162,31.65411456973665,346.5708844388976
120.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6161,31.654103117768404,346.57145829273793
110.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6160,31.6540913952567,346.572042802456
100.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6159,31.654079590453904,346.5726219527858
90.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6158,31.654068000468097,346.57316892891816
80.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6157,31.654057084329263,346.5736396399638
70.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6156,31.654047541221235,346.5739621826655
30.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6152,31.65405027460675,346.57005591508874
50.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6154,31.654037242638797,346.57362202664643
60.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6155,31.654040419941047,346.57401961450455
40.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6153,31.654040002138565,346.57246304299434
20.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6151,31.65406270187905,346.56558721379855
10.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6150,31.654005544185907,346.55660941019846
500.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6149,31.65417105928113,346.5612349522075
490.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6148,31.65416858129417,346.5613186746514
480.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6147,31.654166015409093,346.56140541394893
470.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6146,31.654163357046624,346.561495332352
440.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6143,31.65415477654181,346.5617859628439
450.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6144,31.65415774301065,346.561685413839
420.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6141,31.654148494853708,346.56199915098733
430.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6142,31.654151695949928,346.56189046506006
410.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6140,31.654145166420722,346.5621122685846
460.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6145,31.654160601319997,346.56158860358636
400.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6139,31.654141703331323,346.56223008485046
390.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6138,31.654138097739963,346.5623528875377
370.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6136,31.654130424787958,346.56261471843334
380.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6137,31.654134341233686,346.5624809870358
350.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6134,31.654122072639364,346.5629005544143
340.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6133,31.654117615397713,346.5630534738222
360.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6135,31.654126338719944,346.56275444375746
330.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6132,31.654112955036343,346.5632136602323
320.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6131,31.654108078734712,346.563381609748
310.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6130,31.654102972760686,346.563557859476
300.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6129,31.654097622425237,346.5637429907903
290.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6128,31.65409201204532,346.56393763259587
280.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6127,31.65408612492006,346.5641424644753
270.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6126,31.65407994332736,346.5643582194932
250.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6124,31.654066620953003,346.56482571029574
260.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6125,31.654073448551134,346.5645856863315
240.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6123,31.654059440107932,346.56507919246445
230.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6122,31.6540518850308,346.5653470859419
220.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6121,31.654043934531227,346.5656303876701
210.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6120,31.654035567748657,346.5659301234991
200.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6119,31.6540267649399,346.5662473231724
190.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6118,31.654017508619823,346.56658298016214
180.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6117,31.654007785195358,346.56693798889046
170.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6116,31.653997587289247,346.56731304803753
160.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6115,31.653986917028003,346.56770851284904
140.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6113,31.65396424518332,346.5685588964713
150.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6114,31.653975790679688,346.56812417027226
130.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6112,31.653952347332883,346.5690101333111
120.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6111,31.653940206690592,346.569473082952
110.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6110,31.653927993740773,346.5699394571889
100.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6109,31.6539159653884,346.57039551105845
80.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6107,31.653894149780545,346.57117356257413
90.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6108,31.65390450063102,346.57081890106207
60.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6105,31.653880246232188,346.57140627641445
50.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6104,31.653879229366975,346.57103034948784
70.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6106,31.653885699448345,346.5714011463347
40.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6103,31.65388419743303,346.5700033659588
30.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6102,31.653895346733606,346.5678494347063
20.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6101,31.653903730042472,346.56363909103356
10.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6100,31.653829133698974,346.5546204643905
500.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6099,31.654076396697832,346.56087662206266
490.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6098,31.654073660889775,346.5609543035836
480.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6097,31.654070829407633,346.56103471280136
470.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6096,31.654067897366073,346.5611179920329
460.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6095,31.65406485956153,346.5612042932981
450.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6094,31.654061710448353,346.56129377911304
440.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6093,31.654058444113065,346.5613866233553
430.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6092,31.65405505424674,346.5614830122094
420.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6091,31.654051534115496,346.5615831451981
410.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6090,31.654047876528907,346.5616872363012
400.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6089,31.65404407380651,346.56179551517516
390.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6088,31.654040117742333,346.56190822847765
370.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6086,31.654031709912697,346.56214803872234
360.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6085,31.654027238766094,346.5622757274616
350.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6084,31.65402257543561,346.5624090376651
310.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6080,31.654001760448125,346.56300602386966
320.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6081,31.6540073143866,346.56284639011113
330.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6082,31.654012625812875,346.56269397157814
380.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6087,31.654035999567736,346.5620256413015
340.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6083,31.65401770850826,346.56254832478834
300.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6079,31.653995949381418,346.5631733497662
290.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6078,31.653989865735213,346.5633488800329
280.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6077,31.653983493245338,346.5635331638175
270.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6076,31.653976814889678,346.56372678828717
260.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6075,31.653969812989033,346.56393037891
250.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6074,31.65396246937189,346.56414459848486
240.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6073,31.653954765627777,346.5643701442508
230.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6072,31.653946683482687,346.564607742174
220.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6071,31.65393820534221,346.5648581370355
210.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6070,31.653929315064612,346.5651220764018
200.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6069,31.653919999048842,346.5654002856401
190.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6068,31.653910247753196,346.56569342984864
180.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6067,31.653900057803074,346.56600205663625
170.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6066,31.65388943490331,346.56632651073886
160.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6065,31.653878397849137,346.5666668069795
150.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6064,31.653866984034714,346.56702244112574
140.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6063,31.653855256998405,346.56739210723
130.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6062,31.653843316727425,346.56777327232635
120.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6061,31.65383131367698,346.56816153010845
110.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6060,31.653819467735293,346.5685496051977
100.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6059,31.65380809363862,346.56892579100696
90.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6058,31.653797634425334,346.569271439874
80.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6057,31.6537887037471,346.56955680405235
70.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6056,31.653782133854932,346.5697338685876
50.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6054,31.653780616278574,346.5693901382536
60.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6055,31.653779010320346,346.5697233934357
30.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6052,31.653800036282487,346.56656995916495
40.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6053,31.653787996231706,346.5684923858884
20.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6051,31.653804817496496,346.5626422140142
10.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6050,31.653716981450934,346.55388416664005
500.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6049,31.65401865909872,346.5608240939998
490.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6048,31.65401579473243,346.5608977059123
480.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6047,31.65401283165028,346.56097385836614
470.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6046,31.654009764915774,346.5610526811883
460.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6045,31.65400658928123,346.5611343128295
450.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6044,31.654003299165783,346.5612189010458
440.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6043,31.653999888631894,346.56130660363806
430.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6042,31.653996351360536,346.56139758925536
410.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6040,31.653988869262765,346.56159014369695
420.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6041,31.653992680624896,346.5614920382654
400.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6039,31.65398490964778,346.56169211226006
390.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6038,31.653980793659695,346.56179816544085
380.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6037,31.653976512654065,346.5619085406856
370.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6036,31.653972057431915,346.562023492656
350.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6034,31.65396258459304,346.5622682396456
340.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6033,31.65395754554873,346.562398642521
360.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6035,31.653967418210016,346.5621432945755
330.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6032,31.653952289388464,346.5625348408365
320.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6031,31.653946803755453,346.56267719673843
310.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6030,31.65394107562464,346.5628260983977
300.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6029,31.653935091318907,346.5629819614018
290.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6028,31.65392883654835,346.56314522997366
280.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6027,31.65392229648138,346.5633163778277
270.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.08,6026,31.653915455859636,346.5634959085042
