feedbackDecay,feedbackGamma,feedbackWeight,gravityAlpha,gravityDecay,gravityGamma,gravityWeight,growthRate,id,logmse,mselog
330.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13732,31.303432469507293,394.28851316597905
490.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13748,31.30346137324952,394.28619768357595
500.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13749,31.303462655898898,394.28609822190623
470.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13746,31.303458667659378,394.28640831534733
450.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13744,31.303455758058618,394.28663611951833
480.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13747,31.30346004464246,394.2863009743156
350.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13734,31.303437220961076,394.28812183541
290.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13728,31.303421536927786,394.28943191307286
280.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13727,31.30341845944897,394.28969545641
300.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13729,31.303424468050085,394.2891829682692
240.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13723,31.303404490349415,394.2909216801155
260.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13725,31.30341182723727,394.2902713052541
270.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13726,31.303415226193934,394.28997481050766
200.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13719,31.3033873588284,394.2925015085822
230.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13722,31.30340053074259,394.2912788868937
190.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13718,31.303382505956606,394.29296647488553
250.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13724,31.30340825220104,394.2905863976289
180.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13717,31.30337741132261,394.2934638665674
220.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13721,31.303396362475155,394.2916598958826
170.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13716,31.30337207423788,394.2939958335495
210.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13720,31.303391975034327,394.29206672366115
160.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13715,31.303366500726508,394.2945642428388
150.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13714,31.303360706839026,394.29517037180267
130.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13712,31.303348603035833,394.29649470187496
140.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13713,31.30335472342574,394.29581441573714
120.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13711,31.30334242993705,394.297206437006
110.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13710,31.30333633476103,394.29793971023247
100.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13709,31.30333051608205,394.29867630015093
80.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13707,31.303321050966524,394.30001119638456
90.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13708,31.30332527251799,394.2993845574144
70.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13706,31.303318519512562,394.30046819842073
500.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13699,31.3033337295408,394.28521278763844
50.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13704,31.303322994808692,394.30021526866756
60.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13705,31.303318676025626,394.30061235321836
20.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13701,31.303375498494994,394.29159086454655
10.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13700,31.303334625382085,394.2830580736364
40.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13703,31.30333353003948,394.2989271867734
30.0,1.0,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13702,31.303352341672962,394.29625870570777
480.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13697,31.303330413702664,394.28539820712524
490.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13698,31.30333210055435,394.28530380403635
470.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13696,31.303328665974867,394.28549618568667
460.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13695,31.303326854159092,394.2855979424132
430.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13692,31.303320998711985,394.28592814453776
440.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13693,31.303323024315777,394.2858136783717
450.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13694,31.303324974826783,394.28570369516774
420.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13691,31.30331889382969,394.28604736596577
410.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13690,31.303316705190362,394.2861716366171
400.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13689,31.303314427999933,394.2863012741941
380.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13687,31.30330958706484,394.2865780536264
390.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13688,31.30331205712454,394.2864366224284
370.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13686,31.303307011928837,394.2867259714748
320.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13681,31.30329232277814,394.2875796035531
310.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13680,31.303288967837936,394.28777710768986
360.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13685,31.303304325403577,394.28688081413264
300.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13679,31.303285453182266,394.2879851051726
350.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13684,31.303301520725938,394.28704305765365
340.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13683,31.303298590653096,394.2872132197303
330.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13682,31.303295527433296,394.287391863808
270.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13676,31.3032738477715,394.2886803661418
280.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13677,31.303277904045956,394.2884358300198
290.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13678,31.303281768788988,394.2882043906385
260.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13675,31.30326958826219,394.28893902399045
240.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13673,31.303260410690918,394.28950324073844
250.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13674,31.303265113379396,394.2892129151597
230.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13672,31.303255467690136,394.2898112914801
220.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13671,31.30325027212401,394.2901384435171
210.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13670,31.303244812473473,394.2904861469732
190.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13668,31.303233062975913,394.291249226431
180.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13667,31.303226761623407,394.29166757503583
160.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13665,31.30321331856509,394.2925842123625
200.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13669,31.30323907864743,394.2908559034653
170.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13666,31.303220176593072,394.2921122475339
100.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13659,31.30316959739644,394.29589140913953
150.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13664,31.30320621091616,394.2930838433044
130.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13662,31.30319144034188,394.29416191418744
140.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13663,31.30319889541894,394.29361050617655
110.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13660,31.30317659127287,394.29531493220594
120.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13661,31.303183951997504,394.29473312002995
90.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13658,31.303163322239577,394.29643585943006
80.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13657,31.303158279812997,394.2969043951129
70.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13656,31.30315521666277,394.2972254438574
60.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13655,31.30315520585679,394.29728260129195
50.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13654,31.303159742432314,394.2968868322667
40.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13653,31.303170689480666,394.29573316944874
20.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13651,31.303209146533785,394.28888892134773
30.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13652,31.303189270486563,394.293337099998
10.0,0.8,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13650,31.30315692173064,394.27995227912646
490.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13648,31.303227047740748,394.28464027485245
450.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13644,31.3032187027864,394.2850053225032
430.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13642,31.303214053162836,394.28520942794415
470.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13646,31.303223023579005,394.2848161177446
440.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13643,31.30321642125693,394.285105407735
500.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13649,31.3032289575811,394.28455693856495
410.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13640,31.303209038068108,394.2854302084123
480.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13647,31.3032250708829,394.2847266140775
380.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13637,31.3032007372439,394.2857972261552
460.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13645,31.30322090217735,394.2849089587761
400.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13639,31.30320638064036,394.2855474812556
420.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13641,31.30321159378073,394.2853176125641
390.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13638,31.303203615746497,394.2856697175167
370.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13636,31.303197738572198,394.28593034071406
360.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13635,31.303194612726845,394.2860694215501
350.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13634,31.303191352232776,394.286214858265
340.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13633,31.303187949119074,394.28636707231954
310.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13630,31.303176796455052,394.28686913143486
330.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13632,31.303184394895805,394.28652651985465
320.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13631,31.303180680534556,394.2866936946827
300.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13629,31.303172732520824,394.28705340879986
270.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13626,31.303159352214024,394.28766579962485
280.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13627,31.303164021834764,394.28745103983124
290.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13628,31.30316847804826,394.2872471527831
260.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13625,31.303154457149155,394.28789221721024
220.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13621,31.30313237918294,394.288932099467
240.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13623,31.303143941634772,394.2883834468814
230.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13622,31.30313829696372,394.2886501045938
200.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13619,31.303119687576796,394.28954618902793
250.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13624,31.30314932437858,394.28813113398803
180.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13617,31.303105824857106,394.2902336685774
170.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13616,31.303098464058074,394.29060699744844
210.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13620,31.30312617853047,394.28923045261644
190.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13618,31.303112902499294,394.28988029758585
160.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13615,31.303090840784513,394.29100063778986
140.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13613,31.303074976308398,394.2918470979218
150.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13614,31.303082991750102,394.29141437750854
130.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13612,31.30306688564175,394.2922962526481
120.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13611,31.303058855550475,394.2927570659105
110.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13610,31.303051084265466,394.2932212876368
60.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13605,31.30303144044098,394.29468131961966
90.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13608,31.303037581572607,394.2940966706658
100.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13609,31.30304385724651,394.29367523611205
40.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13603,31.30304964644452,394.29328484599637
50.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13604,31.303037336962277,394.2943071138445
30.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13602,31.30306858075873,394.2911408117345
70.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13606,31.303030417442084,394.29467622132194
80.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13607,31.303032832980772,394.2944496926481
500.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13599,31.30315672060198,394.2842002610844
20.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13601,31.303085302328697,394.28694981119463
10.0,0.6000000000000001,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13600,31.30302265646304,394.2779725670028
480.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13597,31.30315246804622,394.2843576226325
490.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13598,31.303154630491385,394.2842775843007
470.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13596,31.303150229638046,394.2844405177387
460.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13595,31.303147911409383,394.28452642093674
430.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13592,31.303140435444625,394.2848038542419
440.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13593,31.303143018817842,394.2847079099888
420.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13591,31.30313775419287,394.2849035253586
410.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13590,31.30313496979776,394.2850071363307
450.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13594,31.30314550925762,394.28461549399515
400.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13589,31.30313207665385,394.2851149157546
390.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13588,31.30312906879366,394.285227109151
370.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13586,31.30312268311414,394.2854658132315
380.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13587,31.303125939865946,394.28534398039056
360.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13585,31.303119291355543,394.28559291298075
320.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13581,31.303104214704593,394.28616094330255
340.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13583,31.303112071844446,394.2858642528898
280.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13577,31.30308628353904,394.2868445490206
330.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13582,31.303108227439242,394.28600922784443
290.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13578,31.30309106911263,394.28666111531794
270.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13576,31.303081277996036,394.28703728031354
310.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13580,31.30310002412402,394.2863198406994
260.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13575,31.303076041366346,394.2872399317809
230.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13572,31.30305883731889,394.28791417033887
240.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13573,31.3030648312094,394.2876776684752
220.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13571,31.30305257263903,394.2881634100952
350.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13584,31.30311575696217,394.28572560826103
300.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13579,31.303095645724362,394.2864863947494
210.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13570,31.303046031098564,394.2884261318593
250.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13574,31.303070562637902,394.28745316315946
200.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13569,31.30303921001053,394.28870305764707
190.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13568,31.30303211161698,394.2889948494819
180.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13567,31.30302474520006,394.2893020524419
100.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13559,31.302963229936417,394.2922122946362
130.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13562,31.3029851764438,394.2910650958124
140.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13563,31.302993225214546,394.29068568959167
170.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13566,31.303017129963237,394.2896250096608
110.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13560,31.302969899071254,394.291837845645
160.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13565,31.303009298960998,394.2899637358804
120.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13561,31.302977323281734,394.29145156179743
50.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13554,31.302963768496205,394.2926744719078
70.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13556,31.302953153185925,394.29301663483955
150.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13564,31.30300130445554,394.29031772917443
60.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13555,31.302955928387984,394.2930062009923
90.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13558,31.302957767381216,394.29255634692555
30.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13552,31.302997330843404,394.28986724946844
80.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13557,31.302954130131646,394.2928403916638
20.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13551,31.30301130397116,394.28595755332805
10.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13550,31.302940606934595,394.27723971176096
40.0,0.4,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13553,31.302977828650526,394.29178084204784
500.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13549,31.3031139019543,394.2841479757956
480.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13547,31.30310948559225,394.2842970493561
490.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13548,31.30311173075543,394.28422124816547
460.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13545,31.303104758647812,394.2844567637004
470.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13546,31.303107162838575,394.28437550859735
450.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13544,31.30310226893852,394.2845409617389
420.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13541,31.303094242041265,394.28481283905626
430.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13542,31.30309701537322,394.284718825714
410.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13540,31.30309136420601,394.284910491953
440.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13543,31.303099689379327,394.2846282597865
400.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13539,31.303088376374774,394.28501199015966
380.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13537,31.303082047078888,394.2852274202458
390.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13538,31.303085272723084,394.2851175541411
370.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13536,31.30307869290799,394.2853418419649
360.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13535,31.303075203301724,394.28546109125676
340.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13533,31.303067788226745,394.28571526131464
330.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13532,31.303063847013526,394.28585083135914
350.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13534,31.303071570967923,394.28558545997254
320.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13531,31.303059738891175,394.28599253058354
310.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13530,31.30305545507603,394.2861407453654
290.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13528,31.30304632378814,394.28645840478833
280.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13527,31.30304145754231,394.28662876313143
300.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13529,31.303050986481804,394.2862958893774
270.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13526,31.3030363783054,394.28680746562054
260.0,0.2,0.009000000000000001,0.0,1.0,1.0,0.0,0.085,13525,31.30303107685801,394.28699504265734
