feedbackDecay,feedbackGamma,feedbackWeight,gravityAlpha,gravityDecay,gravityGamma,gravityWeight,growthRate,id,logmse,mselog
56.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,11,32.3804463598734,311.4638822988617
46.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,9,32.3804463598734,311.4638822988617
16.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,3,32.3804463598734,311.4638822988617
66.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,13,32.3804463598734,311.4638822988617
21.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,4,32.3804463598734,311.4638822988617
61.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,12,32.3804463598734,311.4638822988617
26.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,5,32.3804463598734,311.4638822988617
31.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,6,32.3804463598734,311.4638822988617
131.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,26,32.3804463598734,311.4638822988617
36.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,7,32.3804463598734,311.4638822988617
41.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,8,32.3804463598734,311.4638822988617
6.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,1,32.3804463598734,311.4638822988617
121.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,24,32.3804463598734,311.4638822988617
111.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,22,32.3804463598734,311.4638822988617
11.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,2,32.3804463598734,311.4638822988617
1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,0,32.3804463598734,311.4638822988617
51.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,10,32.3804463598734,311.4638822988617
116.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,23,32.3804463598734,311.4638822988617
126.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,25,32.3804463598734,311.4638822988617
136.0,0.5,0.0,0.0,1.0,1.0,0.0,0.071,27,32.3804463598734,311.4638822988617
481.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10096,32.376576463036585,311.5405043126901
451.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10090,32.37654225710793,311.5420071963211
456.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10091,32.37654821982793,311.54174513534014
466.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10093,32.37655982303473,311.54123527833355
476.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10095,32.37657101486586,311.5407436154976
441.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10088,32.37652999491539,311.54254624108074
436.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10087,32.37652368933708,311.5428235020912
416.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10083,32.376497227568144,311.5439876096157
471.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10094,32.37656546904674,311.5409872324826
421.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10084,32.376504035803435,311.5436880093315
426.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10085,32.376510713159654,311.5433942320947
461.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10092,32.37655407420078,311.54148787169754
446.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10089,32.37653618313764,311.5422741861719
431.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10086,32.3765172631922,311.5431061153043
401.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10080,32.37647598014395,311.54492306590527
496.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10099,32.37659224589931,311.53981119859185
486.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10097,32.37658181602192,311.5402692131757
491.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10098,32.37658707620646,311.5400382097181
406.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10081,32.37648320361369,311.5446049598518
411.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10082,32.37649028477435,311.54429320152104
391.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10078,32.376461089807634,311.54557908054295
386.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10077,32.37645341433966,311.545917386766
361.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10072,32.37641254774577,311.54772056347
351.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10070,32.37639494453899,311.5484983752782
371.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10074,32.37642941185816,311.5469760482904
376.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10075,32.37643758014155,311.546615648271
366.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10073,32.3764210694643,311.54734427191727
396.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10079,32.376468610283844,311.5452477077574
346.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10069,32.376385851663684,311.5489004330114
381.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10076,32.37644557934858,311.5462628366105
336.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10067,32.37636705336415,311.54973227521737
341.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10068,32.3763765566763,311.5493116344496
356.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10071,32.3764038413019,311.54810517671905
331.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10066,32.37635733529494,311.5501626624682
326.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10065,32.37634739581022,311.55060311533293
311.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10062,32.37631617875402,311.55198824801664
316.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10063,32.37632682479162,311.55151555700695
321.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10064,32.37633722801899,311.55105396536806
306.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10061,32.37630528228239,311.5524724099398
301.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10060,32.37629412749847,311.55296842853784
291.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10058,32.37627101018571,311.5539976523769
296.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10059,32.37628270626559,311.55347670420673
286.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10057,32.37625903059757,311.5545317038724
281.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10056,32.3762467585764,311.55507930522634
271.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10054,32.376221300228856,311.5562170236571
256.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10051,32.37618068153756,311.5580373131849
276.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10055,32.3762341849353,311.5556409189399
246.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10049,32.376151863092694,311.5593327933041
251.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10050,32.376166453230965,311.55867649117795
241.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10048,32.376136900388474,311.56000679119177
236.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10047,32.3761215542596,311.5606990692558
266.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10053,32.37620809475932,311.5568081142441
261.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10052,32.376194558585844,311.557414701745
231.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10046,32.376105813768156,311.5614102229915
221.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10044,32.37607310589611,311.56289158089237
226.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10045,32.376089667952684,311.562140856755
211.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10042,32.37603869012537,311.5644557488307
216.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10043,32.37605611680824,311.56366300810055
206.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10041,32.37602081563007,311.56527040555204
201.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10040,32.37600248359478,311.5661075656137
196.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10039,32.37598368495352,311.566967792404
191.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10038,32.37596441150649,311.5678516144522
171.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10034,32.37588245097172,311.5716313626238
186.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10037,32.375944656163725,311.5687595120038
176.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10035,32.375903678770165,311.5706491105222
181.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10036,32.37592441323441,311.5696919005364
161.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10032,32.3758385218961,311.5736711373421
166.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10033,32.375860730670176,311.5726387372657
151.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10030,32.37579267520442,311.5758094526169
156.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10031,32.3758158325517,311.57472824243723
146.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10029,32.37576906802289,311.57691381929345
141.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10028,32.37574503588029,311.578039960058
126.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10025,32.37567076792692,311.581526306613
131.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10026,32.37569583775495,311.580349209365
121.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10024,32.37564546935919,311.5827127929248
136.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10027,32.375720611653946,311.5791859535499
116.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10023,32.375620025165894,311.58390293325
111.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10022,32.37559453728917,311.58508939459153
106.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10021,32.37556912989062,311.58626284835134
101.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10020,32.37554395329809,311.5874114660064
91.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10018,32.37549505274134,311.58957033352334
96.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10019,32.37551918857223,311.5885202754287
81.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10016,32.375449751752754,311.59139180747616
71.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10014,32.375410742291514,311.5925949554064
86.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10017,32.37547180471031,311.59053765426233
76.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10015,32.37542925629474,311.59209406936577
61.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10012,32.37538168397344,311.59271967371836
66.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10013,32.375394699698006,311.5928308921313
56.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10011,32.37537230454915,311.59215418294826
51.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10010,32.37536719039992,311.5909936000608
46.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10009,32.37536690968586,311.58905091121375
41.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10008,32.37537179835284,311.58607480020515
36.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10007,32.375381606031816,311.58172249373865
26.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10005,32.37540668553456,311.5667649324327
31.0,0.5,0.05,0.0,1.0,1.0,0.0,0.071,10006,32.37539475556516,311.57551628346044
