"","theta","emp","empsd","th","beta"
"1",0.001,0.517787792044203,9.53139637269997e-06,0.533382374821715,0.5
"2",0.00125892541179417,0.51953022224424,1.27018053385106e-05,0.536755095599944,0.5
"3",0.00158489319246111,0.521386180286778,1.32244454941783e-05,0.54046949016242,0.5
"4",0.00199526231496888,0.52355047118859,1.05227347536764e-05,0.544561816277614,0.5
"5",0.00251188643150958,0.525956279401622,1.72489167343863e-05,0.549072737561974,0.5
"6",0.00316227766016838,0.52842042155739,2.12624801676201e-05,0.554048010117075,0.5
"7",0.00398107170553497,0.531236461686305,1.66816974692815e-05,0.559539313697066,0.5
"8",0.00501187233627272,0.534301642440186,2.46112594067703e-05,0.565605267029588,0.5
"9",0.00630957344480193,0.537497636690822,1.73182699906879e-05,0.572312680321908,0.5
"10",0.00794328234724281,0.541285514945538,2.19023941552558e-05,0.579738116795744,0.5
"11",0.01,0.545018469187932,3.55610880028272e-05,0.587969861848539,0.5
"12",0.0125892541179417,0.549012990449416,4.14624679242387e-05,0.597110437046434,0.5
"13",0.0158489319246111,0.553992292362913,2.6754133751105e-05,0.607279852756322,0.5
"14",0.0199526231496888,0.558559102178584,2.8748048369945e-05,0.618619877648691,0.5
"15",0.0251188643150958,0.564359424810288,8.37389346440815e-05,0.631299731628946,0.5
"16",0.0316227766016838,0.570382607243577,4.45669051294976e-05,0.645523807929753,0.5
"17",0.0398107170553497,0.57674325002227,5.69721807329165e-05,0.661542346507456,0.5
"18",0.0501187233627272,0.584225406274758,5.77086387160887e-05,0.679666496818023,0.5
"19",0.0630957344480193,0.591166117910012,7.34973941201601e-05,0.700290074480485,0.5
"20",0.0794328234724282,0.59944812276339,7.28007033211404e-05,0.723921821123427,0.5
"21",0.1,0.608813355708091,6.63587533304693e-05,0.751234693324649,0.5
"22",0.001,0.609121423274297,1.07606717595184e-05,0.614469138592483,0.6
"23",0.00125892541179417,0.610204090717172,1.62665145971506e-05,0.616225230254449,0.6
"24",0.00158489319246111,0.611397550155457,7.79741096389052e-06,0.618187159184342,0.6
"25",0.00199526231496888,0.612782432373893,1.92075231617457e-05,0.620378150389176,0.6
"26",0.00251188643150958,0.614355207893201,1.53129368957126e-05,0.622823982888429,0.6
"27",0.00316227766016838,0.616019222236482,1.24656045445496e-05,0.625553282405545,0.6
"28",0.00398107170553497,0.617905365885439,2.73495437330024e-05,0.628597855935228,0.6
"29",0.00501187233627272,0.620025107998531,1.3792604296337e-05,0.631993077178654,0.6
"30",0.00630957344480193,0.622274714534355,1.99877895981585e-05,0.635778334539676,0.6
"31",0.00794328234724281,0.624940106735803,2.47696675881012e-05,0.639997557048404,0.6
"32",0.01,0.627671374065734,1.84515942541094e-05,0.644699838621127,0.6
"33",0.0125892541179417,0.630576871054114,3.44229043413445e-05,0.649940188055066,0.6
"34",0.0158489319246111,0.634255287049702,2.44432690527348e-05,0.655780441947836,0.6
"35",0.0199526231496888,0.637732077080507,3.71703812546784e-05,0.662290391601193,0.6
"36",0.0251188643150958,0.642059216128927,3.30491531371589e-05,0.669549194857774,0.6
"37",0.0316227766016838,0.646699159057715,5.89267923438768e-05,0.677647172718759,0.6
"38",0.0398107170553497,0.651615682392172,3.2809145677168e-05,0.68668813319784,0.6
"39",0.0501187233627272,0.657399249529333,2.73635217007083e-05,0.696792428701876,0.6
"40",0.0630957344480193,0.66299169543189,5.96412999136502e-05,0.708101050591165,0.6
"41",0.0794328234724282,0.669456401976898,9.40815250780604e-05,0.720781216072803,0.6
"42",0.1,0.677022997664761,4.07885853031053e-05,0.735034143694841,0.6
"43",0.001,0.704380381840847,9.91718858518252e-06,0.706101335054824,0.7
"44",0.00125892541179417,0.704998204748805,1.10249327721701e-05,0.706976592049961,0.7
"45",0.00158489319246111,0.705681119930305,6.04420943152429e-06,0.707971852331717,0.7
"46",0.00199526231496888,0.706498908053258,1.12054344327418e-05,0.709102541867097,0.7
"47",0.00251188643150958,0.707430960239969,9.52422072397081e-06,0.710385891095996,0.7
"48",0.00316227766016838,0.708439699297941,5.86257789555311e-06,0.71184111887099,0.7
"49",0.00398107170553497,0.709614516581661,1.55666018376514e-05,0.713489632465974,0.7
"50",0.00501187233627272,0.710929764885589,6.70199636204936e-06,0.715355245453958,0.7
"51",0.00630957344480193,0.712368490768914,9.04272631629535e-06,0.717464415843273,0.7
"52",0.00794328234724281,0.714089319363154,1.45360015892874e-05,0.719846507719342,0.7
"53",0.01,0.715875749338452,8.54872202786244e-06,0.722534080878534,0.7
"54",0.0125892541179417,0.717852222798648,1.72260525792221e-05,0.725563214722913,0.7
"55",0.0158489319246111,0.72030653260303,1.33653126628243e-05,0.728973875238794,0.7
"56",0.0199526231496888,0.722701895289484,1.49949093837989e-05,0.732810337539935,0.7
"57",0.0251188643150958,0.725705547207887,3.33391914339904e-05,0.73712168170189,0.7
"58",0.0316227766016838,0.728933289967999,2.76485470242341e-05,0.741962387160531,0.7
"59",0.0398107170553497,0.732468480393521,2.6378654316243e-05,0.747393061865978,0.7
"60",0.0501187233627272,0.736587436339208,3.5162403848693e-05,0.753481358299288,0.7
"61",0.0630957344480193,0.740641629725708,2.83208229452506e-05,0.760303151889916,0.7
"62",0.0794328234724282,0.745462798796839,5.81293499945681e-05,0.767944092284987,0.7
"63",0.1,0.750942578084522,3.78729109612981e-05,0.776501690705215,0.7
"64",0.001,0.801901664335946,3.82744279228392e-06,0.802379474808964,0.8
"65",0.00125892541179417,0.802206871405235,5.40538361724126e-06,0.802772260911088,0.8
"66",0.00158489319246111,0.802552451422736,3.00858530317107e-06,0.80322690886178,0.8
"67",0.00199526231496888,0.802970431393494,4.54960189002451e-06,0.803752513741921,0.8
"68",0.00251188643150958,0.803453372275269,3.96754528757714e-06,0.804359370375705,0.8
"69",0.00316227766016838,0.803988598331798,2.16538951806167e-06,0.805059103613481,0.8
"70",0.00398107170553497,0.804621426715827,5.63188403736241e-06,0.80586480744521,0.8
"71",0.00501187233627272,0.80533963535176,2.66319013740877e-06,0.806791192653961,0.8
"72",0.00630957344480193,0.806140706423193,5.03183669622573e-06,0.80785474261555,0.8
"73",0.00794328234724281,0.807108112344752,9.26468327022303e-06,0.809073876801807,0.8
"74",0.01,0.808135831182173,2.66056652234546e-06,0.810469121594553,0.8
"75",0.0125892541179417,0.809290056980623,1.15412665252297e-05,0.812063288227852,0.8
"76",0.0158489319246111,0.810725469350745,6.38941469235552e-06,0.81388165813379,0.8
"77",0.0199526231496888,0.812171456145207,4.35644108321079e-06,0.815952176797361,0.8
"78",0.0251188643150958,0.813986588791395,1.63920998948535e-05,0.818305658602616,0.8
"79",0.0316227766016838,0.81597397440292,6.93999102342229e-06,0.820976007322554,0.8
"80",0.0398107170553497,0.818162116608476,1.15323698695229e-05,0.824000460224063,0.8
"81",0.0501187233627272,0.820738643036166,1.28530980241648e-05,0.827419868739638,0.8
"82",0.0630957344480193,0.82332560795381,2.64005877158967e-05,0.83127903605542,0.8
"83",0.0794328234724282,0.826426425053163,1.88894001080305e-05,0.835627142915729,0.8
"84",0.1,0.829961602136882,1.6344165793387e-05,0.840518309185371,0.8
"85",0.001,0.900639173526601,3.01933558407331e-06,0.900732726780896,0.9
"86",0.00125892541179417,0.90075273364827,3.4586149627804e-06,0.900867919801137,0.9
"87",0.00158489319246111,0.900883664817304,2.90180778868919e-06,0.901026949550715,0.9
"88",0.00199526231496888,0.901043556131212,3.60951011078545e-06,0.90121375247232,0.9
"89",0.00251188643150958,0.90123180261831,3.215319361622e-06,0.901432851712254,0.9
"90",0.00316227766016838,0.901443340030116,3.05201064934366e-06,0.901689429725148,0.9
"91",0.00398107170553497,0.901696591723824,4.16667015644579e-06,0.90198940644442,0.9
"92",0.00501187233627272,0.901989815216464,2.6153913582878e-06,0.902339522646551,0.9
"93",0.00630957344480193,0.902320934495267,3.1862843864445e-06,0.902747427915171,0.9
"94",0.00794328234724281,0.902724859753102,3.73650147222374e-06,0.903221772365413,0.9
"95",0.01,0.903165553938551,1.61275796510674e-06,0.903772301031028,0.9
"96",0.0125892541179417,0.903663245041153,4.8827884317014e-06,0.904409949569405,0.9
"97",0.0158489319246111,0.904289435687557,3.25653534719348e-06,0.905146939731183,0.9
"98",0.0199526231496888,0.904932105360288,2.13797772677772e-06,0.905996872921828,0.9
"99",0.0251188643150958,0.905742730587945,7.60379018710043e-06,0.906974820216381,0.9
"100",0.0316227766016838,0.906647324732876,3.65496431571929e-06,0.908097407471051,0.9
"101",0.0398107170553497,0.907652050105875,6.15635499589533e-06,0.909382894835383,0.9
"102",0.0501187233627272,0.908845554332068,8.53858073452716e-06,0.910851251187593,0.9
"103",0.0630957344480193,0.910071802150295,4.62418155761419e-06,0.91252422604287,0.9
"104",0.0794328234724282,0.911538854213372,1.37033903424167e-05,0.914425424674003,0.9
"105",0.1,0.91323725219062,7.11672523781238e-06,0.916580397043215,0.9
"106",0.001,1,2.22044604925031e-16,1,1
"107",0.00125892541179417,1,2.66864402832448e-16,1,1
"108",0.00158489319246111,1,2.09345661157837e-16,1,1
"109",0.00199526231496888,1,1.95824934865074e-16,1,1
"110",0.00251188643150958,1,2.66864402832448e-16,1,1
"111",0.00316227766016838,1,1.57009245868378e-16,1,1
"112",0.00398107170553497,1,3.18349985892849e-16,1,1
"113",0.00501187233627272,1,2.42673974408136e-16,1,1
"114",0.00630957344480193,1,2.48253415324727e-16,1,1
"115",0.00794328234724281,1,2.48253415324727e-16,1,1
"116",0.01,1,2.3405556457178e-16,1,1
"117",0.0125892541179417,1,1.92296268638356e-16,1,1
"118",0.0158489319246111,1,2.12591523886271e-16,1,1
"119",0.0199526231496888,1,2.09345661157837e-16,1,1
"120",0.0251188643150958,1,1.95824934865074e-16,1,1
"121",0.0316227766016838,1,1.43329176164975e-16,1,1
"122",0.0398107170553497,1,1.95824934865074e-16,1,1
"123",0.0501187233627272,1,2.61682076447296e-16,1,1
"124",0.0630957344480193,1,2.15788568304631e-16,1,1
"125",0.0794328234724282,1,2.09345661157837e-16,1,1
"126",0.1,1,2.12591523886271e-16,1,1
"127",0.001,1.09966377081348,1.34553974011278e-06,1.09966257353764,1.1
"128",0.00125892541179417,1.09959713339965,1.41722201968974e-06,1.09959098603819,1.1
"129",0.00158489319246111,1.09951837740733,1.21693699010449e-06,1.09950475991052,1.1
"130",0.00199526231496888,1.0994203166851,1.41872678420423e-06,1.09940105280024,1.1
"131",0.00251188643150958,1.0993024410903,1.38520238072049e-06,1.09927651204914,1.1
"132",0.00316227766016838,1.09916583648754,1.07362950228889e-06,1.09912719455721,1.1
"133",0.00398107170553497,1.09899884340864,1.35455675461981e-06,1.09894847725599,1.1
"134",0.00501187233627272,1.098801067382,9.50911455423283e-07,1.09873495801744,1.1
"135",0.00630957344480193,1.09857197665992,1.25903692765983e-06,1.09848034713917,1.1
"136",0.00794328234724281,1.09828731087294,1.60794946636944e-06,1.09817734996911,1.1
"137",0.01,1.0979675572722,8.96968707687062e-07,1.09781754177639,1.1
"138",0.0125892541179417,1.09759734328893,2.24523902332208e-06,1.09739123664782,1.1
"139",0.0158489319246111,1.09712548450518,1.52438807436593e-06,1.09688735299367,1.1
"140",0.0199526231496888,1.09662283570729,2.27550743235534e-06,1.09629327916883,1.1
"141",0.0251188643150958,1.09598433247777,3.96194405092188e-06,1.09559474372504,1.1
"142",0.0316227766016838,1.09525050584206,1.23533062584856e-06,1.09477569584354,1.1
"143",0.0398107170553497,1.09441469278949,3.26889254323272e-06,1.09381820245615,1.1
"144",0.0501187233627272,1.09341065746233,3.21194071220721e-06,1.0927023692931,1.1
"145",0.0630957344480193,1.0923416613289,2.96333360638015e-06,1.09140629337929,1.1
"146",0.0794328234724282,1.09104832122899,4.78208486494439e-06,1.08990605403399,1.1
"147",0.1,1.08952332297715,2.38096990763649e-06,1.08817574780584,1.1
"148",0.001,1.19947176296031,9.28662515381784e-06,1.19949329319589,1.2
"149",0.00125892541179417,1.19936527346448,9.69602589073554e-06,1.19938185711909,1.2
"150",0.00158489319246111,1.19923816579036,9.23144007924184e-06,1.19924667028737,1.2
"151",0.00199526231496888,1.19907872996076,9.82165500785068e-06,1.1990828892893,1.2
"152",0.00251188643150958,1.19888554766638,9.6392609087942e-06,1.19888474648865,1.2
"153",0.00316227766016838,1.19865961984023,8.89785660364892e-06,1.19864539220038,1.2
"154",0.00398107170553497,1.1983818997197,1.02309200560866e-05,1.19835671539675,1.2
"155",0.00501187233627272,1.19805030050938,8.9659857289832e-06,1.19800914170218,1.2
"156",0.00630957344480193,1.19766194729624,9.36795521377959e-06,1.19759140795155,1.2
"157",0.00794328234724281,1.1971758671333,9.94919159148991e-06,1.19709031334635,1.2
"158",0.01,1.19662479935534,7.31615211510602e-06,1.19649044830042,1.2
"159",0.0125892541179417,1.19598025920172,1.10555264415586e-05,1.19577390347503,1.2
"160",0.0158489319246111,1.19515207530783,8.56348815013303e-06,1.19491996330654,1.2
"161",0.0199526231496888,1.19426126034524,7.28288254171356e-06,1.19390479056031,1.2
"162",0.0251188643150958,1.19312188369195,1.29812616580175e-05,1.19270111109597,1.2
"163",0.0316227766016838,1.19180364671275,5.57958731069883e-06,1.19127791104811,1.2
"164",0.0398107170553497,1.1902799352347,9.46838347175514e-06,1.1896001618798,1.2
"165",0.0501187233627272,1.18844302857227,1.00032353728849e-05,1.18762859200917,1.2
"166",0.0630957344480193,1.18646563916794,7.00078115764266e-06,1.18531952654659,1.2
"167",0.0794328234724282,1.18405398807414,1.68066776086412e-05,1.18262481852006,1.2
"168",0.1,1.18118890661803,5.44277484726063e-06,1.17949189497111,1.2
"169",0.001,1.29933768106489,1.53016976409619e-05,1.29939455637278,1.3
"170",0.00125892541179417,1.29920545980927,1.57112987137461e-05,1.29925859800381,1.3
"171",0.00158489319246111,1.29904726396745,1.48348599139187e-05,1.29909290388455,1.3
"172",0.00199526231496888,1.2988467738159,1.57027363233354e-05,1.29889120846579,1.3
"173",0.00251188643150958,1.29860317651199,1.55807571768883e-05,1.29864599786033,1.3
"174",0.00316227766016838,1.29831632373496,1.47561295124448e-05,1.29834828304043,1.3
"175",0.00398107170553497,1.29796125942386,1.63714690907203e-05,1.29798733861594,1.3
"176",0.00501187233627272,1.297536133841,1.4671116995395e-05,1.29755040414423,1.3
"177",0.00630957344480193,1.29703307352171,1.57895466709326e-05,1.29702234542564,1.3
"178",0.00794328234724281,1.29640130584664,1.74421541809151e-05,1.29638527409887,1.3
"179",0.01,1.2956813972552,1.29594528083501e-05,1.29561812517552,1.3
"180",0.0125892541179417,1.29483054213399,1.79446322144726e-05,1.29469619406115,1.3
"181",0.0158489319246111,1.29373445814267,1.52854650551833e-05,1.29359063722552,1.3
"182",0.0199526231496888,1.29254195156609,1.38112947262056e-05,1.29226794413005,1.3
"183",0.0251188643150958,1.29100950047091,2.17474229460654e-05,1.29068939238934,1.3
"184",0.0316227766016838,1.28922246036991,9.63855356964352e-06,1.28881050348005,1.3
"185",0.0398107170553497,1.28713509636668,1.80265306928706e-05,1.28658052255878,1.3
"186",0.0501187233627272,1.28460858481708,2.24506782431442e-05,1.28394195290403,1.3
"187",0.0630957344480193,1.28186575057661,7.19300961276837e-06,1.28083018271623,1.3
"188",0.0794328234724282,1.27848460666634,2.91640056385818e-05,1.27717324873383,1.3
"189",0.1,1.27445618880617,1.42275536547382e-05,1.27289178616031,1.3
"190",0.001,1.39922468391986,1.84850505796971e-05,1.39932508589136,1.4
"191",0.00125892541179417,1.399073805458,1.87535794778276e-05,1.39917181490854,1.4
"192",0.00158489319246111,1.39889303729721,1.81185350735556e-05,1.39898451222942,1.4
"193",0.00199526231496888,1.39866293354842,1.88268355598031e-05,1.39875585779655,1.4
"194",0.00251188643150958,1.39838301478769,1.86730772350977e-05,1.39847703000634,1.4
"195",0.00316227766016838,1.39805214531806,1.81314618581859e-05,1.39813742059414,1.4
"196",0.00398107170553497,1.39764074528076,1.95443117335505e-05,1.3977243027098,1.4
"197",0.00501187233627272,1.39714580531656,1.75706931155505e-05,1.39722244692717,1.4
"198",0.00630957344480193,1.39655742301426,1.84013128431137e-05,1.3966136802164,1.4
"199",0.00794328234724281,1.39581585568583,1.91001601384136e-05,1.39587638361308,1.4
"200",0.01,1.39496529831302,1.66689694457931e-05,1.39498492559681,1.4
"201",0.0125892541179417,1.39395251745148,1.88398496265868e-05,1.39390903023155,1.4
"202",0.0158489319246111,1.39264650555187,1.86957011975162e-05,1.39261308213688,1.4
"203",0.0199526231496888,1.39121783868025,1.60019912777816e-05,1.39105537459222,1.4
"204",0.0251188643150958,1.38936769189486,2.3880925251971e-05,1.38918731276822,1.4
"205",0.0316227766016838,1.38720438003048,1.51295220955438e-05,1.38695259144504,1.4
"206",0.0398107170553497,1.38465696653308,2.05918323376062e-05,1.38428637575562,1.4
"207",0.0501187233627272,1.38155758880606,2.36464798186907e-05,1.38111452446284,1.4
"208",0.0630957344480193,1.37816707381086,1.02510606043364e-05,1.37735290776121,1.4
"209",0.0794328234724282,1.37395123377327,3.23543771226486e-05,1.37290688488678,1.4
"210",0.1,1.36890203863399,2.27161202322972e-05,1.36767101962456,1.4
"211",0.001,1.4991384661806,2.15777499651592e-05,1.49926764752456,1.5
"212",0.00125892541179417,1.49897310030846,2.20644692606275e-05,1.49910038498837,1.5
"213",0.00158489319246111,1.49877361140109,2.14829712412221e-05,1.49889567446845,1.5
"214",0.00199526231496888,1.49852102182729,2.17376527116215e-05,1.49864536131908,1.5
"215",0.00251188643150958,1.49821192277445,2.2099584803877e-05,1.49833958647597,1.5
"216",0.00316227766016838,1.49784492584701,2.13008725506416e-05,1.4979664528775,1.5
"217",0.00398107170553497,1.4973891471205,2.22292042246491e-05,1.49751163399197,1.5
"218",0.00501187233627272,1.49683696615792,2.15369881568648e-05,1.49695791690622,1.5
"219",0.00630957344480193,1.49618172776184,2.11843301347679e-05,1.49628467236321,1.5
"220",0.00794328234724281,1.49535193612527,2.2726576598184e-05,1.49546724448895,1.5
"221",0.01,1.4943931976785,1.99634295438886e-05,1.49447625391365,1.5
"222",0.0125892541179417,1.49325607372374,2.32167828473302e-05,1.49327680981044,1.5
"223",0.0158489319246111,1.49177752585277,2.06544852287305e-05,1.49182762934224,1.5
"224",0.0199526231496888,1.49015156395967,1.93975119987703e-05,1.49008006748062,1.5
"225",0.0251188643150958,1.48804792932966,2.40868104904133e-05,1.4879770665391,1.5
"226",0.0316227766016838,1.48556027230335,1.6211328127107e-05,1.48545204347196,1.5
"227",0.0398107170553497,1.48263096064562,2.04331523143244e-05,1.48242774442944,1.5
"228",0.0501187233627272,1.47904699305135,1.86271400550701e-05,1.47881511052597,1.5
"229",0.0630957344480193,1.47508015745472,1.09827533485451e-05,1.47451221633087,1.5
"230",0.0794328234724282,1.47016541370646,2.47763946557756e-05,1.46940336286566,1.5
"231",0.1,1.46422389127759,1.62074091530845e-05,1.46335842883286,1.5
