evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,feedbackWeight,feedbackGamma,feedbackDecay,mselog
4758,0.013322683484117585,2.551252166832544E-4,4.919347781824119,2.675285175322992,3.9206582985732775E-6,2.6476955462863874,3892.533408960127,299.1716838962251
4758,0.013322216939242579,2.5529136110270594E-4,4.92020430326772,2.6746550624568766,3.260832035943339E-6,2.6940699748322126,4352.371782418414,299.1716864065786
4758,0.013323814503305893,2.555890785090725E-4,4.906710287157935,2.6818763500875815,0.0,3.636969176878009,5731.567463899198,299.1717052864601
4758,0.01332376598507116,2.554385960247642E-4,4.898846785980165,2.6861483356881197,3.472378945502836E-6,3.4992824728102314,4089.5429715166433,299.17173191711964
4758,0.013324227163614588,2.5494396049146624E-4,4.925917641587999,2.6720223494869817,3.1168635174334702E-6,3.4275191807614807,5008.451068470247,299.17173610241736
4758,0.013323158248023935,2.549519252188483E-4,4.907330100356456,2.6813600380585627,3.869691309236426E-6,2.854955693953084,4960.5804323489665,299.1717363582778
4758,0.013320813863430642,2.5548826827233225E-4,4.955156066214426,2.6563372724076717,2.5895183188032753E-6,0.9552690374863233,3852.5423182050517,299.17173652416767
4758,0.013322055083735677,2.5527721994702445E-4,4.903087198000671,2.6836747110713635,3.444316493739603E-6,3.515774141727091,5553.444929963349,299.17174006561095
4758,0.013324911657847258,2.555716867147287E-4,4.916969829050086,2.676685603191289,4.868478857994596E-6,1.2266890706447866,3489.90799908732,299.1717401357
4758,0.013323685021895897,2.5598844035491764E-4,4.915533584720847,2.6774439239134913,3.2171826470531697E-6,4.09942112999096,2922.976298353534,299.17174718482676
4758,0.01332381934259763,2.5582265347780426E-4,4.906636360904411,2.6822029948002566,4.945233610865385E-6,3.511049468183517,6165.574749853907,299.17174821663514
4758,0.013322166521684928,2.557890916729541E-4,4.894978771858317,2.6882666735371754,4.26209099084203E-6,2.5792252226047934,3578.459734421766,299.1717530843507
4758,0.013322568347686243,2.5607556885747705E-4,4.907704294521541,2.681507247250412,1.709431635504954E-6,3.9042340954922032,2716.0975265151033,299.1717531160355
4758,0.01332380537745593,2.5552183914980654E-4,4.89137936091624,2.6899854111370223,8.127462650974714E-7,4.0463701352669705,4214.338919239971,299.1717557600958
4758,0.013325228249430915,2.551060926323401E-4,4.9443391981796925,2.6617186782256765,5.7055832570945354E-6,8.234114755065503,3727.535554885694,299.1717692914475
4758,0.013323671901886758,2.561477890474395E-4,4.93149689221787,2.6690684084115195,1.3795918010837763E-6,9.397368260474932,2287.3147104050468,299.1717715850207
4758,0.013323559290142332,2.557341284728656E-4,4.904752380713066,2.6829271308602824,8.757690737531782E-6,3.557142937833834,4543.03306358194,299.171774434606
4758,0.013322172709713849,2.5595060579273056E-4,4.917029522008564,2.676340597582095,1.9004102089780501E-6,5.524832703792153,2316.0620688987765,299.1717789691143
4758,0.013324604915865733,2.5556257027647944E-4,4.899529172275631,2.6856132849359025,3.5375424229155426E-6,3.2399237176467963,5336.768029671598,299.1717805255629
4758,0.013323197195194932,2.552548905113758E-4,4.891446280405772,2.689834514927515,3.937523628437328E-6,2.911512758209637,2199.406801075622,299.17178214144354
4758,0.013326738759462168,2.5515749469116666E-4,4.926526088441139,2.671579121814394,1.6772306072056738E-6,4.322150046855758,3144.059964720768,299.1717969436602
