stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
capacity enhancement link optimal	optimal capacity enhancement of each link	optimal capacity enhancement of each link	6	9,92855903949	36,6964426098	845,332470829	5,0	120,0	 
freight network	freight network	freight network	2	9,44183625827	39,2004191517	459,555629726	4,0	18,0	 
development sustainable	sustainable development	sustainable development	2	7,86819688189	32,6670159598	820,591395265	4,0	13,0	 
direction future research	Future research directions	Future research directions	3	7,94284723159	31,1295492267	1171,2916144	4,0	72,0	 
non-separable relationship time-flow travel	non-separable travel time-flow relationships	non-separable travel time-flow relationships	4	7,94284723159	31,1295492267	1627,84087208	4,0	64,0	 
choice route	route choice	route choice	2	7,86819688189	34,9305551452	848,699332477	3,0	24,0	 
alternative financing mechanism	alternative financing mechanisms	alternative financing mechanisms	3	5,95713542369	25,0609229846	4782,07240335	3,0	15,0	 
network transportation urban	urban transportation network	urban transportation network	3	7,94284723159	31,1295492267	524,870501969	4,0	12,0	 
method solution	solution methods	solution methods|&|solution method	2	12,589115011	43,54111596	847,297591309	8,0	90,0	 
network road	road network	road network	2	6,29455750551	27,9444441162	700,172476294	3,0	15,0	 
optimization problem	optimization problems	optimization problems|&|optimization problem	2	6,29455750551	26,1336127678	456,459313255	7,0	105,0	 
city network transportation	city transportation network	city transportation network|&|transportation network of the city	3	7,94284723159	36,6351113909	892,715387318	2,0	9,0	 
model result	model on the results	model on the results|&|model results	4	9,44183625827	35,3720839925	846,910972517	6,0	122,0	 
continuous design network problem	continuous network design problem	continuous network design problem	4	9,92855903949	36,6964426098	845,332470829	5,0	120,0	 
planning transportation	transportation planning	transportation planning	2	7,86819688189	30,9112785651	1090,47429147	10,0	78,0	 
area future research	future of this research area	future of this research area	5	7,94284723159	31,1295492267	1627,84087208	4,0	64,0	 
demand traffic	traffic demand	traffic demand	2	6,29455750551	26,1336127678	498,149527271	6,0	51,0	 
public transportation	public transportation	public transportation	2	18,8836725165	74,1870685562	4413,35177061	5,0	17,0	 
network optimization problem transportation	transportation network optimization problems	transportation network optimization problems	4	9,92855903949	41,7682049743	496,850077755	3,0	53,0	 
