stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
large network	large networks	large networks	2	6,29455750551	26,1336127678	890,175225101	4,0	29,0	 
goal subprogram upper-level	goal of the upper-level subprogram	goal of the upper-level subprogram	5	7,94284723159	31,1295492267	1171,2916144	4,0	72,0	 
cost operator	operator cost	operator cost	2	6,29455750551	26,1336127678	1171,2916144	4,0	72,0	 
cost user	user cost	user cost	2	7,86819688189	30,9112785651	1112,5848786	5,0	76,0	 
representation tour-based travel	tour-based representation of travel	tour-based representation of travel	4	7,94284723159	31,1295492267	1627,84087208	4,0	64,0	 
cut financial struggle	financial struggles and cuts	financial struggles and cuts	4	5,95713542369	25,0609229846	4782,07240335	3,0	15,0	 
advance equilibrium modeling network research transportation	research advances in transportation network equilibrium modeling	research advances in transportation network equilibrium modeling	7	7,94284723159	31,1295492267	1627,84087208	4,0	64,0	 
route transit	transit route	transit route	2	6,29455750551	26,1336127678	1171,2916144	4,0	72,0	 
cost own travel	own travel cost	own travel cost	3	7,94284723159	31,1295492267	1171,2916144	4,0	72,0	 
hierarchy network planning transportation urban	urban hierarchy and transportation network planning	urban hierarchy and transportation network planning	6	7,94284723159	36,6351113909	539,238445272	2,0	16,0	 
city development	city development	city development	2	7,86819688189	38,1208344445	1188,30853243	2,0	2,0	 
constraint equilibrium stochastic user	stochastic user equilibrium constraints	stochastic user equilibrium constraints	4	13,8999826553	58,475486964	496,850077755	3,0	53,0	 
public ridership transportation	Public transportation ridership	Public transportation ridership	3	5,95713542369	25,0609229846	4782,07240335	3,0	15,0	 
analysis network	network analysis	network analysis	2	14,1627543874	47,31562325	549,277566652	11,0	204,0	 
economy knowledge-based	knowledge-based economy	knowledge-based economy	2	6,29455750551	26,1336127678	462,701725812	4,0	70,0	 
design network service	service network design	service network design	3	5,95713542369	25,0609229846	685,646676887	4,0	66,0	 
combinatorial important optimization problem	important problems in combinatorial optimization	important problems in combinatorial optimization	5	5,95713542369	25,0609229846	1407,11747236	3,0	42,0	 
freight transportation	freight transportation	freight transportation	2	29,8991481512	91,2870890675	847,76269192	22,0	216,0	 
bus network transit	bus transit network	bus transit network	3	7,94284723159	31,1295492267	1171,2916144	4,0	72,0	 
reliability time travel	travel time reliability	travel time reliability|&|Travel time reliability	3	15,8856944632	58,7143081757	845,332470829	5,0	120,0	 
equity spatial	Spatial equity	Spatial equity	2	6,29455750551	26,1336127678	1171,2916144	4,0	72,0	 
source time travel uncertainty	source of uncertainty of travel time	source of uncertainty of travel time	6	9,92855903949	36,6964426098	845,332470829	5,0	120,0	 
cost demand unsatisfied	unsatisfied demand cost	unsatisfied demand cost	3	7,94284723159	31,1295492267	1171,2916144	4,0	72,0	 
measure performance transportation	transportation performance measure	transportation performance measure	3	9,92855903949	36,6964426098	845,332470829	5,0	120,0	 
benefit distribution transit	benefit distribution among transit	benefit distribution among transit	4	7,94284723159	31,1295492267	1171,2916144	4,0	72,0	 
journal regional science transportation	regional science and transportation journals	regional science and transportation journals	5	7,94284723159	31,1295492267	1627,84087208	4,0	64,0	 
network topology	network topology	network topology	2	7,86819688189	30,9112785651	860,261553406	5,0	26,0	 
academic library	academic libraries	academic libraries	2	6,29455750551	30,4966675556	4525,68138075	2,0	4,0	 
dynamic flow network	dynamic network flows	dynamic network flows	3	7,94284723159	31,1295492267	1627,84087208	4,0	64,0	 
application freight planning rail transportation	applications in rail freight transportation planning	applications in rail freight transportation planning	6	5,95713542369	25,0609229846	1407,11747236	3,0	42,0	 
facility integrated location	integrated facility location	integrated facility location	3	5,95713542369	25,0609229846	1147,79859585	3,0	31,0	 
cost discount transportation	transportation cost discounts	transportation cost discounts	3	9,92855903949	41,7682049743	1431,66523586	3,0	31,0	 
capacity reliability	capacity reliability	capacity reliability|&|Capacity reliability	2	18,8836725165	91,4900026669	1060,13822971	2,0	18,0	 
capacity due fluctuation roadway	Fluctuations in roadway capacity due	Fluctuations in roadway capacity due	5	9,92855903949	36,6964426098	845,332470829	5,0	120,0	 
1950s beginning early	beginnings in the early 1950s	beginnings in the early 1950s	5	7,94284723159	31,1295492267	1627,84087208	4,0	64,0	 
development phase	phases of development	phases of development	3	6,29455750551	26,1336127678	1627,84087208	4,0	64,0	 
equilibrium network	network equilibrium	network equilibrium	2	6,29455750551	26,1336127678	1579,3272038	9,0	85,0	 
efficiency transportation	transportation efficiency	transportation efficiency	2	6,29455750551	26,1336127678	1034,33881905	6,0	19,0	 
citation distribution	distribution of citations	distribution of citations	3	6,29455750551	26,1336127678	1627,84087208	4,0	64,0	 
Network experiment	Network experiments	Network experiments	2	6,29455750551	26,1336127678	1171,2916144	4,0	72,0	 
capacity network	network capacity	network capacity	2	12,589115011	52,2672255356	582,253901843	4,0	26,0	 
network simple	simple network	simple network	2	9,44183625827	35,3720839925	859,243732224	6,0	123,0	 
model optimization	optimization model	optimization model|&|optimization models	2	14,1627543874	50,8749277717	525,431859579	7,0	44,0	 
concept network reliability	network reliability concepts	network reliability concepts	3	9,92855903949	36,6964426098	845,332470829	5,0	120,0	 
path-breaking publication regional science	path-breaking publications across regional science	path-breaking publications across regional science	5	7,94284723159	31,1295492267	1627,84087208	4,0	64,0	 
experiment numerical	numerical experiment	numerical experiment	2	9,44183625827	35,3720839925	820,689734737	6,0	126,0	 
future modeling network research transportation urban	Future research on urban transportation network modeling	Future research on urban transportation network modeling	7	7,94284723159	31,1295492267	1627,84087208	4,0	64,0	 
equilibrium problem	equilibrium problem	equilibrium problem	2	6,29455750551	27,9444441162	437,273336183	5,0	59,0	 
evolution modeling network player research significant transportation urban	significant player in the evolution of urban transportation network modeling research	significant player in the evolution of urban transportation network modeling research	11	7,94284723159	31,1295492267	1627,84087208	4,0	64,0	 
incident non-recurrent traffic	non-recurrent traffic incidents	non-recurrent traffic incidents	3	9,92855903949	36,6964426098	845,332470829	5,0	120,0	 
design network review service state-of-the-art	state-of-the-art review of service network design	state-of-the-art review of service network design	6	5,95713542369	25,0609229846	681,440604358	3,0	59,0	 
congestion environment mitigation traffic	environment and traffic congestion mitigation	environment and traffic congestion mitigation	5	5,95713542369	25,0609229846	4782,07240335	3,0	15,0	 
capacity fluctuation link reliability time travel	travel time reliability under fluctuations of link capacity	travel time reliability under fluctuations of link capacity	8	9,92855903949	36,6964426098	845,332470829	5,0	120,0	 
constraint reliability time travel	travel time reliability constraint	travel time reliability constraint	4	9,92855903949	36,6964426098	845,332470829	5,0	120,0	 
example such system typical	typical examples of such systems	typical examples of such systems	5	5,95713542369	25,0609229846	681,440604358	3,0	59,0	 
design network problem	network design problem	network design problem|&|network design problems	3	19,857118079	59,6289798091	420,06071301	21,0	386,0	 
design network	network design	network design	2	14,1627543874	48,983755455	451,480456394	36,0	504,0	 
cost total	total costs	total costs|&|total cost	2	6,29455750551	26,1336127678	492,268122682	6,0	67,0	 
freight rail transportation	rail freight transportation	rail freight transportation	3	5,95713542369	25,0609229846	1407,11747236	3,0	42,0	 
lower-level subprogram	lower-level subprogram	lower-level subprogram	2	6,29455750551	26,1336127678	1171,2916144	4,0	72,0	 
network transport	transport network	transport network	2	9,44183625827	39,2004191517	446,237679637	4,0	30,0	 
Service design freight network transportation	Service network design in freight transportation	Service network design in freight transportation	6	5,95713542369	25,0609229846	681,440604358	3,0	59,0	 
assignment traffic	traffic assignment	traffic assignment	2	7,86819688189	30,9112785651	544,036690439	5,0	24,0	 
road transportation	road transportation	road transportation	2	12,589115011	52,2672255356	546,26557004	6,0	32,0	 
equilibrium network transportation	transportation network equilibrium	transportation network equilibrium|&|equilibrium of the transportation network	3	9,92855903949	41,7682049743	1397,09510562	9,0	94,0	 
congestion representation	representation of congestion	representation of congestion	3	6,29455750551	26,1336127678	1627,84087208	4,0	64,0	 
algorithm genetic method penalty simulation-based	simulation-based genetic algorithm with penalty method	simulation-based genetic algorithm with penalty method	6	9,92855903949	36,6964426098	845,332470829	5,0	120,0	 
design form formulation network	form of network design formulations	form of network design formulations	5	5,95713542369	25,0609229846	681,440604358	3,0	59,0	 
time travel uncertainty	travel time uncertainty	travel time uncertainty|&|uncertainty of travel time	3	9,92855903949	36,6964426098	845,332470829	5,0	120,0	 
design network transportation	transportation network design	transportation network design	3	19,857118079	61,7211360094	416,243642432	14,0	277,0	 
bi-level model	bi-level model	bi-level model	2	7,86819688189	30,9112785651	845,332470829	5,0	120,0	 
bilevel model programming unified	unified bilevel programming model	unified bilevel programming model	4	7,94284723159	33,4145639794	496,850077755	3,0	53,0	 
transit user	transit users	transit users	2	6,29455750551	26,1336127678	1171,2916144	4,0	72,0	 
constraint effect time travel	effect of the travel time constraint	effect of the travel time constraint	6	9,92855903949	36,6964426098	845,332470829	5,0	120,0	 
allocation budget factor	budget allocation and factors	budget allocation and factors	4	9,92855903949	36,6964426098	845,332470829	5,0	120,0	 
class facility	class of facilities	class of facilities|&|classes of facilities	3	6,29455750551	30,4966675556	539,238445272	2,0	16,0	 
allocation budget effect	effect of budget allocation	effect of budget allocation	4	9,92855903949	36,6964426098	845,332470829	5,0	120,0	 
chain design network supply	supply chain network design	supply chain network design	4	5,95713542369	25,0609229846	1147,79859585	3,0	31,0	 
freight network railway transportation	railway freight transportation network	railway freight transportation network	4	7,94284723159	36,6351113909	627,13419083	2,0	20,0	 
area research	research area	research area	2	6,29455750551	26,1336127678	1627,84087208	4,0	64,0	 
air quality	air quality	air quality	2	17,3100331402	76,8472213194	765,73001503	3,0	14,0	 
