stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
engineering transportation	transportation engineering	transportation engineering	2	4,72091812914	19,6002095759	1065,28030682	2,0	7,0	 
representation tour-based travel	tour-based representation of travel	tour-based representation of travel	4	3,9714236158	15,5647746133	796,859180127	2,0	30,0	 
incident non-recurrent traffic	non-recurrent traffic incidents	non-recurrent traffic incidents	3	5,95713542369	20,9317513614	505,782604673	3,0	75,0	 
advance equilibrium modeling network research transportation	research advances in transportation network equilibrium modeling	research advances in transportation network equilibrium modeling	7	3,9714236158	15,5647746133	796,859180127	2,0	30,0	 
experiment numerical	numerical experiment	numerical experiment	2	6,29455750551	21,77055798	489,512052201	4,0	86,0	 
cost own travel	own travel cost	own travel cost	3	3,9714236158	15,5647746133	451,0173883	2,0	34,0	 
analysis method sensitivity	sensitivity analysis method	sensitivity analysis method	3	5,95713542369	23,34716192	493,204734267	2,0	35,0	 
city development	city development	city development	2	7,86819688189	32,6670159598	1073,55648531	2,0	2,0	 
constraint equilibrium stochastic user	stochastic user equilibrium constraints	stochastic user equilibrium constraints	4	9,92855903949	38,9119365333	433,925132943	2,0	35,0	 
optimal solution	optimal solution	optimal solution	2	9,44183625827	30,5489520964	343,290184807	5,0	41,0	 
analysis network	network analysis	network analysis	2	7,86819688189	25,4574600803	293,663771856	7,0	160,0	 
bridge ground	bridges from ground	bridges from ground	3	7,86819688189	25,4574600803	287,462343642	5,0	161,0	 
economy knowledge-based	knowledge-based economy	knowledge-based economy	2	4,72091812914	17,6860419963	1286,30801974	3,0	15,0	 
flow link	link flows	link flows|&|link and flow|&|link flow	2	7,86819688189	27,213197475	464,467265924	4,0	45,0	 
criterion error value	errors in the criteria values	errors in the criteria values	5	3,9714236158	15,5647746133	348,242679031	2,0	48,0	 
bus network transit	bus transit network	bus transit network	3	3,9714236158	15,5647746133	451,0173883	2,0	34,0	 
network planning	network planning	network planning|&|planning network	2	4,72091812914	17,6860419963	420,390780807	5,0	51,0	 
reliability time travel	travel time reliability	travel time reliability|&|Travel time reliability	3	9,92855903949	34,886252269	505,782604673	3,0	75,0	 
source time travel uncertainty	source of uncertainty of travel time	source of uncertainty of travel time	6	5,95713542369	20,9317513614	505,782604673	3,0	75,0	 
measure performance transportation	transportation performance measure	transportation performance measure	3	5,95713542369	20,9317513614	505,782604673	3,0	75,0	 
assumption decrease demand time variable	decrease with the variable demand time assumption	decrease with the variable demand time assumption	7	9,92855903949	29,8144899046	287,462343642	5,0	161,0	 
damage due	damage due	damage due	2	7,86819688189	25,4574600803	287,462343642	5,0	161,0	 
network topology	network topology	network topology	2	4,72091812914	17,6860419963	589,508171693	3,0	15,0	 
network public transportation	public transportation network	public transportation network	3	11,9142708474	35,7773878855	367,13983157	5,0	55,0	 
academic library	academic libraries	academic libraries	2	6,29455750551	26,1336127678	2252,67183196	2,0	4,0	 
damage loss	loss from damage	loss from damage|&|Damage and loss	3	15,7363937638	50,9149201606	287,462343642	5,0	161,0	 
cost travel	travel cost	travel cost|&|cost of travel	2	4,72091812914	17,6860419963	570,741372978	5,0	47,0	 
capacity due fluctuation roadway	Fluctuations in roadway capacity due	Fluctuations in roadway capacity due	5	5,95713542369	20,9317513614	505,782604673	3,0	75,0	 
assumption event scenario	scenario event under the assumptions	scenario event under the assumptions	5	9,92855903949	29,8144899046	287,462343642	5,0	161,0	 
capacity reliability	capacity reliability	capacity reliability	2	7,86819688189	38,1208344445	633,072696847	1,0	6,0	 
demand travel	travel demand	travel demand|&|travel demands|&|demand for travel	2	12,589115011	34,8150063843	290,885453837	8,0	172,0	 
cost repair	repair cost	repair cost	2	7,86819688189	25,4574600803	287,462343642	5,0	161,0	 
component network system	network components and system	network components and system	4	9,92855903949	29,8144899046	287,462343642	5,0	161,0	 
change time travel	changes in travel times	changes in travel times	4	9,92855903949	29,8144899046	287,462343642	5,0	161,0	 
network performance transportation	performance of the transportation network	performance of the transportation network|&|transportation network performance|&|performance of a transportation network	5	17,8714062711	43,161507539	323,955069561	9,0	182,0	 
capacity network	network capacity	network capacity	2	6,29455750551	26,1336127678	374,654625707	2,0	17,0	 
network simple	simple network	simple network	2	4,72091812914	17,6860419963	505,782604673	3,0	75,0	 
model optimization	optimization model	optimization model|&|optimization models	2	12,589115011	38,436669081	365,457725127	6,0	64,0	 
air transportation	air transportation	air transportation	2	12,589115011	47,1627786567	307,242580925	3,0	15,0	 
concept network reliability	network reliability concepts	network reliability concepts	3	5,95713542369	20,9317513614	505,782604673	3,0	75,0	 
multicommodity network transportation	multicommodity transportation network	multicommodity transportation network	3	3,9714236158	15,5647746133	3190,02909894	2,0	5,0	 
penalty turn	turn penalty	turn penalty|&|turn penalties	2	4,72091812914	22,8725006667	1079,94041883	1,0	3,0	 
account effect ground integrated motion	account the integrated effect of ground motion	account the integrated effect of ground motion	7	9,92855903949	29,8144899046	287,462343642	5,0	161,0	 
capacity fluctuation link reliability time travel	travel time reliability under fluctuations of link capacity	travel time reliability under fluctuations of link capacity	8	5,95713542369	20,9317513614	505,782604673	3,0	75,0	 
network performance	network performance	network performance	2	4,72091812914	17,6860419963	524,431714991	4,0	28,0	 
hierarchy network planning transportation urban	urban hierarchy and transportation network planning	urban hierarchy and transportation network planning	6	7,94284723159	31,1295492267	388,214393506	2,0	36,0	 
constraint reliability time travel	travel time reliability constraint	travel time reliability constraint	4	5,95713542369	20,9317513614	505,782604673	3,0	75,0	 
education high institution	higher education institutions	higher education institutions|&|institutions of higher education	3	9,92855903949	38,9119365333	1499,78552571	2,0	6,0	 
design network	network design	network design	2	6,29455750551	21,77055798	334,984142491	15,0	214,0	 
