stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
demand travel variable	variable travel demands	variable travel demands	3	9,92855903949	29,8144899046	287,462343642	5,0	161,0	 
model programming	programming model	programming model|&|programming models	2	6,29455750551	21,77055798	437,170554316	5,0	60,0	 
mean transport	means of transport	means of transport|&|transport means	3	4,72091812914	19,6002095759	522,397923082	2,0	10,0	 
bridge delay travel	bridges and travel delays	bridges and travel delays	4	9,92855903949	29,8144899046	287,462343642	5,0	161,0	 
damage direct loss term	terms of direct loss from damage	terms of direct loss from damage	6	9,92855903949	29,8144899046	287,462343642	5,0	161,0	 
component landslide network	landslides on the network components	landslides on the network components	5	9,92855903949	29,8144899046	287,462343642	5,0	161,0	 
research result	research and the results	research and the results|&|results of research|&|result of research	4	4,72091812914	17,6860419963	809,644505452	3,0	8,0	 
landslide liquefaction	liquefaction and landslides	liquefaction and landslides	3	7,86819688189	25,4574600803	287,462343642	5,0	161,0	 
network transport	transport network	transport network	2	4,72091812914	19,6002095759	647,708587662	2,0	8,0	 
education system	education system	education system	2	4,72091812914	19,6002095759	3154,13849862	2,0	5,0	 
damage liquefaction	liquefaction damage	liquefaction damage	2	7,86819688189	25,4574600803	287,462343642	5,0	161,0	 
damage loss measure	measure of the loss from damage	measure of the loss from damage	6	9,92855903949	29,8144899046	287,462343642	5,0	161,0	 
freight network transportation	freight transportation network	freight transportation network	3	7,94284723159	31,1295492267	701,174202478	2,0	12,0	 
delay network transportation travel	travel delays in the transportation network	travel delays in the transportation network	6	9,92855903949	29,8144899046	287,462343642	5,0	161,0	 
assignment traffic	traffic assignment	traffic assignment	2	4,72091812914	17,6860419963	534,211719753	3,0	17,0	 
earthquake risk	earthquake risk	earthquake risk|&|risk from earthquakes	2	15,7363937638	50,9149201606	287,462343642	5,0	161,0	 
equilibrium network transportation	transportation network equilibrium	transportation network equilibrium|&|equilibrium of the transportation network	3	9,92855903949	34,886252269	658,346809354	5,0	42,0	 
datum network	network data	network data	2	6,29455750551	23,5813893283	458,593346469	3,0	7,0	 
delay travel	Travel delays	Travel delays|&|travel delays|&|travel delay	2	7,86819688189	25,4574600803	287,462343642	5,0	161,0	 
planning transportation	transportation planning	transportation planning	2	4,72091812914	17,6860419963	793,10696998	3,0	13,0	 
time travel uncertainty	travel time uncertainty	travel time uncertainty|&|uncertainty of travel time	3	5,95713542369	20,9317513614	505,782604673	3,0	75,0	 
design network transportation	transportation network design	transportation network design	3	17,8714062711	45,2664560211	296,388121408	10,0	187,0	 
bi-level model	bi-level model	bi-level model	2	4,72091812914	17,6860419963	505,782604673	3,0	75,0	 
area bed test	area as a test bed	area as a test bed	5	9,92855903949	29,8144899046	287,462343642	5,0	161,0	 
bilevel model programming unified	unified bilevel programming model	unified bilevel programming model	4	5,95713542369	23,34716192	433,925132943	2,0	35,0	 
earthquake scenario	scenario earthquake	scenario earthquake	2	7,86819688189	25,4574600803	287,462343642	5,0	161,0	 
constraint effect time travel	effect of the travel time constraint	effect of the travel time constraint	6	5,95713542369	20,9317513614	505,782604673	3,0	75,0	 
allocation budget factor	budget allocation and factors	budget allocation and factors	4	5,95713542369	20,9317513614	505,782604673	3,0	75,0	 
class facility	class of facilities	class of facilities|&|classes of facilities	3	6,29455750551	26,1336127678	444,034422075	2,0	36,0	 
link network	network links	network links	2	4,72091812914	17,6860419963	322,966096667	3,0	48,0	 
allocation budget effect	effect of budget allocation	effect of budget allocation	4	5,95713542369	20,9317513614	505,782604673	3,0	75,0	 
contribution effect site	contribution of site effects	contribution of site effects	4	9,92855903949	29,8144899046	287,462343642	5,0	161,0	 
delay term time travel	terms of travel delay times	terms of travel delay times	5	9,92855903949	29,8144899046	287,462343642	5,0	161,0	 
time total travel	total travel time	total travel time	3	5,95713542369	23,34716192	629,785504047	2,0	17,0	 
capacity enhancement link optimal	optimal capacity enhancement of each link	optimal capacity enhancement of each link	6	5,95713542369	20,9317513614	505,782604673	3,0	75,0	 
development sustainable	sustainable development	sustainable development	2	6,29455750551	23,5813893283	2237,01733173	3,0	9,0	 
occupation stop transport	stop or transport occupation	stop or transport occupation	4	3,9714236158	15,5647746133	348,242679031	2,0	48,0	 
choice route	route choice	route choice	2	7,86819688189	32,6670159598	573,24182267	2,0	16,0	 
education high	higher education	higher education	2	9,44183625827	32,65583697	3730,94624656	4,0	10,0	 
network transportation urban	urban transportation network	urban transportation network	3	5,95713542369	20,9317513614	412,686689155	3,0	14,0	 
level service	service levels	service levels|&|level of service|&|service level	2	6,29455750551	21,77055798	498,932316329	4,0	18,0	 
city network transportation	city transportation network	city transportation network|&|transportation network of the city	3	7,94284723159	31,1295492267	370,711208995	2,0	10,0	 
contributor large	largest contributor	largest contributor	2	7,86819688189	25,4574600803	287,462343642	5,0	161,0	 
model result	model on the results	model on the results|&|model results	4	6,29455750551	21,77055798	547,911762271	4,0	78,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	9,92855903949	38,9119365333	1106,70458257	2,0	9,0	 
continuous design network problem	continuous network design problem	continuous network design problem	4	5,95713542369	20,9317513614	505,782604673	3,0	75,0	 
algorithm genetic method penalty simulation-based	simulation-based genetic algorithm with penalty method	simulation-based genetic algorithm with penalty method	6	5,95713542369	20,9317513614	505,782604673	3,0	75,0	 
analysis statistical	statistical analysis	statistical analysis	2	4,72091812914	17,6860419963	321,481993994	3,0	55,0	 
clearance time	clearance times	clearance times|&|clearance time	2	6,29455750551	26,1336127678	706,950890116	2,0	13,0	 
demand traffic	traffic demand	traffic demand	2	7,86819688189	27,213197475	451,835949755	4,0	22,0	 
network optimization problem transportation	transportation network optimization problems	transportation network optimization problems	4	7,94284723159	31,1295492267	493,204734267	2,0	35,0	 
