stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
measure performance transportation	transportation performance measure	transportation performance measure	3	29,7856771185	125,304614923	1133,2578304	15,0	390,0	 
perception-knowledge relationship	perception-knowledge relationship	perception-knowledge relationship	2	22,0309512693	99,3255329962	966,545890157	14,0	335,0	 
adaptation flexible	flexible adaptation	flexible adaptation	2	22,0309512693	99,3255329962	1046,82741147	14,0	357,0	 
dynamic flow network	dynamic network flows	dynamic network flows	3	15,8856944632	76,8150130593	2978,78463388	8,0	120,0	 
mental time travel	mental time travel	mental time travel|&|Mental time travel	3	466,642274856	969,982749152	1676,03221645	141,0	978,0	 
ape great	great apes	great apes	2	20,4573118929	93,746901968	1017,25910516	13,0	338,0	 
air network transportation	air transportation network	air transportation network|&|air transportation networks	3	15,8856944632	81,3850425648	1883,68913649	6,0	28,0	 
time travel	time travel	time travel|&|travel time|&|Time travel|&|travel times|&|Travel times|&|Travel time	2	402,851680353	912,342038084	1018,66779035	271,0	1807,0	 
system transportation	transportation system	transportation system|&|transportation systems|&|system for transportation	2	146,348462003	456,923278698	1576,61632915	67,0	514,0	 
capacity due fluctuation roadway	Fluctuations in roadway capacity due	Fluctuations in roadway capacity due	5	29,7856771185	125,304614923	1133,2578304	15,0	390,0	 
non-human nucleotide polymorphism portal primate single web	web portal for non-human primate single nucleotide polymorphisms	web portal for non-human primate single nucleotide polymorphisms	8	15,8856944632	76,8150130593	4759,19176765	8,0	70,0	 
reaction time	reaction times	reaction times	2	18,8836725165	88,0471020957	2197,30297961	12,0	196,0	 
evolution mental time travel	Mental time travel and the evolution	Mental time travel and the evolution	6	37,7285243501	149,800579133	1166,29366175	19,0	407,0	 
event mental personal reconstruction	mental reconstruction of personal events	mental reconstruction of personal events	5	27,7999653106	118,868973362	1046,82741147	14,0	357,0	 
capacity network	network capacity	network capacity	2	17,3100331402	95,8642364445	1280,06032447	5,0	19,0	 
network simple	simple network	simple network	2	25,1782300221	110,152810734	1125,13419991	16,0	392,0	 
human thinking	human thinking	human thinking	2	20,4573118929	93,746901968	1017,25910516	13,0	338,0	 
conflict response	response conflict	response conflict	2	20,4573118929	97,164379481	2195,26574626	11,0	195,0	 
air transportation	air transportation	air transportation|&|transportation air	2	20,4573118929	97,164379481	2738,63521188	20,0	61,0	 
concept network reliability	network reliability concepts	network reliability concepts	3	29,7856771185	125,304614923	1133,2578304	15,0	390,0	 
event past	past events	past events	2	50,3564600441	195,857166542	2099,02663116	26,0	204,0	 
evolution human mind	evolution of the human mind	evolution of the human mind	5	37,7285243501	149,800579133	1166,29366175	19,0	407,0	 
change climate	climate change	climate change	2	17,3100331402	92,7082442542	1147,75384963	6,0	3,0	 
mental present state	present mental state	present mental state	3	27,7999653106	118,868973362	1046,82741147	14,0	357,0	 
evolution modeling network player research significant transportation urban	significant player in the evolution of urban transportation network modeling research	significant player in the evolution of urban transportation network modeling research	11	15,8856944632	76,8150130593	2978,78463388	8,0	120,0	 
cost transportation	transportation cost	transportation cost	2	18,8836725165	98,2253355031	1841,21980597	7,0	30,0	 
measure performance	performance measures	performance measures|&|performance measure|&|measures of performance	2	23,6045906457	119,629715518	1046,02316204	23,0	425,0	 
action cognitive control related response	cognitive control of response related action	cognitive control of response related action	6	19,857118079	91,5877784771	2192,87037352	10,0	194,0	 
capacity fluctuation link reliability time travel	travel time reliability under fluctuations of link capacity	travel time reliability under fluctuations of link capacity	8	29,7856771185	125,304614923	1133,2578304	15,0	390,0	 
non-human primate rat	rats and non-human primates	rats and non-human primates	4	23,8285416948	105,560877355	2432,18424048	12,0	156,0	 
design network problem	network design problem	network design problem|&|network design problems	3	29,7856771185	127,359614316	1146,60585785	29,0	467,0	 
animal memory	animal memory	animal memory	2	18,8836725165	88,0471020957	2432,18424048	12,0	156,0	 
design network	network design	network design	2	44,0619025386	171,375020724	1267,58224345	47,0	530,0	 
demand travel variable	variable travel demands	variable travel demands	3	19,857118079	91,5877784771	948,140415129	10,0	318,0	 
cue local validity	local cue validity	local cue validity	3	19,857118079	91,5877784771	2192,87037352	10,0	194,0	 
human mental time travel	human mental time travel	human mental time travel|&|mental time travel by humans	4	51,6285070053	188,796594707	1239,82399316	26,0	484,0	 
model primate	primate models	primate models|&|primate model	2	88,1238050772	307,018913296	1397,62109575	42,0	145,0	 
anterior cingulate cortex	anterior cingulate cortex	anterior cingulate cortex	3	31,7713889264	140,747836473	2280,41662562	12,0	200,0	 
ERP-component frontocentral negative	frontocentral negative ERP-component	frontocentral negative ERP-component	3	19,857118079	91,5877784771	2192,87037352	10,0	194,0	 
analysis network	network analysis	network analysis	2	34,6200662803	140,435225481	1062,1687394	22,0	427,0	 
process response selection	process of response selection	process of response selection	4	19,857118079	91,5877784771	2192,87037352	10,0	194,0	 
empirical evaluation mental time travel	Empirical evaluation of mental time travel	Empirical evaluation of mental time travel	6	15,8856944632	76,8150130593	4393,94184893	8,0	64,0	 
conventional instinct	instincts or conventional	instincts or conventional	3	22,0309512693	99,3255329962	1046,82741147	14,0	357,0	 
construction event future mental possible	mental construction of possible events in the future	mental construction of possible events in the future	8	27,7999653106	118,868973362	1046,82741147	14,0	357,0	 
conceptual framework	conceptual framework	conceptual framework	2	18,8836725165	88,0471020957	2529,0335285	12,0	128,0	 
freight network transportation	freight transportation network	freight transportation network	3	19,857118079	98,6703149547	1069,18686533	7,0	41,0	 
episodic memory	episodic memory	episodic memory|&|Episodic memory	2	102,286559465	346,374135524	1098,45095016	43,0	502,0	 
current evidence	Current evidence	Current evidence	2	20,4573118929	93,746901968	1017,25910516	13,0	338,0	 
algorithm genetic method penalty simulation-based	simulation-based genetic algorithm with penalty method	simulation-based genetic algorithm with penalty method	6	29,7856771185	125,304614923	1133,2578304	15,0	390,0	 
time travel uncertainty	travel time uncertainty	travel time uncertainty|&|uncertainty of travel time	3	29,7856771185	125,304614923	1133,2578304	15,0	390,0	 
design network transportation	transportation network design	transportation network design	3	63,5427778527	240,155531757	1114,06256939	23,0	439,0	 
bi-level model	bi-level model	bi-level model	2	23,6045906457	104,791665436	1133,2578304	15,0	390,0	 
processing stage subsequent	subsequent processing stages	subsequent processing stages	3	19,857118079	91,5877784771	2192,87037352	10,0	194,0	 
comparability qualitative	qualitative comparability	qualitative comparability	2	18,8836725165	88,0471020957	2432,18424048	12,0	156,0	 
freight system transportation	freight transportation system	freight transportation system|&|freight transportation systems	3	23,8285416948	112,415921613	1575,37670834	9,0	37,0	 
constraint effect time travel	effect of the travel time constraint	effect of the travel time constraint	6	29,7856771185	125,304614923	1133,2578304	15,0	390,0	 
allocation budget factor	budget allocation and factors	budget allocation and factors	4	29,7856771185	125,304614923	1133,2578304	15,0	390,0	 
air system transportation	air transportation system	air transportation system|&|air transportation as a system	3	39,714236158	183,175556954	2626,40097733	10,0	41,0	 
ability human	human ability	human ability	2	31,4727875276	130,668063839	1155,4553387	20,0	411,0	 
allocation budget effect	effect of budget allocation	effect of budget allocation	4	29,7856771185	125,304614923	1133,2578304	15,0	390,0	 
datum genotype subpopulation visual	subpopulation genotype data and visual	subpopulation genotype data and visual	5	15,8856944632	76,8150130593	4759,19176765	8,0	70,0	 
display genotype visual	visual genotype displays	visual genotype displays	3	15,8856944632	76,8150130593	4759,19176765	8,0	70,0	 
conflict resolution	conflict resolution	conflict resolution|&|resolution of the conflict|&|resolution of conflict	2	42,4882631622	194,705104087	1567,2127787	13,0	16,0	 
air quality	air quality	air quality	2	45,635541915	231,284116667	1401,26500321	10,0	61,0	 
adjustment expectation response response-cueing task	adjustment of response expectation in a response-cueing task	adjustment of response expectation in a response-cueing task	8	19,857118079	91,5877784771	2192,87037352	10,0	194,0	 
capacity enhancement link optimal	optimal capacity enhancement of each link	optimal capacity enhancement of each link	6	29,7856771185	125,304614923	1133,2578304	15,0	390,0	 
freight network	freight network	freight network	2	18,8836725165	98,2253355031	1598,00724322	7,0	33,0	 
experiment scrub-jays	Experiments with scrub-jays	Experiments with scrub-jays	3	23,6045906457	104,791665436	2463,76850821	15,0	168,0	 
conflict paradigm	conflict paradigm	conflict paradigm|&|conflict paradigms|&|paradigm in conflict	2	66,0928538079	239,332198638	1539,63116139	50,0	354,0	 
non-separable relationship time-flow travel	non-separable travel time-flow relationships	non-separable travel time-flow relationships	4	15,8856944632	76,8150130593	2978,78463388	8,0	120,0	 
non-human primate	non-human primate	non-human primate|&|non-human primates	2	100,712920088	336,466654222	2737,22824359	72,0	372,0	 
animal nonhuman	nonhuman animals	nonhuman animals	2	33,046426904	135,589126437	1097,33290132	21,0	413,0	 
current drive state	current drive states	current drive states	3	31,7713889264	131,607777462	1132,29977987	16,0	389,0	 
model result	model on the results	model on the results|&|model results	4	25,1782300221	110,152810734	1126,17831526	16,0	392,0	 
continuous design network problem	continuous network design problem	continuous network design problem	4	29,7856771185	125,304614923	1133,2578304	15,0	390,0	 
planning transportation	transportation planning	transportation planning	2	20,4573118929	93,746901968	1026,10406161	17,0	79,0	 
area future research	future of this research area	future of this research area	5	15,8856944632	76,8150130593	2978,78463388	8,0	120,0	 
evaluation foresight semantic	evaluation of semantic foresight	evaluation of semantic foresight	4	15,8856944632	76,8150130593	4393,94184893	8,0	64,0	 
attribution mental	mental attribution	mental attribution	2	25,1782300221	110,152810734	1132,29977987	16,0	389,0	 
future specific time	specific time in the future	specific time in the future	5	23,8285416948	105,560877355	2432,18424048	12,0	156,0	 
