evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,logmse
28,0.06291391355057609,3.6013049723310024E-4,4.0,6994.246358024221,24.454230540144597
28,0.05666596165093642,0.005992840668478761,0.24870821336275856,66.56298339075938,24.45377249661578
28,0.06291519348427906,3.60143278953434E-4,3.9999414552964625,8898.72845263028,24.45420404992346
28,0.06311043143826965,3.5102847668409115E-4,3.9999200522534157,599.3530592685291,24.45550979300728
28,0.06301348384490678,3.565908039881901E-4,4.0,1097.590522886413,24.454891349846296
28,0.06290808865423185,3.6046550561898345E-4,3.9998832295248543,5694.162162608935,24.45425901612186
28,0.06292019326956652,3.599333950573874E-4,4.0,4296.37224109292,24.454308392792445
28,0.06295186714177319,3.589521088523441E-4,3.999996443012475,2487.919928887871,24.454455412487327
28,0.06291587406366128,3.603522432037513E-4,3.9999905863809313,3799.48464304949,24.454335236850447
28,0.06293555161363755,3.595015398730479E-4,4.0,2587.807737751379,24.454441711457292
28,0.0629097960848745,3.60299197912934E-4,4.0,5298.05237484778,24.45427027625242
28,0.06298813794346106,3.5610965916550973E-4,4.0,1490.4287262926148,24.454689762455313
28,0.06296810048243098,3.58106253319314E-4,3.998471793524637,2094.650203680816,24.45452149870351
28,0.0629271589939521,3.5944334118907047E-4,4.0,4695.814807144662,24.454291396339904
28,0.0629090507188041,3.6041733970123115E-4,3.9999919139983318,9384.327792050895,24.45419893461778
28,0.06290645341897926,3.605392670015087E-4,3.9999168180697717,5794.704594787956,24.454256353170123
28,0.06289916201404361,3.607993788953528E-4,4.0,7895.748703830222,24.45421641541208
28,0.06293492731146452,3.5971040089213135E-4,3.999920949607621,2995.711890194406,24.454396867620044
28,0.06292490057487916,3.5973529145422254E-4,4.0,8470.907364703015,24.45420900437201
28,0.06290231891368761,3.6073179569619924E-4,3.999971803876956,6199.8160481518025,24.454246557604883
28,0.0629244160575653,3.598931461907776E-4,4.0,8997.585928789298,24.454203087593065
28,0.06330316926120898,3.475460973577187E-4,4.0,199.76792174822018,24.45764467227636
28,0.06289765311485543,3.6073808243510647E-4,4.0,7496.61941808182,24.454222349128226
28,0.06311561572987888,3.5086588937819014E-4,3.9947429576683975,695.6409382688405,24.45533107120372
28,0.06290421048848382,3.60573335345602E-4,3.999986442895789,6093.199084123132,24.454248939542126
28,0.0629101957279881,3.6033421069343175E-4,4.0,8588.875490184375,24.454207489523913
28,0.0629690633228635,3.5779555576757616E-4,3.9999827016956333,2894.4116088315873,24.454406344091204
28,0.06291187170623196,3.6039123930767063E-4,3.9999652384944175,3897.796483632874,24.454329280763734
28,0.06291910769761286,3.59966349026283E-4,3.9999871443874104,7098.95853267591,24.454228728236696
28,0.06293406541672818,3.587629711597883E-4,4.0,2198.0861398128677,24.454501911803263
28,0.06290984449517205,3.603352414742147E-4,3.999737328177284,3393.5656573291876,24.45436252900919
28,0.06290816682679523,3.604595069379379E-4,3.999991647226478,9294.518647878058,24.454199829730225
28,0.06291965316050926,3.5987213545901576E-4,4.0,6598.7899946505495,24.454238003847937
28,0.0629042578761772,3.605257207795951E-4,4.0,9781.29608523535,24.454195190158387
28,0.06301323972394049,3.5621589290162195E-4,3.9999999981460985,999.5900679904555,24.454964742947993
28,0.06289808836305065,3.607693130540686E-4,4.0,5398.746816688399,24.454267371722818
28,0.0629088999442333,3.6039790773539617E-4,4.0,7797.402876525503,24.45421774696117
