IRIS;com;DEP;NBUC09;RFUCQ109;RFUCQ209;RFUCQ309;RFUCIQ09;RFUCD109;RFUCD209;RFUCD309;RFUCD409;RFUCD609;RFUCD709;RFUCD809;RFUCD909;RFUCRD09;RFUCET09;RFUCMO09;RFUCGI09
751031001;75056;75;1462,4;13448;26563;43670;30222;7083;11533;15492;20229;32215;39608;51086;72389;10,2;35075,43;34823,00;0,4537
751031002;75056;75;1514,8;16616;30966;50772;34156;8547;13435;19375;25337;36831;45301;56684;81724;9,6;37822,86;40097,17;0,4419
751031003;75056;75;1786,1;15766;29796;54580;38814;6900;12875;18495;23959;37415;46541;62158;89137;12,9;104057,61;46918,54;0,5294
751031004;75056;75;1395,6;14990;29516;50895;35905;7009;12087;17588;23508;36638;44228;56386;86714;12,4;49893,99;42278,78;0,4960
751031101;75056;75;1431,7;18733;34146;56744;38011;9316;16498;21693;27629;41738;51427;63193;87110;9,4;59475,61;46803,48;0,4608
751031102;75056;75;1153,3;19798;33289;54862;35064;10387;16362;21862;26479;40445;49850;63494;91748;8,8;47733,79;45480,96;0,4530
751031103;75056;75;1199,0;18861;32615;57820;38959;8341;15676;22121;27585;39631;49230;63945;101297;12,1;138237,94;55105,73;0,5465
751031104;75056;75;1901,8;18720;33291;58259;39539;9719;16057;21804;27221;40816;52341;67820;107813;11,1;86120,67;53180,58;0,5220
751031201;75056;75;1481,1;14487;26273;48363;33876;7253;11188;16384;21064;33394;42729;53364;73668;10,2;44346,89;37614,31;0,4776
751031202;75056;75;1329,4;15437;28151;49697;34260;7520;13124;18051;22673;34637;42159;58531;88069;11,7;71166,06;43526,84;0,5131
751031203;75056;75;1352,7;14660;25571;43855;29195;7830;12569;17127;21519;32316;39742;50022;67876;8,7;36380,52;34902,75;0,4441
751031204;75056;75;1459,3;11381;22502;39795;28414;5200;8660;13295;18408;27842;35433;44482;59684;11,5;27445,69;29273,85;0,4499
751041301;75056;75;1251,6;17460;31835;50618;33158;7487;15254;20401;26104;38178;44840;57673;86965;11,6;46055,49;42788,43;0,4648
751041302;75056;75;1760,8;16134;28742;48530;32396;6734;12968;19314;23913;35339;43292;53915;72091;10,7;40574,59;37027,85;0,4339
751041303;75056;75;1291,8;13799;27393;44414;30615;5088;11108;16453;22414;32649;39312;49372;70795;13,9;46399,19;36299,49;0,4771
751041304;75056;75;175,5;22260;32639;53487;31227;;;;;;;;;;;;
751041401;75056;75;2215,8;13938;24799;39535;25598;5341;11350;16025;20426;29592;35099;43991;60145;11,3;48025,45;32487,28;0,4583
751041402;75056;75;1642,8;16836;29375;45784;28948;7523;14460;18747;24004;35947;41126;52151;72479;9,6;51180,10;40287,57;0,4702
751041403;75056;75;1843,2;14318;27478;45781;31463;6520;11619;16490;21551;33156;41035;51585;75229;11,5;46549,17;38837,52;0,4908
751041404;75056;75;1267,4;15805;26523;43529;27724;5349;12588;17712;22170;32131;39677;50359;70897;13,3;34664,19;34897,19;0,4476
751041501;75056;75;2239,9;17993;27655;45650;27657;10656;15436;19873;23563;32551;40656;51755;73789;6,9;68501,22;40558,23;0,4664
751041502;75056;75;1260,1;21022;36220;56335;35313;10691;18001;23096;29885;41904;50935;62179;87293;8,2;47245,99;45867,51;0,4283
751041503;75056;75;1437,3;21494;34057;55460;33966;10447;17787;24566;29340;40753;50967;62306;84494;8,1;48358,80;46348,40;0,4378
751041504;75056;75;1555,1;17515;31094;51475;33960;7721;14979;19816;25140;37874;45616;58271;80780;10,5;120510,21;47666,95;0,5228
751041601;75056;75;1832,1;18946;37454;66931;47985;9062;15914;21816;29473;45980;58672;79997;120629;13,3;90302,71;59742,42;0,5344
751041602;75056;75;458,5;19232;36918;64140;44908;;;;;;;;;;;;
751041603;75056;75;105,8;23991;31541;62378;38387;;;;;;;;;;;;
751051701;75056;75;1388,9;18187;30137;46952;28765;8790;15244;20934;25437;35696;43101;51822;66406;7,6;32042,27;36631,19;0,3977
751051702;75056;75;1171,8;20489;33883;51077;30588;9528;17202;22688;28041;39392;47073;56539;79303;8,3;36376,38;41482,14;0,4101
751051703;75056;75;1553,1;18164;27850;45067;26903;9600;15613;19864;23716;33809;41492;49176;68729;7,2;37037,16;36497,20;0,4079
751051704;75056;75;2112,0;19346;32518;52440;33094;9275;16586;21967;27215;38666;47658;60472;82652;8,9;43110,46;43144,03;0,4350
751051705;75056;75;1544,4;19337;34138;61588;42251;8888;16397;22233;26662;42612;53269;70576;95736;10,8;170670,53;53835,25;0,5251
751051706;75056;75;;;;;;;;;;;;;;;;;
751051801;75056;75;1199,4;22003;33090;49267;27264;11842;19475;23948;27608;37513;45033;53255;69227;5,8;25678,17;37661,64;0,3482
751051802;75056;75;1589,2;19357;30080;45179;25822;10196;16521;21561;25665;36077;41651;50924;68913;6,8;31480,56;36800,03;0,3860
751051803;75056;75;1379,6;18896;30991;47851;28955;9206;15758;21636;26110;35831;42646;52803;70261;7,6;40409,28;39114,39;0,4223
751051804;75056;75;1542,9;16996;26889;41706;24710;9980;14764;19359;23205;31801;37649;46458;63923;6,4;40834,66;35053,07;0,4153
751051805;75056;75;2050,3;18100;31044;47017;28917;9261;15799;20715;25269;37056;42826;53274;70290;7,6;47426,06;39247,27;0,4276
751051806;75056;75;1475,4;16145;26380;41691;25546;7554;13389;18374;22070;32112;38035;46722;59594;7,9;32577,98;33190,56;0,4114
751051807;75056;75;1473,6;18072;27474;41624;23552;11945;16629;20013;23684;31876;37664;47195;66733;5,6;37301,56;35899,59;0,4054
751051808;75056;75;1199,3;18010;32039;50634;32624;9155;14974;21104;26648;38670;46394;56763;74910;8,2;42431,70;40559,91;0,4300
751051809;75056;75;;;;;;;;;;;;;;;;;
751051901;75056;75;1975,5;19301;33424;50475;31174;9519;15972;22096;27625;39393;46276;56986;74446;7,8;39403,94;41252,54;0,4172
751051902;75056;75;1158,4;21744;35657;55143;33399;10648;18233;25074;30294;42201;49561;62814;88938;8,4;46975,40;46788,14;0,4355
751051903;75056;75;1513,0;18625;33484;54531;35906;8854;15914;21961;27491;40079;49428;59791;82402;9,3;56389,27;46735,60;0,4712
751051904;75056;75;916,4;24156;39823;66334;42178;13095;20287;27160;33043;49346;59959;77300;119324;9,1;77869,65;60176,41;0,4861
751051905;75056;75;1591,5;22918;43481;74429;51512;10875;18022;26509;34893;54046;67579;83965;128098;11,8;85190,54;65030,77;0,5088
751051906;75056;75;1441,3;19812;35040;61143;41331;10203;16997;22471;28851;41743;53704;68461;96722;9,5;52661,47;48342,85;0,4553
751051907;75056;75;1274,8;17794;32707;52753;34959;8101;15695;20707;26292;39372;47023;60796;86906;10,7;83011,81;49308,26;0,5156
751051908;75056;75;1871,9;17322;31457;48423;31101;7007;14689;20191;25841;36811;43678;56948;76493;10,9;53940,55;40948,25;0,4582
751052001;75056;75;1584,7;17372;30356;51562;34190;7851;13995;19725;24548;35699;44881;58981;91927;11,7;88651,61;46378,70;0,5161
751052002;75056;75;1066,3;20539;38979;59631;39092;8991;16954;23758;31008;46868;55000;69708;99897;11,1;59982,78;50702,79;0,4644
751052003;75056;75;1236,2;14616;28292;51678;37062;5055;11714;17300;22615;35402;44850;58649;86096;17,0;65645,36;42538,77;0,5155
751052004;75056;75;2150,7;17658;32302;51976;34318;8179;14596;20420;27178;38759;46351;60807;88068;10,8;103983,73;47824,58;0,5067
751052005;75056;75;195,7;15591;22562;34733;19142;;;;;;;;;;;;
751062101;75056;75;1186,3;20670;36811;68343;47673;10000;17710;23533;28296;46383;62686;78867;116562;11,7;112133,31;63343,86;0,5534
751062102;75056;75;1469,9;17381;32684;55426;38045;8496;15107;20532;26421;39827;49574;60793;89829;10,6;56307,83;46016,58;0,4787
751062103;75056;75;1287,6;16921;32308;59752;42831;7936;14338;19473;24196;40076;51649;68857;103772;13,1;92706,59;51854,47;0,5393
751062201;75056;75;1094,0;23323;43834;87409;64087;12400;20426;25771;34921;54404;70373;99697;202496;16,3;197467,27;90849,21;0,6133
751062202;75056;75;1030,3;21219;39696;74699;53480;10710;18288;23746;32078;51040;63923;85314;149718;14,0;98502,96;68178,05;0,5444
751062203;75056;75;1465,5;18748;35578;61783;43035;9021;15995;21695;28203;43051;53909;73904;107380;11,9;67541,20;52280,28;0,4969
751062204;75056;75;1658,1;18963;36483;65279;46316;8688;15328;21984;28462;45196;56280;77317;110128;12,7;58709,47;52552,98;0,4902
751062205;75056;75;;;;;;;;;;;;;;;;;
751062301;75056;75;1182,9;23955;40495;73756;49801;10957;19913;26774;33118;51387;65505;84390;130937;12,0;97075,02;65010,65;0,5115
751062302;75056;75;1132,5;25817;50085;77950;52133;14983;21832;29429;37406;57914;71133;88360;135692;9,1;136091,38;78044,48;0,5428
751062303;75056;75;1334,5;23221;41490;72877;49656;11902;19552;26669;34010;50279;63637;82626;123699;10,4;91464,49;65535,58;0,5204
751062304;75056;75;1138,5;24682;46696;78661;53979;13125;21010;28976;37133;55227;67149;91856;137605;10,5;148407,19;78052,46;0,5591
751062305;75056;75;1498,2;21480;39455;68346;46866;11179;17312;24556;31539;50858;62623;79296;120501;10,8;75157,24;59687,81;0,4970
751062306;75056;75;1721,0;24626;40359;61607;36981;11909;20705;27644;32534;47060;56686;70167;95551;8,0;58026,55;52316,49;0,4325
751062307;75056;75;1250,1;22361;40323;67380;45019;11003;18695;26931;33613;49846;60806;74543;108826;9,9;58800,20;55130,17;0,4550
751062308;75056;75;1915,5;21045;35161;58079;37034;10862;17425;23558;29288;41999;51900;65933;96130;8,9;64974,93;50396,16;0,4745
751062309;75056;75;1508,0;19817;36735;61913;42096;9447;15524;22649;29145;43966;56342;70380;95275;10,1;81492,19;51313,13;0,4848
751062310;75056;75;1491,6;20455;39355;77131;56676;9620;17674;23447;30815;50194;66817;85559;126008;13,1;136709,76;70213,91;0,5688
751062311;75056;75;1177,7;23493;46059;73254;49761;13051;20041;27558;37154;54138;65288;89540;149722;11,5;120178,71;75207,16;0,5446
751062401;75056;75;1293,0;19639;37452;66196;46557;8725;16932;22310;28891;46939;58200;77599;119492;13,7;132828,31;62637,45;0,5628
751062402;75056;75;1922,2;18338;36251;69727;51389;7980;14819;21359;27832;47000;59172;79984;129265;16,2;187921,04;70746,65;0,6126
751072501;75056;75;1393,3;24500;47309;91671;67171;10743;20739;28439;36866;58103;79227;112695;176164;16,4;193195,53;96037,07;0,6125
751072502;75056;75;1125,1;21523;41258;82480;60957;10062;18245;25107;32595;54017;70466;93813;145449;14,5;98323,77;70066,86;0,5442
751072503;75056;75;953,1;24354;43985;79931;55577;13901;21697;28343;35432;55906;69950;91885;169611;12,2;156648,42;82288,47;0,5705
751072504;75056;75;1049,0;21285;41984;81357;60072;11696;18633;24670;32660;53507;69867;95831;144507;12,4;165085,32;79873,42;0,5901
751072505;75056;75;1287,6;19569;37960;72156;52588;10833;17201;22051;28514;49092;64899;89907;148955;13,8;197177,34;82046,08;0,6319
751072506;75056;75;1946,6;21357;41175;81106;59749;9678;17569;24824;31855;51710;67973;94898;167248;17,3;175495,86;82462,28;0,6117
751072508;75056;75;;;;;;;;;;;;;;;;;
751072601;75056;75;1456,9;23146;40312;84455;61309;12198;20056;26458;33320;54525;71905;101791;170664;14,0;160349,96;85248,82;0,5980
751072602;75056;75;1007,2;21817;43025;87701;65884;;;;;;;;;;;;
751072603;75056;75;624,8;23555;43441;72959;49404;;;;;;;;;;;;
751072604;75056;75;982,4;22597;50626;97738;75141;11973;18700;25714;34053;67745;86246;115454;180936;15,1;250030,15;106044,55;0,6406
751072605;75056;75;;;;;;;;;;;;;;;;;
751072606;75056;75;;;;;;;;;;;;;;;;;
751072701;75056;75;2145,1;19586;36828;62982;43396;8505;15762;22755;28949;43714;55055;71929;97678;11,5;72692,77;52998,92;0,4983
751072702;75056;75;1229,4;21806;39910;71202;49396;10155;18558;23949;31263;50845;62429;79644;125375;12,3;162518,05;64389,59;0,5366
751072703;75056;75;1251,0;28243;51330;79770;51527;14680;23437;33341;42476;59882;71715;91046;133201;9,1;78212,86;69186,12;0,4604
751072704;75056;75;1129,7;25432;43209;74729;49297;11659;21210;28343;35952;53901;66158;87644;132717;11,4;121498,21;68336,76;0,5136
751072705;75056;75;1484,5;25820;49818;92075;66255;13081;22551;29642;39570;64757;79382;109565;193799;14,8;152002,32;88966,43;0,5621
751072706;75056;75;1233,8;20191;33859;69659;49468;12051;17773;21731;26859;44375;61294;84366;121692;10,1;111362,25;63376,80;0,5511
751072707;75056;75;;;;;;;;;;;;;;;;;
751072801;75056;75;1609,1;24689;40929;61492;36803;12957;21370;28635;34490;47540;55012;66662;90883;7,0;97873,01;54417,24;0,4445
751072802;75056;75;1231,1;21592;35827;61749;40157;11591;18503;24148;30152;43704;56293;67117;96152;8,3;88879,09;51899,15;0,4755
751072803;75056;75;1215,3;17518;29651;51661;34143;7866;14619;20135;24561;36495;44654;58281;79969;10,2;58543,16;41832,06;0,4702
751072804;75056;75;2146,8;18815;34041;59801;40986;9025;15616;21306;27657;42793;53025;66482;100780;11,2;75039,13;51156,45;0,5000
751072805;75056;75;2257,9;17777;31321;56927;39151;8243;15448;20583;26083;37638;48849;67244;99543;12,1;77284,51;51044,47;0,5291
751072806;75056;75;1412,9;24444;58381;117058;92614;10942;20305;31864;43103;81445;105906;141199;261830;23,9;237013,08;121415,90;0,6242
751072807;75056;75;1495,6;25052;54567;97149;72097;14305;21633;30810;42653;66650;84912;118811;186624;13,0;139782,52;91151,23;0,5521
751072808;75056;75;1197,3;24747;46389;86895;62148;11821;20567;29198;37157;56963;75851;100414;157892;13,4;100809,89;75129,65;0,5301
751072809;75056;75;1497,2;24704;42925;74131;49428;13126;21378;28641;35754;52521;65640;83747;126471;9,6;70390,23;61807,01;0,4675
751072810;75056;75;2030,7;18451;33063;60296;41845;8231;15637;21077;26758;42146;51731;68155;100590;12,2;79453,82;52460,64;0,5201
751072811;75056;75;1352,3;21353;43599;90702;69349;10063;18553;25039;33982;54868;78686;104392;173188;17,2;325139,37;104043,40;0,6680
751082901;75056;75;903,6;17581;33498;65675;48094;;;;;;;;;;;;
751082902;75056;75;595,9;13748;28159;63244;49496;;;;;;;;;;;;
751082903;75056;75;613,5;14368;30076;66111;51743;;;;;;;;;;;;
751082904;75056;75;322,5;15983;33381;68523;52540;;;;;;;;;;;;
751082905;75056;75;322,3;21712;44644;87837;66125;;;;;;;;;;;;
751082906;75056;75;;;;;;;;;;;;;;;;;
751082999;75056;75;;;;;;;;;;;;;;;;;
751083001;75056;75;1625,9;24178;46306;84958;60780;9994;20714;27262;36073;56742;74529;96897;157600;15,8;102441,05;72617,71;0,5270
751083002;75056;75;2216,9;20362;42481;76015;55653;7969;15663;24287;32803;54223;67496;87039;135628;17,0;152767,74;69429,56;0,5615
751083003;75056;75;449,5;14015;26490;47303;33289;;;;;;;;;;;;
751083004;75056;75;1419,4;21093;39768;71455;50362;10743;17657;23837;30010;48164;62510;83343;118600;11,0;77419,78;59770,19;0,5044
751083005;75056;75;1186,1;14229;30484;61856;47627;6967;11922;17407;23433;40000;50681;73898;122319;17,6;111202,93;58113,18;0,5964
751083006;75056;75;369,8;13788;33739;65063;51275;;;;;;;;;;;;
751083101;75056;75;;;;;;;;;;;;;;;;;
751083102;75056;75;289,0;15134;34722;93890;78756;;;;;;;;;;;;
751083103;75056;75;770,5;20086;32382;58200;38114;;;;;;;;;;;;
751083104;75056;75;641,8;19028;36462;67657;48629;;;;;;;;;;;;
751083105;75056;75;960,7;21944;42085;75775;53831;;;;;;;;;;;;
751083106;75056;75;1016,5;23223;41791;71820;48597;;;;;;;;;;;;
751083107;75056;75;276,9;22355;42479;73367;51012;;;;;;;;;;;;
751083108;75056;75;321,7;20967;33074;53438;32471;;;;;;;;;;;;
751083201;75056;75;1613,9;23894;43407;70154;46260;12449;21036;27083;34334;50681;64199;79929;115171;9,3;82461,14;60328,23;0,4741
751083202;75056;75;1362,9;20855;41899;73366;52511;7274;16667;24609;30865;49841;61939;84278;115571;15,9;77338,47;58548,66;0,5040
751083203;75056;75;1233,3;22143;47045;88430;66288;12427;18075;25169;34418;59020;77346;108288;185480;14,9;152425,39;84972,55;0,5826
751083204;75056;75;1844,1;22774;47216;77921;55147;10788;18631;26856;35912;57750;71464;88139;147493;13,7;118043,92;70965,42;0,5265
751083205;75056;75;2278,8;25308;44961;68817;43509;12578;21343;29583;37947;53218;62461;77957;106482;8,5;61052,67;57574,56;0,4367
751083206;75056;75;2034,3;21417;36104;55513;34096;10254;18742;25187;30759;42937;50856;62715;85514;8,3;51505,04;45655,05;0,4124
751083207;75056;75;1603,1;21321;37933;66303;44982;10422;18241;24857;30650;47894;59157;74465;99810;9,6;56127,82;52250,10;0,4521
751083208;75056;75;490,3;27186;45186;69093;41907;;;;;;;;;;;;
751083209;75056;75;866,8;21729;39300;73310;51581;;;;;;;;;;;;
751083210;75056;75;755,1;23546;55146;108368;84822;;;;;;;;;;;;
751093301;75056;75;1133,4;18198;32793;52332;34134;9425;15513;20769;26843;37571;45963;59386;80243;8,5;74310,09;44585,43;0,4698
751093302;75056;75;1289,1;21172;36688;59562;38390;10135;18357;25129;31043;45225;54321;65851;97096;9,6;64202,62;51650,89;0,4731
751093303;75056;75;1382,6;20100;36820;60223;40123;8721;16817;23285;30711;44698;55808;64803;98010;11,2;60018,32;49851,55;0,4656
751093304;75056;75;1686,5;22443;40574;62292;39849;10889;19561;25782;32760;47410;55364;71732;93548;8,6;87440,63;53678,41;0,4590
751093305;75056;75;1506,0;20480;35661;60114;39635;10081;18024;22768;28997;42885;53520;66567;92678;9,2;56161,80;48142,15;0,4485
751093306;75056;75;1750,4;16237;31786;50904;34667;6400;13711;18748;24641;38160;45047;55814;75309;11,8;59983,94;40996,68;0,4699
751093307;75056;75;2288,8;18541;31808;54019;35478;8446;15801;20826;25841;39293;47654;58892;83982;9,9;55686,13;44624,96;0,4671
751093308;75056;75;1589,8;8275;20530;36615;28340;3391;6234;9572;15003;26372;33325;41296;56249;16,6;30916,26;27257,11;0,4921
751093309;75056;75;1570,5;12875;27493;46642;33767;4427;9633;16402;21833;33795;41137;51577;72057;16,3;39924,97;35895,97;0,4716
751093310;75056;75;1206,2;18655;34636;57845;39190;10215;16384;22488;27745;42024;51861;67277;93441;9,1;109775,68;50284,25;0,4873
751093311;75056;75;452,2;11812;23364;36111;24299;;;;;;;;;;;;
751093401;75056;75;160,8;10844;20507;33303;22459;;;;;;;;;;;;
751093402;75056;75;;;;;;;;;;;;;;;;;
751093403;75056;75;899,1;19150;38028;65752;46602;;;;;;;;;;;;
751093404;75056;75;;;;;;;;;;;;;;;;;
751093405;75056;75;275,7;11001;22004;37746;26745;;;;;;;;;;;;
751093406;75056;75;;;;;;;;;;;;;;;;;
751093407;75056;75;671,7;17109;31576;52556;35447;;;;;;;;;;;;
751093408;75056;75;497,7;15130;28238;52062;36932;;;;;;;;;;;;
751093409;75056;75;356,7;15808;29802;47614;31806;;;;;;;;;;;;
751093501;75056;75;2272,3;13068;26053;43365;30297;6052;10269;15442;20667;32230;39503;49250;71004;11,7;40145,96;34836,69;0,4721
751093502;75056;75;1388,0;15222;28540;48715;33493;6352;12499;18193;23592;35297;44011;55050;77123;12,1;42200,86;38479,42;0,4571
751093503;75056;75;2891,5;15659;30045;47798;32139;7049;13023;18467;23544;36484;43655;53432;69983;9,9;130611,11;40349,97;0,4747
751093504;75056;75;1152,0;13200;29159;50779;37579;6458;10679;15909;23069;36934;45449;58503;80105;12,4;35456,96;37954,29;0,4559
751093601;75056;75;1737,0;16531;29266;45354;28823;8253;13952;18747;23946;35419;41823;51130;70404;8,5;39592,93;36427,34;0,4179
751093602;75056;75;2110,6;13314;26110;41907;28593;5015;10746;15837;20687;31108;38196;47109;63481;12,7;30531,78;32092,07;0,4369
751093603;75056;75;1324,0;14344;25625;39830;25486;5782;11141;17032;21017;29694;36487;46190;65003;11,2;30581,53;32355,59;0,4356
751093604;75056;75;1465,4;14898;28195;44913;30015;7503;11610;17419;23301;33705;41283;48574;66514;8,9;29181,11;34113,88;0,4151
751093605;75056;75;1741,0;18407;30456;44672;26265;8384;15302;21103;25363;35730;41505;49812;64756;7,7;34330,47;36363,91;0,4005
751093606;75056;75;1566,9;19649;32792;49280;29631;10277;16584;22366;27903;38496;44847;54310;75206;7,3;40740,56;39944,61;0,4037
751093607;75056;75;1803,2;12548;25740;41904;29356;5197;10617;15482;20696;31240;38071;46707;60803;11,7;35250,56;32260,94;0,4424
751093608;75056;75;1852,7;18125;32526;53657;35532;8593;15405;20841;25965;39351;48868;59628;81016;9,4;59988,37;43474,14;0,4550
751093609;75056;75;1599,8;17043;32504;50860;33817;7163;14399;19684;25849;37185;44965;58127;73914;10,3;45414,64;39985,71;0,4370
751093610;75056;75;1829,2;14668;26921;40670;26002;6253;11719;16738;22213;31246;37130;44517;60265;9,6;25237,35;31129,84;0,4037
751103701;75056;75;1710,0;12057;23980;38130;26073;5876;9731;15073;19216;28946;35142;42487;53705;9,1;23703,64;28436,83;0,4144
751103702;75056;75;1463,4;11285;23131;35468;24183;5878;9543;13584;18317;28532;33271;38764;49480;8,4;19727,85;26241,70;0,3931
751103703;75056;75;2010,2;10831;21817;36321;25490;5797;9130;13504;17579;27001;33233;40191;51328;8,9;26625,56;27108,27;0,4242
751103704;75056;75;2165,5;14100;27895;44648;30548;5375;11490;16675;21997;33794;40753;48957;62158;11,6;29351,32;33023,86;0,4211
751103705;75056;75;1837,2;16934;30386;46684;29750;8408;14621;20543;26296;35886;43227;50991;70277;8,4;33384,74;37316,33;0,4078
751103706;75056;75;1960,3;14513;26638;42527;28014;7053;11710;16998;21726;32520;38652;46355;59264;8,4;35258,71;32438,04;0,4168
751103707;75056;75;1722,0;8054;17276;32113;24059;3371;6825;9275;12302;23250;28419;36993;46628;13,8;36926,92;23369,58;0,4772
751103708;75056;75;1432,4;11157;23158;36344;25187;5649;9536;13237;18775;27931;33431;39752;48834;8,6;19233,48;26013,65;0,3879
751103709;75056;75;1580,6;10045;19591;31230;21185;4929;7830;11455;15018;23354;27770;34363;43703;8,9;19202,91;22742,79;0,4095
751103711;75056;75;;;;;;;;;;;;;;;;;
751103712;75056;75;452,4;14736;27853;40969;26233;;;;;;;;;;;;
751103801;75056;75;1506,0;10083;20654;36523;26440;4675;8328;12320;16797;26713;32887;40091;51802;11,1;23980,86;26304,76;0,4310
751103802;75056;75;1592,6;6737;13320;28103;21366;4026;6012;7999;10076;18559;24363;33495;46949;11,7;25685,54;21170,84;0,4967
751103803;75056;75;2234,2;12312;24634;40557;28245;4915;9819;14137;19036;30008;36694;45593;61148;12,4;30744,60;30684,93;0,4476
751103804;75056;75;2424,3;11075;23552;38744;27669;5000;9056;13285;17703;28928;35333;43790;60422;12,1;30683,69;29720,31;0,4551
751103805;75056;75;1928,8;13491;24099;37794;24303;5663;10967;15873;20277;28721;34195;42530;63033;11,1;23726,98;29450,30;0,4119
751103806;75056;75;2675,7;13098;27600;45873;32775;5949;11328;16136;21863;33967;41506;50337;68081;11,4;31854,80;34251,96;0,4330
751103901;75056;75;1370,8;14470;26385;41603;27134;5526;11658;15994;21379;31777;37996;46728;61749;11,2;29881,81;32367,33;0,4337
751103902;75056;75;1929,0;13252;26217;42583;29331;5622;10703;16011;21154;32062;39011;46847;58719;10,4;33469,07;31986,10;0,4304
751103903;75056;75;1339,2;14329;24943;38439;24110;7175;12137;16966;21172;29360;34614;41845;57992;8,1;24346,49;29661,36;0,3917
751103904;75056;75;1569,4;12936;25778;43921;30985;6443;10800;15340;21139;31821;39398;48691;63734;9,9;28410,74;32157,95;0,4257
751103905;75056;75;1564,7;9279;22097;36132;26853;4615;7667;12231;17535;27189;32829;41138;56051;12,1;27524,34;27707,02;0,4551
751103906;75056;75;1924,7;11843;23335;35657;23814;5743;9596;14328;18379;27149;32755;40042;51179;8,9;26757,11;27545,27;0,4178
