IRIS;COM;DEP;NBUC10;RFUCQ110;RFUCQ210;RFUCQ310;RFUCIQ10;RFUCD110;RFUCD210;RFUCD310;RFUCD410;RFUCD610;RFUCD710;RFUCD810;RFUCD910;RFUCRD10;RFUCET10;RFUCGI10
771860108;77186;77;;;;;;;;;;;;;;;;
772430101;77243;77;369,5;17988;25278;31550;13562;;;;;;;;;;;
772430102;77243;77;2727,1;12959;20807;30393;17434;6904;11215;14913;17946;23847;27950;33178;42872;6,2;17290,21;0,3595
772430103;77243;77;2001,3;14002;21350;29463;15461;7210;12561;15484;18360;23926;27400;31935;41363;5,7;15129,69;0,3334
772430201;77243;77;2311,0;17068;24093;33362;16294;11778;15579;18588;21408;27738;31141;35918;45609;3,9;25553,63;0,3274
772430202;77243;77;1830,7;16425;24145;32100;15675;10169;14399;17950;20931;26543;29736;34391;40619;4,0;12459,82;0,2755
772430301;77243;77;1290,7;19315;26468;36886;17571;12458;17610;20950;23420;30041;33959;39664;51379;4,1;33148,95;0,3530
772430302;77243;77;1570,8;19148;25019;34986;15838;13743;17449;20208;22293;28398;32699;38763;48183;3,5;20816,59;0,2935
772430303;77243;77;1565,6;7835;13769;20999;13164;4205;6453;9062;11502;16321;19420;22601;27808;6,6;40310,28;0,3913
772580101;77258;77;2347,4;9941;16331;23800;13859;6040;8599;11359;13951;19004;22145;25654;30380;5,0;11034,67;0,3229
772580102;77258;77;2174,0;11653;18723;25804;14151;6953;9987;13054;15815;21174;24030;28249;34125;4,9;11171,83;0,3112
772580103;77258;77;1172,8;14464;21820;29787;15323;9020;12276;16678;18841;24792;28090;32201;40361;4,5;14501,60;0,3078
772580104;77258;77;;;;;;;;;;;;;;;;
772580201;77258;77;1347,0;12574;19637;25669;13095;8224;11754;14211;16924;21475;24333;27137;32901;4,0;10986,42;0,2878
772580202;77258;77;1664,3;11383;16924;24670;13287;6863;10289;12328;14258;19576;22433;26747;31916;4,7;10751,27;0,3120
772840102;77284;77;2000,5;14412;21957;30256;15844;9048;12595;16161;18688;25178;28251;32472;41113;4,5;20255,36;0,3426
772840201;77284;77;;;;;;;;;;;;;;;;
772840202;77284;77;1662,5;10460;18061;24607;14147;4149;8377;11921;15675;20496;23230;26680;31663;7,6;12034,46;0,3387
772840203;77284;77;1497,5;6597;11832;17565;10968;2391;5479;7686;9553;14011;16193;18967;22679;9,5;8051,06;0,3558
772840204;77284;77;1599,7;6030;10067;14606;8576;2486;5402;6795;8465;11750;13619;15952;19569;7,9;6668,42;0,3441
772840301;77284;77;1186,0;6946;11274;17559;10613;3490;6357;7690;9292;13713;16251;19328;23481;6,7;8246,51;0,3504
772840302;77284;77;1478,6;11190;17114;22962;11772;5855;10075;12308;14610;19373;21652;25179;31095;5,3;9795,09;0,2998
772840401;77284;77;1168,8;4818;9006;14152;9334;1702;4287;5737;7231;10768;12645;15163;19266;11,3;6913,10;0,3804
772840402;77284;77;1613,1;4966;8467;13367;8401;1701;4174;5686;6878;10485;12196;14692;18636;11,0;6629,92;0,3801
772840403;77284;77;1389,1;4834;8040;12287;7453;1285;4035;5489;6796;9532;11346;13875;17447;13,6;6119,97;0,3760
772840501;77284;77;973,9;6981;11671;17600;10619;3330;5742;7911;9919;14391;16724;19418;23374;7,0;8343,88;0,3550
772840502;77284;77;782,9;6095;11355;17848;11753;;;;;;;;;;;
772840503;77284;77;877,0;9277;14448;20151;10874;;;;;;;;;;;
772840504;77284;77;1149,4;9233;14502;20403;11170;5834;7776;9995;12417;16708;19470;21922;26275;4,5;8861,42;0,3117
772840601;77284;77;;;;;;;;;;;;;;;;
772840602;77284;77;161,9;5238;6925;10631;5393;;;;;;;;;;;
772840603;77284;77;1037,9;6144;11486;17709;11565;2573;5165;7420;9433;13727;16351;19590;23101;9,0;8174,81;0,3649
772840701;77284;77;2334,9;12669;18324;24496;11827;7534;11337;13806;16009;20586;23120;26080;31466;4,2;12404,23;0,3022
772840702;77284;77;2264,2;13438;19717;25777;12339;8565;12142;14760;17359;21963;24118;27721;32772;3,8;11367,01;0,2786
772840801;77284;77;2405,3;11549;18821;26995;15446;6431;9800;13184;16102;21751;24965;29304;36564;5,7;24537,30;0,3781
772840802;77284;77;1701,2;18385;26067;36256;17871;11667;16463;20104;23269;29194;32897;40028;54081;4,6;36704,17;0,3830
772840901;77284;77;3140,4;12758;19333;26835;14077;7154;11049;14211;16839;22165;24947;28627;35109;4,9;13035,80;0,3162
772840902;77284;77;1600,4;9937;17102;24182;14245;4285;8021;11662;14468;19804;22916;26443;35748;8,3;17108,05;0,3965
772850101;77285;77;2110,7;9487;15627;21690;12203;5249;8149;11195;13603;18328;20641;23478;29170;5,6;9802,20;0,3195
772850102;77285;77;2507,2;6882;11665;18686;11804;3406;5625;8069;9711;14133;16988;20598;26795;7,9;9232,87;0,3732
772850103;77285;77;1355,8;11733;17458;24075;12342;7062;10500;13129;15484;19774;22114;25728;31007;4,4;10712,63;0,2974
772850104;77285;77;;;;;;;;;;;;;;;;
772850201;77285;77;1412,6;9566;14724;23841;14275;5428;8319;10433;12541;18108;21643;26246;31696;5,8;11910,62;0,3587
772850202;77285;77;1400,1;13099;18591;24690;11591;7059;11443;13934;16508;20814;23368;26289;30555;4,3;9943,90;0,2814
772850203;77285;77;1331,0;10904;16916;23436;12532;5635;9081;12623;14711;19423;21757;25193;30644;5,4;10121,08;0,3127
772850204;77285;77;1334,5;9808;15544;22289;12481;5529;8482;11067;13482;18585;21324;23744;28161;5,1;10697,67;0,3287
772850301;77285;77;1234,5;18742;25645;35794;17052;13959;17142;20423;22736;28543;32585;38466;50735;3,6;40531,19;0,3476
772880101;77288;77;1383,7;6337;12260;19213;12876;2294;5012;7599;9292;14984;17407;21058;26563;11,6;12165,76;0,4071
772880102;77288;77;935,3;7495;15027;22088;14593;3306;6374;9092;11985;17986;21163;23589;27863;8,4;9760,77;0,3531
772880103;77288;77;1612,5;8942;15604;22029;13087;4015;7352;10310;12791;17826;20354;23827;29234;7,3;10387,45;0,3477
772880201;77288;77;1689,4;4836;8985;13980;9144;1050;3878;5835;7232;10702;12631;15404;19027;18,1;6838,05;0,3869
772880202;77288;77;1409,3;8044;14394;22269;14225;3872;6679;9298;12129;17407;20557;24041;29602;7,6;21413,40;0,3877
772880203;77288;77;1434,8;8653;15201;23967;15314;3343;6951;9781;12731;18408;22113;26326;33943;10,2;16099,98;0,3969
772880204;77288;77;;;;;;;;;;;;;;;;
772880301;77288;77;3635,8;12660;20340;29131;16471;6088;11009;14329;17349;23226;26812;31361;40770;6,7;33170,67;0,3811
772880401;77288;77;2670,9;6652;11629;18207;11555;2052;5616;7557;9574;14178;16723;20539;25908;12,6;9818,96;0,3917
772880501;77288;77;1554,0;7198;11586;17247;10049;3775;6066;7829;9791;13180;15840;18417;23006;6,1;7859,86;0,3412
772880502;77288;77;1442,5;6909;11639;18804;11895;3018;5890;7955;9238;14304;16741;20406;24775;8,2;9385,18;0,3743
772880503;77288;77;1675,0;14387;21074;28832;14445;8026;12899;15811;18237;23405;26653;30527;35995;4,5;17212,63;0,3071
772880601;77288;77;1045,6;12616;19971;27989;15373;;;;;;;;;;;
772880602;77288;77;2574,4;15648;22445;31896;16248;8366;13716;16976;19692;25998;29574;34417;44562;5,3;24876,16;0,3502
772880603;77288;77;2201,1;14342;22285;30823;16481;7052;12177;16387;19652;25222;28953;33768;42953;6,1;21669,31;0,3625
772940101;77294;77;2245,0;10733;17686;23419;12686;5963;9059;12203;15078;19737;22130;25548;30851;5,2;10835,46;0,3173
772940102;77294;77;195,3;14327;19670;27246;12919;;;;;;;;;;;
772940103;77294;77;2249,4;12529;19003;25061;12532;7720;11455;13616;16335;21052;23330;27051;31825;4,1;10844,45;0,2882
772940201;77294;77;1509,9;13543;20978;28363;14821;8910;12241;14896;18088;23643;26737;31158;37733;4,2;14902,62;0,3136
772940202;77294;77;2788,1;15610;22489;30018;14408;10269;13909;17368;20179;24967;27795;32089;39019;3,8;14359,12;0,2830
772940203;77294;77;2847,6;14489;21923;28768;14279;8550;13100;16329;19069;24676;27232;30597;37496;4,4;12947,51;0,2912
772940301;77294;77;402,3;10565;16602;21315;10750;;;;;;;;;;;
772960101;77296;77;2363,5;8958;14117;20890;11932;5293;7722;9810;11749;16945;19575;22557;27207;5,1;9162,00;0,3222
772960102;77296;77;1798,6;17202;23137;31122;13920;11214;15494;18699;20825;25843;29193;32834;38604;3,4;17809,09;0,2808
772960103;77296;77;2075,9;11888;18187;25354;13466;7058;10661;13231;15545;20698;23670;27101;32996;4,7;10461,27;0,3002
772960105;77296;77;;;;;;;;;;;;;;;;
772960106;77296;77;2578,5;12770;19406;25528;12758;6949;10998;14190;16858;21576;24140;27003;32447;4,7;10990,15;0,2919
772960107;77296;77;1931,2;11383;19056;26228;14845;6420;10015;13040;16231;21769;24227;28437;34515;5,4;13876,46;0,3296
773050101;77305;77;1352,3;7238;11199;16459;9221;3387;5972;7934;9746;13095;15459;18478;22442;6,6;8884,27;0,3540
773050102;77305;77;389,1;4792;9067;14728;9936;;;;;;;;;;;
773050103;77305;77;1088,0;2529;6026;9865;7336;1;1468;3338;4745;7652;9180;11155;14331;14331,0;5832,00;0,4529
773050104;77305;77;1808,2;4892;8641;13298;8406;898;3988;5434;7173;10378;12153;14690;18352;20,4;7614,14;0,3987
773050105;77305;77;1702,0;7583;12910;18482;10899;3791;6588;8705;10506;15239;17151;20460;25255;6,7;9474,70;0,3524
773050201;77305;77;275,9;12214;17910;24923;12709;;;;;;;;;;;
773050202;77305;77;2270,5;11229;17343;23591;12362;6577;10064;12602;14929;19392;21826;25626;32947;5,0;12835,42;0,3313
773050203;77305;77;2632,1;9953;16489;23857;13904;4771;8413;11160;13753;18978;22112;25871;32734;6,9;13893,65;0,3703
773330101;77333;77;2327,8;12259;17688;23595;11336;7951;11055;13376;15285;19734;22175;25520;30786;3,9;15764,11;0,3011
773330102;77333;77;1146,5;5521;9296;14197;8676;1715;4170;6170;7654;10910;13118;16137;20328;11,9;7271,32;0,3829
773330103;77333;77;1248,7;7084;11633;16854;9770;3503;6239;8401;9885;13212;15593;18011;22306;6,4;7347,30;0,3309
773330104;77333;77;1610,4;8780;15777;22448;13668;3257;7300;10635;12943;17990;20803;24354;30353;9,3;13080,25;0,3734
773330201;77333;77;2183,5;13742;20501;28613;14871;7720;11768;15319;17849;23408;26958;31111;40119;5,2;17325,73;0,3431
773370101;77337;77;1720,9;14099;22272;30350;16251;7675;12503;15778;19290;24431;28270;33047;39865;5,2;13606,76;0,3114
773370201;77337;77;1584,9;6743;13797;22825;16083;3451;5643;7903;10447;16951;20405;24870;31204;9,0;11342,58;0,3908
773370202;77337;77;1151,4;10510;17209;25433;14923;5917;9295;11629;14375;19577;23125;28419;35964;6,1;12931,64;0,3470
773370203;77337;77;1368,1;8221;13868;20294;12073;4817;7140;9127;11671;16029;18324;22273;27763;5,8;9558,17;0,3446
773370204;77337;77;1080,1;11012;17763;26307;15295;6286;9891;12363;14924;20492;23722;28707;35264;5,6;11906,79;0,3310
773370205;77337;77;1689,4;12095;17848;26313;14218;6491;10053;12853;15269;21067;24244;28282;34367;5,3;11376,71;0,3200
773370206;77337;77;1338,9;10443;17087;24895;14452;6518;8577;11386;14755;19358;22800;26996;32887;5,0;11117,85;0,3236
773500101;77350;77;2701,4;10781;17733;24702;13921;6818;9541;12222;14977;20398;23087;27044;33604;4,9;12080,03;0,3240
773500201;77350;77;2329,6;16483;23382;31837;15354;9934;14239;17988;20752;26003;29576;33980;41191;4,1;16022,44;0,2974
773500301;77350;77;1955,9;17227;23576;31625;14398;11226;15901;18643;21207;26357;29984;33624;40894;3,6;15659,68;0,2842
773500302;77350;77;1017,2;20625;25936;33282;12657;15484;19034;21598;23536;28699;31580;35363;42888;2,8;14246,24;0,2289
773500303;77350;77;851,1;25441;34020;43503;18062;;;;;;;;;;;
773500401;77350;77;1745,5;14096;22316;30947;16851;8787;12322;15722;19330;25425;28933;33540;39835;4,5;15598,77;0,3128
773500402;77350;77;1317,4;19511;25885;32388;12877;13860;18326;20896;23068;28254;31022;34752;41350;3,0;12261,75;0,2356
773500501;77350;77;1175,3;27942;37161;47895;19953;21301;26092;29647;32705;40889;45559;52473;68259;3,2;35232,38;0,3055
773500601;77350;77;;;;;;;;;;;;;;;;
773730101;77373;77;4557,3;16771;23427;31224;14453;9831;14742;18329;21016;26103;29386;33645;41252;4,2;16073,57;0,2948
773730102;77373;77;1623,0;17560;23964;31998;14438;12490;16355;18803;21511;27110;30368;35024;43609;3,5;27006,95;0,3133
773730103;77373;77;2243,0;13344;20134;27610;14266;7852;11893;15545;17914;22695;25415;29466;35247;4,5;16194,40;0,3134
773730201;77373;77;2450,7;10893;16163;22237;11344;7348;9541;12333;14341;18223;20565;23743;28761;3,9;9497,97;0,2873
773730301;77373;77;1435,8;25283;33854;42822;17539;18535;23523;27118;30725;36673;40489;45650;53342;2,9;27133,23;0,2548
773730401;77373;77;1661,6;11457;18513;26372;14915;6702;10095;13159;15991;21751;24470;28499;34276;5,1;11567,51;0,3146
773730402;77373;77;2995,8;13408;21001;28400;14993;8521;11829;14994;18327;23617;26478;30608;36852;4,3;12085,00;0,2951
773730501;77373;77;;;;;;;;;;;;;;;;
773730502;77373;77;1933,8;12157;19859;27326;15169;6845;10578;13475;16379;22155;25441;29421;34889;5,1;16504,61;0,3225
773730503;77373;77;2505,9;15689;22834;30127;14438;9084;13631;17193;20305;25627;28668;32346;38757;4,3;13783,74;0,2897
773730504;77373;77;2583,4;16447;22734;29426;12979;10025;14783;17944;20485;25328;27689;31451;36779;3,7;11965,01;0,2650
773790101;77379;77;1286,7;9068;15248;22128;13060;3932;7907;10346;12672;17867;20655;24225;31182;7,9;13983,77;0,3824
773790102;77379;77;1073,3;13947;20783;29959;16012;9543;12608;15687;18053;24395;28542;33913;48617;5,1;28272,42;0,3931
773790103;77379;77;2672,5;11364;18179;26306;14942;5924;9799;12961;15703;20881;24161;28580;39772;6,7;20310,70;0,3940
773790201;77379;77;1134,6;10963;17906;24553;13590;6415;9450;12919;15388;20365;22801;26646;34203;5,3;13345,50;0,3379
773790202;77379;77;1919,0;4725;9137;14590;9865;653;3206;5581;7340;10934;13213;15762;19769;30,3;7617,30;0,4091
773900101;77390;77;3046,5;15259;21982;29098;13839;9277;13689;16621;19319;24874;27511;31011;36095;3,9;11361,93;0,2667
773900102;77390;77;1313,9;16751;24011;31013;14262;11132;14871;18348;21132;26517;29310;33120;38511;3,5;11461,82;0,2525
773900201;77390;77;1220,8;6427;10827;16258;9831;3679;5433;7295;9023;12728;14740;17820;21840;5,9;7307,51;0,3428
773900202;77390;77;945,2;12614;17882;24137;11523;8282;11705;13349;15992;20394;22551;25479;33214;4,0;10053,81;0,2785
773900203;77390;77;1208,0;8681;13556;19439;10758;4782;7598;9536;11433;15666;18204;20767;24878;5,2;8527,11;0,3127
773900301;77390;77;1875,5;16643;22995;30084;13441;10423;14796;17641;20214;25390;28463;32012;37357;3,6;12761,74;0,2694
773900302;77390;77;1815,2;18541;24925;32717;14176;12200;16820;19796;22646;28042;31124;35256;43041;3,5;19044,34;0,2882
773900401;77390;77;2570,6;14369;19839;26671;12302;9857;12994;15641;17810;22468;25023;28240;33199;3,4;9795,71;0,2566
773900501;77390;77;133,9;19446;23913;30082;10636;;;;;;;;;;;
774070101;77407;77;1082,6;23233;33927;44477;21244;16024;21280;24913;30138;37276;41792;48253;62435;3,9;30890,27;0,3200
774070102;77407;77;1373,7;20125;27277;37310;17185;13851;18609;21658;24364;31017;34288;40286;50788;3,7;71330,53;0,3414
774070103;77407;77;1765,3;15907;21736;29251;13344;10841;14565;16896;19346;24869;27924;31311;40035;3,7;17473,36;0,2988
774070104;77407;77;1444,8;13683;19191;25155;11472;8999;12621;15121;17260;21460;23610;27183;31724;3,5;10436,64;0,2669
774070105;77407;77;1164,6;13902;20408;28865;14963;9468;12630;15207;18704;23283;27332;30945;38361;4,1;17522,31;0,3130
774070106;77407;77;1586,5;15971;21874;29203;13232;10347;14139;17335;19941;24307;27757;31299;37170;3,6;14114,66;0,2794
774450101;77445;77;1474,3;14353;21382;27198;12845;9269;12956;16170;19136;23312;25855;28971;35520;3,8;13478,14;0,2670
774450102;77445;77;1318,1;13097;20007;27468;14371;7841;11203;14479;16986;22899;25652;29363;36038;4,6;13778,16;0,3124
774450201;77445;77;2844,6;13563;19393;26063;12500;7363;11623;15068;17294;21825;24587;27689;33693;4,6;10592,88;0,2839
774450202;77445;77;2097,6;12851;19167;25423;12572;6750;11098;14182;17036;21425;24053;27182;33265;4,9;10859,92;0,2929
774450203;77445;77;2748,0;8995;13783;19411;10416;4612;7515;9796;11546;15967;17920;21284;25955;5,6;8739,92;0,3224
774450301;77445;77;2215,5;8467;14424;21144;12677;4865;7427;9782;11797;16875;19314;22785;27536;5,7;9117,76;0,3306
774450302;77445;77;1922,9;9525;15416;22965;13440;6033;8441;10484;13263;18258;21289;24694;28753;4,8;9598,01;0,3189
774450401;77445;77;3437,0;15701;22460;30175;14474;10079;14228;17247;19768;25303;28366;32723;38992;3,9;14259,48;0,2869
774450402;77445;77;;;;;;;;;;;;;;;;
774680101;77468;77;979,7;19670;25821;33227;13557;13554;18468;21357;24148;28754;31773;35544;41137;3,0;11198,93;0,2294
774680102;77468;77;2137,2;16113;24170;32665;16552;9716;14151;17845;20922;27266;30706;34721;44073;4,5;18413,75;0,3118
774680103;77468;77;2410,6;9022;14574;22324;13302;4932;7928;10073;12182;17123;20466;24441;30464;6,2;11840,49;0,3632
774680104;77468;77;;;;;;;;;;;;;;;;
774680201;77468;77;1420,4;11701;18584;26853;15152;6604;10012;12692;15956;22368;25215;29308;36233;5,5;13327,66;0,3341
774680202;77468;77;1783,9;13940;21423;29427;15487;8937;12661;16107;18879;24781;27464;31103;36879;4,1;12435,79;0,2914
774680203;77468;77;1357,8;9052;14866;21184;12132;5473;7870;10347;12680;17177;19730;23472;28469;5,2;10093,27;0,3337
774680204;77468;77;1673,5;7625;12671;19067;11442;4701;7054;8613;10593;15039;17406;20733;25674;5,5;10075,91;0,3456
774680205;77468;77;1573,2;8901;14205;21389;12488;5042;7628;9771;11965;16514;19855;23303;28284;5,6;9162,16;0,3255
774680206;77468;77;1145,3;11513;17690;24667;13154;6871;10220;13092;15305;20626;22743;26670;32911;4,8;10786,60;0,3053
774680207;77468;77;;;;;;;;;;;;;;;;
774790101;77479;77;2372,5;17733;25432;33445;15712;11408;16274;19376;22519;28069;31625;36192;42856;3,8;14435,43;0,2774
774790102;77479;77;2047,8;14025;23252;32144;18119;7143;11564;16328;20259;26181;29985;34905;43517;6,1;18141,28;0,3406
774790103;77479;77;1399,2;18332;27497;37188;18857;11326;16103;20592;23492;30529;35100;41305;49761;4,4;26037,27;0,3262
774790104;77479;77;1197,8;17066;24242;31739;14673;12146;15853;18556;21869;26759;29660;33656;39773;3,3;19074,04;0,2844
774790105;77479;77;1498,2;9826;17257;26307;16481;4394;7546;11511;14119;20797;24305;28958;35943;8,2;13153,75;0,3723
774870101;77487;77;1318,9;18980;25330;33532;14552;13865;17758;20473;22932;27939;31574;36723;45703;3,3;17530,14;0,2785
774870102;77487;77;2175,2;19221;25838;33518;14297;13353;17512;20358;23297;28551;31491;35982;43903;3,3;19012,30;0,2812
774870103;77487;77;1791,7;15873;22456;30826;14953;10557;14224;17141;19678;25092;28728;33337;41847;4,0;16456,68;0,3038
774870104;77487;77;2045,7;16303;23413;29907;13604;10759;14536;18133;20972;25680;28172;31879;36789;3,4;11464,04;0,2561
775140101;77514;77;1848,2;15027;21925;29486;14459;9288;12965;16828;19287;24442;27431;31165;36650;3,9;16121,24;0,2945
775140102;77514;77;2036,2;14188;21336;28439;14251;8352;12605;15836;18818;23679;26603;30512;36001;4,3;11853,97;0,2877
775140103;77514;77;1760,4;15753;22490;29623;13870;10355;14199;17290;19858;24882;28117;31151;37779;3,6;12380,71;0,2702
775140104;77514;77;2080,3;14870;21885;28450;13580;8503;13211;16530;19093;24180;26836;30695;36832;4,3;16307,59;0,2905
775140201;77514;77;4792,5;13125;19989;27312;14187;7458;11575;14538;17538;22842;25789;29520;34549;4,6;14677,06;0,3040
775140301;77514;77;3745,2;10688;17045;23897;13209;5038;9020;12130;14465;19559;22418;25798;31090;6,2;12249,89;0,3271
780050101;78005;78;;;;;;;;;;;;;;;;
780050102;78005;78;;;;;;;;;;;;;;;;
780050103;78005;78;2952,5;13090;19103;26596;13506;7844;11554;14365;16773;21945;24873;28953;35868;4,6;11507,43;0,3008
780050104;78005;78;1292,6;12186;18003;25636;13450;7448;10691;13505;16161;20959;23885;28099;34436;4,6;11870,33;0,3097
780050105;78005;78;1487,7;10882;16558;22739;11857;6896;9638;12127;14358;18917;21165;24279;28862;4,2;9398,30;0,2920
780050106;78005;78;1390,4;12648;18631;26582;13934;7503;11012;14027;15968;21587;24482;28139;34737;4,6;12508,69;0,3152
780050107;78005;78;1401,6;19681;27150;35986;16305;13976;18486;21340;24180;30193;33757;38052;45621;3,3;15225,24;0,2601
780050108;78005;78;1426,2;15254;22011;29971;14717;9437;13834;16613;19294;24273;27274;32400;39312;4,2;14859,57;0,2877
780050109;78005;78;2989,1;17927;25512;33700;15773;11878;16033;20092;22844;28616;31479;35967;43505;3,7;13494,61;0,2674
780150101;78015;78;1151,3;15138;24024;33687;18549;8606;13693;16940;20678;27358;31001;36489;46567;5,4;19335,48;0,3331
780150102;78015;78;1471,6;22404;30125;40245;17841;16383;20877;24038;27148;33653;37719;43246;53867;3,3;18726,09;0,2688
780150103;78015;78;1138,4;16710;24171;33957;17247;10724;14915;18286;21171;27489;31109;35869;42657;4,0;14627,34;0,2940
780150104;78015;78;1668,2;17831;25873;35904;18073;11776;16362;19632;23037;29372;33520;38835;48604;4,1;16630,33;0,2986
780150105;78015;78;1242,2;19897;27905;37608;17711;12288;17957;22080;24761;31448;35013;40419;50178;4,1;38219,10;0,3457
780150106;78015;78;1348,1;20930;29415;39294;18364;15345;19394;22749;26927;32627;36994;41747;51107;3,3;21004,56;0,2819
780290101;78029;78;1390,0;15621;23273;31781;16160;10010;14153;17830;20207;26381;29800;33935;39910;4,0;14501,18;0,2919
780290102;78029;78;1887,0;14522;20979;27431;12909;9690;13053;16206;18790;23460;26029;28821;34451;3,6;12267,71;0,2711
780290103;78029;78;1089,3;17945;24428;31958;14013;11293;16700;19415;21681;26515;29724;33771;39338;3,5;14025,41;0,2648
780290104;78029;78;1103,7;8555;12803;18506;9951;4795;7661;9648;11208;14622;16971;19740;23584;4,9;9114,17;0,3093
780290105;78029;78;1272,0;12523;17334;22544;10021;8456;11348;13337;15496;19538;21433;24364;29837;3,5;9235,24;0,2653
780290106;78029;78;1044,9;12535;18205;23712;11177;8134;10898;13847;15998;19951;22200;24884;30643;3,8;9149,94;0,2673
780730103;78073;78;1227,5;18211;24726;30917;12706;13120;16342;19585;22068;26659;28924;32865;37956;2,9;13691,95;0,2458
780730104;78073;78;2110,3;17940;25844;34602;16662;11594;16463;19648;22663;28898;32321;36983;44587;3,8;14959,88;0,2774
780730105;78073;78;1589,9;19912;28501;37586;17674;14054;18431;21834;25225;31605;35500;40242;48796;3,5;17389,15;0,2751
780730106;78073;78;1331,5;19748;26324;33332;13584;13414;17907;21307;23805;28577;31735;35355;43123;3,2;14871,60;0,2552
780730107;78073;78;782,6;17350;24480;33831;16481;;;;;;;;;;;
780730108;78073;78;1551,1;17962;23749;30316;12354;13143;16642;19120;21651;26180;28680;32124;37694;2,9;10744,30;0,2274
781230101;78123;78;1973,1;16514;24824;33628;17114;9833;14567;18619;21709;28094;31309;35805;41882;4,3;14516,11;0,2866
781230102;78123;78;2058,5;17947;25873;35035;17088;11242;15886;19855;22970;29109;32908;37110;44778;4,0;15284,30;0,2850
781230103;78123;78;1682,7;7068;12284;19101;12033;4083;6079;7909;9903;14617;17381;21091;25871;6,3;9703,88;0,3644
781230104;78123;78;1352,8;7958;13546;20629;12671;4022;7185;9131;11468;15481;19003;22158;27398;6,8;9968,76;0,3538
781230105;78123;78;1578,5;8346;13974;21199;12853;4412;7457;9291;11708;16572;19478;22926;29547;6,7;10707,57;0,3570
781230106;78123;78;1067,0;15199;21657;28226;13027;10284;13624;16734;19080;24201;26741;30833;36288;3,5;11204,17;0,2622
781240101;78124;78;1533,3;8764;13220;18569;9805;5594;7976;9720;11460;14785;17061;20303;24742;4,4;8312,12;0,3068
781240102;78124;78;1411,7;18095;29252;42814;24719;10738;15599;20481;24927;33921;39403;47137;59585;5,5;23777,44;0,3492
781240103;78124;78;1749,7;21461;30734;42517;21056;14929;19691;23127;26882;35131;39539;46914;60069;4,0;32722,89;0,3298
781240104;78124;78;3035,2;23594;32812;44356;20762;16225;21625;25217;29053;36420;41265;47575;57571;3,5;22874,73;0,2887
781240105;78124;78;2173,8;21165;30599;42721;21556;13689;19116;23102;27136;35469;39710;45290;58186;4,3;22962,14;0,3140
781260101;78126;78;1206,9;15288;21977;29657;14369;10166;13507;16728;19176;24730;27578;32492;39127;3,8;12468,39;0,2818
781260102;78126;78;1163,5;14641;20288;27313;12672;9906;13189;15922;18148;22798;25823;28971;34909;3,5;11000,70;0,2698
781260103;78126;78;1125,3;12508;18151;25285;12777;8229;11581;13837;16040;20233;23113;26599;32356;3,9;9975,15;0,2754
781260104;78126;78;1174,3;13372;18759;25480;12108;8185;12253;14197;16639;21303;24002;27558;34308;4,2;12238,28;0,2910
781260105;78126;78;1406,1;22903;34849;52912;30009;15027;20203;24676;29670;40934;48352;59939;85503;5,7;60290,79;0,4210
781260106;78126;78;1202,8;25384;37296;51879;26495;14852;22386;27516;32784;41044;47330;57969;75681;5,1;37414,07;0,3601
781260107;78126;78;1868,8;22890;32763;44332;21442;13760;20691;25049;28502;36764;41150;46937;58943;4,3;21966,47;0,2942
781260108;78126;78;1191,3;23231;34731;52614;29383;13471;20230;25369;30012;40188;46960;56408;75541;5,6;37899,99;0,3783
781260109;78126;78;1222,6;24115;39744;62695;38580;13500;20731;27176;32574;47136;56359;68803;92928;6,9;54509,55;0,4257
781260110;78126;78;1242,0;31674;46699;68762;37088;20499;28344;35158;40723;54551;64835;77342;111051;5,4;85204,52;0,4183
781260111;78126;78;1233,5;20514;29399;41279;20765;14383;18636;21988;26047;33797;38535;45162;58439;4,1;27799,29;0,3336
781460101;78146;78;1737,7;20249;30663;44326;24077;13151;18446;22534;26623;35675;41105;47231;62241;4,7;23183,23;0,3279
781460102;78146;78;1598,0;13446;20917;32149;18703;7457;11925;14853;18010;24654;29313;35336;45407;6,1;18840,95;0,3630
781460103;78146;78;1613,7;18457;25934;34579;16122;12379;16900;20089;22827;28431;32425;38365;46382;3,7;19154,02;0,3047
781460104;78146;78;1811,4;22126;32472;46473;24347;15719;20198;24364;28605;37908;43643;50013;64158;4,1;24080,41;0,3125
781460105;78146;78;1699,0;18842;24726;33164;14322;11837;16778;20270;22403;27888;31188;35577;42617;3,6;42472,71;0,3209
781460106;78146;78;2301,4;22831;31330;41938;19107;14473;20598;24621;28321;35226;38984;44330;54196;3,7;21501,72;0,2894
781460107;78146;78;1189,7;14690;22237;34561;19871;9388;13338;16207;18447;26526;31990;38162;46532;5,0;17895,49;0,3425
781460108;78146;78;1491,8;20760;29916;42830;22070;13663;18653;22475;26209;35112;40139;47343;59772;4,4;22695,38;0,3203
781460109;78146;78;1226,3;27990;39985;55968;27979;19680;25719;30903;35314;44981;51853;60833;74138;3,8;131999,24;0,3852
781460110;78146;78;1554,2;25614;36026;50458;24844;16352;22525;28362;31793;41125;47423;53895;69418;4,2;34552,05;0,3417
781460111;78146;78;1232,9;25695;39000;58348;32653;16761;22914;28071;33165;46534;54234;64128;87211;5,2;42244,48;0,3736
