IRIS;com;DEP;NBUC08;RFUCQ108;RFUCQ208;RFUCQ308;RFUCIQ08;RFUCD108;RFUCD208;RFUCD308;RFUCD408;RFUCD608;RFUCD708;RFUCD808;RFUCD908;RFUCRD08;RFUCET08;RFUCMO08;RFUCGI08
751041404;75056;75;1283,7;15699;27336;43336;27637;6692;13233;17972;23003;32921;39779;50345;69233;10,3;41072,67;36428,76;0,4496
751041501;75056;75;2194,5;17165;27535;45138;27973;10571;15505;19569;23249;31703;39882;50506;75682;7,2;60262,56;41224,85;0,4784
751041502;75056;75;1255,4;19501;34430;55946;36445;9957;17283;22641;28610;40249;50079;63403;88353;8,9;50673,59;46852,32;0,4558
751041503;75056;75;1393,6;20681;34150;56665;35984;10809;17398;24123;28940;42088;49418;63201;88635;8,2;67964,43;49691,64;0,4744
751041504;75056;75;1578,8;17515;30649;51121;33606;8623;14923;19983;24729;37550;46038;57135;83351;9,7;124824,24;48590,66;0,5284
751041601;75056;75;1836,1;19101;36230;67223;48122;9492;16473;22425;28891;47788;59793;77846;116195;12,2;155398,80;63798,84;0,5637
751041602;75056;75;462,7;18695;35452;65119;46424;;;;;;;;;;;;
751041603;75056;75;125,7;22934;32446;61961;39027;;;;;;;;;;;;
751051701;75056;75;1391,4;17416;29336;44615;27200;9171;14469;19751;24701;35342;41192;49093;65580;7,2;29271,27;35128,81;0,3914
751051702;75056;75;1172,0;20145;32398;51004;30859;10022;17247;22263;27419;37469;47003;56828;77989;7,8;37972,43;41175,90;0,4149
751051703;75056;75;1584,7;18097;28226;45840;27743;9522;15458;20028;24147;33546;40866;49869;65234;6,9;39666,77;36354,04;0,4131
751051704;75056;75;2084,5;18675;31661;52327;33652;9275;16262;21246;26522;37726;46323;60043;82887;8,9;54876,21;44872,36;0,4667
751051705;75056;75;1535,7;17831;31822;58566;40735;7459;14965;20635;25275;40653;51544;65401;92708;12,4;75155,37;48740,15;0,5061
751051706;75056;75;;;;;;;;;;;;;;;;;
751051801;75056;75;1155,7;20845;32275;47007;26163;10792;17473;23628;27812;36813;43495;52624;69241;6,4;261980,65;50789,63;0,5278
751051802;75056;75;1553,8;18309;30263;45679;27370;8747;15233;20337;25312;35976;42232;50787;67599;7,7;32183,09;35861,11;0,3965
751051803;75056;75;1387,7;18384;30801;45441;27057;9593;15526;20957;26256;36577;41313;50291;68366;7,1;55334,89;39752,64;0,4356
751051804;75056;75;1568,9;16920;26836;42380;25460;9231;15064;18872;22618;31586;37828;46771;65356;7,1;48980,60;35812,37;0,4309
751051805;75056;75;2101,8;18418;30051;47412;28994;9155;15627;20820;25320;35506;41898;52631;70337;7,7;42707,41;38749,92;0,4253
751051806;75056;75;1495,2;16179;25665;40690;24511;7213;13045;17824;21289;31894;37319;45368;61827;8,6;39292,56;33593,75;0,4271
751051807;75056;75;1451,5;17470;26573;40409;22939;10609;15871;19739;23171;30681;36709;45743;65677;6,2;38196,95;35534,49;0,4174
751051808;75056;75;1188,3;18520;31124;50494;31974;9229;14737;21332;26169;37966;45402;56375;77283;8,4;45009,93;40640,57;0,4365
751051809;75056;75;;;;;;;;;;;;;;;;;
751051901;75056;75;1955,3;19578;32909;50758;31180;10645;16813;21814;27323;39327;46447;56269;79607;7,5;40643,02;42058,37;0,4209
751051902;75056;75;1191,5;20670;34034;54773;34103;10281;17649;23676;28744;41054;49868;62591;93224;9,1;89082,95;48141,70;0,4690
751051903;75056;75;1533,4;18509;32649;54637;36128;8321;15078;20820;27560;40073;48817;60483;86917;10,4;54811,02;46309,21;0,4779
751051904;75056;75;929,5;23352;39689;69931;46579;12691;20500;26501;33924;49054;61392;79002;108461;8,5;108123,68;64946,88;0,5250
751051905;75056;75;1591,5;21572;43916;72416;50844;10073;17857;25735;36083;53534;64127;84842;122945;12,2;91762,05;65322,98;0,5160
751051906;75056;75;1498,2;20000;33901;57993;37993;9395;16823;22646;28379;42213;52767;65483;100034;10,6;72988,96;52547,24;0,5040
751051907;75056;75;1298,1;17948;32142;54018;36070;8705;15249;20442;26026;38787;48411;62133;85292;9,8;82941,45;48631,59;0,5093
751051908;75056;75;1877,3;16783;30660;48589;31806;8208;14591;19306;25032;36615;44308;56229;76296;9,3;56918,29;41784,68;0,4694
751052001;75056;75;1572,2;16786;30627;50321;33535;7803;14003;18805;23783;36119;44063;61620;90036;11,5;76693,95;48079,54;0,5333
751052002;75056;75;1102,8;20743;37235;62983;42240;9600;17208;23746;31087;45073;55729;72560;100243;10,4;114859,76;55767,68;0,5035
751052003;75056;75;1253,1;14244;27884;50984;36740;6225;12073;16899;22411;34811;44166;56447;83802;13,5;65603,42;42787,84;0,5215
751052004;75056;75;2172,0;17677;31268;53561;35884;7712;14607;20559;26067;38540;47800;61949;86490;11,2;76378,30;47624,10;0,5085
751052005;75056;75;196,1;15163;22296;34885;19722;;;;;;;;;;;;
751062101;75056;75;1224,0;19959;37124;68354;48395;8729;17095;23374;29571;45862;60531;80146;114729;13,1;178109,76;70666,72;0,6003
751062102;75056;75;1504,6;17381;32115;53950;36569;7255;14064;20122;25596;38046;48170;60320;87068;12,0;78653,81;48110,23;0,5186
751062103;75056;75;1317,4;16000;30786;60129;44129;6463;13055;18835;24957;39213;50491;66061;99937;15,5;107825,31;52779,25;0,5624
751062201;75056;75;1123,7;22489;44254;83726;61237;12158;19613;27085;34489;55537;70627;102033;198468;16,3;263057,96;98866,23;0,6386
751062202;75056;75;1099,2;22455;41733;79498;57043;12918;19709;25886;33312;53868;68662;89558;133511;10,3;105972,85;70144,16;0,5344
751062203;75056;75;1488,9;19214;37255;63995;44781;8535;16360;21911;28825;45161;55825;74251;108357;12,7;76370,73;55835,60;0,5174
751062204;75056;75;1705,4;18458;35592;65775;47317;9964;16027;21299;28156;44360;57439;75181;115041;11,5;70481,98;55056,70;0,5111
751062205;75056;75;;;;;;;;;;;;;;;;;
751062301;75056;75;1189,4;22904;39260;68519;45615;11721;19457;25751;31895;48782;59828;81337;131252;11,2;135663,53;68948,60;0,5587
751062302;75056;75;1159,6;24240;47872;78561;54321;14124;20598;28321;38898;57849;70303;91491;147593;10,4;164252,56;85253,81;0,5822
751062303;75056;75;1357,6;21817;40302;72475;50658;10721;17846;25309;32639;48947;62485;83533;123149;11,5;95835,27;64784,41;0,5309
751062304;75056;75;1152,3;23337;44157;78485;55148;12603;19299;26818;36086;54644;68706;91296;145484;11,5;190074,71;80918,14;0,5809
751062305;75056;75;1529,9;21149;39124;67667;46518;10841;18076;24390;30688;49770;60630;75232;114336;10,5;103715,50;61984,67;0,5261
751062306;75056;75;1718,3;23730;39844;61055;37325;12301;20176;26609;32956;47423;57174;70994;96541;7,8;59327,65;52802,50;0,4423
751062307;75056;75;1246,1;23225;39767;66122;42897;10638;19537;26982;33130;48238;59746;76798;110855;10,4;63581,09;56548,42;0,4684
751062308;75056;75;1930,1;20168;35100;60160;39992;10893;17439;23765;29886;42856;53180;67679;99119;9,1;71665,29;52635,36;0,4875
751062309;75056;75;1541,6;18644;34561;59972;41328;8538;15889;22086;27529;43605;53553;68940;99326;11,6;80775,31;52841,00;0,5113
751062310;75056;75;1500,0;20601;39150;72970;52369;9857;17610;23686;31108;48789;65260;83603;135771;13,8;162537,90;74128,33;0,5946
751062311;75056;75;1192,3;24285;44678;74398;50113;12486;20207;27536;35469;54235;67205;93337;145915;11,7;156461,25;76222,49;0,5583
751062401;75056;75;1329,2;20312;35939;66261;45949;9544;17307;24139;29273;45149;57316;76314;127175;13,3;134407,33;62721,26;0,5594
751062402;75056;75;1961,2;18693;35942;70791;52098;7369;14648;21664;27412;46105;60353;80962;128261;17,4;229390,20;80474,13;0,6542
751072501;75056;75;1417,7;23140;43685;84913;61773;11572;19426;26595;34070;55893;76918;106026;209327;18,1;181025,22;95953,20;0,6264
751072502;75056;75;1162,4;21587;43309;82944;61357;9457;18453;26948;33824;54085;70986;99135;166284;17,6;156545,99;78267,82;0,5792
751072503;75056;75;978,5;22877;43603;80929;58052;11466;19506;27045;34557;56827;71410;98263;181972;15,9;234235,19;92990,87;0,6261
751072504;75056;75;1068,6;20994;40302;87790;66796;11092;18243;23359;30669;53801;72911;99682;177615;16,0;374556,51;104578,03;0,6874
751072505;75056;75;1320,0;19749;39011;71610;51861;10945;17735;22643;29751;48866;62646;93724;182959;16,7;284699,83;100687,30;0,6864
751072506;75056;75;1959,5;21080;42693;79891;58811;10003;17321;23901;30687;54754;70535;94106;182854;18,3;240037,73;95996,88;0,6574
751072508;75056;75;;;;;;;;;;;;;;;;;
751072601;75056;75;1447,0;22381;42935;86789;64409;13558;19866;26595;34602;56739;75463;109127;185787;13,7;209135,08;92848,70;0,6139
751072602;75056;75;1017,4;21546;44058;93843;72297;;;;;;;;;;;;
751072603;75056;75;615,4;25141;44088;73764;48623;;;;;;;;;;;;
751072604;75056;75;992,0;22927;49864;104088;81161;12374;18857;26354;36729;70116;89564;126820;214097;17,3;308081,39;118618,81;0,6649
751072605;75056;75;;;;;;;;;;;;;;;;;
751072606;75056;75;;;;;;;;;;;;;;;;;
751072701;75056;75;2148,1;19081;36557;62534;43453;9383;16319;21912;27969;44830;55756;71770;102086;10,9;68496,67;53048,67;0,4967
751072702;75056;75;1212,5;22344;40312;70267;47923;11235;19306;24442;31996;50770;60874;84627;122738;10,9;153791,34;69979,87;0,5643
751072703;75056;75;1249,6;30484;51515;82031;51547;17523;25496;33863;41716;61556;74825;91343;129409;7,4;95439,44;72887,71;0,4710
751072704;75056;75;1128,3;25210;43085;73624;48414;12945;20600;28025;35725;53765;65228;84819;129840;10,0;246434,87;78955,71;0,5817
751072705;75056;75;1465,9;26009;50677;93242;67233;13622;22517;30748;39806;65753;79547;108663;174276;12,8;184807,46;92188,65;0,5747
751072706;75056;75;1234,7;20194;33813;65419;45225;13609;18155;22452;27792;43010;56214;80552;130401;9,6;105088,56;64416,26;0,5551
751072707;75056;75;;;;;;;;;;;;;;;;;
751072801;75056;75;1601,8;23262;39256;59625;36363;12617;19391;26474;32646;46460;54372;66148;89121;7,1;90062,04;53381,67;0,4588
751072802;75056;75;1234,4;20590;36015;63051;42461;10934;17614;23306;30073;46038;57911;73238;101268;9,3;82398,02;55123,98;0,4955
751072803;75056;75;1204,6;15926;28681;50120;34194;7936;12813;19206;23939;35627;43812;55856;78807;9,9;64378,44;41987,18;0,4927
751072804;75056;75;2157,2;19056;34041;59791;40735;9600;15737;21686;27505;42511;52486;67569;106000;11,0;84445,46;53307,82;0,5177
751072805;75056;75;2293,2;17466;30257;54894;37428;8259;14564;20612;25376;37126;46782;64721;104662;12,7;109293,19;53807,28;0,5609
751072806;75056;75;1423,2;24233;59567;123624;99391;11922;19916;31063;44543;79537;107676;164246;298464;25,0;272708,28;132318,31;0,6386
751072807;75056;75;1446,3;26204;56507;104557;78353;14975;21602;31957;42833;71644;90038;128123;202980;13,6;238887,79;107431,67;0,6014
751072808;75056;75;1202,0;25036;44878;85242;60206;11881;20230;28038;34571;59044;74478;105658;171184;14,4;104647,08;76365,22;0,5419
751072809;75056;75;1510,3;25335;44802;80380;55045;12205;21338;28968;36817;54683;69735;92128;144884;11,9;93800,37;68822,56;0,5025
751072810;75056;75;2040,4;18184;34551;62066;43882;8623;15439;21039;26806;43244;53403;70121;107827;12,5;102050,23;57300,67;0,5500
751072811;75056;75;1334,7;20939;43730;89290;68351;9290;16921;24690;34075;56043;74918;103839;189360;20,4;345934,92;103868,53;0,6667
751082901;75056;75;977,3;17110;32349;65111;48001;;;;;;;;;;;;
751082902;75056;75;619,0;15415;27306;64840;49425;;;;;;;;;;;;
751082903;75056;75;627,9;13662;30091;69009;55347;;;;;;;;;;;;
751082904;75056;75;330,4;15699;32590;67307;51608;;;;;;;;;;;;
751082905;75056;75;311,0;21811;48068;96676;74865;;;;;;;;;;;;
751082906;75056;75;;;;;;;;;;;;;;;;;
751082999;75056;75;;;;;;;;;;;;;;;;;
751083001;75056;75;1609,6;22764;45511;88057;65293;10500;18995;26747;35311;56498;75865;107078;154035;14,7;100515,39;72812,62;0,5305
751083002;75056;75;2240,5;19358;41169;81658;62300;7951;15398;23665;32470;54678;70185;97317;151303;19,0;135235,59;72672,15;0,5711
751083003;75056;75;498,1;12821;27173;43727;30906;;;;;;;;;;;;
751083004;75056;75;1446,1;19128;37670;68493;49365;9857;16163;22111;28643;46071;60941;82982;125979;12,8;94691,38;61298,46;0,5364
751083005;75056;75;1196,7;14096;30157;60518;46422;6880;10985;16827;22679;39380;51963;71858;116477;16,9;128920,35;56794,83;0,5950
751083006;75056;75;382,0;13953;33149;58800;44847;;;;;;;;;;;;
751083101;75056;75;;;;;;;;;;;;;;;;;
751083102;75056;75;293,3;17732;32936;91891;74159;;;;;;;;;;;;
751083103;75056;75;771,5;19145;30609;61480;42335;;;;;;;;;;;;
751083104;75056;75;660,7;19794;36054;70819;51025;;;;;;;;;;;;
751083105;75056;75;957,4;21370;42717;80254;58884;;;;;;;;;;;;
751083106;75056;75;1028,3;21923;40507;76754;54831;;;;;;;;;;;;
751083107;75056;75;294,7;21973;41621;71171;49198;;;;;;;;;;;;
751083108;75056;75;321,9;18383;32899;54958;36575;;;;;;;;;;;;
751083201;75056;75;1604,8;22969;43096;70376;47407;12662;20002;26808;33942;52091;63819;80358;118348;9,3;112639,49;67223,16;0,5263
751083202;75056;75;1344,0;21235;41776;76976;55741;8939;16881;25636;32467;52003;65276;91150;128307;14,4;101043,73;65150,09;0,5319
751083203;75056;75;1224,2;20761;45105;89979;69218;11251;16967;23557;34657;58147;77987;109921;186318;16,6;216006,41;95602,17;0,6306
751083204;75056;75;1823,4;23881;46714;78355;54474;12261;19579;28060;37697;56657;69647;92721;147233;12,0;129188,45;75908,47;0,5419
751083205;75056;75;2301,5;24745;43789;69910;45165;11398;20699;28531;37271;50997;63111;77971;111351;9,8;90662,54;60007,47;0,4661
751083206;75056;75;2017,8;21033;35748;55610;34577;10239;18291;24323;29992;43387;51551;62714;83374;8,1;54694,88;46349,36;0,4296
751083207;75056;75;1603,3;20313;37819;63927;43614;10230;17508;23078;29832;45711;55228;72913;97947;9,6;60374,98;51408,78;0,4628
751083208;75056;75;481,4;26934;47109;73272;46338;;;;;;;;;;;;
751083209;75056;75;838,3;20882;36119;73054;52172;;;;;;;;;;;;
751083210;75056;75;743,4;23806;54500;109157;85351;;;;;;;;;;;;
751093301;75056;75;1161,8;17767;32045;53297;35530;9403;15442;20498;25242;37661;47729;59870;82729;8,8;54723,51;44234,71;0,4670
751093302;75056;75;1303,7;20672;37237;59672;39000;9850;17418;24309;31348;44175;53640;67216;99953;10,1;63076,80;51930,30;0,4726
751093303;75056;75;1380,7;18222;34809;59821;41599;9283;15976;21629;28733;43403;53843;66375;104619;11,3;53127,17;49119,88;0,4711
751093304;75056;75;1704,4;22145;39062;63067;40922;10264;18912;25130;32057;47237;57679;70333;99943;9,7;88618,58;54333,99;0,4723
751093305;75056;75;1521,2;20487;36006;59809;39322;10013;17501;23663;28982;42879;53259;67519;95510;9,5;57025,71;48760,77;0,4534
751093306;75056;75;1761,0;16444;32351;50552;34108;7433;13794;19533;25767;38601;45227;55540;76846;10,3;66197,17;42794,78;0,4786
751093307;75056;75;2289,4;18336;32722;53677;35341;8782;15416;20838;26780;40376;48821;59732;89421;10,2;65742,73;46681,33;0,4815
751093308;75056;75;1568,3;8843;20827;36681;27838;4466;7574;10683;15792;26561;31926;42645;57253;12,8;29433,98;27750,48;0,4790
751093309;75056;75;1567,2;12459;28475;47288;34829;4805;10016;15758;22489;34549;42642;53090;76058;15,8;46122,08;37710,46;0,4849
751093310;75056;75;1233,9;18640;35248;60575;41935;10071;16067;22203;28746;43188;52701;67455;97858;9,7;103112,29;52966,98;0,5071
751093311;75056;75;435,6;10363;22243;39431;29068;;;;;;;;;;;;
751093401;75056;75;162,5;9808;20117;31586;21778;;;;;;;;;;;;
751093402;75056;75;;;;;;;;;;;;;;;;;
751093403;75056;75;895,4;20373;38113;67256;46883;;;;;;;;;;;;
751093404;75056;75;;;;;;;;;;;;;;;;;
751093405;75056;75;276,6;10900;22438;44002;33102;;;;;;;;;;;;
751093406;75056;75;;;;;;;;;;;;;;;;;
751093407;75056;75;679,0;17472;31802;50338;32866;;;;;;;;;;;;
751093408;75056;75;499,5;15818;27936;49102;33284;;;;;;;;;;;;
751093409;75056;75;369,4;14941;29918;54853;39912;;;;;;;;;;;;
751093501;75056;75;2215,9;12669;25618;44042;31373;5625;10062;15042;20115;32074;39819;50238;67916;12,1;49964,59;35497,71;0,4876
751093502;75056;75;1353,7;15851;29260;49130;33279;6513;12970;18177;22911;35168;43839;55625;77352;11,9;49558,03;40134,01;0,4723
751093503;75056;75;2894,3;14934;28391;47802;32868;6609;12103;17866;22776;34812;42471;52467;71055;10,8;44554,39;37764,37;0,4581
751093504;75056;75;1156,2;12793;29095;48275;35482;5010;10323;15558;22462;35458;43195;56826;80820;16,1;41036,95;37706,87;0,4784
751093601;75056;75;1715,1;16657;29612;45498;28841;8430;14113;19449;24483;35252;41786;51888;70168;8,3;29576,98;35957,35;0,4047
751093602;75056;75;2109,4;11997;25376;40427;28430;4934;9724;14307;19588;29714;36044;46489;61943;12,6;32408,01;31476,40;0,4521
751093603;75056;75;1310,4;14206;24542;39092;24886;6225;11347;15786;19895;30588;35980;45045;61373;9,9;58845,80;33909,93;0,4740
751093604;75056;75;1463,9;14418;27844;43340;28922;6978;11740;17823;22959;33335;38567;47816;64970;9,3;37879,93;34520,86;0,4313
751093605;75056;75;1760,7;16656;28499;43368;26712;7284;13417;19521;23973;33934;39718;48526;63366;8,7;43035,97;36015,20;0,4316
751093606;75056;75;1559,6;18951;31881;48202;29251;11084;16260;21898;27482;36727;43617;55133;73895;6,7;41158,24;39541,92;0,4037
751093607;75056;75;1781,3;12890;25979;41762;28872;5752;9947;15668;21153;30829;37347;47422;63217;11,0;36071,96;32673,36;0,4505
751093608;75056;75;1829,1;17809;31608;53869;36060;9701;15198;20387;25017;38583;47100;59459;80327;8,3;54461,75;43437,18;0,4576
751093609;75056;75;1588,3;15936;31805;49843;33907;6068;13691;18880;24604;36714;44559;55591;74459;12,3;50541,97;39264,57;0,4501
751093610;75056;75;1841,9;13582;25987;39849;26267;5863;11473;15905;21300;30402;36063;44577;61463;10,5;27076,58;31059,02;0,4171
751103701;75056;75;1698,6;11062;23793;38397;27335;5316;9627;13938;19027;29073;34926;42755;53391;10,0;25876,34;28090,04;0,4218
751103702;75056;75;1398,5;11653;23924;34950;23298;5402;9328;13505;18427;28329;32205;37699;49642;9,2;19143,29;25894,34;0,3897
751103703;75056;75;1919,9;11269;22688;36222;24953;5247;9176;13659;18051;27085;33089;40236;50680;9,7;28192,79;27417,24;0,4282
751103704;75056;75;2074,0;14062;27426;44954;30892;5349;11057;16927;22277;33881;40246;49854;63806;11,9;29533,91;33211,35;0,4253
751103705;75056;75;1783,4;17172;30569;46902;29730;8308;14863;20299;25417;35747;42126;52805;70643;8,5;34667,18;37392,95;0,4135
751103706;75056;75;1931,4;13913;26374;41523;27610;6135;10914;16408;21233;31473;38471;44950;59180;9,6;32195,77;31502,16;0,4176
751103707;75056;75;1695,3;8152;17110;32321;24169;3913;6997;9133;12949;23184;29000;36065;46365;11,8;32917,40;23832,12;0,4739
751103708;75056;75;1417,8;11753;23719;35964;24211;5433;9349;14087;19348;27370;32881;38874;47961;8,8;19747,38;26198,75;0,3835
751103709;75056;75;1567,0;9794;18718;30177;20384;5256;8443;11447;14149;22844;27423;33401;42822;8,1;18016,12;22270,02;0,4087
751103711;75056;75;;;;;;;;;;;;;;;;;
751103712;75056;75;437,8;15035;27004;40929;25894;;;;;;;;;;;;
751103801;75056;75;1522,1;10262;20909;36335;26073;5273;7791;12545;16623;26281;31475;39923;51044;9,7;22426,82;25969,08;0,4260
751103802;75056;75;1568,0;5897;13519;27707;21810;3312;4973;6642;8942;17539;23519;32420;47106;14,2;22831,11;20330,89;0,5089
751103803;75056;75;2230,9;10812;23668;39941;29129;4765;8589;13275;17911;29322;36150;45120;62027;13,0;31594,48;30260,09;0,4600
751103804;75056;75;2395,0;9985;22096;38620;28635;5080;8197;12571;16389;28177;34546;43099;61119;12,0;32374,29;29532,78;0,4697
751103805;75056;75;1872,7;14541;23588;38575;24034;6266;11596;16307;20076;28146;34558;43635;60204;9,6;24783,90;29885,82;0,4111
751103806;75056;75;2616,6;13320;27547;44850;31530;6101;10973;15980;21935;33616;40777;49984;67428;11,1;37773,48;34549,54;0,4447
751103901;75056;75;1351,5;14758;25578;41330;26572;6129;11479;16562;21556;30082;36796;45917;61051;10,0;33622,62;32692,86;0,4365
751103902;75056;75;1897,6;12072;24846;41241;29169;4773;9752;14428;19692;31068;38544;45427;60353;12,6;35441,64;31608,33;0,4540
751103903;75056;75;1322,2;14006;24553;38813;24807;7019;11949;16600;20651;28527;34036;44126;58577;8,3;25162,33;29876,99;0,4014
751103904;75056;75;1525,6;13611;26874;40840;27229;6887;11767;16002;20523;31727;37579;45577;60943;8,8;29927,61;32420,88;0,4244
751103905;75056;75;1478,5;10010;22270;36572;26562;5286;8726;12759;17374;26558;32357;40914;55102;10,4;25259,21;27513,37;0,4405
751103906;75056;75;1874,0;11444;23077;36011;24567;5498;9445;14150;18214;27863;32804;39190;53155;9,7;36321,90;28689,52;0,4409
