IRIS;COM;DEP;NBUC01;RFUCQ101;RFUCQ201;RFUCQ301;RFUCIQ01;RFUCD101;RFUCD201;RFUCD301;RFUCD401;RFUCD601;RFUCD701;RFUCD801;RFUCD901;RFUCRD01;RFUCET01;RFUCMO01;RFUCGI01
751010101;75056;75;680,8;16779;25726;41870;25091;;;;;;;;;;;;
751010102;75056;75;164,4;16074;30815;59591;43517;;;;;;;;;;;;
751010103;75056;75;284,7;12971;25903;43902;30931;;;;;;;;;;;;
751010104;75056;75;;;;;;;;;;;;;;;;;
751010201;75056;75;1687,8;10447;19597;33147;22700;4924;8810;11913;15858;24363;29900;37787;49393;10,0;42217,42;27098,01;0,4739
751010202;75056;75;1222,9;13395;23382;39923;26528;6742;11096;15284;18563;28969;35475;44031;60443;9,0;36011,05;31530,96;0,4508
751010203;75056;75;1558,4;14321;24830;38846;24525;6934;12095;16371;20583;29472;35866;44173;57168;8,2;28862,70;30588,74;0,4123
751010204;75056;75;1495,5;11315;21116;32425;21110;5027;9239;13449;17307;24802;29208;35700;48597;9,7;34923,09;27591,17;0,4566
751010206;75056;75;329,4;14517;23630;43247;28730;;;;;;;;;;;;
751010301;75056;75;2012,7;15185;26763;43549;28365;8410;12646;17466;21989;31869;38659;49749;70722;8,4;166950,30;46964,05;0,5753
751010302;75056;75;;;;;;;;;;;;;;;;;
751010303;75056;75;171,0;19264;36730;61742;42478;;;;;;;;;;;;
751010401;75056;75;1003,0;16036;31478;53825;37789;9523;14170;18877;25479;38551;47804;59041;87258;9,2;63131,84;45494,88;0,4863
751010402;75056;75;1137,4;14017;24757;43052;29035;8465;12300;16046;20424;30102;38529;52884;69345;8,2;41569,36;35964,33;0,4652
751020501;75056;75;649,4;13723;25018;39921;26198;;;;;;;;;;;;
751020502;75056;75;215,0;12739;28512;51270;38532;;;;;;;;;;;;
751020503;75056;75;;;;;;;;;;;;;;;;;
751020601;75056;75;1131,3;15526;25498;42347;26821;7993;13367;17114;21409;30791;37407;47889;68703;8,6;34707,14;34653,65;0,4422
751020602;75056;75;1019,1;11695;22327;38658;26963;;;;;;;;;;;;
751020701;75056;75;1361,7;11465;21283;36998;25533;5060;9232;13061;16926;26569;32963;41134;52040;10,3;33181,87;27938,40;0,4509
751020702;75056;75;1384,4;12642;21974;33253;20611;6199;10391;14305;18094;26173;30304;38547;55489;9,0;36763,99;28984,92;0,4503
751020703;75056;75;1424,8;10232;20850;36228;25996;5079;8268;11744;15815;25951;31968;41350;57491;11,3;51254,89;31295,73;0,5220
751020704;75056;75;434,0;10834;22527;39410;28576;;;;;;;;;;;;
751020801;75056;75;1680,0;5775;12750;26317;20542;3126;4573;6720;9494;16995;23221;31238;42600;13,6;49304,44;18857,67;0,5232
751020802;75056;75;1360,3;12643;23907;37905;25262;5852;10747;15009;19409;28275;33786;43780;57756;9,9;32776,33;30622,39;0,4459
751020803;75056;75;1507,0;7388;16918;31452;24064;3014;6067;9450;13260;22262;28388;35175;45589;15,1;26332,45;23126,15;0,4775
751020804;75056;75;1528,6;5450;12268;23599;18149;3000;4664;6734;9093;15993;20696;27035;36081;12,0;19704,03;16970,80;0,4741
751020805;75056;75;1567,0;6036;13739;25263;19227;3000;5120;7307;10405;16920;22570;28621;39702;13,2;17334,81;18251,77;0,4679
751030901;75056;75;1432,9;8493;17479;29953;21460;3711;6798;9491;13351;21972;26947;34069;47048;12,7;28805,67;23163,87;0,4732
751030902;75056;75;1516,9;8969;18426;30839;21870;3942;7599;10479;13340;22271;27912;34746;44854;11,4;38650,24;24396,76;0,4789
751030903;75056;75;1302,4;11613;21145;34070;22457;6028;9958;13336;17290;25376;31001;38213;50459;8,4;20834,71;25748,62;0,4053
751030904;75056;75;1483,1;7468;15149;28537;21069;3071;6437;8748;11104;20175;26039;33142;45056;14,7;26191,61;21493,13;0,4799
751030905;75056;75;1370,4;9147;19197;36647;27500;4492;7604;10996;14980;24937;31500;41802;57125;12,7;27115,45;26361,26;0,4644
751031001;75056;75;1477,4;8190;16947;32709;24519;4329;6547;10252;13671;21912;28761;36531;47965;11,1;25061,47;23361,84;0,4579
751031002;75056;75;1561,7;12886;24084;36453;23567;5960;10786;14999;19325;28703;33630;39719;53556;9,0;31156,39;28832,87;0,4181
751031003;75056;75;1700,6;12045;22518;39110;27065;6045;10398;14622;17761;27516;35094;46044;57081;9,4;32434,67;30252,35;0,4530
751031004;75056;75;1399,9;11831;21539;36721;24890;5750;10160;13699;17554;26148;32944;40541;55441;9,6;59501,01;29272,63;0,4874
751031101;75056;75;1520,0;11789;25312;41614;29825;5128;9508;14085;19367;31506;38303;45750;59415;11,6;36741,72;31553,34;0,4503
751031102;75056;75;1214,8;15278;25629;42960;27682;8093;12851;17174;21736;30954;38147;47551;66638;8,2;36124,73;34838,51;0,4419
751031103;75056;75;1281,9;16551;27547;44148;27597;8855;14865;18328;22464;32198;38893;48003;69851;7,9;65775,43;39805,52;0,4827
751031104;75056;75;1883,0;14016;24698;39630;25614;6395;11451;16393;20665;30099;36219;45882;67585;10,6;52249,03;35851,65;0,4893
751031201;75056;75;1453,6;10660;20201;35420;24760;4936;9095;12607;16434;25340;31927;39028;53707;10,9;43131,85;28707,72;0,4814
751031202;75056;75;1296,6;13866;24300;40697;26831;7074;11785;15312;20552;29681;36453;45663;62392;8,8;29126,43;31847,50;0,4320
751031203;75056;75;1396,8;12283;21285;34904;22621;6503;10533;14456;17353;25891;31247;39153;49806;7,7;22168,67;26619,26;0,4023
751031204;75056;75;1341,4;8045;17008;30316;22272;3855;6508;9547;12976;21267;27137;34986;45316;11,8;19946,04;21814,24;0,4500
751041301;75056;75;1289,1;12820;23243;37848;25028;7278;10872;14869;18579;27553;34067;42514;57949;8,0;33631,09;30584,84;0,4410
751041302;75056;75;1772,3;12341;22892;36990;24649;5624;10418;14675;18537;27993;34494;41303;55971;10,0;34796,65;29374,62;0,4395
751041303;75056;75;1263,1;12251;22204;36327;24076;6918;10255;14618;17753;26514;31643;40650;53678;7,8;79303,58;31613,35;0,4868
751041304;75056;75;180,5;16017;23219;36359;20342;;;;;;;;;;;;
751041401;75056;75;2141,1;11692;20123;31446;19754;4924;10119;13663;16707;23725;28426;35310;47667;9,7;30994,93;25920,11;0,4390
751041402;75056;75;1700,1;12955;23168;36717;23762;6309;11073;14928;18832;28075;33379;41236;56162;8,9;35845,28;29938,23;0,4484
751041403;75056;75;1928,7;9963;20435;34683;24720;3967;8145;12001;16108;25084;30795;39366;54923;13,8;32769,15;27154,48;0,4695
751041404;75056;75;1430,2;11217;20713;33507;22290;5553;9225;13111;16919;25066;30433;37611;51523;9,3;22156,72;25783,38;0,4188
751041501;75056;75;2263,6;14988;22002;35679;20691;8778;13189;16706;19392;25785;31074;40617;56919;6,5;51842,73;31550,56;0,4419
751041502;75056;75;1299,1;16569;27274;44075;27506;8543;14548;18487;22459;33413;40130;49808;67514;7,9;103315,69;39566,51;0,4779
751041503;75056;75;1400,6;16169;27008;43298;27129;9048;14286;18382;22170;33394;39883;47161;63211;7,0;38320,86;34861,14;0,4162
751041504;75056;75;1693,1;13681;23999;38821;25140;6736;11545;16155;19504;28838;35245;43816;61931;9,2;43082,91;32572,85;0,4550
751041601;75056;75;1908,6;14657;28758;51305;36648;7073;12638;17564;22786;36918;45870;59889;91595;12,9;98487,65;50215,57;0,5670
751041602;75056;75;501,4;15532;31157;51911;36379;;;;;;;;;;;;
751041603;75056;75;136,0;18047;30365;44730;26683;;;;;;;;;;;;
751051701;75056;75;1360,2;14012;23757;36467;22455;7235;12499;16173;19716;28689;33268;39935;53249;7,4;28478,59;29384,53;0,4034
751051702;75056;75;1134,6;15976;25940;39027;23051;9082;14551;18079;21263;30399;35035;42851;59770;6,6;31211,28;32088,45;0,3969
751051703;75056;75;1525,4;14669;22519;35674;21005;8270;12979;16547;19253;26730;32528;38298;53612;6,5;30621,70;28897,15;0,4018
751051704;75056;75;2056,5;16141;25984;40616;24475;7791;13778;18049;21740;30550;36993;46083;61730;7,9;30993,04;33195,92;0,4191
751051705;75056;75;1497,8;14867;26850;46610;31743;7254;12287;16991;21834;32272;40861;55042;76594;10,6;147381,64;43841,70;0,5415
751051706;75056;75;;;;;;;;;;;;;;;;;
751051799;75056;75;;;;;;;;;;;;;;;;;
751051801;75056;75;1198,7;16489;25434;35291;18802;9370;14515;18018;21453;28647;33261;39341;49415;5,3;21901,56;28721,88;0,3488
751051802;75056;75;1486,4;15300;24067;35593;20293;9004;13620;16801;20190;27833;32447;38649;50313;5,6;23309,38;28479,54;0,3676
751051803;75056;75;1372,9;14691;24795;35582;20891;8127;12681;16669;20860;28677;33222;38310;48987;6,0;21405,06;28332,01;0,3668
751051804;75056;75;1552,7;14790;22619;33934;19144;8323;13137;16269;19458;26118;31403;36968;50991;6,1;31500,14;28001,40;0,3883
751051805;75056;75;1990,5;15626;24893;38317;22691;8462;13321;17732;21199;29659;35096;41292;54134;6,4;27687,85;30449,19;0,3837
751051806;75056;75;1486,5;13303;21416;33640;20337;7553;11487;14717;17979;25069;30125;36874;48507;6,4;60883,93;27327,31;0,4164
751051807;75056;75;1407,2;14877;21902;34098;19221;9226;13373;16383;19160;25463;30023;37134;52095;5,6;21406,26;27230,70;0,3726
751051808;75056;75;1193,4;15142;26296;39036;23894;7138;13163;17899;22217;30482;36086;43393;57628;8,1;31986,09;32258,02;0,4098
