IRIS;COM;DEP;NBUC05;RFUCQ105;RFUCQ205;RFUCQ305;RFUCIQ05;RFUCD105;RFUCD205;RFUCD305;RFUCD405;RFUCD605;RFUCD705;RFUCD805;RFUCD905;RFUCRD05;RFUCET05;RFUCMO05;RFUCGI05
751031101;75056;75;1376,8;16940;29669;48319;31379;8654;14307;19342;24313;36351;44550;55120;72389;8,4;38485,07;37802,92;0,4247
751031102;75056;75;1190,1;17186;29603;48397;31211;7791;14154;19252;24240;34610;43500;54385;78378;10,1;39491,91;39063,86;0,4414
751031103;75056;75;1204,7;16337;27734;46839;30502;8187;13330;18697;23277;33488;42725;53449;81821;10,0;101220,50;43671,83;0,5159
751031104;75056;75;1841,5;16776;29758;50341;33565;7579;13884;19286;24300;36233;44778;58153;87160;11,5;110059,76;46327,22;0,5199
751031201;75056;75;1471,3;10855;22009;41174;30319;4429;8923;12852;17307;28674;36456;47432;64572;14,6;53248,04;34155,24;0,5268
751031202;75056;75;1320,7;14331;25493;43038;28707;6216;11218;16188;20663;30969;37505;51021;69528;11,2;43973,61;35968,45;0,4777
751031203;75056;75;1380,7;13192;21960;37196;24004;7751;11168;14681;18754;27219;33936;41823;60094;7,8;38848,94;31275,29;0,4584
751031204;75056;75;1379,7;9511;20627;34613;25102;4247;7679;11478;15878;25684;31533;38515;51937;12,2;24151,51;25622,11;0,4486
751041301;75056;75;1270,9;14757;25198;40416;25659;6351;12554;16587;20415;29816;36257;45475;65705;10,3;42856,88;34422,14;0,4677
751041302;75056;75;1743,4;13994;24955;42043;28049;6885;11775;15704;20640;30550;37659;46156;64642;9,4;36899,27;32590,56;0,4404
751041303;75056;75;1286,0;12298;23245;38867;26569;5255;9937;14309;18866;28551;34506;44029;58508;11,1;42669,09;31124,02;0,4675
751041304;75056;75;185,4;18209;29322;42064;23855;;;;;;;;;;;;
751041401;75056;75;2154,4;12529;22288;34260;21731;5005;10171;14119;18547;26351;31346;38070;53397;10,7;28638,23;28536,52;0,4434
751041402;75056;75;1691,2;14682;25143;40546;25864;6810;12261;16517;20865;29454;36586;45626;65554;9,6;89772,11;36773,31;0,4976
751041403;75056;75;1893,5;11980;22997;39540;27560;5528;9735;13666;18413;28195;35894;44255;63317;11,5;37004,09;31544,95;0,4732
751041404;75056;75;1285,0;14021;23322;38505;24484;5765;11082;16152;19659;28053;34062;43266;59115;10,3;30483,95;30347,75;0,4381
751041501;75056;75;2165,3;16088;25165;40453;24365;9476;13808;18063;21316;29585;36363;46432;63557;6,7;45415,07;34352,71;0,4336
751041502;75056;75;1215,3;17791;30363;49442;31651;8133;15800;19978;25261;35902;45135;55163;73751;9,1;44911,53;40646,02;0,4448
751041503;75056;75;1380,5;18054;29337;49648;31594;10224;15625;20159;25397;36617;44649;54796;74267;7,3;50613,27;41854,10;0,4524
751041504;75056;75;1580,1;14659;26667;44618;29959;7159;12356;16442;20849;32476;39615;50100;70264;9,8;61179,02;37751,62;0,4896
751041601;75056;75;1740,6;17183;30921;57552;40369;8333;14115;19700;25123;41377;51436;65077;96823;11,6;73843,26;50253,71;0,5229
751041602;75056;75;449,3;16036;31523;55797;39761;;;;;;;;;;;;
751041603;75056;75;119,7;21508;32808;53426;31918;;;;;;;;;;;;
751051701;75056;75;1355,0;14885;25319;39174;24289;7009;12466;17627;21850;29847;35514;43134;56453;8,1;26460,76;30514,44;0,3955
751051702;75056;75;1154,8;17653;29344;42121;24468;9247;15521;19901;24368;33385;38574;49120;64422;7,0;34332,54;35892,50;0,4061
751051703;75056;75;1557,3;16171;25669;39598;23427;8181;13647;17880;21689;30434;36651;43793;60069;7,3;27793,31;31734,09;0,3974
751051704;75056;75;1997,6;16394;28087;48391;31997;7099;14309;18783;23480;34128;41684;52735;71172;10,0;37586,52;37405,69;0,4399
751051705;75056;75;1502,3;15295;28770;50521;35226;7362;12841;17705;22559;35633;44961;57367;84908;11,5;79587,27;43853,97;0,5178
751051706;75056;75;;;;;;;;;;;;;;;;;
751051801;75056;75;1151,8;18371;28123;40890;22519;10558;15986;20492;23975;32563;38661;45068;58637;5,6;23249,95;32824,40;0,3522
751051802;75056;75;1514,4;15960;26243;40570;24610;7775;13076;18343;22437;31010;37579;44185;59800;7,7;26673,23;32014,23;0,3991
751051803;75056;75;1366,0;16145;27244;41051;24906;7467;14069;18014;22662;32136;38694;45441;62310;8,3;44576,33;34543,64;0,4308
751051804;75056;75;1527,8;15095;24947;36624;21529;7209;13215;17212;21176;28360;33505;41472;57202;7,9;27975,40;30610,21;0,4080
751051805;75056;75;2065,6;16243;26401;42030;25787;8509;13627;18147;22075;31841;38610;46872;61056;7,2;34422,78;34140,64;0,4219
751051806;75056;75;1427,2;14475;23173;38257;23782;7478;12733;16174;19193;27025;33551;41659;54447;7,3;28886,85;29468,66;0,4057
751051807;75056;75;1454,2;16351;24521;37028;20677;9470;14700;18227;21760;28912;33856;42198;60553;6,4;30281,70;31935,09;0,4023
751051808;75056;75;1182,4;17433;28335;43548;26115;7003;15010;19963;24522;33760;39979;48500;66309;9,5;39075,78;35423,82;0,4145
751051809;75056;75;;;;;;;;;;;;;;;;;
751051901;75056;75;1870,8;17889;30203;45808;27920;9149;15453;20451;24894;34956;41632;51149;71250;7,8;31471,74;36752,81;0,3991
751051902;75056;75;1150,8;18332;30479;49805;31473;9520;15649;20421;25524;34971;44055;57908;74581;7,8;72766,51;40308,00;0,4387
751051903;75056;75;1469,1;15762;27867;48902;33140;7271;13225;18130;22671;33497;43232;55527;80265;11,0;77054,40;42914,39;0,5145
751051904;75056;75;922,4;19501;34951;62434;42934;9824;17350;22461;28415;42630;55281;69937;99673;10,1;64520,96;50747,13;0,4771
751051905;75056;75;1528,5;19067;38543;60561;41494;8209;15720;22378;30728;45805;55474;67818;101516;12,4;69408,94;52608,28;0,4871
751051906;75056;75;1448,4;17009;30170;52568;35559;10216;15278;19658;24471;37103;47114;61309;85888;8,4;59025,47;45432,36;0,4890
751051907;75056;75;1277,6;16893;29860;46513;29620;8764;14180;19357;23530;35722;42944;51450;69261;7,9;80950,54;41441,91;0,4862
751051908;75056;75;1841,2;15125;27140;41382;26258;7093;12647;17559;21600;32493;38111;48146;63051;8,9;57903,50;35047,78;0,4436
751052001;75056;75;1537,7;14558;26127;45894;31336;6633;12440;16538;20274;31816;38975;52939;80847;12,2;59303,64;40842,10;0,5218
751052002;75056;75;1071,0;19751;35286;56036;36285;10755;17454;22355;28770;44080;51566;62985;91503;8,5;52371,21;48712,78;0,4607
751052003;75056;75;1218,0;11573;24862;42304;30731;5299;10087;14918;19821;29235;35993;50267;69153;13,1;58449,31;35613,75;0,5086
751052004;75056;75;2121,5;15669;28440;47496;31828;8015;13096;18304;23255;35591;42309;53085;80843;10,1;53130,02;40977,63;0,4826
751052005;75056;75;195,9;13471;20202;30475;17004;;;;;;;;;;;;
751062101;75056;75;1247,0;17066;32213;60469;43403;8292;14795;20002;25957;41355;55378;69253;97941;11,8;102437,58;54943,52;0,5512
751062102;75056;75;1512,4;14813;27451;45803;30990;5836;12385;17710;21994;33041;41138;50560;71235;12,2;55016,42;38569,37;0,4869
751062103;75056;75;1303,2;15846;28600;50426;34580;7512;13781;18439;23290;35682;43608;57570;79184;10,5;119039,41;48073,76;0,5534
751062201;75056;75;1107,0;19962;39787;70428;50466;12093;17191;22842;29644;50681;63123;83361;164125;13,6;203412,68;83307,69;0,6256
751062202;75056;75;1188,6;20291;34587;62745;42454;10160;17044;22301;29061;43660;53837;74217;111457;11,0;63928,86;53646,87;0,4955
751062203;75056;75;1496,9;17126;32335;53829;36703;7737;14418;19466;25462;40262;49462;60710;92313;11,9;60518,82;45871,59;0,4909
751062204;75056;75;1701,0;17641;32126;55618;37977;8629;14527;19561;25298;39768;48500;65910;105795;12,3;73764,79;51175,71;0,5275
751062205;75056;75;;;;;;;;;;;;;;;;;
751062301;75056;75;1186,2;20578;35828;58797;38219;11242;17098;23488;28464;44218;51811;66585;99761;8,9;79048,13;51540,88;0,4848
751062302;75056;75;1166,1;22341;39943;66367;44026;11300;18687;26075;32576;49399;59865;76291;116450;10,3;130576,99;67107,81;0,5481
751062303;75056;75;1355,5;20546;35423;61484;40938;11399;17957;23370;28897;43403;53823;69131;116268;10,2;90947,13;56397,51;0,5167
751062304;75056;75;1170,4;21146;39040;62560;41414;11587;18089;24100;31555;45473;55734;72390;124576;10,8;115141,30;65011,09;0,5535
751062305;75056;75;1512,5;18470;33587;57633;39163;9335;15715;21369;27207;41455;52240;67427;99390;10,6;70744,09;52104,42;0,5098
751062306;75056;75;1687,0;20548;35155;54783;34235;12117;18047;23545;28499;41062;50740;60754;85854;7,1;70399,99;49794,58;0,4731
751062307;75056;75;1240,5;19193;33601;57205;38012;10476;16426;21825;27316;40065;48885;65592;87291;8,3;54135,50;46517,11;0,4574
751062308;75056;75;1976,2;18454;31231;52093;33639;9931;16439;21483;25709;38583;46810;57930;82552;8,3;50166,40;44269,55;0,4587
751062309;75056;75;1525,9;17000;31913;52348;35348;7582;14625;19476;25623;39473;46130;59199;81332;10,7;50487,85;42155,25;0,4581
751062310;75056;75;1476,9;18699;35763;64772;46073;8696;14957;22260;27807;45219;57280;74698;120521;13,9;131182,96;61638,83;0,5626
751062311;75056;75;1200,9;20836;38276;61670;40834;11692;18522;24842;30872;46113;56287;73178;101493;8,7;141060,44;61614,81;0,5374
751062401;75056;75;1384,0;16675;31630;58147;41472;6841;14204;19516;24965;38613;50758;68556;106443;15,6;90228,15;53261,73;0,5531
751062402;75056;75;1955,0;16774;31839;57755;40981;7140;14081;18823;25433;39849;50044;68453;103267;14,5;131777,37;55853,96;0,5807
751072501;75056;75;1438,0;20596;38872;76138;55542;10131;17875;23590;31233;48855;65581;92922;160541;15,8;205989,85;88865,37;0,6435
751072502;75056;75;1172,2;18652;37075;64512;45860;9600;15191;22252;28785;44783;56667;76431;122296;12,7;85463,42;58173,01;0,5274
751072503;75056;75;936,0;21289;38825;69102;47813;10083;18302;23743;30697;46875;60643;78534;122203;12,1;222142,03;74049,49;0,6057
751072504;75056;75;1053,6;20345;38138;72386;52041;11072;17185;23388;29464;48010;63166;87873;156320;14,1;152958,55;75788,63;0,5969
751072505;75056;75;1362,7;17134;32707;61793;44659;8835;14547;20004;25232;41757;52740;74536;123451;14,0;255096,84;74930,94;0,6549
751072506;75056;75;2012,4;18203;35188;68226;50023;9242;15421;21492;27032;44744;57036;78687;129869;14,1;195835,61;69741,80;0,6097
751072508;75056;75;;;;;;;;;;;;;;;;;
751072601;75056;75;1483,8;21099;34346;69924;48825;11153;17831;23841;29006;43285;58623;88139;153411;13,8;142548,83;73133,96;0,5955
751072602;75056;75;1011,0;19313;39596;82461;63148;;;;;;;;;;;;
751072603;75056;75;655,5;19782;39721;73654;53872;;;;;;;;;;;;
751072604;75056;75;1011,6;19150;41204;74973;55823;8916;16685;22643;31118;51871;67120;89308;131996;14,8;163783,59;78155,56;0,6119
751072605;75056;75;;;;;;;;;;;;;;;;;
751072606;75056;75;;;;;;;;;;;;;;;;;
751072699;75056;75;;;;;;;;;;;;;;;;;
751072701;75056;75;2078,2;18539;31575;53831;35292;9046;15881;21249;26056;38870;48037;60800;91495;10,1;75690,70;47836,21;0,4963
751072702;75056;75;1149,4;19442;38165;62806;43364;10380;17379;22195;29410;45435;55788;74336;105500;10,2;111498,02;58896,37;0,5289
751072703;75056;75;1236,8;24973;43127;71170;46197;11916;19634;28284;35943;52344;62608;79099;110673;9,3;96028,87;60978,57;0,4760
751072704;75056;75;1083,3;21163;36213;60782;39619;11921;18473;25414;30199;43814;53590;70611;101501;8,5;114708,87;58096,14;0,5193
751072705;75056;75;1480,4;23210;43415;73986;50776;13104;18936;27373;34046;50907;66629;88653;141306;10,8;151372,43;76741,86;0,5717
751072706;75056;75;1198,4;19690;32316;59367;39677;12147;17697;21474;27141;41601;52551;69281;100994;8,3;129198,19;58466,86;0,5438
751072707;75056;75;;;;;;;;;;;;;;;;;
751072801;75056;75;1572,8;19357;32691;51485;32128;10054;16422;22291;27772;40711;47214;56929;77360;7,7;46500,60;42496,05;0,4223
751072802;75056;75;1186,8;17279;31411;53241;35962;8237;15136;19919;25013;38574;48623;58650;87969;10,7;66005,65;44488,77;0,4797
751072803;75056;75;1210,9;14448;25166;44999;30551;6396;12193;16507;20858;31777;38049;50715;72309;11,3;45902,56;36803,95;0,4867
751072804;75056;75;2122,9;16490;30401;50636;34146;7636;13619;18980;24125;36407;44464;56332;79995;10,5;41400,96;39933,78;0,4513
751072805;75056;75;2248,9;14879;26546;45644;30765;7289;12275;17280;21138;31540;39599;52158;79924;11,0;51126,62;39610,13;0,5028
751072806;75056;75;1430,2;23381;51517;100972;77591;10012;18116;28112;39340;64378;86455;120308;200512;20,0;272015,92;103754,83;0,6252
751072807;75056;75;1433,2;22872;45845;87607;64735;10968;18419;27011;37045;58557;74941;103397;163570;14,9;169778,19;85091,37;0,5905
751072808;75056;75;1249,2;21533;38787;68641;47108;9231;17676;24085;30096;48334;60992;77924;118089;12,8;100433,35;59964,84;0,5227
751072809;75056;75;1466,5;21747;37926;62135;40388;11443;17980;25724;31334;45251;55513;73883;110587;9,7;63932,04;54413,42;0,4790
751072810;75056;75;2021,0;16418;29590;50159;33741;8179;14140;18632;24000;35765;45852;58491;83211;10,2;64684,07;44598,34;0,5045
751072811;75056;75;1262,2;18270;37837;74276;56006;7405;14984;21210;27645;48793;63673;85347;139735;18,9;182475,98;74550,59;0,6210
751082901;75056;75;1037,5;14693;27280;60135;45442;7089;12132;17688;22563;36263;48911;69069;106449;15,0;119087,49;55802,98;0,5998
751082902;75056;75;653,9;11192;27728;66205;55013;;;;;;;;;;;;
751082903;75056;75;698,5;11853;25747;57669;45816;;;;;;;;;;;;
751082904;75056;75;328,2;13965;30590;64089;50124;;;;;;;;;;;;
751082905;75056;75;314,3;16347;41820;86554;70207;;;;;;;;;;;;
751082906;75056;75;;;;;;;;;;;;;;;;;
751082907;75056;75;;;;;;;;;;;;;;;;;
751082999;75056;75;;;;;;;;;;;;;;;;;
751083001;75056;75;1519,9;18652;35535;68569;49917;8058;15244;21950;28519;46948;59633;78961;117870;14,6;79867,80;57427,58;0,5259
751083002;75056;75;2203,1;17254;35090;63466;46212;7823;14392;20474;27082;44178;56030;73166;110954;14,2;76595,00;54687,08;0,5293
751083003;75056;75;481,8;12827;24947;41497;28670;;;;;;;;;;;;
751083004;75056;75;1402,6;16527;32101;58239;41712;6757;13654;19075;24523;39721;52192;68592;96266;14,2;73105,06;50303,29;0,5314
751083005;75056;75;1134,5;14558;26653;54003;39445;5466;11212;16747;21528;34569;46584;64769;97712;17,9;77963,40;47582,04;0,5612
751083006;75056;75;318,7;13359;26425;54023;40664;;;;;;;;;;;;
751083101;75056;75;166,1;17028;30705;74301;57273;;;;;;;;;;;;
751083102;75056;75;277,8;17317;28393;63884;46567;;;;;;;;;;;;
751083103;75056;75;723,1;18621;26865;48865;30244;;;;;;;;;;;;
751083104;75056;75;651,6;15529;28339;49785;34256;;;;;;;;;;;;
751083105;75056;75;904,2;18845;34239;61296;42451;;;;;;;;;;;;
751083106;75056;75;1013,5;18842;37527;63766;44924;;;;;;;;;;;;
751083107;75056;75;264,4;15238;31110;59536;44298;;;;;;;;;;;;
751083108;75056;75;288,0;15711;26641;49916;34205;;;;;;;;;;;;
751083201;75056;75;1441,3;19403;34545;59828;40425;9971;16983;22454;28228;43761;52255;67000;94143;9,4;71350,49;51815,49;0,4902
751083202;75056;75;1270,9;18688;39415;67754;49066;6774;15503;22269;30342;48887;61651;79955;116127;17,1;71843,41;57000,97;0,5111
751083203;75056;75;1125,0;19804;38416;78156;58353;11385;17573;22770;29205;51838;70264;101502;155811;13,7;139092,99;75926,16;0,5832
751083204;75056;75;1684,3;20135;37040;65551;45416;10607;17503;23122;29959;45230;55995;73393;110544;10,4;84580,19;57701,01;0,5146
751083205;75056;75;2129,3;22418;38539;61546;39128;10396;18036;25892;32023;45739;55148;67051;91993;8,8;60925,91;50506,24;0,4463
751083206;75056;75;1987,8;17247;30271;46707;29460;8482;14216;20189;25030;35972;43258;51773;68800;8,1;30113,06;36396,61;0,3977
751083207;75056;75;1535,5;18647;32630;53668;35021;9124;15532;21145;26523;39219;48530;61694;92565;10,1;44359,19;44185,58;0,4503
751083208;75056;75;475,1;23187;36927;58784;35597;;;;;;;;;;;;
751083209;75056;75;736,2;18820;36104;61587;42767;;;;;;;;;;;;
751083210;75056;75;698,6;21865;47391;91782;69917;;;;;;;;;;;;
751093301;75056;75;1181,8;15910;28389;46233;30323;8157;13508;18187;23130;34201;41415;51787;70912;8,7;39075,80;37250,85;0,4432
751093302;75056;75;1267,4;17085;31709;52921;35836;8874;14554;20029;25956;37659;47626;57616;83506;9,4;48910,02;43310,47;0,4617
751093303;75056;75;1377,6;16484;30106;50712;34228;8060;14408;19057;24781;35748;44768;55525;74746;9,3;36953,52;38174,31;0,4275
751093304;75056;75;1602,9;19435;32510;53249;33814;10171;16448;21910;27066;39301;47839;58454;81344;8,0;44184,37;42511,06;0,4263
751093305;75056;75;1506,9;17372;30684;51005;33633;8125;14740;19700;24908;36249;45474;56975;77550;9,5;42376,77;40408,54;0,4463
751093306;75056;75;1673,2;14182;27677;44617;30435;5871;11329;17112;22248;33677;41031;49964;69229;11,8;35431,75;35625,91;0,4514
751093307;75056;75;2282,9;15137;26699;44492;29355;6491;12501;17592;22465;33025;39462;49768;67520;10,4;49019,94;36960,72;0,4653
751093308;75056;75;1494,4;7966;18805;34333;26368;3460;5770;9658;14571;24154;30240;38932;49797;14,4;20892,65;23795,53;0,4549
751093309;75056;75;1459,1;14463;27256;42840;28377;5755;11687;16593;21186;33386;39544;46431;61147;10,6;30280,83;32761,42;0,4243
751093310;75056;75;1234,0;17280;30710;50308;33028;7337;14327;19528;25805;37861;45941;57927;76739;10,5;76085,66;42641,63;0,4738
751093311;75056;75;376,8;10513;20141;33523;23010;;;;;;;;;;;;
751093401;75056;75;;;;;;;;;;;;;;;;;
751093402;75056;75;;;;;;;;;;;;;;;;;
751093403;75056;75;881,3;16394;32227;50843;34449;;;;;;;;;;;;
751093404;75056;75;;;;;;;;;;;;;;;;;
751093405;75056;75;291,4;9605;21287;34913;25308;;;;;;;;;;;;
751093406;75056;75;;;;;;;;;;;;;;;;;
751093407;75056;75;649,4;14640;26487;42750;28110;;;;;;;;;;;;
751093408;75056;75;475,5;10924;22952;39187;28263;;;;;;;;;;;;
751093409;75056;75;341,1;12090;21197;39372;27282;;;;;;;;;;;;
751093501;75056;75;2145,9;10274;21844;39025;28751;4953;8372;12904;17826;27180;34690;43478;57506;11,6;29936,47;29138,60;0,4616
751093502;75056;75;1349,7;12650;23209;40029;27379;;;;;;;;;;;;
751093503;75056;75;2806,8;12004;23568;38981;26977;5096;9111;14181;18070;28846;35157;44073;60409;11,9;37054,25;30599,88;0,4566
751093504;75056;75;1146,9;11534;21886;40994;29460;;;;;;;;;;;;
751093601;75056;75;1575,5;14892;25074;39680;24788;7174;11939;17036;20724;30867;37160;44323;58674;8,2;28326,33;31020,82;0,4039
751093602;75056;75;1988,5;10959;21936;35689;24730;4916;8753;12930;17280;26820;32537;40278;52949;10,8;46190,57;27915,79;0,4523
751093603;75056;75;1209,6;11866;21832;33308;21442;5321;8934;14303;18038;27194;31191;38070;52118;9,8;42799,66;28659,85;0,4623
751093604;75056;75;1398,2;12318;23518;38571;26253;6891;10365;14334;18519;28661;34744;42514;55892;8,1;23918,31;28498,67;0,4101
751093605;75056;75;1607,4;15105;24592;36928;21823;6502;12337;17201;20826;29619;34124;41055;54448;8,4;27253,40;30132,64;0,4025
751093606;75056;75;1428,3;16341;27905;43082;26742;8542;14128;18205;23107;32506;39665;47315;63799;7,5;37226,50;34039,46;0,4002
751093607;75056;75;1632,2;11710;22819;37497;25787;5088;9465;14644;19137;28122;34097;40104;52337;10,3;53021,92;29688,27;0,4573
751093608;75056;75;1721,2;16139;27671;45162;29023;8000;13419;18338;22690;32218;40649;49631;68846;8,6;36661,23;36612,88;0,4423
751093609;75056;75;1527,2;14338;26385;42786;28448;6001;11988;16746;21418;31871;37963;47259;60022;10,0;47925,29;32919,00;0,4318
751093610;75056;75;1739,9;11379;22634;35584;24205;4989;8922;12978;17764;26822;32575;40032;54428;10,9;25026,34;27340,34;0,4358
751103701;75056;75;1619,6;10327;20130;31497;21170;4289;8548;12010;14984;24575;28643;34336;46491;10,8;18387,25;23207,47;0,4083
751103702;75056;75;1302,0;11401;21538;32352;20951;5212;8769;12781;17295;24946;29667;36062;45664;8,8;17050,44;23763,29;0,3829
751103703;75056;75;1657,5;10450;19120;30811;20361;4359;8218;11911;15619;23058;27465;34566;44305;10,2;21869,03;23091,10;0,4198
751103704;75056;75;2007,4;13055;23549;38770;25715;5700;11133;15065;19539;29317;34795;42798;54659;9,6;25897,64;28925,57;0,4140
751103705;75056;75;1736,6;14495;26044;40254;25759;6327;11568;17303;21624;30808;37007;44557;58489;9,2;27604,87;31597,76;0,4131
751103706;75056;75;1854,3;12273;23067;36782;24509;5238;9963;14878;18971;28164;33755;40366;51516;9,8;21997,25;27067,34;0,3996
751103707;75056;75;1655,9;7406;15747;28335;20929;3972;6323;8553;11890;20495;25077;31227;40365;10,2;17649,15;19909,77;0,4394
751103708;75056;75;1342,8;10517;21330;31865;21348;5099;9147;12114;17161;24795;29461;35458;43183;8,5;15965,18;23034,24;0,3717
751103709;75056;75;1510,3;8270;17089;27374;19104;4771;6996;10149;13169;21088;24675;30733;38586;8,1;16145,54;19767,91;0,4013
751103711;75056;75;;;;;;;;;;;;;;;;;
751103712;75056;75;424,9;12911;21799;35820;22909;;;;;;;;;;;;
751103801;75056;75;1506,6;8627;16939;30152;21525;4800;7308;10255;13295;21375;26217;34275;43633;9,1;20395,03;21955,60;0,4333
751103802;75056;75;1532,0;5617;10589;23255;17638;3445;4647;6242;7698;13751;20009;28078;40621;11,8;20698,58;17115,36;0,5027
751103803;75056;75;2198,5;8818;19067;34625;25807;3822;7060;10490;14611;24786;30235;39136;50739;13,3;25383,98;24899,84;0,4584
751103804;75056;75;2236,3;7485;17913;31028;23543;4350;6239;8758;13870;22987;28311;34605;48183;11,1;20155,49;22743,61;0,4509
751103805;75056;75;1678,3;12903;22397;34713;21810;6500;11094;15254;18775;25987;31878;39343;51803;8,0;20067,81;26631,83;0,3879
751103806;75056;75;2481,1;11458;23533;37529;26071;5189;9341;13948;18131;28236;34217;41940;55875;10,8;30546,43;28747,04;0,4381
751103901;75056;75;1316,3;12343;21761;35233;22891;5325;10323;14509;18058;25757;31185;39587;51762;9,7;26893,46;27634,91;0,4322
751103902;75056;75;1859,6;10998;22494;36781;25783;5319;8527;13631;18162;27455;33774;40257;50672;9,5;22337,68;26742,29;0,4136
751103903;75056;75;1338,0;10787;20510;31677;20890;5374;9298;13327;17392;24717;28537;36391;47135;8,8;20011,58;24287,45;0,3982
751103904;75056;75;1427,6;12277;21945;33755;21478;6311;9591;14017;18381;26924;31192;38333;49359;7,8;30437,81;27178,29;0,4189
751103905;75056;75;1308,1;7852;16636;30027;22175;3672;6348;9481;12866;21848;27042;33610;47221;12,9;20996,28;22182,08;0,4580
