IRIS;COM;DEP;NBUC11;RFUCQ111;RFUCQ211;RFUCQ311;RFUCIQ11;RFUCD111;RFUCD211;RFUCD311;RFUCD411;RFUCD611;RFUCD711;RFUCD811;RFUCD911;RFUCRD11;RFUCET11;RFUCGI11
780150102;78015;78;1507,2;22141;31143;40976;18835;16459;20607;24417;28097;34596;38389;45140;54053;3,3;18144,54;0,2669
780150103;78015;78;1169,4;16706;24499;34459;17753;10745;15644;18046;21287;27797;31617;36021;42982;4,0;14350,23;0,2891
780150104;78015;78;1693,1;18491;26290;37249;18758;12250;16315;19721;23538;29996;34240;40162;51444;4,2;16966,11;0,3031
780150105;78015;78;1242,5;20380;27771;37657;17277;13076;18007;22530;24982;31415;34915;41770;51403;3,9;22987,48;0,3140
780150106;78015;78;1407,7;22730;30082;39739;17009;16380;20629;24203;27404;33476;37069;43077;53397;3,3;29939,86;0,2964
780290101;78029;78;1393,2;16286;24111;32296;16010;10791;14522;17775;20971;27532;30493;34321;41219;3,8;16428,43;0,2941
780290102;78029;78;1913,1;14391;20957;27826;13435;9899;13097;16135;19004;23554;26361;29298;35674;3,6;12385,57;0,2727
780290103;78029;78;1071,9;19095;25017;33143;14048;12141;17666;20413;22274;27799;30754;34879;41867;3,4;13079,21;0,2554
780290104;78029;78;1100,0;8792;13408;18557;9765;4839;7733;9524;11379;15261;17195;20084;23692;4,9;8216,26;0,3059
780290105;78029;78;1290,8;12403;17719;23376;10973;8127;11288;13467;15861;19658;22083;24760;29546;3,6;9212,02;0,2680
780290106;78029;78;1026,3;13297;18464;24661;11364;8810;11960;14567;16323;20674;23327;26671;32179;3,7;9611,50;0,2714
780730103;78073;78;1215,1;18181;25288;32252;14071;13133;16641;19944;22587;27435;30187;33671;38645;2,9;11820,85;0,2412
780730104;78073;78;2180,1;18985;26560;35392;16407;12466;16875;20814;23697;29628;33136;37887;46701;3,7;19879,93;0,2823
780730105;78073;78;1595,0;20440;29196;38639;18199;14539;18368;22301;25931;32464;36460;42047;50655;3,5;18078,50;0,2779
780730106;78073;78;1300,1;20185;27506;34940;14755;14404;18605;21704;24684;30059;33001;36595;43428;3,0;14870,02;0,2504
780730107;78073;78;968,4;17215;24547;33686;16471;9738;14435;19176;22106;27503;31391;36854;44154;4,5;15142,56;0,2990
780730108;78073;78;1606,5;17823;23764;30611;12788;13379;16843;19036;21323;26050;28731;32985;39121;2,9;12818,49;0,2451
781230101;78123;78;2022,6;16666;25067;34431;17765;9584;14864;18116;21871;28363;31888;36599;43876;4,6;16244,67;0,2938
781230102;78123;78;2327,2;19013;26766;35287;16274;11972;17344;20710;23652;29664;33234;37618;44752;3,7;16886,38;0,2822
781230103;78123;78;1638,3;7400;12278;19976;12576;4266;6585;8011;10265;14752;18523;22223;27321;6,4;9674,10;0,3605
781230104;78123;78;1355,3;7745;13396;20814;13069;4910;6785;8833;10858;16073;18891;22492;27946;5,7;9986,87;0,3545
781230105;78123;78;1588,9;9037;14260;21660;12623;4725;7330;10098;11931;16925;19553;24121;30368;6,4;11073,00;0,3584
781230106;78123;78;1073,7;15979;22199;28891;12912;9437;14695;17530;19932;24710;27222;31299;36806;3,9;11754,74;0,2644
781240101;78124;78;1557,4;8608;13523;19157;10549;5470;7571;9576;11904;14971;17400;20872;25451;4,7;8731,30;0,3161
781240102;78124;78;1415,2;18442;30909;43315;24873;10955;16457;20996;26341;35422;40440;47862;60101;5,5;25378,95;0,3469
781240103;78124;78;1758,2;22460;31806;44223;21763;14920;20444;24469;28198;36454;41482;48256;61877;4,1;28592,38;0,3273
781240104;78124;78;3046,4;24503;33716;44987;20484;16180;22356;26144;30201;37534;41766;48616;60998;3,8;26697,81;0,2988
781240105;78124;78;2156,3;22117;31876;44506;22389;14073;19633;24353;27811;36635;41699;48081;61917;4,4;24749,38;0,3229
781260101;78126;78;1236,2;15061;22122;29159;14098;10139;14013;16839;19804;24534;27709;31479;39668;3,9;12441,45;0,2825
781260102;78126;78;1166,5;14212;20595;27360;13148;9574;12979;15563;18061;22469;25159;29183;34751;3,6;10871,23;0,2708
781260103;78126;78;1123,8;12988;18383;25053;12065;9186;12003;14194;16238;20743;23739;26941;32507;3,5;9532,61;0,2630
781260104;78126;78;1200,0;13418;18908;25349;11931;8913;12146;14549;16735;21083;23858;27234;34863;3,9;12353,58;0,2917
781260105;78126;78;1429,0;23476;36571;57356;33880;14439;20354;26471;31220;42777;51694;64390;86530;6,0;58125,08;0,4197
781260106;78126;78;1198,2;26669;37951;54253;27584;14977;22871;28679;33043;42645;48876;59909;82781;5,5;63172,74;0,3947
781260107;78126;78;1902,0;22302;32783;44290;21988;13248;19785;24398;28793;37186;41648;47419;58429;4,4;22302,16;0,3079
781260108;78126;78;1207,3;22631;35917;53506;30875;13643;19495;25184;31193;41242;48846;57463;79737;5,8;42696,77;0,3949
781260109;78126;78;1232,0;23842;41923;63448;39606;14707;21019;27760;33879;50759;59157;69679;94938;6,5;56712,20;0,4123
781260110;78126;78;1262,4;32935;47644;71368;38433;20890;28618;35999;41917;54662;65134;78930;119874;5,7;64984,39;0,4057
781260111;78126;78;1209,1;20405;30269;41832;21427;14694;18573;22137;26514;33895;39365;46651;59961;4,1;28767,38;0,3354
781460101;78146;78;1763,4;21534;31477;46749;25215;14166;19221;23252;27186;36448;42506;50961;64332;4,5;22968,36;0,3239
781460102;78146;78;1626,6;13469;21530;32936;19467;7694;11886;14774;18115;25367;29885;36368;46608;6,1;18231,84;0,3609
781460103;78146;78;1618,3;18345;26273;35819;17474;11722;16685;20088;23209;29212;33561;38892;47525;4,1;18592,91;0,3059
781460104;78146;78;1826,3;22586;33620;48080;25494;15319;20687;24859;29295;38576;45135;52092;65836;4,3;25222,28;0,3182
781460105;78146;78;1719,5;18517;25488;33956;15439;12014;16358;20314;22758;28701;31863;36342;43871;3,7;15339,67;0,2744
781460106;78146;78;2280,5;23216;32903;42680;19464;15059;20634;25117;29151;36103;40451;45712;55815;3,7;23116,01;0,2903
781460107;78146;78;1164,3;15304;23271;35333;20029;10168;13690;16566;19705;28011;32360;38576;48561;4,8;18547,87;0,3409
781460108;78146;78;1508,9;21398;30679;42666;21268;14904;19309;23228;26873;35100;40741;47402;59706;4,0;22941,66;0,3166
781460109;78146;78;1235,7;29633;40752;56370;26737;20168;27881;31492;36422;45966;53163;62725;81091;4,0;54865,85;0,3566
781460110;78146;78;1580,4;26502;37658;52313;25811;16580;23349;28677;33295;42119;49154;58362;74976;4,5;39376,71;0,3535
781460111;78146;78;1221,7;26730;39777;58752;32022;17464;23937;28591;34369;46883;55121;63721;88188;5,0;45991,73;0,3848
781460112;78146;78;1477,5;24358;37442;53751;29393;14718;21822;27240;32280;42922;50954;58805;77447;5,3;33754,27;0,3588
781460113;78146;78;1258,2;28550;42623;66994;38444;18591;25062;31335;36957;49556;60027;76348;113042;6,1;57045,78;0,4123
781580101;78158;78;1315,1;21693;33080;47516;25823;12912;19030;23990;28484;38669;44493;52158;68383;5,3;28482,85;0,3483
781580102;78158;78;1517,9;24902;35771;49343;24441;16062;22016;27369;31631;39700;45090;54192;68761;4,3;40225,53;0,3485
781580103;78158;78;1764,4;22217;32072;44680;22463;14847;20194;24372;27718;36908;41607;48516;62480;4,2;28491,70;0,3251
781580104;78158;78;1436,2;21623;32134;43778;22155;14800;19659;24106;28080;35821;40552;46529;59063;4,0;21573,60;0,3039
781580105;78158;78;1350,7;17569;27323;40166;22597;10745;15570;19856;23811;32752;38333;42721;53288;5,0;20886,16;0,3334
781580106;78158;78;1676,5;18533;26531;37406;18873;12709;17198;20116;23339;30338;34510;41363;52518;4,1;38477,02;0,3428
781580107;78158;78;1581,9;26649;38961;55499;28850;18559;24499;28667;33334;44095;51317;63066;82356;4,4;92101,79;0,3853
781580108;78158;78;1578,3;28490;43745;69767;41277;18695;25743;31686;37914;50879;60550;78145;111545;6,0;109991,43;0,4527
781580109;78158;78;1338,1;24010;33417;45097;21087;16535;22186;25622;29699;37165;41945;48647;60895;3,7;22332,31;0,2930
781580110;78158;78;1842,7;20528;29001;41739;21211;14329;18444;22326;25258;33149;38038;45615;59446;4,1;31969,80;0,3374
781580111;78158;78;1606,5;19081;27701;38427;19346;11456;17675;20707;24496;31874;35598;41472;50469;4,4;18904,16;0,3047
781580112;78158;78;1460,8;20130;29977;41032;20902;13796;18334;22348;26362;33733;38731;44451;54904;4,0;20630,09;0,3090
781580113;78158;78;1603,5;21107;29667;41569;20462;14019;19474;23027;26427;34065;38438;45055;55285;3,9;22608,86;0,2994
781650101;78165;78;2334,3;22628;30591;40145;17517;16099;20848;24383;27437;33786;38052;43192;53082;3,3;21365,08;0,2734
781650102;78165;78;2250,7;14995;22519;30251;15256;8810;13267;16346;19190;25142;28260;31914;38724;4,4;13018,08;0,2923
781650103;78165;78;1521,3;13701;19585;25680;11979;8641;11833;15164;17138;21956;24180;27034;31891;3,7;9454,64;0,2580
781650104;78165;78;1665,1;18633;24640;31955;13322;12819;17174;19898;22246;27389;30045;34587;39927;3,1;11974,80;0,2439
781650105;78165;78;2419,0;12534;19327;27272;14738;7717;11204;13710;16744;22709;25414;29315;34733;4,5;12798,41;0,3055
781650106;78165;78;1745,9;16183;25119;33532;17349;8235;13661;18285;21719;28236;31511;36018;42503;5,2;15457,16;0,3070
781720101;78172;78;1428,0;17848;27177;38389;20541;9835;16121;19555;23320;31487;35744;41476;52276;5,3;26791,58;0,3387
781720102;78172;78;1320,7;13310;21873;30885;17575;7753;11611;15744;18728;24632;28326;32930;39331;5,1;14049,08;0,3201
781720103;78172;78;1101,4;13662;20583;29767;16105;6351;11670;15520;17920;23983;27839;31610;39244;6,2;13365,59;0,3245
781720104;78172;78;1626,9;14903;23581;33437;18534;7984;12608;17005;20298;26906;30563;36239;43733;5,5;29155,02;0,3616
781720105;78172;78;1427,3;21501;28831;38297;16796;14380;19775;23037;25816;32072;36093;40883;48296;3,4;14991,38;0,2551
781720106;78172;78;1455,4;20831;27256;36473;15642;14858;19348;22574;25073;30519;34163;38489;44325;3,0;13892,07;0,2442
781720107;78172;78;1915,7;19095;26098;34819;15724;12666;17393;20352;23277;29194;32821;38539;46631;3,7;17365,17;0,2912
781720108;78172;78;1242,9;17662;24223;32680;15018;11795;15849;19075;22097;27367;30725;34685;41969;3,6;13396,12;0,2744
781720109;78172;78;1927,9;14783;23013;32657;17874;8562;13143;16439;19894;26381;30270;35507;42329;4,9;17081,02;0,3311
781720110;78172;78;1424,9;21201;28294;37128;15927;15270;19768;22540;25573;31569;35080;39758;48837;3,2;19863,41;0,2653
781720111;78172;78;1401,2;17028;24324;32883;15855;10201;15249;18555;21082;27268;30451;35509;44875;4,4;14964,98;0,2952
781720112;78172;78;3000,1;13445;21650;30644;17199;6871;11230;14943;18521;24828;28406;33446;40658;5,9;13958,51;0,3287
781720113;78172;78;1296,0;17570;26553;37294;19724;10515;15797;18979;22999;29688;33681;40260;51404;4,9;18324,60;0,3171
781720114;78172;78;1769,9;12576;19818;28819;16243;7221;11157;14431;16923;23092;26602;31478;37615;5,2;13065,14;0,3215
781720115;78172;78;1288,8;13824;21474;30534;16710;8393;12364;15239;17979;24457;28284;32298;39688;4,7;13307,44;0,3110
781900101;78190;78;1311,6;27143;40775;60735;33592;18642;24495;29732;35214;46469;55555;66533;87006;4,7;76377,61;0,3884
781900102;78190;78;1487,9;28988;45921;64752;35764;17990;26282;32746;39066;52476;60289;71207;99707;5,5;50889,44;0,3914
781900103;78190;78;2242,0;21556;33840;49641;28085;12985;19304;23539;28233;39423;45614;55621;71309;5,5;32918,16;0,3668
781900104;78190;78;1586,6;27844;43014;66297;38453;18774;24390;31139;36755;49807;60381;75122;116969;6,2;79484,42;0,4582
782080101;78208;78;3516,9;15937;22683;30313;14376;9086;14239;17569;20452;25374;28535;32225;38535;4,2;14327,06;0,2814
782080102;78208;78;2045,3;15054;22789;31247;16193;9124;13230;16753;19813;25746;29126;34110;40392;4,4;13690,29;0,2984
782080103;78208;78;2481,1;7861;14499;23576;15715;4482;6725;8898;11285;17846;21430;25421;33497;7,5;12466,60;0,3863
782080104;78208;78;1449,2;16327;24371;31693;15366;9054;14692;17705;20818;27071;30122;34021;39194;4,3;37923,11;0,3144
782080105;78208;78;1768,4;19707;26454;33233;13526;13492;17550;21389;24034;28892;31385;35458;40650;3,0;12113,67;0,2356
782080106;78208;78;1501,8;20272;28934;37377;17105;12216;17963;22321;26023;31828;35345;40248;48293;4,0;16478,93;0,2775
782080107;78208;78;2078,6;19507;28956;39461;19955;12220;17321;21463;25464;32834;36765;42711;54388;4,5;22341,28;0,3184
782080108;78208;78;2991,1;15292;22354;30913;15621;8849;13752;16821;20089;25409;29134;33188;39235;4,4;12090,93;0,2831
782420101;78242;78;1599,6;19107;26303;34577;15470;13848;17664;20323;23467;29061;32164;36679;44859;3,2;15623,84;0,2620
782420102;78242;78;1490,4;12686;19781;27769;15083;7761;11390;13772;16782;22520;26065;30243;35828;4,6;11922,98;0,3059
782420103;78242;78;1342,5;13346;21193;31194;17848;7611;11707;14811;17599;25098;29018;33481;41467;5,4;14567,81;0,3341
782420104;78242;78;1562,9;12237;19037;28290;16053;7459;10671;13916;16607;21788;25575;31033;39302;5,3;13201,99;0,3293
782420105;78242;78;1783,0;21982;29996;39583;17601;15555;20114;23519;27283;32936;36816;42689;51457;3,3;16291,81;0,2609
782420106;78242;78;1248,9;24323;32863;42010;17687;15324;21767;26515;30057;36846;40205;44348;53516;3,5;17623,38;0,2652
782970101;78297;78;2765,0;14157;22569;33740;19583;9167;12384;15545;19251;26774;31029;37185;45066;4,9;16608,01;0,3346
782970102;78297;78;1374,6;12379;21005;32045;19666;7140;10934;14103;17097;25151;29473;34995;43111;6,0;19613,92;0,3539
782970103;78297;78;2989,8;13882;23391;34049;20167;7820;12016;15884;19614;27097;31566;36835;45652;5,8;17156,36;0,3411
782970104;78297;78;1902,9;15942;24103;32183;16241;9221;14161;17888;21103;27284;30595;35095;42467;4,6;14769,98;0,3024
782970105;78297;78;2050,5;15346;23783;33892;18546;10185;13971;17059;20377;27128;31359;36948;45997;4,5;15827,70;0,3143
782970106;78297;78;1852,8;14517;21445;29412;14895;9110;12615;15721;18591;24333;27439;32301;37974;4,2;12055,62;0,2885
782970107;78297;78;2246,1;17015;24167;33530;16515;10328;14995;18460;21314;27237;31156;35699;42657;4,1;13822,29;0,2814
782970108;78297;78;2788,9;16328;24060;33423;17095;9723;14381;18013;20992;27026;31178;36266;45180;4,6;15312,19;0,3063
782970109;78297;78;;;;;;;;;;;;;;;;
783110101;78311;78;1472,1;19279;26937;36629;17350;13345;17620;21077;24142;30671;34484;39243;48389;3,6;15663,98;0,2776
783110102;78311;78;1423,6;15891;23683;32891;17000;8742;13203;17833;20627;26979;30108;35367;44545;5,1;16360,97;0,3192
783110103;78311;78;1479,8;19408;26866;37325;17917;13226;18195;20962;23623;30561;35054;39854;48892;3,7;17559,82;0,2878
783110201;78311;78;1533,3;18588;26760;35898;17310;12176;17005;20091;23370;29776;33603;39371;48463;4,0;19484,45;0,3099
783110202;78311;78;1415,8;19723;27785;38761;19038;13557;17728;21269;24657;31551;36425;42192;52816;3,9;27724,22;0,3241
783110203;78311;78;1428,8;20603;29859;42560;21957;13851;19038;22589;25466;34586;39890;46454;56462;4,1;19607,78;0,3010
783110301;78311;78;1719,0;17674;26502;38881;21207;10631;15981;19106;23047;29987;36189;42225;53618;5,0;22759,24;0,3441
783110302;78311;78;1578,6;14598;23090;34310;19712;6079;12101;16439;19710;26948;31871;36846;45893;7,5;17235,38;0,3496
783110303;78311;78;1657,8;15996;24575;35430;19434;9256;13695;18134;21381;28470;32233;38050;48648;5,3;17331,62;0,3234
783110401;78311;78;1364,0;20945;27427;36053;15108;15230;19347;22201;24796;30419;34120;38586;46142;3,0;12963,39;0,2415
783110402;78311;78;1378,7;20193;29809;39727;19534;14248;18707;22065;26368;33182;37211;42738;51395;3,6;15749,85;0,2670
783110403;78311;78;1514,8;11600;20373;30342;18742;6948;10214;13747;16614;24351;28657;32694;42693;6,1;27471,25;0,3831
783110501;78311;78;1430,0;21084;28153;36186;15102;15238;19441;22438;25063;31449;34327;38556;46158;3,0;14145,92;0,2484
783110502;78311;78;2469,3;19389;28648;38982;19593;12530;17198;21220;24963;31674;36482;41291;48651;3,9;16113,36;0,2837
783350101;78335;78;3024,5;14344;21143;28519;14175;9473;12742;15973;18556;23338;26510;30448;37234;3,9;16261,27;0,3000
783350102;78335;78;1643,1;11049;17550;25489;14440;6396;9944;12938;15286;20292;23776;26843;31725;5,0;13332,44;0,3223
783350103;78335;78;1783,1;12235;18188;24945;12710;7607;11013;13503;15901;20763;23757;26705;32700;4,3;10174,87;0,2888
783350104;78335;78;1859,1;7698;12202;18032;10334;4428;6710;8432;10279;14184;16834;19604;23682;5,3;8119,32;0,3315
783350105;78335;78;2523,6;9677;15977;22376;12699;5477;8201;11219;13563;18340;20931;23678;27877;5,1;10661,62;0,3202
783350106;78335;78;179,4;9082;15106;22590;13508;;;;;;;;;;;
783580101;78358;78;1587,4;24508;35596;49903;25395;15693;21510;27031;30939;40218;46078;53475;68126;4,3;32485,61;0,3290
783580102;78358;78;1411,2;26296;36953;51286;24990;18113;23664;27856;32356;42413;47679;56324;76177;4,2;31295,32;0,3257
783580103;78358;78;1633,4;20514;29548;42630;22116;11737;18337;22551;26008;33783;39182;46254;57665;4,9;21069,51;0,3200
783580104;78358;78;1753,1;22036;31215;44957;22921;13166;19181;24339;27724;35808;41146;49086;60942;4,6;23210,75;0,3176
783580105;78358;78;2826,1;21327;32894;47186;25860;12269;19098;23414;27933;37856;43352;51130;66594;5,4;26392,41;0,3454
783580106;78358;78;1806,8;20555;32426;47066;26511;12483;17931;22768;28076;37967;43683;51663;74611;6,0;59923,30;0,4188
783580107;78358;78;1593,3;28798;41383;61507;32709;19120;26604;31034;36040;48413;56690;71285;98244;5,1;53111,00;0,3962
783580108;78358;78;2027,5;23037;34664;50611;27574;13750;19923;25246;29423;40123;46759;56318;74601;5,4;37805,92;0,3841
783580109;78358;78;1247,6;29506;43164;64517;35011;18776;26562;32490;37536;50190;59026;72631;101665;5,4;63568,38;0,4081
783580110;78358;78;;;;;;;;;;;;;;;;
783610101;78361;78;1190,3;6204;10023;14824;8620;2676;5360;6925;8578;11684;13756;16150;20266;7,6;7724,89;0,3561
783610102;78361;78;703,6;6204;8737;14336;8132;;;;;;;;;;;
783610103;78361;78;1790,9;5604;8587;12990;7386;2323;4817;6314;7652;10156;11967;14550;18362;7,9;6427,88;0,3564
783610104;78361;78;1443,2;4890;7604;11345;6455;2317;4328;5429;6720;8811;10553;12401;16618;7,2;6018,71;0,3660
783610105;78361;78;211,6;5490;9144;14875;9385;;;;;;;;;;;
783610106;78361;78;683,7;6235;9176;12399;6164;;;;;;;;;;;
783610107;78361;78;938,9;5796;8660;12704;6908;2975;5271;6472;7752;10047;11756;13750;16379;5,5;6015,52;0,3255
783610108;78361;78;796,2;4776;8616;13716;8940;;;;;;;;;;;
783610109;78361;78;804,6;5810;8812;13598;7788;;;;;;;;;;;
783610110;78361;78;1551,3;6759;10777;16774;10015;3315;5732;7583;9065;12779;15310;18110;22509;6,8;8814,35;0,3658
783610111;78361;78;1441,8;5674;9766;14713;9039;2141;4580;6633;8204;11593;13102;15888;20738;9,7;8144,12;0,3760
783610112;78361;78;1994,6;8330;13792;20646;12316;4596;7432;9309;11410;15670;18888;22352;27659;6,0;10436,34;0,3483
783610113;78361;78;1192,0;6543;11714;18167;11624;2638;5571;7710;10053;14370;16713;20101;24341;9,2;8826,19;0,3677
783610114;78361;78;1623,9;8515;14157;21574;13059;4483;7297;9561;11578;16428;19485;23171;28354;6,3;10455,39;0,3516
783610115;78361;78;2118,5;12985;20010;27508;14523;7804;11443;14224;16626;22507;25378;30306;36608;4,7;14412,11;0,3253
783610116;78361;78;2159,2;9963;17753;26471;16508;5099;7908;11798;14905;21454;24696;28333;34955;6,9;15603,45;0,3686
783610117;78361;78;2357,5;15248;22775;31174;15926;8144;13181;16900;20253;25717;29160;33716;40104;4,9;17872,60;0,3233
783610118;78361;78;1575,0;12984;19349;28495;15511;8329;11916;14422;16991;22705;26226;30944;40105;4,8;20553,31;0,3543
783610119;78361;78;1777,6;11897;19641;28979;17082;5886;10011;13939;16642;22809;26343;32123;41312;7,0;26563,09;0,4131
783610120;78361;78;1637,4;14331;20571;28436;14105;8805;12357;15651;18308;23139;26771;30531;38297;4,3;25026,52;0,3441
783620101;78362;78;1445,0;8933;13869;19670;10737;4589;7810;10053;12085;16145;18365;21248;25821;5,6;8833,00;0,3186
783620102;78362;78;2509,7;14354;20127;26608;12254;8418;12945;15830;17839;22664;25083;28095;32948;3,9;11710,53;0,2717
783620103;78362;78;1848,3;14195;20795;28218;14023;7899;12257;15459;18115;23304;26213;30619;38625;4,9;19446,23;0,3306
783620104;78362;78;1195,3;16655;22641;29175;12520;10921;14630;17863;20180;24775;27599;30593;35971;3,3;10439,14;0,2483
783620105;78362;78;1676,4;8597;14518;22338;13741;5141;7550;9519;11938;17208;20743;24471;30776;6,0;20116,54;0,3768
783620106;78362;78;1099,7;14163;21855;29589;15426;10228;12896;16048;18685;24141;27579;31242;37819;3,7;12520,49;0,2856
783620107;78362;78;1984,9;6895;10964;16949;10054;3164;6019;7768;9141;12993;15222;18620;23516;7,4;9761,38;0,3643
783620108;78362;78;1420,4;14119;20824;28283;14164;9289;12886;15817;18171;23123;26115;29881;36675;3,9;11885,34;0,2858
783720101;78372;78;2346,2;18620;25796;33309;14689;12611;16755;20230;22668;28902;31436;35427;42082;3,3;15383,57;0,2513
783720102;78372;78;1405,1;23699;34838;48024;24325;14118;21287;26227;30072;39058;44621;51971;63342;4,5;26182,67;0,3147
783720103;78372;78;1597,4;23097;31376;41426;18329;15905;20867;25079;27827;34700;39180;44602;54261;3,4;24845,50;0,2895
783720104;78372;78;1595,7;23161;31304;40079;16918;15983;21277;25120;28019;34218;37445;42758;52688;3,3;15953,70;0,2540
783720105;78372;78;1927,8;18331;27518;42692;24361;10489;15833;20215;23656;32911;38920;46875;61068;5,8;25706,13;0,3651
783720106;78372;78;1337,1;23578;35547;52622;29044;16174;21073;26097;31146;41131;48314;57717;78448;4,9;36713,32;0,3659
783720107;78372;78;1391,6;22049;32629;47149;25100;14629;20162;24062;28218;36665;43776;51749;70056;4,8;39173,17;0,3807
783720108;78372;78;;;;;;;;;;;;;;;;
783830101;78383;78;1681,1;24440;34423;45281;20841;16268;22276;26147;29855;38195;42976;48513;62073;3,8;24864,72;0,2992
783830102;78383;78;1578,1;22316;29213;37999;15683;16162;20387;23903;26594;32266;35808;40543;49301;3,1;21400,21;0,2645
783830103;78383;78;1430,0;8450;13850;21639;13189;5345;7662;9182;11273;16480;19739;23528;28346;5,3;9784,29;0,3418
783830104;78383;78;2477,9;16831;23454;30618;13787;10552;15040;18449;20998;26101;28930;32573;39262;3,7;12844,82;0,2683
783830105;78383;78;1558,3;15326;21061;27814;12488;9696;13536;16710;18786;23323;26102;29890;36026;3,7;12181,29;0,2710
783830106;78383;78;1559,2;17091;23702;31477;14386;11926;15300;18431;21519;26554;29793;33771;38945;3,3;12142,77;0,2557
783830107;78383;78;1203,5;20162;26721;35677;15515;14793;18751;21283;24597;29719;33142;37305;42175;2,9;12422,03;0,2291
783830108;78383;78;1532,8;21861;28620;37228;15368;16626;20625;23100;25769;31752;35641;39710;48872;2,9;14715,40;0,2425
783830109;78383;78;;;;;;;;;;;;;;;;
784180101;78418;78;1874,2;25098;39251;56280;31182;15020;21887;27710;34207;44433;51541;60081;72197;4,8;31601,22;0,3338
784180102;78418;78;1568,7;21321;30234;41249;19928;13871;19474;22972;26771;34067;38821;43560;53578;3,9;25424,42;0,2977
784180103;78418;78;1439,1;18367;26712;38592;20225;11555;16582;19996;22848;30961;35891;41617;51035;4,4;22997,36;0,3231
784180104;78418;78;1909,9;18162;27042;36914;18752;11770;16638;19664;23203;30143;34526;40662;50821;4,3;18622,87;0,3121
784180105;78418;78;1946,0;18786;26529;37204;18418;12232;17053;20131;23367;30052;34408;39995;50336;4,1;25505,38;0,3109
784180106;78418;78;1467,7;25792;35272;47448;21656;17219;23256;27703;31600;39186;43735;51213;62977;3,7;24036,41;0,2928
784230101;78423;78;;;;;;;;;;;;;;;;
784230102;78423;78;1690,7;19283;27243;36778;17495;13160;17441;20808;24339;31404;35383;39256;44080;3,3;14039,61;0,2641
784230103;78423;78;2701,1;17403;25615;34632;17229;10571;15223;18982;22142;28915;32452;37158;45159;4,3;16551,45;0,2928
784230104;78423;78;1933,2;20382;29048;40048;19666;11810;18236;22006;25797;32900;37459;43715;53502;4,5;17453,58;0,2942
784230105;78423;78;1131,5;12287;22505;31082;18795;7486;11183;14493;18496;25596;28571;33873;40377;5,4;13798,81;0,3229
784230106;78423;78;1346,8;15726;23821;32965;17239;9095;14341;17547;20493;27343;30911;35553;41775;4,6;13823,19;0,2958
784230107;78423;78;559,0;22186;30458;36642;14456;;;;;;;;;;;
784230108;78423;78;1247,8;18699;27487;36561;17862;11782;17299;20313;24295;30780;34165;38648;43918;3,7;14711,03;0,2707
784230109;78423;78;2418,8;22633;30901;39492;16859;15847;20730;24471;27957;33860;37690;42439;52190;3,3;16717,97;0,2558
784230110;78423;78;2419,8;21432;29722;38184;16752;14137;19302;23103;26246;32901;36127;40766;49034;3,5;17341,54;0,2707
784230111;78423;78;1134,6;24970;31990;40915;15945;18526;23050;26149;29205;35320;38672;43480;52178;2,8;15578,98;0,2341
784230112;78423;78;1278,9;17407;25758;34350;16943;10470;15425;19668;22742;28710;32643;36096;43840;4,2;14251,02;0,2771
784230113;78423;78;1408,8;16895;24617;34357;17462;10064;15094;18425;21511;27915;32105;36147;43436;4,3;14568,99;0,2923
784230114;78423;78;1218,4;26660;34946;44718;18058;19686;24242;28145;31788;38063;42766;47833;57017;2,9;18219,48;0,2433
784230115;78423;78;1136,4;20727;28186;37698;16971;13375;18280;22342;25075;31627;35239;40652;46412;3,5;18798,15;0,2787
784230116;78423;78;1044,1;25753;34872;45870;20117;17699;23751;28069;31368;38212;42767;49839;58372;3,3;17337,27;0,2506
784400101;78440;78;3464,8;11996;18289;25533;13537;6916;10384;13368;15585;20926;23783;27228;33579;4,9;12081,97;0,3156
784400102;78440;78;3007,3;10398;17195;24439;14041;6101;8912;11754;14393;19753;22748;26492;32234;5,3;13693,33;0,3460
784400103;78440;78;1599,4;11417;17672;25631;14214;6432;10021;12449;14942;20447;23544;28292;33896;5,3;16143,93;0,3383
784400104;78440;78;1272,1;9555;16216;23190;13635;6109;8413;10980;13483;18919;21718;24359;28987;4,7;10107,83;0,3187
784400105;78440;78;810,8;8648;14323;20313;11665;;;;;;;;;;;
784400106;78440;78;2303,7;8187;13987;21503;13316;4445;6936;9387;11691;16585;19721;23426;29605;6,7;11541,86;0,3678
784400107;78440;78;1301,8;10557;16083;22980;12423;6544;9497;11614;13771;18886;21701;25544;31321;4,8;10644,34;0,3166
784400108;78440;78;1710,4;5750;9073;13569;7819;3294;5260;6536;7754;10557;12534;14445;17621;5,3;6244,86;0,3316
784400109;78440;78;469,7;5986;9079;14482;8496;;;;;;;;;;;
784400110;78440;78;1116,8;6569;8995;12598;6029;4008;5654;7016;7928;10396;11736;13764;16871;4,2;5539,72;0,2963
784400111;78440;78;1165,3;6744;10682;15669;8925;3226;5422;7602;9259;12582;14689;17195;21037;6,5;7889,28;0,3466
784400112;78440;78;1809,8;7570;11829;17610;10040;4752;6703;8545;10340;14053;16437;19406;23208;4,9;8164,28;0,3273
784810101;78481;78;1266,6;14240;20972;29771;15531;8238;12859;15496;18371;23922;27691;32497;40895;5,0;13424,39;0,3069
