IRIS;COM;DEP;NBUC11;RFUCQ111;RFUCQ211;RFUCQ311;RFUCIQ11;RFUCD111;RFUCD211;RFUCD311;RFUCD411;RFUCD611;RFUCD711;RFUCD811;RFUCD911;RFUCRD11;RFUCET11;RFUCGI11
920510102;92051;92;1443,3;31589;48838;80098;48509;14528;26796;35161;41055;60812;74723;90557;132898;9,1;101853,72;0,4818
920510103;92051;92;1722,5;21549;41401;77126;55577;12046;18196;24832;32794;52829;68919;89088;135909;11,3;154336,43;0,5418
920510104;92051;92;2003,2;30574;54516;88711;58137;14676;25490;36738;45607;65664;80594;108829;184795;12,6;171633,68;0,5547
920510201;92051;92;1537,3;26291;53051;99971;73680;10821;21468;31736;41938;67156;84908;123079;215989;20,0;199828,44;0,6112
920510202;92051;92;1460,7;26119;47300;81759;55640;12868;21407;30287;39788;57148;72148;91781;159191;12,4;161943,69;0,5626
920510301;92051;92;1548,8;19352;35912;59990;40638;8697;16205;22770;29029;44117;52464;67630;105904;12,2;67306,24;0,4900
920510302;92051;92;1764,6;24411;43929;71781;47370;12660;20669;28080;35795;53944;65515;82629;117613;9,3;92953,07;0,4835
920510303;92051;92;1371,3;26242;45184;73832;47590;13343;21493;28937;37057;54698;64527;83315;119957;9,0;59343,48;0,4406
920510304;92051;92;1917,1;17017;34997;62820;45803;8468;13892;20890;27878;43903;55012;70393;103715;12,2;80294,65;0,4911
920510305;92051;92;1754,7;26202;48220;76742;50540;13907;22243;30869;39893;58284;69494;87097;122570;8,8;79636,25;0,4600
920510306;92051;92;1699,3;21934;37212;60785;38851;12277;18950;24289;30344;45006;54479;68306;93485;7,6;71014,81;0,4585
920510307;92051;92;1510,9;25114;45005;67728;42614;13349;21504;29600;36451;52792;62205;77735;111312;8,3;96824,98;0,4719
920510308;92051;92;1530,3;25662;44065;68160;42498;12945;21511;29358;35616;51089;62641;77763;104897;8,1;58090,77;0,4297
920510309;92051;92;1742,1;17853;30512;50723;32870;10074;15062;20233;25013;36898;45379;57554;86786;8,6;92877,09;0,4856
920510401;92051;92;1504,1;24279;42189;76556;52277;15125;21821;28186;34904;53948;68411;86629;149341;9,9;153070,83;0,5368
920510402;92051;92;1891,9;24638;43981;75825;51187;10707;20491;28965;36503;53584;67380;85644;125023;11,7;96804,86;0,5141
920510403;92051;92;1273,9;32987;62984;104993;72006;17171;27628;38359;48069;73701;92136;125174;227185;13,2;193382,10;0,5659
920510404;92051;92;1227,2;30536;50940;91071;60535;16563;26474;33245;41831;62433;79202;104936;149568;9,0;109294,73;0,4951
920510405;92051;92;1979,4;21814;41594;69229;47415;10789;18208;26076;33182;50365;61959;78681;117058;10,8;88260,93;0,5044
920510406;92051;92;1425,4;28899;50855;86120;57221;14087;24251;34078;42964;62512;76164;104965;154715;11,0;143418,05;0,5220
920510407;92051;92;1872,8;28340;48769;82802;54462;13578;24022;32831;40557;59447;73570;95861;159281;11,7;155083,75;0,5528
920510408;92051;92;1912,2;29093;55808;96072;66979;12911;23774;33567;44854;68652;85784;111227;168521;13,1;151919,34;0,5520
920510409;92051;92;1645,7;30026;53787;86990;56964;15559;24975;34581;42348;65410;78394;99129;146513;9,4;180477,01;0,5237
920510410;92051;92;1890,4;25365;48102;80277;54912;12485;21598;31159;39681;57383;70983;93476;138939;11,1;168400,57;0,5465
920510411;92051;92;1241,3;24594;46856;78937;54343;12838;20311;29378;38091;58512;73076;90972;138282;10,8;207426,48;0,5491
920600101;92060;92;2269,6;18578;25063;33155;14577;12652;17166;19919;22536;27896;31070;35461;43484;3,4;14712,10;0,2691
920600102;92060;92;1784,2;17158;25949;36214;19056;11755;15789;18695;22345;29379;33938;39410;48745;4,1;16123,44;0,3026
920600104;92060;92;1523,4;15793;25104;36101;20308;10773;14688;17762;21360;29278;33745;39146;49329;4,6;16909,89;0,3176
920600105;92060;92;1308,9;10090;15885;21787;11697;5111;8490;11286;13680;17724;20027;23293;26957;5,3;8934,71;0,3044
920600106;92060;92;3166,7;18863;26852;38652;19789;12472;17228;20359;23531;30615;35295;42561;53347;4,3;27974,38;0,3359
920600107;92060;92;2996,0;22719;33220;45193;22474;15646;20430;24441;28810;37418;41947;49134;61635;3,9;24870,63;0,3110
920600108;92060;92;1779,8;24521;33532;45155;20634;16686;22330;26093;29823;37669;42206;48893;64233;3,8;31892,25;0,3024
920600109;92060;92;3052,1;21532;31300;42441;20909;14238;19294;23383;27395;34939;39573;45801;55159;3,9;19260,93;0,2872
920600110;92060;92;1255,1;18277;26657;36585;18308;12119;16559;19610;23976;30513;34491;39438;45769;3,8;16476,00;0,2923
920620101;92062;92;1529,8;17722;27466;39528;21806;7678;15247;19684;24096;31915;36656;42487;55347;7,2;22028,49;0,3532
920620102;92062;92;1319,4;11240;19399;30139;18899;5994;9279;13384;16784;22857;27603;33860;45679;7,6;20337,98;0,4063
920620103;92062;92;1173,6;15225;24257;35758;20533;7330;13330;17014;20398;28139;32229;40459;49858;6,8;20269,75;0,3633
920620201;92062;92;1792,3;15088;25955;37605;22517;8046;12817;17074;21576;31235;34835;40407;51797;6,4;20810,25;0,3575
920620202;92062;92;1782,7;13434;20434;28647;15213;8401;12157;14824;17878;23592;26645;30730;37575;4,5;12811,71;0,3076
920620203;92062;92;1463,7;16859;26111;40199;23340;9029;14974;18984;22797;30489;36610;44163;56753;6,3;25578,07;0,3612
920620204;92062;92;1828,6;13865;19679;26692;12827;8403;12462;15185;17589;22315;25017;28359;35479;4,2;12054,09;0,2923
920620205;92062;92;1882,2;12842;21341;32998;20156;7317;11039;14734;17747;25139;30514;36978;48513;6,6;22444,35;0,3900
920620301;92062;92;1981,4;18703;29965;43516;24813;10169;15636;20685;25465;34930;39786;48451;59095;5,8;29991,06;0,3574
920620302;92062;92;1699,7;14166;25073;37615;23449;6592;11585;16695;21307;29843;34085;41037;53553;8,1;21959,48;0,3809
920620303;92062;92;1548,4;17158;29419;46147;28989;9624;15378;19267;24434;35403;41715;50683;62359;6,5;28156,83;0,3737
920620304;92062;92;1445,0;11754;21834;36444;24690;6684;10009;13778;17596;26584;32996;40276;52537;7,9;26473,48;0,4225
920620305;92062;92;1847,0;14094;20826;30451;16357;7698;12234;15299;18283;24076;27681;33225;44129;5,7;19658,41;0,3625
920620306;92062;92;2470,0;17781;29873;44412;26631;10208;15352;20143;25754;35147;40389;47603;57721;5,7;22852,31;0,3471
920620401;92062;92;1702,2;17994;29026;43273;25279;8948;15096;20219;24376;34004;40362;47848;61082;6,8;45187,14;0,4013
920620402;92062;92;2045,1;14671;28543;43075;28404;7290;12017;17258;22093;35518;40772;47888;64691;8,9;29586,07;0,4032
920620403;92062;92;1907,1;13013;26520;43467;30454;6914;11393;16173;20970;33199;39439;49276;60253;8,7;31691,00;0,4264
920620404;92062;92;1644,6;22263;34618;48414;26151;11265;19486;25295;29581;39775;45114;53221;65594;5,8;32477,36;0,3510
920630101;92063;92;1767,3;13581;20357;30517;16936;7857;11709;15232;17707;24062;28613;33431;44643;5,7;17310,78;0,3519
920630102;92063;92;1713,0;19477;28053;40401;20924;10933;16987;21021;24358;31989;37108;43241;53712;4,9;24101,59;0,3309
920630103;92063;92;1159,6;25850;34706;49551;23701;18138;24169;27837;31377;40303;46421;55220;69062;3,8;28527,13;0,3142
920630104;92063;92;1472,6;26937;37869;52407;25470;16971;24000;29883;34308;43052;48959;57243;73012;4,3;37269,72;0,3479
920630105;92063;92;1998,5;14621;22274;33009;18388;8814;13015;16131;19235;25818;29757;36071;46619;5,3;20894,37;0,3525
920630106;92063;92;1928,6;22335;32199;45160;22825;12934;20061;24000;27871;35911;41270;50307;62619;4,8;24645,47;0,3260
920630201;92063;92;2275,8;23521;36911;51462;27941;15715;21784;26220;31388;41492;47375;56725;72810;4,6;30540,23;0,3377
920630202;92063;92;1807,8;26623;38171;55153;28530;18108;24460;29066;33834;43918;50167;60547;81010;4,5;39513,95;0,3561
920630301;92063;92;1350,6;23339;33039;44836;21497;16228;21871;25454;28685;37197;42405;47746;63679;3,9;35656,14;0,3220
920630302;92063;92;1602,8;28384;40641;56450;28066;19824;25251;31496;35807;45468;51151;61543;76035;3,8;34360,90;0,3140
920630401;92063;92;1497,7;36174;55513;90686;54512;24286;32088;40122;47173;62288;76455;110435;193525;8,0;222735,84;0,5358
920630501;92063;92;1943,1;21033;32519;47252;26219;13929;18711;24019;28276;37814;43397;51689;64807;4,7;27514,93;0,3388
920630502;92063;92;2029,2;23020;35555;52472;29452;15019;20488;24870;29925;40817;48063;59296;76420;5,1;43161,32;0,3808
920630503;92063;92;1447,8;24254;33842;48257;24003;17196;22580;26241;29913;38921;44719;53469;67017;3,9;46222,66;0,3504
920630504;92063;92;1246,5;19089;36159;55414;36325;10692;15377;21857;29181;42198;50934;61249;82086;7,7;47827,44;0,4226
920630601;92063;92;1831,5;15115;24709;35106;19991;8080;13055;17720;21220;28058;32236;38425;48199;6,0;20705,31;0,3507
920630602;92063;92;1483,0;8683;14295;20561;11878;5088;7302;9964;12121;16262;18688;22170;26769;5,3;9852,68;0,3251
920630603;92063;92;1833,2;22641;31931;44314;21673;15568;20591;25196;28236;36047;41600;48016;60446;3,9;32473,10;0,3185
920630701;92063;92;1410,7;26454;37267;53511;27057;18464;23756;28425;33461;42515;49061;59443;80425;4,4;37985,87;0,3469
920630702;92063;92;2562,0;15078;22690;32267;17189;9560;13623;16753;19968;25841;29315;35539;46579;4,9;16940,86;0,3264
920630703;92063;92;1740,7;20203;30294;42522;22319;11824;17869;22164;26168;35385;39685;45725;59972;5,1;21168,84;0,3241
920630704;92063;92;1603,1;23247;34030;52270;29023;15399;21094;25752;30077;40288;47493;56869;70138;4,6;42676,88;0,3603
920630705;92063;92;1760,2;17887;29936;48003;30116;10514;15908;20790;25450;36111;43714;53385;67896;6,5;45219,43;0,4236
920630706;92063;92;1096,6;18761;28273;39708;20947;10570;16743;21207;24296;31902;37748;44294;57858;5,5;20843,51;0,3330
920630707;92063;92;1214,0;18336;28063;41229;22893;11963;16757;21446;24477;31919;37407;45139;58373;4,9;27217,42;0,3498
920630801;92063;92;1397,8;23619;34491;48657;25038;14377;21091;25782;30808;39409;45910;54335;69447;4,8;28010,84;0,3330
920630802;92063;92;2038,1;20326;30658;44309;23983;12253;18173;22326;26542;35351;41462;48963;62261;5,1;33241,03;0,3647
920630803;92063;92;1637,5;23127;33936;50021;26894;14163;20512;25426;29464;39367;46591;54680;75360;5,3;43604,37;0,3852
920630804;92063;92;1821,5;20500;33305;50620;30120;12207;18208;23497;28651;39741;45857;55961;74305;6,1;32116,43;0,3690
920630805;92063;92;1493,6;23341;36068;52513;29172;16460;20553;25912;30930;41856;48419;58945;77386;4,7;42323,16;0,3700
920630806;92063;92;1837,1;19365;27744;40984;21619;13516;17843;21278;24942;31935;37818;43849;55383;4,1;30774,22;0,3411
920640101;92064;92;1628,5;21182;31125;46355;25173;13389;18682;23009;27441;36766;42821;49716;62913;4,7;27342,99;0,3427
920640102;92064;92;1806,9;27423;40326;56153;28730;16788;23657;30325;34919;45167;52455;61792;77402;4,6;107586,34;0,3495
920640103;92064;92;1840,9;28437;44029;64223;35786;16376;25423;32788;38774;50910;59950;70699;95839;5,9;80761,35;0,3933
920640104;92064;92;1719,6;21354;36119;59528;38174;11483;17745;24603;30101;43349;52157;68024;97371;8,5;87750,46;0,4982
920640105;92064;92;1678,0;17914;33019;56331;38417;10128;15683;20417;25583;40900;49947;65319;90975;9,0;84641,21;0,4805
920640106;92064;92;2167,6;25005;38427;56399;31394;14378;22022;27639;32504;44337;51745;61302;80858;5,6;124077,86;0,4044
920640107;92064;92;1565,8;22312;35960;55269;32957;14088;19930;24551;30092;43044;50374;61468;81664;5,8;46626,53;0,4015
920640108;92064;92;1470,3;27487;43322;67829;40342;15208;24147;30648;37235;50911;59056;78644;104386;6,9;159698,87;0,4907
920640109;92064;92;1178,9;28457;45852;76030;47573;16848;24152;31682;38833;56252;67273;83975;116769;6,9;87621,35;0,4679
920640110;92064;92;1950,5;23513;39704;65237;41724;14251;20080;26279;32553;49721;59857;74134;104879;7,4;88214,59;0,4760
920640111;92064;92;1125,3;20339;34939;57459;37120;13054;18422;23045;29184;42108;50099;63455;83164;6,4;46207,85;0,4287
920640112;92064;92;1641,9;17774;30625;50437;32663;10336;16121;20257;25968;37611;46284;55871;84397;8,2;137554,26;0,5362
920710101;92071;92;1698,9;20537;31121;47837;27300;12765;18237;22695;27261;36226;43319;52627;69922;5,5;36158,09;0,3765
920710102;92071;92;1871,9;27429;39811;56595;29166;18590;24542;30210;35449;45845;52673;63863;86512;4,7;38800,12;0,3500
920710103;92071;92;1606,2;20883;33851;51484;30601;13556;18295;23720;27958;39214;47018;56046;74081;5,5;114375,01;0,4621
920710104;92071;92;1448,5;30878;44952;70388;39510;21069;27116;33453;38989;52898;64243;79496;116507;5,5;81346,53;0,4305
920710105;92071;92;1480,8;23012;36444;51905;28893;14312;20377;25854;31703;42126;48223;56927;76038;5,3;42753,83;0,3737
920710106;92071;92;1257,1;26961;39983;55496;28535;17606;23550;28891;34586;44617;51069;59431;80419;4,6;46877,26;0,3708
920710107;92071;92;1647,6;15314;22881;32105;16791;8664;13579;17117;20110;26330;30047;34667;43880;5,1;18771,93;0,3395
920710108;92071;92;1845,0;26693;40241;56761;30068;15055;23677;29010;34831;46136;52435;61301;81727;5,4;31693,03;0,3418
920720101;92072;92;1139,3;23455;32171;42229;18774;13418;20847;25197;28951;35105;39298;44870;52238;3,9;20375,08;0,2872
920720102;92072;92;1272,6;23451;35191;52463;29012;14385;20883;25386;30408;40391;48355;57435;82814;5,8;35791,90;0,3641
920720103;92072;92;1493,6;27392;40484;56317;28925;18748;24809;30295;36103;45196;51866;63715;85391;4,6;41310,48;0,3530
920720104;92072;92;2181,8;17242;28256;42750;25508;10855;14948;19350;23644;33017;39044;48002;67482;6,2;40728,90;0,4087
920720105;92072;92;1637,9;19914;30815;43135;23221;10975;16849;22330;27033;34934;40250;46830;60054;5,5;24458,93;0,3425
920720106;92072;92;1652,1;13150;21719;32267;19117;7963;11641;14637;18265;25256;29560;35895;45710;5,7;20697,26;0,3698
920720107;92072;92;1651,1;15119;25142;38647;23528;9148;13652;16978;20662;30567;35070;42342;55686;6,1;22639,51;0,3709
920720108;92072;92;1351,8;14132;23227;38422;24290;8129;12822;15650;19153;27999;33991;41482;54747;6,7;44420,59;0,4237
920720109;92072;92;1222,7;28609;44066;61252;32643;17374;24277;31229;37835;50536;57097;67761;88597;5,1;84504,08;0,4301
920720110;92072;92;1715,4;27306;43956;69686;42380;15690;24127;31030;37102;51563;62901;78322;111307;7,1;76012,07;0,4529
920730101;92073;92;2651,9;19281;30640;46586;27305;10150;16444;21617;25977;36119;43024;50622;68840;6,8;41204,12;0,4065
920730102;92073;92;2835,9;20653;32567;46499;25846;11208;18152;23175;27797;37751;43173;50993;63840;5,7;26564,23;0,3478
920730103;92073;92;1811,6;21787;33920;53614;31827;11642;18789;24526;29090;39673;47989;59580;83163;7,1;50539,98;0,4236
920730104;92073;92;1671,1;21347;33980;49932;28585;13473;19119;24251;28839;39285;46038;54388;74437;5,5;32002,59;0,3680
920730105;92073;92;1339,3;12122;18617;25273;13151;6870;10348;13682;16443;20853;23426;27268;32501;4,7;11812,82;0,3099
920730106;92073;92;2136,5;17718;30682;49908;32190;8979;15503;20481;25526;37830;45704;57211;77227;8,6;41493,40;0,4290
920730108;92073;92;2470,5;14485;24272;39295;24810;8236;12285;16164;20026;29114;35732;44115;57775;7,0;34603,18;0,4179
920730109;92073;92;1607,9;11563;17573;24917;13354;5912;10034;12853;15433;20287;23000;27161;34734;5,9;13083,34;0,3367
920730110;92073;92;1541,6;10512;16358;22731;12219;6150;9469;12009;14228;19011;21540;24020;29176;4,7;9877,88;0,3078
920730111;92073;92;1368,6;15148;25840;43956;28808;7471;13566;17688;20891;31355;39559;49763;68328;9,1;54746,01;0,4940
920730112;92073;92;1949,7;16698;30062;47197;30499;7738;14194;18885;24678;35617;42749;51759;72820;9,4;30292,93;0,4115
920730113;92073;92;2433,8;15129;25822;42078;26949;8496;13037;17184;21260;31830;38316;47089;66599;7,8;29981,99;0,4153
920730114;92073;92;3211,3;24940;37153;53357;28417;14646;22162;27378;32343;43392;50274;58713;72702;5,0;42341,24;0,3578
920730115;92073;92;1382,2;22202;35763;54493;32291;10663;19135;24578;29807;42648;49462;60329;77736;7,3;31178,11;0,3734
920730116;92073;92;2459,6;18420;29241;44363;25943;9956;15152;20476;25377;34671;40517;48328;61888;6,2;31365,78;0,3748
920750101;92075;92;1442,2;18229;28230;43854;25625;11351;16223;20710;24487;33712;38985;47283;60569;5,3;32866,41;0,3736
920750102;92075;92;1431,5;15713;22829;31456;15743;9271;13480;17090;20165;25982;29784;34657;44829;4,8;19335,37;0,3404
920750103;92075;92;1420,4;22859;33330;46997;24138;15482;20716;24910;29396;37650;42578;51989;67059;4,3;31245,68;0,3322
920750104;92075;92;2615,2;18843;28389;39353;20510;11242;16390;20770;24360;31967;36825;43293;53872;4,8;24184,97;0,3359
920750105;92075;92;1782,1;21452;32611;46928;25476;13722;19048;23689;28228;37053;43536;51714;62309;4,5;22512,97;0,3209
920750106;92075;92;1743,3;18581;27166;37736;19155;10719;16279;20142;23507;30903;34689;41979;54693;5,1;47176,50;0,3586
920750107;92075;92;1918,2;19547;29999;46085;26538;11493;17349;21490;25298;35763;42700;50504;65042;5,7;29460,45;0,3700
920750108;92075;92;1627,6;17948;26987;39707;21759;9592;16012;19924;23280;31245;36470;44142;56473;5,9;22667,25;0,3540
920750109;92075;92;1363,2;13572;22267;33537;19965;7198;12447;14819;18533;26101;30419;37135;47069;6,5;18969,26;0,3630
920750110;92075;92;1299,2;19780;30206;41651;21871;11346;17638;22074;25907;35029;39195;45759;57405;5,1;19284,97;0,3154
920750111;92075;92;1579,1;15364;23342;35345;19981;9316;13696;17267;19883;26431;31918;38273;47926;5,1;19412,48;0,3513
920770101;92077;92;;;;;;;;;;;;;;;;
920770102;92077;92;1182,3;21189;35549;57816;36627;13310;19368;24103;29241;43614;52769;62961;78165;5,9;69178,82;0,4471
920770103;92077;92;1690,3;20520;32197;45634;25114;12907;19050;22883;27526;36793;41854;50191;66873;5,2;86851,24;0,3777
920770104;92077;92;1649,3;28768;42087;60575;31807;15613;25677;31713;37312;49055;55354;66494;90063;5,8;74862,62;0,3882
920770105;92077;92;1422,8;22154;35238;57260;35106;10871;17699;24888;29808;43815;51842;65717;90456;8,3;70588,40;0,4580
920770106;92077;92;1430,9;25971;40988;59753;33782;13505;21641;28391;34230;47597;55485;67686;92313;6,8;70681,25;0,4390
920780101;92078;92;1125,3;7353;11848;17128;9775;4136;6534;7975;9788;13463;15485;18865;24641;6,0;8142,51;0,3439
920780102;92078;92;1772,4;11749;17976;24988;13239;6349;9830;13200;15757;20521;23124;27401;32790;5,2;12090,09;0,3213
920780103;92078;92;2442,2;12232;20599;31137;18905;5832;10868;13643;17319;24031;28275;33959;42481;7,3;18310,77;0,3782
920780104;92078;92;1518,4;8769;14258;20293;11524;5128;7749;9660;11907;16108;18786;22051;27071;5,3;9065,39;0,3270
920780105;92078;92;2306,0;6939;11362;16552;9613;4468;6204;7632;9499;13373;15576;17710;21874;4,9;7365,56;0,3272
920780106;92078;92;1061,4;7910;13027;18991;11081;4698;6965;8978;10648;15370;17824;20753;25638;5,5;9021,46;0,3404
920780107;92078;92;1505,9;8743;13653;21235;12493;4199;7440;9808;11849;16008;19268;23201;30294;7,2;16050,17;0,3829
920780108;92078;92;836,5;9681;15035;21094;11413;;;;;;;;;;;
920780109;92078;92;1116,1;10221;15936;22231;12010;5582;9179;11547;13851;18302;20854;23903;29972;5,4;12748,35;0,3264
920780110;92078;92;1800,2;8916;15371;23556;14640;5199;7701;10226;12984;18362;21503;25670;32527;6,3;12820,74;0,3660
930010101;93001;93;1866,8;6138;11485;19168;13030;2241;5002;6821;9448;14473;17415;20997;26216;11,7;10415,26;0,4080
930010201;93001;93;1408,7;5976;12257;20531;14555;2053;4491;6818;9481;14986;18617;23382;31056;15,1;13527,14;0,4475
930010202;93001;93;2051,5;6723;12415;21534;14811;3137;5367;7908;10068;15354;19035;23691;31318;10,0;13024,87;0,4170
930010301;93001;93;396,3;18260;22598;27537;9277;;;;;;;;;;;
930010302;93001;93;2358,4;6051;10313;15836;9785;2268;4671;6835;8380;12322;14475;17903;22379;9,9;8238,61;0,3835
930010303;93001;93;1623,6;6142;10025;16429;10287;2471;5388;7097;8375;12104;14779;18402;26629;10,8;10366,71;0,4153
930010304;93001;93;1182,9;5121;8965;14904;9783;1049;4037;5797;7301;10733;13217;16576;23813;22,7;8959,71;0,4308
930010401;93001;93;2537,3;6260;10495;16014;9754;2241;5043;7239;8712;12405;14936;17385;22175;9,9;7823,06;0,3704
930010402;93001;93;1702,4;6654;11198;17391;10737;3168;5871;7420;8888;13553;16030;19387;24622;7,8;9033,74;0,3732
930010501;93001;93;1405,9;6669;10540;18105;11436;3657;5320;7581;8910;12795;15949;20149;25119;6,9;9114,20;0,3786
930010502;93001;93;1986,5;6371;10715;18073;11702;2122;5160;7247;8676;12779;15864;20210;25741;12,1;10103,86;0,4071
930010503;93001;93;1980,2;6370;11393;17996;11626;2015;5202;7486;9253;13596;16650;20838;27802;13,8;10597,00;0,4133
930010601;93001;93;1387,7;5854;10604;16115;10261;2666;4989;6839;8509;12721;14913;17969;24461;9,2;12660,63;0,4204
930010602;93001;93;2003,7;5259;9373;15374;10115;2335;4707;6244;7689;11465;13889;17344;24469;10,5;11679,54;0,4325
930010603;93001;93;1864,8;5315;9352;15934;10619;1856;4046;6069;7420;11632;14185;17734;23847;12,8;9932,84;0,4314
930010701;93001;93;2087,1;6636;11319;18339;11703;2805;5481;7486;9447;13847;16595;20184;25723;9,2;10149,62;0,3934
930010801;93001;93;1522,4;6258;10564;17341;11083;3181;5361;7186;8633;12637;16132;19090;24918;7,8;10403,97;0,3954
930010802;93001;93;2103,4;6279;10569;15980;9701;3109;5219;7150;8853;12444;14583;17577;22561;7,3;8569,50;0,3721
930010901;93001;93;2129,3;7044;13002;20576;13532;3010;6061;8272;10328;15356;18333;22769;29450;9,8;13355,27;0,4110
930010902;93001;93;2137,1;5665;10857;18837;13172;1334;4327;6612;8611;13950;17573;21195;27598;20,7;14705,06;0,4521
930010903;93001;93;1718,1;5733;10649;19721;13988;1200;4577;6674;8343;13625;17167;23346;31360;26,1;15406,07;0,4768
930011001;93001;93;1476,5;4932;9472;16389;11457;1187;3871;5509;7193;11868;14373;18523;23882;20,1;9342,58;0,4312
930011002;93001;93;1272,3;8366;14647;21554;13188;4038;7148;9324;11745;17061;20145;23371;28951;7,2;11175,00;0,3606
930011101;93001;93;1208,4;5305;10400;17979;12674;2258;4060;6420;8276;12886;15690;19340;24880;11,0;9955,25;0,4191
930011102;93001;93;1872,0;5393;9466;16136;10743;1423;4260;6298;7696;11619;14329;18404;25558;18,0;11046,29;0,4471
930011201;93001;93;2648,5;6740;11989;20398;13658;2979;5523;8088;9962;14493;18269;22793;29840;10,0;11524,11;0,4087
930011202;93001;93;409,7;5564;9280;15822;10258;;;;;;;;;;;
930011203;93001;93;227,2;4120;7198;11096;6977;;;;;;;;;;;
930050101;93005;93;1041,1;8339;14272;20302;11963;2799;6891;9107;11838;15899;18518;22567;27794;9,9;9582,81;0,3562
930050102;93005;93;1311,8;13265;21127;29110;15845;6937;11689;14816;18128;24095;27255;30798;38701;5,6;13876,89;0,3215
930050103;93005;93;1384,0;16508;23946;31834;15326;9653;14757;17871;21389;26453;29497;34429;43517;4,5;16281,25;0,3123
930050201;93005;93;;;;;;;;;;;;;;;;
930050202;93005;93;1667,2;5624;9686;14511;8887;2344;4841;6578;7950;11094;13373;15904;20208;8,6;7005,44;0,3631
930050203;93005;93;1253,2;8171;12849;20334;12163;5153;7627;9263;11028;15438;18282;22239;28623;5,6;10453,35;0,3528
930050204;93005;93;2780,7;6403;10279;14913;8510;3164;5538;7542;8955;11864;13685;16366;19652;6,2;6611,36;0,3302
930050206;93005;93;3268,6;5737;9608;14419;8682;2978;4889;6809;8277;11302;13093;16095;20135;6,8;7117,65;0,3563
930050207;93005;93;1442,1;4536;8412;13623;9087;2290;3962;5442;6653;10146;12106;15620;20526;9,0;8765,65;0,4236
930050208;93005;93;911,4;5834;10146;14983;9149;3497;5117;6847;8659;12203;13699;16047;19435;5,6;6724,47;0,3417
930050209;93005;93;1253,2;7657;12480;18800;11143;3517;6796;8569;10702;14268;16966;20309;25054;7,1;8437,51;0,3456
930050301;93005;93;1357,7;13084;20921;29911;16827;7313;11786;14809;17906;24153;27489;32481;39791;5,4;16158,00;0,3456
930050302;93005;93;1348,9;16758;26080;35547;18789;8391;14709;19580;22701;29483;33527;38349;47701;5,7;19896,21;0,3346
930050303;93005;93;1295,6;12694;21705;30216;17522;5960;10609;14761;18371;25308;28477;34043;40262;6,8;18449,83;0,3690
930050304;93005;93;1296,4;15155;22808;31398;16243;9355;13495;16889;20038;25886;29576;33940;40469;4,3;15229,11;0,3029
930050401;93005;93;1844,7;13705;22822;32184;18479;7105;11605;15481;19445;26487;29985;34620;43182;6,1;17699,41;0,3556
930050402;93005;93;1620,2;17499;25539;34863;17364;10049;15348;18867;22615;28295;32299;37503;47038;4,7;18868,23;0,3248
930050403;93005;93;1476,2;12810;21923;32693;19883;6668;11124;15830;18704;25880;30134;35346;45319;6,8;23291,92;0,3781
930050501;93005;93;1497,7;11927;19558;27706;15780;7016;10029;13608;16896;22394;26003;30269;38354;5,5;16797,92;0,3510
930050502;93005;93;1393,3;14044;21223;30188;16144;7880;11746;15832;19016;24271;28009;32545;40338;5,1;15099,36;0,3273
930050503;93005;93;1350,1;15979;23642;31970;15991;9519;14589;17730;20839;26683;29853;34292;42823;4,5;17698,38;0,3192
930050601;93005;93;1398,1;11413;18618;26217;14804;5826;10021;13100;15859;20896;24278;28752;35998;6,2;15064,36;0,3442
930050602;93005;93;1632,3;12605;20237;27760;15155;7352;10654;13885;16988;22799;25863;30496;37288;5,1;14860,76;0,3338
930050603;93005;93;1315,6;12779;19650;27832;15053;7295;11078;14072;16946;22233;25851;30041;37301;5,1;12329,65;0,3199
930050604;93005;93;1480,8;11741;17270;23833;12092;6655;10147;13038;14741;19525;21852;25223;31373;4,7;11944,02;0,3151
930050701;93005;93;819,2;9741;15350;21053;11312;;;;;;;;;;;
930050702;93005;93;1214,2;7730;12336;18098;10368;3758;6473;8939;10200;14627;17012;20219;24899;6,6;8742,21;0,3499
930050703;93005;93;1754,5;6988;11250;17515;10527;3571;6154;7754;9442;13651;16301;18808;22616;6,3;8385,10;0,3493
930050801;93005;93;1509,9;7433;12594;18444;11011;3200;6457;8722;10539;14834;17312;19637;23844;7,5;8876,59;0,3469
930050802;93005;93;1671,1;5830;9997;14763;8933;1534;4828;6900;8436;11987;13375;16255;20025;13,1;7002,57;0,3628
930050803;93005;93;1170,2;6844;11235;16598;9754;3286;5836;7511;9517;12989;15310;18626;23470;7,1;9730,54;0,3586
930050804;93005;93;1114,4;7264;11683;17358;10094;3224;6257;7811;9609;13421;16005;19077;23874;7,4;8740,09;0,3549
930050805;93005;93;1520,9;5233;10003;17016;11783;1084;3956;6228;7858;12323;15309;19086;24354;22,5;11561,14;0,4399
930050901;93005;93;1354,1;14674;22159;31710;17036;7806;12344;16048;18741;24985;28781;33742;43478;5,6;17726,65;0,3430
930050902;93005;93;1710,5;13112;21465;31441;18329;6838;11331;15204;18040;25035;29037;33596;43968;6,4;16337,34;0,3508
930050903;93005;93;1768,3;15535;23185;31849;16314;8148;13586;17275;19739;26317;29576;35177;42482;5,2;17209,41;0,3281
930060101;93006;93;1691,1;11232;18159;26604;15372;5392;9569;12857;15286;20762;23568;28879;36632;6,8;14070,31;0,3560
