evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,logmse,mselog
71,0.026908219398107343,0.0,3.1354971837078796,489.14202003230406,30.325838689436353,7.213782823759598
71,0.011098745822883227,5.8790009907170094E-5,2.30917041578949,1.6940810355321145,27.880249190364008,13.102384249226944
71,0.016590583700744756,8.351513194809068E-4,1.0000458905643896,2.607537651530485,28.636079964151843,9.021830197268825
71,0.017204439123995625,7.898994971903692E-4,2.6199891620804188,3.0736599327277347,28.754372129660304,8.803484611395461
71,0.01758323413706193,0.0012736529182632889,2.525146092743894,3.7475537559445784,28.81474802810898,8.558449715451173
71,0.0185888101051109,7.817404723143274E-4,2.631405697683314,4.090035992751596,29.04066757787504,8.327287775847974
71,0.017898326711351217,8.646669618400594E-4,1.0,8.866820328092876,28.923178932774924,8.44910365838651
71,0.017711403777916118,8.478731218918765E-4,1.0,7.8419285745470395,28.878588590132566,8.506736002388717
71,0.019988862958889117,0.0,2.9669490859921046,307.4560419370708,29.32807143790349,8.300227011773298
71,0.011658005144584989,0.0,6.451836064723328,207.32360811242717,27.924043817577225,12.75413345124847
71,0.020841240358783163,0.0,1.057024611172358,459.87403448365313,29.470622724601135,8.045078873531374
71,0.015251970147217034,0.0,5.185438553703731,436.0394524948399,28.446867672464016,10.382150426440662
71,0.012038307634071752,0.0,4.771293132879425,161.3203640048335,27.953873902416102,12.46925418094975
71,0.022936265274079683,0.0,1.4763204897430535,454.3066649880219,29.79573169722705,7.566086242447097
71,0.023048618233829064,0.0,1.0,157.1285101340189,29.81219899791165,7.546244560408284
71,0.020780588035577193,0.0,1.7786472774011037,500.0,29.4606802852954,8.062068172036923
71,0.01171538953023217,0.0,2.558823765357606,423.6608226396424,27.92798445449879,12.710623019220185
71,0.01186427915538931,0.0,10.0,220.71686349809778,27.93914874405053,12.598601129887767
71,0.013140927646595291,0.0,1.5969859485363316,232.3729567323941,28.08412498534248,11.68919561290656
71,0.015884961056198865,0.0,4.231102319001263,137.7498519266587,28.568064502520905,10.036895345534298
71,0.02059431933181302,0.0,1.8677151437888178,500.0,29.42995414388921,8.11535692003224
71,0.015105631549156704,0.0,4.521420388861585,106.27682588054263,28.419218556802775,10.464996770134457
71,0.016077006543925226,0.0,3.11370395645317,413.7422898477541,28.605125678521308,9.936330329353478
71,0.012932724753788111,0.0,1.0,232.23412482282947,28.05519223398834,11.831302794310629
71,0.02026699618583241,0.0,1.993694421940413,406.36030632257126,29.37525613443028,8.213081174499521
71,0.020062327919623053,0.0,9.627141522468838,392.69066839495247,29.340597693078205,8.27684079278202
71,0.014337236851979141,0.0,4.555146897355687,166.63792722555738,28.27823972444786,10.91884014328785
71,0.014175724019308389,0.0,2.834991834817482,46.31344803968117,28.249842712355786,11.0182858434126
71,0.011912965488263415,0.0,10.0,164.99481868987002,27.94308887971766,12.562242590992122
71,0.011970320762838355,0.0,3.6816072872439833,121.76736254962006,27.947910298434245,12.519581996634079
71,0.023150893777135466,0.0,4.59383305564172,206.1291488941386,29.827107604082997,7.528693207561997
71,0.013608287779762829,0.0,2.4118098722521113,321.21517389497984,28.15496896242145,11.378917020849245
71,0.013442217628583658,0.0,1.7284631750715607,248.28814744041458,28.128936149498987,11.487793535764014
71,0.013032193165787773,0.0,1.7659789021618604,167.66078709504356,28.068794249970036,11.763111909160745
71,0.015303932207323186,0.0,2.900257403251094,472.3486157284323,28.456728258607885,10.353007796634843
71,0.020948681798494878,0.0,1.1905038116472184,200.10236649410052,29.488159880459698,8.015419682086577
