evolution$generation,synthRankSize,nwThreshold,nwGmax,gravityWeight,gravityGamma,gravityDecay,rhoPopClosenessPos,rhoPopClosenessNeg,rhoPopAccessibilityPos,rhoPopAccessibilityNeg,rhoClosenessAccessibilityPos,rhoClosenessAccessibilityNeg,evolution$samples
616,1.8191442474509485,0.1931559662908076,0.03784474840401347,7.058668514693832E-4,0.2,140.0805425864007,0.042125061212502646,0.01101226681873374,-0.015505435751449914,-0.03168528160554718,0.0,0.0,1
616,0.7925120575160243,2.5743176084107526,0.03356411004850822,1.9848615868232807E-4,1.8178531611406392,69.49129821066708,0.04747646690983365,0.02507570979604057,0.0,0.015276998417129928,0.02493466226466734,0.0,1
616,2.497601165861535,5.0,0.032479055760532116,0.001,1.2732092359199352,51.721551669627864,0.037957727600887836,0.03642681396761327,0.0,0.009020058569909312,0.016632190343903175,0.0,1
616,1.1846699004267627,4.272357961280524,0.04998956860470469,8.667438666107069E-4,2.3557639926175593,77.6281861761803,0.06957681535720306,0.03007265897340905,0.0,0.03965305886059972,0.0057257383006342755,0.0,1
616,2.5,3.469041619016246,0.03474035335539304,1.8367367206927643E-4,2.221069416982076,144.15505173150976,0.08427005602219473,0.010352049946549147,0.0,0.018247002628005826,0.018883977799251717,0.025143976879006158,1
616,2.159286828413458,4.083731175559248,0.011012285407485384,5.368120155501311E-4,2.6747572423074732,1.0,0.02750679525019817,0.0,0.002269599769271824,0.002638883495984949,0.002481186417378267,0.032739105941939295,1
616,0.1,4.526251707426536,0.030917303203755686,8.728655027092896E-4,3.0,171.70088896424897,0.04443411299585459,0.012513061054094055,0.03559452790969797,0.0,0.0,0.0,1
616,2.1449743275509414,5.0,0.04226251797734257,8.338014263120013E-4,2.584956559159504,170.06339449016133,0.04716253401291032,0.017511337536764315,0.02460717575307314,0.0,0.13269451058069004,0.0,1
616,0.3439253858986422,3.421281574056744,0.030947078208541024,7.415757314263269E-4,1.6573898795288105,200.0,0.03047339178553099,0.011951532634060347,0.018054267075141683,0.0,0.0692974938386165,0.03761236178347871,1
616,1.167513235176766,2.203209188087424,0.02146131824579006,4.292263649158008E-4,1.32702101598821,7.653012476094442,0.03490292046826016,0.010170018701142536,-0.0018466950472486102,0.0,0.0,0.028380188475949808,1
616,1.8171505985474827,2.3797319280244107,0.030492035964958975,6.088007135319019E-4,1.494003072083555,73.393682897604,0.07414687944688081,0.0492468062124215,0.0,0.005319834737020912,0.03841927360774133,0.0,1
616,1.9164650576625668,3.8086161593944072,7.675289313930912E-5,7.56860440692736E-4,2.3192092339396617,151.6152276978545,0.0,0.0049648034801463015,-0.012988363861523189,-0.013158685835123751,-0.010496152266053271,-0.008433638323463472,4
616,2.5,5.0,0.05,0.001,2.967121347408235,1.0,0.10585332944467496,0.0,-0.00281343943513667,-3.2011614461029125E-5,9.199198480648041E-4,0.03995445210966678,2
616,0.7030241142739322,1.2153201435029806,0.011398051140407168,9.052375671728234E-5,1.0733810264332018,1.0,0.0019631151203751696,0.0022941348625517555,0.014962740298893024,0.0038801651246767044,0.006910095948068351,0.023581685764063498,1
616,2.480679110043812,5.0,0.008193667373616176,9.769985227987958E-4,0.9378041032467541,183.05369314742353,0.013213956447718833,0.013665555948354058,0.0,-0.014637567150635994,0.0,0.0,1
616,0.1,4.105252608134678,0.04086992457280282,8.173984914560568E-4,2.488715776076959,163.66229979975532,0.045402077734882945,0.005000555637253462,0.034110100765600115,0.0,0.13577911558039218,-0.035635521092245215,2
616,0.6873443344525048,5.0,0.023317525280667318,5.646506346986896E-4,1.3118044957785913,200.0,0.03355813165600774,0.0166260297060562,0.011897042266989621,0.0,0.054744908752360766,0.026433145611235886,1
616,1.7731301942528641,3.5159741465995995,0.029023015215620337,6.971375809386938E-4,2.1519852266283417,139.7303786068,0.04671861018985318,0.026047074663438197,0.006287123134922745,0.0,0.07210504136945636,0.041622851923062004,1
616,0.27341683499876807,3.040715877496899,0.01017858696872574,1.835440061312133E-4,0.7298558675007947,1.0,0.006848102616853868,0.004091853537559975,0.03772861495151569,0.035680526467864015,0.0011808006521497605,0.022188646758786845,1
616,1.4024889100407976,0.1,0.03216839583776161,3.202971296162642E-4,0.2,89.27601435097598,-5.988238317142236E-6,-0.017523542026407223,-0.025310635499541156,-0.004270670131962917,0.0,0.15228495936450198,1
616,1.6134057728332911,3.4769309266819945,0.038010588272948675,7.307712986118043E-4,2.0066339205915646,200.0,0.054544922225966574,0.043036299952571244,0.006130476660426709,0.003589412352252075,0.11588495251718726,0.061354868897567985,1
616,2.1088763453885964,4.166934236391027,0.05,7.869943735463718E-4,2.2639902326170813,125.36019345507191,0.08955737766381211,0.0,3.4441670480533926E-4,0.01802183598186169,0.11711908739830465,0.0,1
