3135327,3387268,3824349,4088312,4473400
407100,446900,497800,526400,560200
492000,524800,534700,553200,618400
274400,305300,312300,318200,332000
94700,100600,112600,142300,154900
149800,150000,149800,149400,149600
303800,313200,319500,319000,328700
165300,172100,189600,172200,230500
94800,114500,125600,126300,129900
37200,38400,50100,55200,60700
128700,141100,157100,174000,185400
68400,72500,77000,81800,86800
178700,180800,192500,200300,218800
57900,61800,73100,76800,106100
104400,120200,130400,140300,160700
70200,73400,76300,87800,93300
60300,65900,67400,73900,82600
177100,181300,197900,199900,205200
69300,73900,75900,77100,80200
72700,73300,78000,78700,82500
67400,70300,71000,75000,78800
15000,15700,16700,20100,22700
53400,54100,55900,64200,72000
46100,47800,49800,51200,52000
135900,144400,162000,166300,175600
65400,67700,71300,74100,76800
89600,96600,100800,111800,115000
81400,85900,91400,92000,92700
104200,108000,108400,109900,115200
104785,104237,113800,116100,121800
45200,45400,44800,44400,46900
57400,60100,63300,65500,69400
35800,67800,72100,76800,77500
33100,33000,34300,35000,40500
39800,42800,45300,46400,51500
72700,77700,84100,88600,92200
33900,35100,36200,38900,39500
83700,88700,90800,90900,93200
71600,74600,80600,80200,80400
37900,39100,46100,45500,49000
11900,12900,13600,14400,15600
56100,57600,55400,56200,58000
9800,10000,10500,11800,12500
55600,58800,59200,59900,62300
37500,38500,39900,39300,41200
29200,30500,31300,32900,33800
49200,49200,57000,58900,61700
26800,28400,31600,33900,36400
20900,21700,23100,23000,23000
14800,25400,28700,30300,34900
