2816334,2983054,3135327,3387268,3824349
363400,379500,407100,446900,497800
418100,447500,492000,524800,534700
237400,257300,274400,305300,312300
72100,83700,94700,100600,112600
140300,147600,149800,150000,149800
258200,285700,303800,313200,319500
162500,167500,165300,172100,189600
85000,86100,94800,114500,125600
34800,36100,37200,38400,50100
109200,117000,128700,141100,157100
59600,60600,68400,72500,77000
158800,172000,178700,180800,192500
55300,54900,57900,61800,73100
81900,94800,104400,120200,130400
61700,62400,70200,73400,76300
52200,59600,60300,65900,67400
166600,161100,177100,181300,197900
56000,56800,69300,73900,75900
64400,69700,72700,73300,78000
61000,64700,67400,70300,71000
14000,14600,15000,15700,16700
46400,50000,53400,54100,55900
40300,43600,46100,47800,49800
119600,129000,135900,144400,162000
55500,60900,65400,67700,71300
74600,81900,89600,96600,100800
76300,81600,81400,85900,91400
93800,97900,104200,108000,108400
92100,97625,104785,104237,113800
41500,43800,45200,45400,44800
55300,57600,57400,60100,63300
51500,55000,35800,67800,72100
30000,30600,33100,33000,34300
34800,35700,39800,42800,45300
63800,68500,72700,77700,84100
31700,34200,33900,35100,36200
74200,80300,83700,88700,90800
63400,69900,71600,74600,80600
25000,32800,37900,39100,46100
11300,11800,11900,12900,13600
57100,56500,56100,57600,55400
8800,9200,9800,10000,10500
49900,51600,55600,58800,59200
36200,36900,37500,38500,39900
28100,28800,29200,30500,31300
44700,47100,49200,49200,57000
22500,23800,26800,28400,31600
19600,20900,20900,21700,23100
13400,14400,14800,25400,28700
