1916700,2116400,2209200,2383200,2816334
264500,303500,316200,322200,363400
351100,358800,356600,378800,418100
159800,187100,196100,207600,237400
48300,50200,54900,58500,72100
113200,126900,124900,131600,140300
186000,212900,222100,248100,258200
138300,139700,153500,157800,162500
99500,91100,82000,84000,85000
28400,31800,32100,32200,34800
86400,88900,90500,99000,109200
34700,40500,44800,53400,59600
135800,132600,134200,149000,158800
35600,36100,45100,46900,55300
51800,52700,55600,71800,81900
56900,54800,57500,52300,61700
44100,42500,43400,48300,52200
112200,122200,146000,167100,166600
51900,55600,55700,55300,56000
48100,51800,54500,60600,64400
54300,52700,52500,55900,61000
11200,11200,11600,12900,14000
41300,41600,41200,45100,46400
39300,39500,40900,40900,40300
78900,82500,97000,103000,119600
37100,39200,42600,47900,55500
49200,62100,60500,69300,74600
59500,62600,66500,64900,76300
55800,60700,72000,81300,93800
85400,101000,87400,88800,92100
43700,41600,41200,41200,41500
37200,45200,47000,50200,55300
32100,38800,41600,43500,51500
21100,24600,27300,28900,30000
25600,30000,31900,32900,34800
51100,53000,55100,59000,63800
23500,25300,27400,28400,31700
58800,61100,63700,66900,74200
57100,60200,62400,63000,63400
16200,23400,21900,22900,25000
10700,11600,11600,11000,11300
46800,47000,49400,54400,57100
7800,7400,8000,8500,8800
34600,35700,38100,41300,49900
30600,31000,30000,33300,36200
18700,20100,20700,27000,28100
35500,44200,41300,41900,44700
18900,18700,19500,19600,22500
20000,18300,19100,18500,19600
9300,9700,10200,13200,13400
