2209200,2383200,2816334,2983054,3135327
316200,322200,363400,379500,407100
356600,378800,418100,447500,492000
196100,207600,237400,257300,274400
54900,58500,72100,83700,94700
124900,131600,140300,147600,149800
222100,248100,258200,285700,303800
153500,157800,162500,167500,165300
82000,84000,85000,86100,94800
32100,32200,34800,36100,37200
90500,99000,109200,117000,128700
44800,53400,59600,60600,68400
134200,149000,158800,172000,178700
45100,46900,55300,54900,57900
55600,71800,81900,94800,104400
57500,52300,61700,62400,70200
43400,48300,52200,59600,60300
146000,167100,166600,161100,177100
55700,55300,56000,56800,69300
54500,60600,64400,69700,72700
52500,55900,61000,64700,67400
11600,12900,14000,14600,15000
41200,45100,46400,50000,53400
40900,40900,40300,43600,46100
97000,103000,119600,129000,135900
42600,47900,55500,60900,65400
60500,69300,74600,81900,89600
66500,64900,76300,81600,81400
72000,81300,93800,97900,104200
87400,88800,92100,97625,104785
41200,41200,41500,43800,45200
47000,50200,55300,57600,57400
41600,43500,51500,55000,35800
27300,28900,30000,30600,33100
31900,32900,34800,35700,39800
55100,59000,63800,68500,72700
27400,28400,31700,34200,33900
63700,66900,74200,80300,83700
62400,63000,63400,69900,71600
21900,22900,25000,32800,37900
11600,11000,11300,11800,11900
49400,54400,57100,56500,56100
8000,8500,8800,9200,9800
38100,41300,49900,51600,55600
30000,33300,36200,36900,37500
20700,27000,28100,28800,29200
41300,41900,44700,47100,49200
19500,19600,22500,23800,26800
19100,18500,19600,20900,20900
10200,13200,13400,14400,14800
