5602113,6228978,7338773,8153314
626097,647414,802492,956083
655104,635796,877297,1070234
358568,351211,427240,877474
213059,240111,307708,390062
257709,258805,326634,437822
398906,404484,458447,551268
245522,233248,325351,390979
155182,134976,219836,337476
82731,45659,133770,204620
223182,231312,299911,332849
116015,140546,230081,329077
232816,240736,323297,366433
127470,63719,172140,223284
152589,166312,205643,254226
83460,107097,145825,164132
105046,112765,149352,199449
241741,183682,290949,332269
86517,91349,121346,168616
105803,115912,153026,189292
75828,90384,123701,154492
37975,30237,45494,144332
122824,130049,157942,202306
57564,58353,84290,136760
148423,173456,222005,246691
97525,110330,151998,181938
119139,120668,163758,198144
98464,102549,132325,159917
106313,119914,143335,167117
70173,106581,135621,168881
53085,70528,114971,149770
94982,109227,140667,164695
63480,87528,121878,143336
52437,57863,79645,109199
57928,30613,88282,108715
102560,102456,118914,146045
72194,67912,82690,106336
84342,90491,112752,135080
85782,82127,97949,123023
18895,49767,69754,110779
34203,36306,57025,81392
59556,67975,95572,115568
65645,29911,129826,140287
71831,81815,98010,113916
44395,48563,68077,78318
44995,50136,67316,91831
21557,57344,76968,98346
46323,56844,73858,86332
27443,34828,54597,74312
45110,26864,95781,114281
