835300,1013200,1019200,1296600,1366200,1682100,1916700,2116400,2209200,2383200,2816334,2983054,3135327,3387268,3824349,4088312,4473400,4378721,4726250,5160008,5674419,5784072,5602113,6228978,6244865,7338773,8153314,8495499,8673262,9318821,9644507
148800,149900,150900,186900,199000,237500,264500,303500,316200,322200,363400,379500,407100,446900,497800,526400,560200,541471,580056,647847,797174,910756,626097,647414,665693,802492,956083,1064776,1104923,1230936,1349772
165400,204900,198600,248700,275500,318000,351100,358800,356600,378800,418100,447500,492000,524800,534700,553200,618400,591828,669617,706246,755741,747834,655104,635796,699184,877297,1070234,1163757,1204189,1262223,1348832
72200,75300,70100,82800,86400,93400,159800,187100,196100,207600,237400,257300,274400,305300,312300,318200,332000,331980,321694,349554,368806,377060,358568,351211,386146,427240,877474,932232,932933,959234,1000900
29000,35000,32000,39000,42000,45000,48300,50200,54900,58500,72100,83700,94700,100600,112600,142300,154900,140674,154168,186844,222626,242511,213059,240111,247413,307708,390062,435514,447848,516740,888784
59600,77400,77000,94200,93400,103100,113200,126900,124900,131600,140300,147600,149800,150000,149800,149400,149600,140866,167442,172215,185318,206339,257709,258805,262348,326634,437822,507412,538030,650336,761090
109500,104600,108200,138000,145900,166900,186000,212900,222100,248100,258200,285700,303800,313200,319500,319000,328700,332381,356654,358498,381892,385958,398906,404484,417962,458447,551268,609216,637349,696364,753931
101200,93200,95500,114100,117700,131500,138300,139700,153500,157800,162500,167500,165300,172100,189600,172200,230500,222516,243258,250010,257493,269704,245522,233248,266626,325351,390979,451035,463060,496078,544932
35100,41600,44200,72300,79800,94200,99500,91100,82000,84000,85000,86100,94800,114500,125600,126300,129900,116417,115301,128743,144835,163797,155182,134976,166030,219836,337476,375866,408768,437553,519640
18800,19200,20000,23600,23800,26400,28400,31800,32100,32200,34800,36100,37200,38400,50100,55200,60700,61104,60254,74119,122789,123145,82731,45659,103763,133770,204620,209784,201966,199562,518727
49700,57900,61200,75200,78800,81900,86400,88900,90500,99000,109200,117000,128700,141100,157100,174000,185400,211967,195153,208975,223660,237316,223182,231312,253881,299911,332849,363703,371888,388483,427245
24900,29000,25500,38000,31300,32800,34700,40500,44800,53400,59600,60600,68400,72500,77000,81800,86800,67513,80755,89788,98272,106228,116015,140546,144014,230081,329077,387353,390849,404733,419334
100800,108900,107600,119200,124600,132300,135800,132600,134200,149000,158800,172000,178700,180800,192500,200300,218800,203863,219780,228960,240077,244196,232816,240736,270108,323297,366433,385957,377421,380161,389862
23300,23700,25800,30000,32000,34200,35600,36100,45100,46900,55300,54900,57900,61800,73100,76800,106100,104742,91473,125959,136003,132226,127470,63719,149508,172140,223284,350068,349059,338392,357395
29800,31400,35900,42800,45100,50300,51800,52700,55600,71800,81900,94800,104400,120200,130400,140300,160700,124410,126326,138004,147780,159050,152589,166312,171729,205643,254226,277837,304639,329447,331363
44400,42800,39800,55100,57700,64700,56900,54800,57500,52300,61700,62400,70200,73400,76300,87800,93300,93335,60932,72568,80053,86403,83460,107097,112087,145825,164132,180083,185130,193117,322526
23200,26700,24700,30800,33500,38100,44100,42500,43400,48300,52200,59600,60300,65900,67400,73900,82600,80229,87831,93684,97425,99941,105046,112765,122421,149352,199449,244337,261079,282152,297631
40900,49600,55200,62900,70400,112600,112200,122200,146000,167100,166600,161100,177100,181300,197900,199900,205200,194872,221396,255411,250073,245954,241741,183682,251295,290949,332269,334093,316503,313338,291960
35900,33500,35600,45800,45800,49700,51900,55600,55700,55300,56000,56800,69300,73900,75900,77100,80200,72581,74096,75121,78118,81228,86517,91349,91349,121346,168616,209289,219048,248303,287981
29700,35600,32400,39200,42000,48200,48100,51800,54500,60600,64400,69700,72700,73300,78000,78700,82500,69338,73496,76304,81073,89834,105803,115912,115912,153026,189292,226593,231543,245065,272263
40200,40300,42400,49200,50800,50400,54300,52700,52500,55900,61000,64700,67400,70300,71000,75000,78800,66760,67626,70811,72819,74192,75828,90384,95812,123701,154492,207212,219148,243153,263292
6900,9500,9600,10500,10500,10600,11200,11200,11600,12900,14000,14600,15000,15700,16700,20100,22700,18791,26434,28837,31260,31912,37975,30237,40386,45494,144332,144776,258035,261535,259198
31800,36200,31200,37700,37300,42000,41300,41600,41200,45100,46400,50000,53400,54100,55900,64200,72000,63161,86018,118228,111864,109536,122824,130049,130049,157942,202306,251131,254343,254416,258541
33500,35400,35800,38900,39600,40400,39300,39500,40900,40900,40300,43600,46100,47800,49800,51200,52000,44829,45180,48477,54191,55790,57564,58353,63352,84290,136760,160333,172405,181136,253580
29500,37200,46900,62100,64300,68200,78900,82500,97000,103000,119600,129000,135900,144400,162000,166300,175600,175449,215402,215788,239726,204104,148423,173456,191264,222005,246691,263730,254024,253627,248547
25600,24800,26200,30100,32300,33500,37100,39200,42600,47900,55500,60900,65400,67700,71300,74100,76800,69712,72862,77640,83877,88872,97525,110330,110330,151998,181938,206931,214472,230451,236953
16300,19900,23100,32400,32600,49000,49200,62100,60500,69300,74600,81900,89600,96600,100800,111800,115000,116852,115927,123761,131114,125658,119139,120668,132481,163758,198144,217979,220122,223856,234445
32700,42900,43600,52100,53900,58200,59500,62600,66500,64900,76300,81600,81400,85900,91400,92000,92700,81908,85955,89653,89326,91262,98464,102549,109397,132325,159917,186220,194040,208282,226843
36000,38400,39200,43900,45800,51700,55800,60700,72000,81300,93800,97900,104200,108000,108400,109900,115200,108873,74766,98069,103838,109344,106313,119914,119914,143335,167117,196562,198775,206437,215581
37600,41200,45300,76600,76400,74500,85400,101000,87400,88800,92100,97625,104785,104237,113800,116100,121800,84241,75133,69404,75615,94567,70173,106581,106581,135621,168881,190449,200426,201480,210055
39100,41900,37800,44100,45300,41400,43700,41600,41200,41200,41500,43800,45200,45400,44800,44400,46900,40514,52399,51089,55712,59821,53085,70528,70528,114971,149770,178973,181879,191490,199490
19800,23200,22400,26800,27100,34700,37200,45200,47000,50200,55300,57600,57400,60100,63300,65500,69400,61744,66401,67458,71810,79031,94982,109227,109227,140667,164695,188527,187216,189107,194825
24900,23800,24500,27400,29100,29700,32100,38800,41600,43500,51500,55000,35800,67800,72100,76800,77500,78283,78912,80629,87398,91289,63480,87528,90115,121878,143336,185053,193389,190879,191173
11300,12600,12400,16200,16200,18700,21100,24600,27300,28900,30000,30600,33100,33000,34300,35000,40500,39599,38890,41320,42785,43809,52437,57863,57863,79645,109199,124895,129833,144674,181413
21700,21900,21700,25900,25700,26100,25600,30000,31900,32900,34800,35700,39800,42800,45300,46400,51500,49432,50404,60128,59039,56162,57928,30613,58634,88282,108715,120903,126694,164378,178965
27100,29700,26500,38100,41600,46600,51100,53000,55100,59000,63800,68500,72700,77700,84100,88600,92200,85173,84009,93440,87418,89724,102560,102456,102456,118914,146045,165828,170454,170065,173299
17100,17600,18200,22700,21800,22300,23500,25300,27400,28400,31700,34200,33900,35100,36200,38900,39500,36346,51292,66756,71538,68636,72194,67912,67912,82690,106336,117262,137540,157873,162678
45000,46100,44400,49600,52100,56600,58800,61100,63700,66900,74200,80300,83700,88700,90800,90900,93200,87100,87866,90012,90228,92827,84342,90491,95302,112752,135080,150980,152962,156120,160815
41300,43000,41200,53500,53600,54300,57100,60200,62400,63000,63400,69900,71600,74600,80600,80200,80400,74136,78055,79654,83555,87877,85782,82127,82127,97949,123023,130079,131319,138527,148889
3800,3700,3800,4100,10300,11000,16200,23400,21900,22900,25000,32800,37900,39100,46100,45500,49000,37295,52514,49880,50053,51279,18895,49767,49767,69754,110779,119274,130072,131511,136886
8800,8200,9000,9500,9700,10000,10700,11600,11600,11000,11300,11800,11900,12900,13600,14400,15600,13064,13707,18352,21550,24961,34203,36306,36306,57025,81392,103388,112382,126729,136815
29200,29700,25000,39900,41300,43500,46800,47000,49400,54400,57100,56500,56100,57600,55400,56200,58000,49379,50490,52072,54039,56491,59556,67975,67975,95572,115568,125857,120408,122623,134376
5600,5700,5500,6800,8400,10400,7800,7400,8000,8500,8800,9200,9800,10000,10500,11800,12500,20738,19527,26002,72447,70419,65645,29911,82913,129826,140287,141735,137891,132413,130480
39100,25600,24500,26400,27400,33100,34600,35700,38100,41300,49900,51600,55600,58800,59200,59900,62300,60350,61931,68841,73288,74241,71831,81815,81815,98010,113916,126266,124877,122763,128945
23100,22000,22400,26800,29300,30900,30600,31000,30000,33300,36200,36900,37500,38500,39900,39300,41200,35619,34097,36271,36091,39588,44395,48563,48563,68077,78318,96835,101868,107625,119371
10400,11000,11100,13900,16100,16900,18700,20100,20700,27000,28100,28800,29200,30500,31300,32900,33800,30311,30707,34316,37427,39276,44995,50136,50136,67316,91831,104075,105802,107965,117448
18300,19000,18200,26400,25700,28400,35500,44200,41300,41900,44700,47100,49200,49200,57000,58900,61700,55607,55672,51132,52069,54633,21557,57344,57344,76968,98346,105671,103730,115488,116174
14600,14900,13900,17400,16500,16200,18900,18700,19500,19600,22500,23800,26800,28400,31600,33900,36400,33190,37262,38707,41611,44467,46323,56844,59865,73858,86332,99580,101222,100264,116157
18000,18500,18000,18800,19000,19500,20000,18300,19100,18500,19600,20900,20900,21700,23100,23000,23000,18338,18535,20959,22734,24965,27443,34828,34828,54597,74312,86774,95283,103283,113457
4800,5100,4100,5800,6100,5900,9300,9700,10200,13200,13400,14400,14800,25400,28700,30300,34900,33863,34893,39531,46449,45067,45110,26864,55830,95781,114281,132041,127872,117510,113059
