"","id"
"1","6183671908868978688"
"2","15562661967570989056"
"3","10848812208339648512"
"4","12497764037199794176"
"5","18068903396089436160"
"6","14533344212266401792"
"7","3965522792277511168"
"8","4858733018553495552"
"9","16587046595535857664"
"10","10631883530748364800"
"11","10423882353209681920"
"12","4702935791433840640"
"13","17461425412840601600"
"14","8029658070039255040"
"15","3041907322198041088"
"16","12566066085462953984"
"17","110557198161134560"
"18","5363304502171298816"
"19","3331788656061615616"
"20","8760659757919304704"
"21","10591303013139419136"
"22","5790576283407474688"
"23","18406853027174696960"
"24","16801127953511237632"
"25","797125591236460032"
"26","6865142061185770496"
"27","8682972364245008384"
"28","4098970616505554944"
"29","9965524940265816064"
"30","40983155072113360"
"31","8460393703408199680"
"32","18314604857603504128"
"33","4650337381656251392"
"34","15134127993999994880"
"35","6604611435967450112"
"36","16073655149189527552"
"37","18359444439052044288"
"38","11460879937825046528"
"39","2039291397663452416"
"40","3335665069621389824"
"41","8640521625052557312"
"42","16516135851682922496"
"43","5064696385290299392"
"44","7786439823762729984"
"45","16920109646244720640"
"46","13176554946154172416"
"47","9862906844015884288"
"48","7740296564156187648"
"49","10255313354655186944"
"50","16310847265675816960"
"51","15924260519034247168"
"52","13431434652311248896"
"53","2867203503329376768"
"54","12662103488170897408"
"55","5033142897476780032"
"56","12146316389297944576"
"57","6973213983938049024"
"58","11736164615127074816"
"59","14782765841473282048"
"60","12198405921201375232"
"61","262725680090581088"
"62","15971432259233404928"
"63","11087764709407133696"
"64","15930430173610960896"
"65","9155767696516781056"
"66","7474385208820260864"
"67","13045390728782864384"
"68","6064658138147540992"
"69","15453632885419241472"
"70","9727107562111100928"
"71","12933120776034918400"
"72","10661595862476066816"
"73","4981102523373010944"
"74","14269607490972272640"
"75","18089282458803130368"
"76","14422418423930738688"
"77","13838796074590119936"
"78","10825766084471345152"
"79","8662106582925007872"
"80","6382980601266498560"
"81","8786514219659715584"
"82","7302673896246388736"
"83","12485778113816530944"
"84","1178523161418479872"
"85","3986503317760182784"
"86","5842760488329440256"
"87","16166295044927920128"
"88","7294513540213395456"
"89","5470791173284937728"
"90","16343263305348356096"
"91","188216840565084096"
"92","1981379070718365184"
"93","18358938924569024512"
"94","7560186687212675072"
"95","13416081171704825856"
"96","14564279885353967616"
"97","11161952316321126400"
"98","9355418616463374336"
"99","13125176473408718848"
"100","3465895936054943232"
"101","17199951296659816448"
"102","5974665088995644416"
"103","13494945830637113344"
"104","11389067660735496192"
"105","2093746402763755264"
"106","9135700156671256576"
"107","11290200506990618624"
"108","8698448763137136640"
"109","2110935620295286016"
"110","3304341642495975424"
"111","12588801415737006080"
"112","9490575019941066752"
"113","13445250311142076416"
"114","8157820536059955200"
"115","2775261736077991424"
"116","13041360809933443072"
"117","13977577579417194496"
"118","9059180724473436160"
"119","16196790493959081984"
"120","9458530478297223168"
"121","6984436265105216512"
"122","1276610562231662080"
"123","5409502558239909888"
"124","12858332814788069376"
"125","16892497309721255936"
"126","17912074084329848832"
"127","6066023652449574912"
"128","7335255121514688512"
"129","10275433798391156736"
"130","10350258582967687168"
"131","17082685667603904512"
"132","6395685851424501760"
"133","4540992456534129664"
"134","14190998432006189056"
"135","6335389214464019456"
"136","7779759301318290432"
"137","5920531247399649280"
"138","7151069506578209792"
"139","4638994814311913472"
"140","16710507898700496896"
"141","766726850383320448"
"142","3251028555193593344"
"143","13852192549709627392"
"144","13575165107974475776"
"145","6645971185867520000"
"146","8807313678374247424"
"147","5481031337768463360"
"148","7217891746529978368"
"149","2194199248471896576"
"150","3929791617873952768"
"151","10029753420943802368"
"152","13712733968686503936"
"153","6016889274600014848"
"154","6171786470466258944"
"155","10465395166179440640"
"156","13091254600312520704"
"157","635998504422731008"
"158","15905761602785107968"
"159","1821937939085780480"
"160","11159629101513601024"
"161","12904002558111897600"
"162","17986559425295730688"
"163","8185103975787952128"
"164","15182073028191381504"
"165","14776610931740753920"
"166","16905746661542088704"
"167","321398268821294784"
"168","5726326301865384960"
"169","17308864080571168768"
"170","11053725477625679872"
"171","18068677717798334464"
"172","5081915567164894208"
"173","4194324549116971008"
"174","7710787802164844544"
"175","14741827647242647552"
"176","13107070191688878080"
"177","7218756865694584832"
"178","3523671413798347264"
"179","7140654703178757120"
"180","8464539416005175296"
"181","10329840311111694336"
"182","17656654188374820864"
"183","4471431689740841984"
"184","16031602293258455040"
"185","3293667722761867776"
"186","13529063355583160320"
"187","6650429715552880640"
"188","5628085737418298368"
"189","5201887660423785472"
"190","984494037127656832"
"191","13913723051493015552"
"192","10353666514707212288"
"193","5126734218049421312"
"194","2808930571858122752"
"195","16332218584236707840"
"196","15272262448908509184"
"197","4670889924146794496"
"198","17592180731817060352"
"199","13460726867137163264"
"200","2882067805482807808"
"201","15235051415113461760"
"202","12897627849544460288"
"203","10997234293991876608"
"204","15732262118010232832"
"205","14159031296237787136"
"206","10720569762167867392"
"207","6653886685605553152"
"208","9230420267192182784"
"209","8191180525480446976"
"210","15434732066431678464"
"211","9884050649293545472"
"212","3532035001927212032"
"213","7708100894809216000"
"214","13136200598743261184"
"215","6378452167372517376"
"216","6367018359062249472"
"217","7012111581838353408"
"218","8290591763465731072"
"219","8798932488274067456"
"220","4720646426571983872"
"221","5772939078532889600"
"222","14010140988735752192"
"223","12754119279585828864"
"224","2332013122518402048"
"225","7439739658897823744"
"226","896640040930975744"
"227","7296351359529479168"
"228","12515000194791833600"
"229","16714615502406090752"
"230","9220022669799127040"
"231","17855727138483464192"
"232","9522756302445905920"
"233","9226234175356551168"
"234","3157880599057284608"
"235","11774659638125467648"
"236","8128120819903176704"
"237","17162240386502172672"
"238","2849604398433842688"
"239","14632691083826063360"
"240","17796613017874927616"
"241","14583819758899814400"
"242","15065899956530132992"
"243","6709613594536730624"
"244","1261476708289728000"
"245","1085144990280925440"
"246","741917888688204928"
"247","8283920336535415808"
"248","14626803177930797056"
"249","11566150074356525056"
"250","7257596448628197376"
"251","11458055554997442560"
"252","13159104345744465920"
"253","8896469449274323968"
"254","1713615550600939776"
"255","12766179439865280512"
"256","14364352897701650432"
"257","13795840463771117568"
"258","8626057593777755136"
"259","7297559008653867008"
"260","11735177327787917312"
"261","3073775926132400128"
"262","9658993325824608256"
"263","8764246713062072320"
"264","4327402441088673280"
"265","18201371367166556160"
"266","17156621892420827136"
"267","9932695335103393792"
"268","3058148874160306176"
"269","18364290833372364800"
"270","16633909569704718336"
"271","4067479807502171648"
"272","9361314575314487296"
"273","16824762359162847232"
"274","15571193310587832320"
"275","8396668477936301056"
"276","8771236771791687680"
"277","2144504865743747328"
"278","15535785674438246400"
"279","5509877381045566464"
"280","2454651361425914368"
"281","12606508470263869440"
"282","11317828482314604544"
"283","13748545256123213824"
"284","8850360773885047808"
"285","6740583260114201600"
"286","18194283431420547072"
"287","14167606985748463616"
"288","749811244003600896"
"289","13209546903678543872"
"290","9682068943019739136"
"291","1870726575709724672"
"292","2845260024751110144"
"293","5569597538173130752"
"294","11833385877348225024"
"295","13245916699820056576"
"296","9888220368053321728"
"297","14467781483324303360"
"298","4225199702937858560"
"299","5215830473144625152"
"300","4504526067872851968"
"301","5637857898436082688"
"302","14868648670831364096"
"303","1734294872279952896"
"304","11987994846038036480"
"305","4654847059481902080"
"306","13673786417333481472"
"307","6301169878831952896"
"308","533615324182297408"
"309","6184044664448436224"
"310","15907852091330125824"
"311","13536560238551461888"
"312","2809858237773423616"
"313","5333343054558815232"
"314","3763364882663691776"
"315","2152537615012668672"
"316","11246680635970091008"
"317","8204069106077751296"
"318","648721299845022208"
"319","9757955314924580864"
"320","2542009390502068736"
"321","14189867288069586944"
"322","4114574877431889920"
"323","16376852296394029056"
"324","4200686395448736768"
"325","14112906081019891712"
"326","10132005692079443968"
"327","8762106390536799232"
"328","7906666430903465984"
"329","14679314114297313280"
"330","9137035328760324096"
"331","4118910168741948416"
"332","12528753862904719360"
"333","5207994316936586240"
"334","12689464816754810880"
"335","11016203788641050624"
"336","687005600331593984"
"337","7471192947249165312"
"338","1562679692250265088"
"339","5851307324012550144"
"340","10193522787278096384"
"341","1030336727816248832"
"342","9807386121962207232"
"343","494732930329535744"
"344","1287388079298951680"
"345","4543562304660619264"
"346","9293171402765840384"
"347","14264454461874419712"
"348","1092314299184523392"
"349","7850377246857510912"
"350","15455085858477164544"
"351","8043959614273939456"
"352","6918175030315570176"
"353","12502627275646197760"
"354","15537646902525808640"
"355","3501698102592766464"
"356","3117836387063345664"
"357","10837750384658173952"
"358","13711360144576583680"
"359","9903087326308839424"
"360","1284124609538610432"
"361","11742048781947265024"
"362","10665148011151716352"
"363","5118104206559514624"
"364","447993076512563200"
"365","10620115154433603584"
"366","8871637856528642048"
"367","10617466974810052608"
"368","14531358960016214016"
"369","2812996986874585088"
"370","10482742381058148352"
"371","8784999648861001728"
"372","10028912993103708160"
"373","6849751575226874880"
"374","14810903218758526976"
"375","12179729120695851008"
"376","7744528793338127360"
"377","6985426590967989248"
"378","9851248979355258880"
"379","13417833726670770176"
"380","2213558431278068224"
"381","16606160117974304768"
"382","5084223175695034368"
"383","16053749219460618240"
"384","4917399958188058624"
"385","15943509508110499840"
"386","9591764161463398400"
"387","1610239351668063232"
"388","7673861572576191488"
"389","6844319927839112192"
"390","7472244756204086272"
"391","972430776789489024"
"392","4579852929479876096"
"393","9990390694077566976"
"394","12871123429646114816"
"395","7627603069510876160"
"396","10478877385617868800"
"397","10785557432943224832"
"398","10858500281550444544"
"399","7823483463795201024"
"400","5174588857445968896"
"401","5081170823106144256"
"402","9082605289906813952"
"403","16218965951461855232"
"404","15411280791375673344"
"405","17977403405606866944"
"406","1214388378785320448"
"407","3611828367973209600"
"408","4790570951560091648"
"409","2779540294586292224"
"410","15701083661327579136"
"411","16287772579885985792"
"412","10169381732212670464"
"413","10119825585137582080"
"414","13318739222164606976"
"415","4118752029874576896"
"416","13993248256995444736"
"417","693049278645253376"
"418","13873334727375273984"
"419","1227953168788876288"
"420","10752486293632202752"
"421","8054057329905998848"
"422","11724913243695378432"
"423","11384800605372375040"
"424","708821660429322624"
"425","15594232128853850112"
"426","3362711349868687360"
"427","7999631668407801856"
"428","17787572242417391616"
"429","101123007048948256"
"430","728745616125578496"
"431","18363638689853075456"
"432","2574592511538807296"
"433","14735510624149463040"
"434","11923303855934439424"
"435","12155339348971567104"
"436","5429470654839982080"
"437","9720509688327663616"
"438","3516348983806709248"
"439","17708081355438651392"
"440","14650382376093818880"
"441","8154931303575257088"
"442","9710724533423781888"
"443","12107437149293504512"
"444","8213567551602656256"
"445","1006663413246372736"
"446","4149142256158277120"
"447","6110939551695783936"
"448","5212361506141694976"
"449","11307354690752636928"
"450","8382534202351328256"
"451","557280625671905408"
"452","1266537334454750208"
"453","15138382674562148352"
"454","15827186965499267072"
"455","16453559456948137984"
"456","8635264123653166080"
"457","13799716661082656768"
"458","14794616665691129856"
"459","3683375958325199360"
"460","5261087894996912128"
"461","4786546894725552128"
"462","7097334896326448128"
"463","12293340675763179520"
"464","11474161458324611072"
"465","2167423374697610496"
"466","7691812853532648448"
"467","2117740639047775744"
"468","2827002188832232960"
"469","1682454677059129600"
"470","12962178732062873600"
"471","818672580907199488"
"472","2071900215005464576"
"473","5219040335793668096"
"474","9621687851356024832"
"475","5619374398118604800"
"476","12100940574179264512"
"477","9311875780471840"
"478","6473985737950227456"
"479","4911368753657498624"
"480","18165490292028585984"
"481","5605036052130817024"
"482","2706626692025453056"
"483","17575818981595381760"
"484","17925025596054732800"
"485","16497233749860925440"
"486","3367042096782257152"
"487","16055133076646318080"
"488","1253619415586848256"
"489","6583702930711371776"
"490","16994981908300939264"
"491","5844819540339308544"
"492","4061611775670100992"
"493","1232831992572429824"
"494","5995411742010331136"
"495","8538265398805145600"
"496","16521733601241468928"
"497","2872467838816919040"
"498","11831418203787661312"
"499","14998760127692662784"
"500","7171762433578624000"
"501","15583226293593053184"
"502","17220931981178513408"
"503","13009391781955606528"
"504","6915388836517024768"
"505","4703912107228258304"
"506","6071821346591343616"
"507","10407080624316366848"
"508","4473559315715889152"
"509","13601252104955256832"
"510","13140411693357041664"
"511","13492184327607951360"
"512","5909656062700751872"
"513","16736885880765724672"
"514","11939951050704635904"
"515","4977827463020584960"
"516","13138030958589388800"
"517","11252984497244012544"
"518","9116719353137508352"
"519","12259839412116021248"
"520","16626170448883763200"
"521","2500553886155181568"
"522","10611914319282329600"
"523","6545089895124166656"
"524","13599048712388042752"
"525","3303439117491518464"
"526","8205416023071717376"
"527","15370101849544132608"
"528","10610511016665810944"
"529","3525525593735560192"
"530","5398131212927260672"
"531","3878754433414949888"
"532","11579124481642364928"
"533","14713428626523289600"
"534","14790638687726563328"
"535","14590240657647081472"
"536","8783972887521871872"
"537","16665713581648220160"
"538","9948597067930241024"
"539","14160426564090873856"
"540","12092684619036327936"
"541","12515777007113996288"
"542","14913160779321188352"
"543","14104819579714605056"
"544","1793625174652596224"
"545","1869553269892941824"
"546","2563852751780110848"
"547","404703775988039552"
"548","16071375946252128256"
"549","4968854392244621312"
"550","7667136510073346048"
"551","8456709008742272000"
"552","3742400318264192000"
"553","21902860399290244"
"554","3398599397077994496"
"555","11202749519379077120"
"556","11294729533773322240"
"557","5036330864975831040"
"558","6505668591260555264"
