evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,feedbackWeight,feedbackGamma,feedbackDecay,mselog
3818,0.013290567265135281,2.525578181713677E-4,5.354356126993396,2.464455365986493,0.057697688343649106,9.998848768801363,0.01,297.98970540962654
3818,0.013281513516362113,2.484818727055632E-4,5.357114918907702,2.462225575080888,0.057321922277499826,9.981032716676994,0.01,297.98970562369124
3818,0.013276865187413287,2.4849266521883364E-4,5.352733787912349,2.4650934486520515,0.0579033160191163,9.999339022434823,0.01,297.9897133485691
3818,0.013284491675923188,2.478423607856978E-4,5.355069558282009,2.4625582414356435,0.057687179478697954,9.989583951741713,0.01,297.98976763292404
3818,0.013275696232845385,2.5039398833274373E-4,5.358937433733612,2.4610079489563677,0.057037152115872916,10.0,0.01,297.9897747678748
3818,0.013286064913217542,2.509656351597195E-4,5.359069290386251,2.461120456552759,0.05820588088372964,9.978414632110617,0.01,297.9898014694435
3818,0.013279039228482573,2.516554559293164E-4,5.354205999485535,2.4635583050179344,0.057414611565611326,9.971349536058472,0.01,297.9898454960372
3818,0.013279940529355988,2.484664287477618E-4,5.351181051317715,2.4644870330446915,0.05855605327521733,9.966718586038185,0.01,297.989874090059
3818,0.013286845517946986,2.4921289246053994E-4,5.354596942553726,2.4634898759993558,0.056751723065691144,9.982887155499458,0.01,297.9898957049275
3818,0.013284810853487573,2.4868086803218084E-4,5.356851146228213,2.4622502875518952,0.05755147651700973,9.968469902000242,0.01,297.98990450881314
3818,0.013281599026590006,2.479310188133808E-4,5.354692988242124,2.463916755625575,0.05762320599042944,9.99397706181367,0.01,297.9899164913118
3818,0.01327695864789596,2.5032833365465644E-4,5.367716860064457,2.457568849380681,0.05642239263453506,10.0,0.01,297.9899523181052
3818,0.013277016253443916,2.51260446485393E-4,5.354179976806894,2.464421588396934,0.05778519264269512,9.943819473608182,0.01,297.98996581809064
3818,0.013283472043614152,2.4959460033522696E-4,5.353422260725461,2.463564659147425,0.057247390128350575,9.968409617388659,0.01,297.98997198830625
3818,0.013283247897649267,2.486119146003141E-4,5.347163511108037,2.4678734216199025,0.05749969812096704,9.997027664340445,0.01,297.9899767576526
3818,0.01328099837739217,2.4851099003426726E-4,5.353721268160623,2.4634155779661433,0.05653561482878215,10.0,0.01,297.9899804027292
3818,0.01328388857825322,2.475146086966073E-4,5.35570509230266,2.4624930641207903,0.05763379888374846,9.987582328422048,0.01,297.98998309948473
3818,0.013284272181257384,2.490537890742896E-4,5.351560847113055,2.4646538430353573,0.05728373301759983,9.963097432210537,0.01,297.989996666735
3818,0.01328837414460577,2.479760966644651E-4,5.351629293909957,2.464682429549887,0.056788838685048845,10.0,0.01,297.99001888705965
3818,0.013278372913851115,2.515238218281194E-4,5.35579088228198,2.464645348898316,0.058146086091252325,9.967218994274731,0.01,297.990020596593
3818,0.01328595356015091,2.474563079628708E-4,5.3552261668570225,2.4627230571034224,0.05709041072779021,10.0,0.01,297.9900306999025
3818,0.01328813812640628,2.488163883576208E-4,5.359209040914776,2.4611245209326764,0.05650465066757197,10.0,0.01,297.9900354711226
3818,0.013287411027386798,2.4801711713647945E-4,5.359362450789004,2.4616953579168204,0.057479387578500914,9.991812912968518,0.01,297.9900387238564
3818,0.013282499926914701,2.5091769656501684E-4,5.353234991976041,2.465269437206995,0.05607262029334728,10.0,0.01,297.9901122414616
3818,0.013287650007028176,2.479113217343669E-4,5.356455108201894,2.4623075680060458,0.056814404604596545,9.99811018309221,0.01,297.99011849261433
3818,0.013284408237584472,2.487995039036554E-4,5.357829210640153,2.4622991462339945,0.057217953841969094,9.968188461955792,0.01,297.99013925293934
3818,0.013279795769369752,2.5163575179525024E-4,5.35963076274443,2.4628741171049913,0.05687248527072865,9.987342900740106,0.01,297.9901492695716
3818,0.013288113921341816,2.4915171476153346E-4,5.359134815478424,2.4613675605672762,0.05733431424346089,9.968065735283181,0.01,297.99016071334887
3818,0.013276964772641712,2.4772119389157685E-4,5.394143587548205,2.445558218836442,0.05848830864329878,10.0,0.01,297.99017327589803
3818,0.013288645458297353,2.4852472864387134E-4,5.358910491058432,2.4612541827381773,0.05652015806157393,10.0,0.01,297.9901767818354
3818,0.013294126215196376,2.4858553713265515E-4,5.355832341079065,2.4624857078867093,0.057829868698514045,10.0,0.01,297.99018012139277
3818,0.013288842925995113,2.4819057546563843E-4,5.35784179244863,2.4613929693993266,0.057264487791443025,9.98837850658136,0.01,297.99019730770317
3818,0.013281157407468464,2.472823750162872E-4,5.3554995832373224,2.463466715417763,0.05820547549573426,10.0,0.01,297.990207671744
3818,0.013276945279527212,2.529830976362049E-4,5.374120462862255,2.4559154580687315,0.05646142292983145,10.0,0.01,297.9902077713939
3818,0.013272926660745138,2.4984559955999985E-4,5.3634111464358885,2.4609669292175385,0.058171295902835804,10.0,0.01,297.990224175537
3818,0.013283239791776345,2.523366716991474E-4,5.354582616892024,2.4646854574103982,0.05693103560904515,9.964471008031351,0.01,297.99023708433526
3818,0.013278375823026942,2.491811927935251E-4,5.358342467443841,2.4614825027490013,0.056534972528648045,9.990203186137972,0.01,297.990237564035
3818,0.01328430446026907,2.494706236014487E-4,5.352487438112471,2.4646904539449777,0.05667641586053686,9.967590684793453,0.01,297.9902426686898
3818,0.013283581315436725,2.476613483488537E-4,5.359343162097964,2.461132377820677,0.056770799980460654,9.999482685796655,0.01,297.99025477985975
3818,0.013288945162805097,2.4878414504140634E-4,5.350099994014715,2.464906901205388,0.05752694450466028,9.972682173888508,0.01,297.9902579356908
3818,0.013293174242334595,2.5193981843233624E-4,5.353742162529902,2.4644796696168783,0.05909854506158707,10.0,0.01,297.9902729180806
3818,0.01328484884615741,2.5100870346786056E-4,5.353674265230015,2.4640873910417884,0.05826006415197128,9.938609887134405,0.01,297.9902821754979
3818,0.013289734131264367,2.493121602808401E-4,5.358522924752948,2.4618864446425697,0.0582536236363649,9.959697288194029,0.01,297.99029451098505
3818,0.01329383178842335,2.4895381967145983E-4,5.3555928516838485,2.4630629143474096,0.056996213171344554,10.0,0.01,297.9902981179532
3818,0.013275167633291118,2.495971023358657E-4,5.360700872106047,2.461499027049883,0.05673241953595826,9.992580945324036,0.01,297.99029893007025
3818,0.013279156649376088,2.521964895545495E-4,5.355734334087441,2.463774667268159,0.057874179074054774,9.936531840758692,0.01,297.9903031684355
3818,0.013281096508112978,2.473134925717223E-4,5.355510505787826,2.463577058875586,0.058507335849120025,10.0,0.01,297.9903130487126
3818,0.013287683054880792,2.503968506827154E-4,5.360771834444496,2.461464824016957,0.057030436309248686,9.96579339020759,0.01,297.9903356823847
3818,0.013281429495616582,2.51545429271445E-4,5.360054339875835,2.4619917431876,0.05802030930761813,9.935250092489062,0.01,297.99033783074685
3818,0.013281598172898685,2.498989437801229E-4,5.356136608987541,2.464142590879015,0.05834453485274668,9.963427652621963,0.01,297.9903486696467
3818,0.013289120991103326,2.5034089385536184E-4,5.352721935165728,2.4658799143884984,0.05748093099038204,9.994752416724477,0.01,297.99035322306617
3818,0.013291429723322973,2.489165824934947E-4,5.3579132668233465,2.4610229540310957,0.05766634898998152,10.0,0.01,297.9903575692443
3818,0.013286059869496217,2.51692305689912E-4,5.362624095921375,2.4607206619271724,0.05641340665650944,9.982128668100165,0.01,297.99036103527357
3818,0.01328438062625314,2.494923689315687E-4,5.362652626013729,2.4605152376901454,0.05715985280443184,9.96181194535908,0.01,297.99036155101413
3818,0.013285591513119657,2.493925258389442E-4,5.369371542713678,2.456737670549715,0.05639946750078709,9.987289281757025,0.01,297.99039410650346
3818,0.013286269936884313,2.4979013061923267E-4,5.35362614347313,2.4635607412537754,0.0572297762875226,9.958942843235485,0.01,297.99040863795375
3818,0.013286839724349304,2.479532093916992E-4,5.35789857411418,2.461611372772563,0.056916108850291414,9.98523121408834,0.01,297.99041712819684
3818,0.013276780644497955,2.4897563742729874E-4,5.318027809606642,2.4804341076498058,0.056043620197264055,9.997030716038063,0.01,297.9904179015448
3818,0.013279886211128992,2.5225893269570533E-4,5.358702338493762,2.462622228848803,0.05678238454018428,9.95964344698399,0.01,297.99043748471564
3818,0.013291174482479573,2.472770377529201E-4,5.352601514306573,2.4643698333590254,0.057598011707013105,10.0,0.01,297.9904417266623
3818,0.013283299623278948,2.5210259395201705E-4,5.361832814262553,2.460956449436208,0.0579382317548256,9.940674508479908,0.01,297.99045109908565
3818,0.013287484640921589,2.474551954943223E-4,5.365417638827278,2.4583442954547006,0.057505839928258376,9.986075413918645,0.01,297.99045172750937
3818,0.01327907731507003,2.4817018244690023E-4,5.355045372464242,2.4626337111420926,0.05709997634920046,9.982328200034315,0.01,297.9904521101873
3818,0.013288735117041546,2.4892683990848197E-4,5.3564113562046405,2.462710297392819,0.05658304040333728,9.98236888575586,0.01,297.9904545381992
3818,0.013280258460700377,2.4826702963519397E-4,5.355330918026571,2.4639033805885484,0.05997321981567812,9.99186131396013,0.01,297.9904572042239
3818,0.013286426976861993,2.4759893028255506E-4,5.357729846789241,2.4613234843670178,0.05732009029329427,9.985222609333539,0.01,297.9904585550362
3818,0.013291398393975324,2.514505828399278E-4,5.390567393561979,2.448652949132697,0.057776444359508614,10.0,0.01,297.9904906695207
3818,0.013286688655583115,2.465796195448162E-4,5.35603281856992,2.462013844263919,0.0578516733692537,10.0,0.01,297.9904910576009
3818,0.013291278963661163,2.4833189517026774E-4,5.358349632003593,2.4620780429487223,0.05699929860427068,9.993249648639626,0.01,297.9904978806886
3818,0.013295748645071713,2.502033484388559E-4,5.3552150034948545,2.4639433789532372,0.057573700424711396,10.0,0.01,297.99050296798583
3818,0.013275595332129398,2.492403661988408E-4,5.35588337359915,2.4628585684951414,0.05740024886052034,9.957583108775676,0.01,297.99054828728794
3818,0.013290104808814053,2.4794443025320513E-4,5.357057502126423,2.461128416300188,0.057805703952951884,10.0,0.01,297.9905714745198
3818,0.013280163934473198,2.544373394350134E-4,5.374208684460678,2.4561325478388736,0.05788920495109728,9.98393094586496,0.01,297.9905779401916
3818,0.013286989043118376,2.496097623458019E-4,5.333504690441282,2.4737563976923345,0.05739091779203376,9.942453555227589,0.01,297.99057931244647
3818,0.013280956101429592,2.487412149932902E-4,5.3601857277594025,2.4616232739119486,0.056509697240345304,9.992407695051448,0.01,297.9906017408272
3818,0.013287955153755727,2.4904334685536475E-4,5.353174211187517,2.4632106828927807,0.0564965853296658,10.0,0.01,297.9906082920016
3818,0.01328396406753505,2.470559550594153E-4,5.3541711809641335,2.4641374183481015,0.05896558088234395,10.0,0.01,297.99061912714114
3818,0.013280085440035755,2.4777672047249607E-4,5.355508035825144,2.4640193517203772,0.05839490338401687,10.0,0.01,297.9906255824569
3818,0.013281629648511732,2.49011147225041E-4,5.351530963713747,2.4646328477479114,0.05822723374413684,9.933330915009245,0.01,297.99062592877857
3818,0.013283114059314116,2.498621843297719E-4,5.355948551496062,2.461917116073632,0.056810409623347824,9.99027893626508,0.01,297.9906382073675
3818,0.013293223308742011,2.490984267613225E-4,5.35427671493273,2.4627365075965777,0.057918328293372554,9.99523609252207,0.01,297.9906588962657
3818,0.01328908003416144,2.47886200660878E-4,5.357308214626528,2.4623564199784673,0.05690952952165053,9.987975557879636,0.01,297.9906604262851
3818,0.013279072422479408,2.517704900898349E-4,5.359077068035142,2.4633968891394313,0.058525671975689406,9.961956924927545,0.01,297.9906712951013
3818,0.013284077166293477,2.494285038779858E-4,5.355229013619783,2.4629141465684286,0.056768327151915585,9.959271432474923,0.01,297.99067254898654
3818,0.013282746540921198,2.526048849112976E-4,5.336902259523994,2.470787719125368,0.057507998700721,10.0,0.01,297.9906839757612
3818,0.013279327196649059,2.502321833696935E-4,5.359587254340729,2.461000065986039,0.05615173693143656,9.985859454325235,0.01,297.9906953366345
3818,0.013294253985703906,2.494804228335719E-4,5.358325372891024,2.46244835687233,0.056946851837086226,9.997993353860833,0.01,297.99069552087064
3818,0.013285374412294833,2.53445687650554E-4,5.352499226149176,2.4647971978475836,0.05743214267952823,9.98077599665574,0.01,297.9907033676337
3818,0.013283545812576937,2.4901757334655744E-4,5.357539097856596,2.4627231119099333,0.05747658630215723,9.948259252943055,0.01,297.99070645534624
3818,0.013284693673035482,2.489838217961653E-4,5.359272072677191,2.460803380772598,0.056755922639189355,9.97197280029012,0.01,297.9907096971742
3818,0.013273655663853835,2.488674071564357E-4,5.30732687511887,2.485047164570385,0.05687481269712384,9.961663000326261,0.01,297.9907097548383
3818,0.013288602363053856,2.47451380167894E-4,5.356346368210586,2.462354877103615,0.05765465173322423,9.975055566403288,0.01,297.99071280768356
3818,0.013282218741034869,2.501245951442704E-4,5.364204970725615,2.4605561128051052,0.05697424039851737,9.97792725874335,0.01,297.9907142113907
3818,0.013291032148171709,2.4699031398541025E-4,5.354525030524277,2.4630285667331435,0.057274090680099685,10.0,0.01,297.99073401897783
3818,0.013281801401027183,2.484604209135571E-4,5.357264373468491,2.4614198718385443,0.05689299943861981,9.979675253017882,0.01,297.9907451624482
3818,0.013281223726813465,2.4703238706276596E-4,5.355512968282537,2.4635772271038,0.058489505232757893,10.0,0.01,297.99074598273245
3818,0.013285261470894533,2.485649082435642E-4,5.357936121776388,2.4622940101563695,0.056862222104078666,9.967358433251865,0.01,297.9907519458855
3818,0.013287519246632696,2.4947723378437246E-4,5.352586799881905,2.463090777008632,0.05727513283321248,10.0,0.01,297.99076866557476
3818,0.013285781399720692,2.4832309581704196E-4,5.35565322128151,2.4615523671575046,0.05732325303676744,10.0,0.01,297.990787439842
3818,0.013287447823041646,2.487833182485903E-4,5.3573586035853165,2.462048510223731,0.05660539948280742,9.97112979099156,0.01,297.9908045768321
3818,0.013286012621795313,2.5039968839781905E-4,5.358959312753534,2.4626289386191442,0.057101258907350426,9.955273425184952,0.01,297.9908075026226
3818,0.013286212573496223,2.4996134101946927E-4,5.3586476582377855,2.4631080089408286,0.0570930070407459,9.982209705572556,0.01,297.9908111672107
3818,0.013285534177988202,2.491109780532042E-4,5.358741897150293,2.4617143314869456,0.05699088680567911,9.9509168167529,0.01,297.99081172537177
3818,0.013282858445655297,2.468131266634161E-4,5.354001245972147,2.462797711962878,0.057104686110111144,10.0,0.01,297.9908209636451
3818,0.013292438599909463,2.4786790163765205E-4,5.355513276015011,2.461907846086936,0.057753179495920307,10.0,0.01,297.9908220421426
3818,0.013294389538131486,2.4932049429899657E-4,5.356378477339365,2.462895935462117,0.056972546313205544,9.98756802888043,0.01,297.9908353545107
3818,0.01328974165289869,2.481135079343118E-4,5.357230899435299,2.4620122945435994,0.056849201860462065,9.979422861908814,0.01,297.99083651237555
3818,0.013281288026081332,2.519034771436632E-4,5.355696504541863,2.463775623118476,0.05934303370122293,9.925464418283386,0.01,297.99084221208466
3818,0.013291346309866498,2.516825897026972E-4,5.358489126278843,2.462605702973482,0.06001445208469243,9.991537770853782,0.01,297.9908440183267
3818,0.013286740669329845,2.4746610730989866E-4,5.3541548290870375,2.463540251151052,0.058345949915861034,9.961579698149915,0.01,297.9908460669243
3818,0.013275826820162723,2.4883491227946976E-4,5.4029874087904775,2.4415394002387876,0.05694780325822875,10.0,0.01,297.99084900703645
3818,0.01328181043165449,2.5207161325016905E-4,5.365074941956481,2.458398402058516,0.05662233083697921,10.0,0.01,297.990849091102
3818,0.013287375790454227,2.467601955092904E-4,5.356726645255592,2.4613561487178712,0.05777455551763108,9.995310723896319,0.01,297.9908506014556
3818,0.013287553029564659,2.5279384865810876E-4,5.358850421446747,2.4628553455113265,0.05685751606959835,9.974517086911836,0.01,297.99085117212456
3818,0.013286820336300607,2.482604470760202E-4,5.357198692490254,2.461919255293429,0.056805745167284094,9.970621079594457,0.01,297.9908613910434
3818,0.013288235883123499,2.494278340776882E-4,5.356974402800345,2.4624105069448596,0.056440219337710644,9.970147351907706,0.01,297.99086501794943
3818,0.013288372046899536,2.4681265193526565E-4,5.356034348907203,2.462270359629438,0.05817723454355692,9.982050378632893,0.01,297.9908652560636
3818,0.013279955539907955,2.519748367782707E-4,5.3572702733156765,2.4621349467709543,0.05716363430570742,9.959646615336297,0.01,297.9908681113639
3818,0.013293770070701259,2.4934359237696423E-4,5.360185105516891,2.4600772094022867,0.05780988199552223,10.0,0.01,297.9908751285427
3818,0.013276804677933044,2.4926267329382834E-4,5.358701604959464,2.4604148868536657,0.05711759448672037,10.0,0.01,297.9908887825235
3818,0.013283112507829153,2.461683772807508E-4,5.3626188271054325,2.4591331163631627,0.05830605882177135,10.0,0.01,297.99089653234813
3818,0.01329685626953239,2.4895406715733716E-4,5.357097244275297,2.4622498183730452,0.05873289685084014,9.998880682844153,0.01,297.99090570164935
3818,0.013292198532142635,2.468584906859047E-4,5.354774730362253,2.462568190942272,0.057628037059612794,10.0,0.01,297.9909196522031
3818,0.01328651639659196,2.52164790750796E-4,5.357869091972482,2.4629309626640423,0.056499559332092705,9.96643625110204,0.01,297.99092941375034
3818,0.013271797842770267,2.477616480693203E-4,5.3527823132462276,2.464719237529236,0.05935208268441593,10.0,0.01,297.9909319580842
3818,0.013282259187889498,2.47977593774887E-4,5.348073214675658,2.4650220474378406,0.05685505454158546,10.0,0.01,297.99093222780726
3818,0.013286220527130799,2.474800276690892E-4,5.357228421505166,2.46163586321528,0.05640127973149362,10.0,0.01,297.9909323961794
3818,0.013284595958799245,2.5183559081608226E-4,5.3569279488218475,2.4636553929950997,0.05675315115242632,9.953564396758322,0.01,297.9909362025765
3818,0.013293271358175469,2.474285620995423E-4,5.356453033191855,2.461933273300137,0.0572780516503653,9.998527616816574,0.01,297.9909373090912
3818,0.013276692625208468,2.509497490650571E-4,5.359511530039359,2.461444821912906,0.05648774155639896,9.961296550073858,0.01,297.9909381645497
3818,0.013286266211784256,2.50210883844893E-4,5.363685809831291,2.460859926084273,0.05644674205788394,9.998331627834482,0.01,297.9909385348078
3818,0.013289894740423296,2.486099287631747E-4,5.357888427449096,2.4617850601197246,0.057976383642017335,9.95085714134995,0.01,297.9909498645612
3818,0.013292250139201793,2.4749001759950703E-4,5.3591667512689485,2.4604734120478513,0.05723628628237795,10.0,0.01,297.99095077683864
3818,0.0132888968837104,2.469245258630091E-4,5.360998678394561,2.460328655680104,0.056978297627263245,10.0,0.01,297.9909537832157
3818,0.013278568770060348,2.5033992816179485E-4,5.358381978506368,2.46185318176266,0.05718431196939601,9.934303670568895,0.01,297.99095617182195
3818,0.013293518790816226,2.496855958880681E-4,5.357072758998062,2.4629373410657203,0.058616962070264386,9.967358236342204,0.01,297.9909569889602
3818,0.013286898741943049,2.481275541117612E-4,5.361016627790351,2.4601118740821923,0.056744598417222784,9.97531524839737,0.01,297.9909578664704
3818,0.013271833064512604,2.542362187285861E-4,5.403556149900248,2.44349207431053,0.0583748413936578,9.9992202631237,0.01,297.99096454748934
3818,0.013296136000091273,2.499233028950436E-4,5.365250704251507,2.4594245488706683,0.0573315308684091,10.0,0.01,297.9909795463984
3818,0.01329168980617978,2.4901645539910413E-4,5.3573640726091565,2.4623790665933902,0.057855919130289424,9.953715696072416,0.01,297.991020924683
3818,0.013290585424282898,2.487703535949656E-4,5.357717565402951,2.462621428954652,0.05661669862428381,9.984421909301538,0.01,297.99102108665073
3818,0.013275603289433275,2.4928693131731904E-4,5.355873813028539,2.4633092141139565,0.05768957567338018,9.938978447449399,0.01,297.99102366560277
3818,0.013292850984222997,2.483209966963037E-4,5.354613224100249,2.4630870100384996,0.05675521013783647,9.988095264188606,0.01,297.99102372167556
3818,0.01328570177393959,2.477443693520754E-4,5.355476182513139,2.461809441407356,0.05779211448958222,9.976964234986484,0.01,297.9910349994532
3818,0.013279005982318993,2.5283295192880524E-4,5.3635021880189795,2.4613268091912013,0.05643110944128984,9.987191583292157,0.01,297.9910413901333
3818,0.013296017979458502,2.484177096277074E-4,5.354513290955102,2.463178196353515,0.05704643503178833,10.0,0.01,297.99104595964775
3818,0.013296017979458508,2.484177096277074E-4,5.354513290955102,2.463178196353515,0.05704643503178833,10.0,0.01,297.99104595964775
3818,0.013283520813855696,2.468299743519058E-4,5.357724004822048,2.4612409790267264,0.057301328116272573,9.986519984887233,0.01,297.991062942156
3818,0.013289174602560848,2.4647419932974596E-4,5.356241445279966,2.4620284604869265,0.057283973950234685,10.0,0.01,297.99106786534907
3818,0.013284573373973244,2.495612436748471E-4,5.3560392258755405,2.462762789394596,0.057248868527172404,9.931899795749755,0.01,297.99107054981283
3818,0.013283307224029796,2.497054009477606E-4,5.354394335995043,2.4628724989933817,0.060990135405560406,10.0,0.01,297.9910728824697
3818,0.013287930284874502,2.485328194637388E-4,5.360914338317158,2.459820527112891,0.05644529267563092,9.990228202126467,0.01,297.9910733746337
3818,0.013287722726822944,2.4897406100898156E-4,5.358855547773594,2.4613656922639637,0.0565821258467452,9.96401075146147,0.01,297.9910809493308
3818,0.013288848251650468,2.489853257515687E-4,5.352660309497505,2.463926507272325,0.05678035246889421,9.96159840721343,0.01,297.9910909837591
3818,0.013292645879398138,2.489355869841151E-4,5.362086989600229,2.459626204795654,0.056984759695998546,9.98153753931712,0.01,297.9910922465136
3818,0.013290207538391718,2.473152456994154E-4,5.357712599538979,2.4619453621335707,0.059184559196167594,9.978510320783336,0.01,297.99109465050276
3818,0.013291025152952893,2.472926706898484E-4,5.35559830208117,2.4629812392060066,0.05751253292564273,9.98179245551069,0.01,297.9911038503514
3818,0.013278565042630636,2.4902007999683405E-4,5.356453344610197,2.462290950286051,0.05658784813231163,9.964874573117147,0.01,297.9911039325274
3818,0.013285481126849985,2.4949585775111864E-4,5.358090898786737,2.461582226432571,0.057528713684406776,9.93423970348455,0.01,297.9911051118921
3818,0.013293313357099873,2.474338578818371E-4,5.357930781812769,2.4613958066004877,0.05695203474093484,10.0,0.01,297.99110609908723
3818,0.013290100024800126,2.5009717207404795E-4,5.357358718519564,2.4612318801049433,0.05711784678015108,9.996613700588876,0.01,297.991109963931
3818,0.013265546175768675,2.52243349650166E-4,5.342041304654156,2.4711542489484657,0.05788716397028792,10.0,0.01,297.9911153109302
