accessibility,activesentropy,empentropy,euclpace,expcollab,extdecrepitude,failed,gametype,lambdaacc,realcollab,regionalproba,stability,traveldistance,wantedcollab
0.9136263643419473,0.9991353135625356,0.9964094575453117,2.5643842770497165,0.0,0.0,0.0,random,0.005285016232470224,0.0,0.0,0.021616749123632366,17.270072543202406,0.0
0.9136277373918599,0.9992065103992608,0.9965588298768431,2.5643842770497165,0.0,0.0,0.0,random,0.005285016232470224,0.0,0.0,0.021514345212552695,17.26985311544454,0.0
0.9135603296299869,0.9990725529569104,0.9960280911507543,2.5643842770497165,0.0,0.0,0.0,random,0.005285016232470224,0.0,0.0,0.026295663022721863,17.283941738166128,0.0
0.9136414979573418,0.9991603684928526,0.9963362975052263,2.5643842770497165,0.0,0.0,0.0,random,0.005285016232470224,0.0,0.0,0.020395356359629583,17.266849771655043,0.0
0.9135937534765834,0.99910130004086,0.9962214389253776,2.5643842770497165,0.0,0.0,0.0,random,0.005285016232470224,0.0,0.0,0.02551227978198401,17.27690130397461,0.0
0.9136365134788277,0.9992235833710441,0.9965772710092876,2.5643842770497165,0.0,0.0,0.0,random,0.005285016232470224,0.0,0.0,0.02040621130675835,17.268020469777777,0.0
0.913569367306561,0.9992520465687134,0.9967251034480222,2.5643842770497165,0.0,0.0,0.0,random,0.005285016232470224,0.0,0.0,0.02148082612611219,17.282233585031104,0.0
0.9135937534765842,0.9991013000408605,0.9962214389253776,2.5643842770497165,0.0,0.0,0.0,random,0.005285016232470224,0.0,0.0,0.0255122797819841,17.27690130397461,0.0
0.913636513478827,0.9992235833710443,0.9965772710092882,2.5643842770497165,0.0,0.0,0.0,random,0.005285016232470224,0.0,0.0,0.020406211306758314,17.268020469777756,0.0
0.9136114901878258,0.9992359699864879,0.9966562014450827,2.5643842770497165,0.0,0.0,0.0,random,0.005285016232470224,0.0,0.0,0.020503981773861167,17.27334295279804,0.0
0.9136365134788272,0.9992235833710443,0.9965772710092876,2.5643842770497165,0.5,0.0,0.0,simple-nash,0.005285016232470224,0.25,0.0,0.020406211306758154,17.268020469777756,0.5
0.9135740608083284,0.9991404263382161,0.996511411139368,2.5643842770497165,0.5,0.0,0.0,simple-nash,0.005285016232470224,0.25,0.0,0.025572471021955527,17.28110074654792,0.5
0.9136398307292747,0.9992190161409222,0.9965624236697959,2.5643842770497165,0.5,0.0,0.0,simple-nash,0.005285016232470224,0.25,0.0,0.020085154038037803,17.267315798553945,0.5
0.9136114901878255,0.9992359699864877,0.9966562014450834,2.5643842770497165,0.5,0.0,0.0,simple-nash,0.005285016232470224,0.0,0.0,0.020503981773861143,17.273342952798043,0.5
0.9136323643543529,0.9991645927104377,0.9963925809215255,2.5643842770497165,0.375,0.0,0.0,simple-nash,0.005285016232470224,0.25,0.0,0.02196253949693973,17.268802261579726,0.375
0.9136277373918608,0.999206510399262,0.9965588298768423,2.5643842770497165,0.5,0.0,0.0,simple-nash,0.005285016232470224,0.25,0.0,0.02151434521255273,17.269853115444523,0.5
0.9136414979573425,0.9991603684928521,0.9963362975052269,2.5643842770497165,0.625,0.0,0.0,simple-nash,0.005285016232470224,0.5,0.0,0.020395356359629704,17.26684977165505,0.625
0.9136411132362645,0.9991795550913473,0.9964127741074712,2.5643842770497165,0.5,0.0,0.0,simple-nash,0.005285016232470224,0.5,0.0,0.020831610885647753,17.266965990909902,0.5
0.9136076202805137,0.9992374508465393,0.9966531275439828,2.5643842770497165,0.375,0.0,0.0,simple-nash,0.005285016232470224,0.25,0.0,0.02131757106511217,17.27413438929029,0.375
0.9136365134788279,0.9992235833710443,0.9965772710092885,2.5643842770497165,0.625,0.0,0.0,simple-nash,0.005285016232470224,0.25,0.0,0.020406211306758397,17.26802046977777,0.625
0.9678794847155555,0.9992246815025434,0.996278020234024,4.072568849451523,0.6106392339492314,0.0,0.0,discrete-choices,0.001190584419843866,0.0,0.5,0.019562284067935365,27.52339700428948,0.5
0.9678647778275861,0.9992107867125283,0.9963063336677199,4.072568849451523,0.6106392339491943,0.0,0.0,discrete-choices,0.001190584419843866,0.3333333333333333,0.5,0.0210020383080786,27.53622387758996,0.5
0.9678887031419313,0.9992268289469703,0.9962346957626186,4.072568849451523,0.6106392339492731,0.0,0.0,discrete-choices,0.001190584419843866,0.0,0.5,0.019509379172952805,27.515320552524177,0.5
0.9678609862396128,0.9991103756190194,0.9961992177799982,4.072568849451523,0.610639233949233,0.0,0.0,discrete-choices,0.001190584419843866,0.3333333333333333,0.5,0.024723415477020234,27.539471371426608,0.5
0.9678852598730694,0.9991744332505419,0.9961438794137534,4.072568849451523,0.6106392339491955,0.0,0.0,discrete-choices,0.001190584419843866,0.5,0.5,0.02112212019614678,27.51827741813694,0.75
0.967879484715556,0.9992246815025424,0.9962780202340247,4.072568849451523,0.610639233949286,0.0,0.0,discrete-choices,0.001190584419843866,0.0,0.5,0.01956228406793526,27.523397004289475,0.5
0.9678804651388706,0.9992355323621206,0.9962857648204766,4.072568849451523,0.6106392339491583,0.0,0.0,discrete-choices,0.001190584419843866,0.5,0.5,0.01954417330625332,27.522539975862795,0.75
0.9678899471799813,0.9992277217977907,0.9962272243845542,4.072568849451523,0.6106392339491755,0.0,0.0,discrete-choices,0.001190584419843866,0.6666666666666666,0.5,0.019202643045543366,27.514232177616172,0.6666666666666666
0.9678776522396553,0.999160922021481,0.9961968647325111,4.072568849451523,0.6106392339492068,0.0,0.0,discrete-choices,0.001190584419843866,0.0,0.5,0.022539949958172174,27.524938778101546,0.5
0.9678887031419302,0.9992268289469688,0.9962346957626175,4.072568849451523,0.6106392339492034,0.0,0.0,discrete-choices,0.001190584419843866,0.0,0.5,0.019509379172952562,27.515320552524212,0.5
0.9678804651388712,0.9992355323621213,0.9962857648204765,4.072568849451523,1.0,0.0,0.0,simple-nash,0.001190584419843866,1.0,0.5,0.019544173306253465,27.522539975862784,1.0
0.9678852598730691,0.9991744332505419,0.9961438794137523,4.072568849451523,0.0,0.0,0.0,simple-nash,0.001190584419843866,0.0,0.5,0.021122120196146805,27.51827741813695,0.0
0.9678895802686766,0.9991982874942064,0.9961191449410104,4.072568849451523,0.0,0.0,0.0,simple-nash,0.001190584419843866,0.0,0.5,0.019698585817024952,27.514493442550258,0.0
0.9678845792818258,0.9992043367008606,0.9962245904975736,4.072568849451523,1.0,0.0,0.0,simple-nash,0.001190584419843866,1.0,0.5,0.02061013247129759,27.51891088873178,1.0
0.9678514527480212,0.9991079356819395,0.9962278137547156,4.072568849451523,1.0,0.0,0.0,simple-nash,0.001190584419843866,1.0,0.5,0.02474759321492922,27.54778629850694,1.0
0.9678899471799808,0.99922772179779,0.9962272243845537,4.072568849451523,0.75,0.0,0.0,simple-nash,0.001190584419843866,0.5,0.5,0.01920264304554335,27.514232177616186,0.75
0.9678678433785388,0.9990906162890281,0.9960696242758926,4.072568849451523,0.25,0.0,0.0,simple-nash,0.001190584419843866,0.0,0.5,0.02512839377377165,27.533464953398965,0.25
0.9678804651388715,0.9992355323621215,0.9962857648204765,4.072568849451523,0.75,0.0,0.0,simple-nash,0.001190584419843866,0.5,0.5,0.019544173306253375,27.52253997586276,0.75
0.9678895802686764,0.9991982874942064,0.9961191449410106,4.072568849451523,0.0,0.0,0.0,random,0.001190584419843866,0.0,0.5,0.019698585817025042,27.51449344255025,0.0
0.9678608224690233,0.9991743745674726,0.9962766505187497,4.072568849451523,0.75,0.0,0.0,simple-nash,0.001190584419843866,0.5,0.5,0.022474544620148144,27.539645144441188,0.75
0.9678784105757811,0.9991356316113327,0.9961166457377517,4.072568849451523,0.0,0.0,0.0,random,0.001190584419843866,0.0,0.5,0.022974105898609695,27.52424742638955,0.0
0.967877920554871,0.9992197552993903,0.9962752689143746,4.072568849451523,0.5,0.0,0.0,simple-nash,0.001190584419843866,0.0,0.5,0.02040063398973196,27.524746691717883,0.5
0.967867097364616,0.999100985027345,0.9961498063119342,4.072568849451523,0.0,0.0,0.0,random,0.001190584419843866,0.0,0.5,0.024987291733998176,27.53413060041904,0.0
0.9678637179641394,0.9992168611375303,0.9963174351021792,4.072568849451523,0.0,0.0,0.0,random,0.001190584419843866,0.0,0.5,0.020554316970241005,27.537169328265836,0.0
0.9678880461090804,0.9992065880856965,0.9962009934199936,4.072568849451523,0.0,0.0,0.0,random,0.001190584419843866,0.0,0.5,0.01969836839043111,27.51587719566875,0.0
0.9678794847155565,0.9992246815025431,0.9962780202340242,4.072568849451523,0.0,0.0,0.0,random,0.001190584419843866,0.0,0.5,0.019562284067935285,27.523397004289468,0.0
0.96788525987307,0.9991744332505422,0.9961438794137523,4.072568849451523,0.0,0.0,0.0,random,0.001190584419843866,0.0,0.5,0.02112212019614685,27.518277418136925,0.0
0.9678828584653073,0.9991645182214409,0.9961522740998797,4.072568849451523,0.0,0.0,0.0,random,0.001190584419843866,0.0,0.5,0.020940160257943846,27.520380104494848,0.0
0.967879484715556,0.9992246815025418,0.9962780202340247,4.072568849451523,0.0,0.0,0.0,random,0.001190584419843866,0.0,0.5,0.0195622840679352,27.523397004289446,0.0
0.9678784105757808,0.9991356316113336,0.996116645737752,4.072568849451523,0.0,0.0,0.0,random,0.001190584419843866,0.0,0.5,0.02297410589860951,27.524247426389547,0.0
0.9678880461090802,0.9992065880856966,0.9962009934199936,4.072568849451523,0.6106392339492375,0.0,0.0,discrete-choices,0.001190584419843866,0.75,0.0,0.019698368390430796,27.515877195668736,0.875
0.9678895802686751,0.9991982874942062,0.9961191449410116,4.072568849451523,0.6106392339491796,0.0,0.0,discrete-choices,0.001190584419843866,0.5,0.0,0.01969858581702504,27.51449344255025,0.625
0.9678637179641398,0.9992168611375308,0.9963174351021787,4.072568849451523,0.6106392339492102,0.0,0.0,discrete-choices,0.001190584419843866,0.25,0.0,0.02055431697024109,27.53716932826588,0.5
0.9678542914782864,0.9990820042507768,0.9961260140235548,4.072568849451523,0.6106392339491973,0.0,0.0,discrete-choices,0.001190584419843866,0.25,0.0,0.025654724035981874,27.545288519963375,0.5
0.9678539944303102,0.999055535635997,0.9960766737913325,4.072568849451523,0.610639233949225,0.0,0.0,discrete-choices,0.001190584419843866,0.75,0.0,0.0266834912139031,27.545555442915465,0.875
0.9678899471799808,0.9992277217977915,0.9962272243845539,4.072568849451523,0.6106392339492532,0.0,0.0,discrete-choices,0.001190584419843866,0.5,0.0,0.01920264304554313,27.514232177616176,0.625
0.9678880461090794,0.9992065880856975,0.9962009934199928,4.072568849451523,0.6106392339492448,0.0,0.0,discrete-choices,0.001190584419843866,1.0,0.0,0.019698368390430966,27.515877195668764,1.0
0.9678609862396129,0.9991103756190188,0.9961992177799995,4.072568849451523,0.6106392339492539,0.0,0.0,discrete-choices,0.001190584419843866,0.5,0.0,0.024723415477020422,27.539471371426615,0.75
0.9678542914782862,0.9990820042507765,0.9961260140235557,4.072568849451523,0.6106392339492329,0.0,0.0,discrete-choices,0.001190584419843866,0.75,0.0,0.025654724035981916,27.545288519963357,0.875
0.9678608224690235,0.9991743745674726,0.9962766505187488,4.072568849451523,0.6106392339492234,0.0,0.0,discrete-choices,0.001190584419843866,0.0,0.0,0.022474544620147828,27.539645144441174,0.25
0.9678678433785394,0.9990906162890274,0.9960696242758923,4.072568849451523,0.5,0.0,0.0,simple-nash,0.001190584419843866,0.25,0.0,0.02512839377377186,27.53346495339893,0.5
0.9678750481293493,0.9991378389652289,0.9959844556566751,4.072568849451523,0.75,0.0,0.0,simple-nash,0.001190584419843866,0.5,0.0,0.021317880496105366,27.527138787061983,0.75
0.9678845792818264,0.999204336700861,0.9962245904975742,4.072568849451523,0.625,0.0,0.0,simple-nash,0.001190584419843866,0.25,0.0,0.020610132471297782,27.518910888731803,0.625
0.967882858465307,0.9991645182214406,0.9961522740998786,4.072568849451523,0.625,0.0,0.0,simple-nash,0.001190584419843866,0.5,0.0,0.020940160257943725,27.52038010449482,0.625
