accessibility,activesentropy,collcost,constrcost,empentropy,euclpace,expcollab,extdecrepitude,extgrowth,failed,gametype,lambdaacc,realcollab,regionalproba,stability,traveldistance,wantedcollab,withextd
0.8272178320426132,0.9992468127460704,4.079739368136368E-4,0.0023882095394583748,0.9970957148844466,4.135537932430338,0.0,0.0,0.9042751240967363,0.0,random,0.00699355342934169,0.0,0.0,0.024925390854902148,27.728280093352005,0.0,false
0.827217832042613,0.9992468127460712,4.079739368136368E-4,0.0023882095394583748,0.9970957148844473,4.135537932430338,0.0,0.0,0.9042751240967363,0.0,random,0.00699355342934169,0.0,0.0,0.024925390854901922,27.728280093352012,0.0,false
0.8271448453358379,0.9990515175687834,4.079739368136368E-4,0.0023882095394583748,0.9970210772374661,4.135537932430338,0.0,0.20189214331360775,0.9042751240967363,0.0,random,0.00699355342934169,0.0,0.0,0.02730050645105777,27.741342299602184,0.0,true
0.8273176205657987,0.9992254545165775,4.079739368136368E-4,0.0023882095394583748,0.9970561241107824,4.135537932430338,0.0,0.0,0.9042751240967363,0.0,random,0.00699355342934169,0.0,0.0,0.023489782385423447,27.710448240363014,0.0,false
0.8271289748294671,0.9991027804001695,4.079739368136368E-4,0.0023882095394583748,0.9970757108156594,4.135537932430338,0.0,0.19584685539604865,0.9042751240967363,0.0,random,0.00699355342934169,0.0,0.0,0.02535320863229571,27.744018866378404,0.0,true
0.8273446404552274,0.9990691000113556,4.079739368136368E-4,0.0023882095394583748,0.9966429666539056,4.135537932430338,0.0,0.0,0.9042751240967363,0.0,random,0.00699355342934169,0.0,0.0,0.027804566651742822,27.704895598003247,0.0,false
0.8274533365057386,0.9990152735890448,4.079739368136368E-4,0.0023882095394583748,0.9964214617890153,4.135537932430338,0.0,0.0,0.9042751240967363,0.0,random,0.00699355342934169,0.0,0.0,0.02296435521812252,27.68521181636487,0.0,false
0.8270989604874618,0.998919302899593,4.079739368136368E-4,0.0023882095394583748,0.9966835434745347,4.135537932430338,0.0,0.2059293384405037,0.9042751240967363,0.0,random,0.00699355342934169,0.0,0.0,0.0264631733048422,27.748812329674376,0.0,true
0.8273345761875808,0.9989937313097843,4.079739368136368E-4,0.0023882095394583748,0.9969202700126385,4.135537932430338,0.0,0.20041574814861407,0.9042751240967363,0.0,random,0.00699355342934169,0.0,0.0,0.024698152832079982,27.707462339751185,0.0,true
0.8275695408532093,0.9989637528437467,4.079739368136368E-4,0.0023882095394583748,0.9969540446606994,4.135537932430338,0.0,0.19513483578728677,0.9042751240967363,0.0,random,0.00699355342934169,0.0,0.0,0.02314107061643996,27.665302315730504,0.0,true
0.8095121186475426,0.999118518201651,1.7682494776774505E-4,8.055439308141789E-4,0.9971013898933209,3.616410516053639,0.5779490053302345,0.24277081909660703,1.3249262156794779,0.0,discrete-choices,0.008935290347283398,1.0,0.5,0.042907877882752465,24.24051632901287,1.0,true
0.8096164056060664,0.9989048709552131,1.7682494776774505E-4,8.055439308141789E-4,0.996651013325353,3.616410516053639,0.5779490053302974,0.2500295519806615,1.3249262156794779,0.0,discrete-choices,0.008935290347283398,1.0,0.5,0.0424899798029848,24.225021402758397,1.0,true
0.8095496489557739,0.9988535936076725,1.7682494776774505E-4,8.055439308141789E-4,0.996416515024543,3.616410516053639,0.5779490053303239,0.2521816076408802,1.3249262156794779,0.0,discrete-choices,0.008935290347283398,0.0,0.5,0.0428968462197772,24.234434007112323,0.25,true
0.8101353553333521,0.9988518252231421,1.7682494776774505E-4,8.055439308141789E-4,0.9969602305590164,3.616410516053639,0.5779490053303371,0.23174922983812218,1.3249262156794779,0.0,discrete-choices,0.008935290347283398,1.0,0.5,0.042995199478265765,24.150586546273875,1.0,true
0.8097967652682484,0.9992505121809506,1.7682494776774505E-4,8.055439308141789E-4,0.9971085913794318,3.616410516053639,0.5779490053303565,0.0,1.3249262156794779,0.0,discrete-choices,0.008935290347283398,0.0,0.5,0.023270833380029547,24.199893023692493,0.5,false
0.8098077456696842,0.999205694265611,1.7682494776774505E-4,8.055439308141789E-4,0.9970597716352323,3.616410516053639,0.5779490053302707,0.0,1.3249262156794779,0.0,discrete-choices,0.008935290347283398,0.0,0.5,0.024966913320194625,24.198060600540504,0.5,false
0.8096257877963334,0.9990746076050844,1.7682494776774505E-4,8.055439308141789E-4,0.9970649130569545,3.616410516053639,0.5779490053303399,0.2471013525017237,1.3249262156794779,0.0,discrete-choices,0.008935290347283398,0.0,0.5,0.04210492979135675,24.224510600875334,0.3333333333333333,true
0.8094905068444743,0.9988740738952127,1.7682494776774505E-4,8.055439308141789E-4,0.9964541294427511,3.616410516053639,0.5,0.25126854093226436,1.3249262156794779,0.0,simple-nash,0.008935290347283398,0.0,0.5,0.04654646236988896,24.243376492863078,0.5,true
0.8099571892400075,0.9990809847358928,1.7682494776774505E-4,8.055439308141789E-4,0.9967648012528387,3.616410516053639,0.5779490053302864,0.0,1.3249262156794779,0.0,discrete-choices,0.008935290347283398,0.5,0.5,0.02279123820324428,24.176218871838525,0.5,false
0.8098077456696842,0.999205694265611,1.7682494776774505E-4,8.055439308141789E-4,0.997059771635232,3.616410516053639,0.577949005330287,0.0,1.3249262156794779,0.0,discrete-choices,0.008935290347283398,0.0,0.5,0.024966913320194444,24.198060600540483,0.25,false
0.8098794078265956,0.9992091570550135,1.7682494776774505E-4,8.055439308141789E-4,0.997049395782949,3.616410516053639,0.5779490053303077,0.0,1.3249262156794779,0.0,discrete-choices,0.008935290347283398,0.0,0.5,0.023149901491664526,24.187862087252682,0.5,false
