accessibility,entropy,euclpace,lambdaacc,regionalproba,stability,traveldistance
0.4772189529415559,0.9980578699454948,1.5,0.05,0.5,0.06666134496536902,16.803302310832844
0.4174630777578335,0.9986948689582953,1.5,0.05,0.5,0.045553922907604766,20.709586491239005
0.493901580396612,0.9989837683836044,1.5,0.05,0.5,0.04835636070083671,15.686672591026136
0.42603190572376043,0.9992023814574919,1.5,0.05,0.5,0.03647046884859553,19.24767585673902
0.18713962571488,0.9976515211391981,2.5,0.1,1.0,0.05389258106023864,22.30689653560442
0.15178306457316243,0.998065760458498,2.5,0.1,1.0,0.058426326604317944,29.00078939281348
0.1565381712796702,0.9982347225256909,2.5,0.1,1.0,0.04346299860371129,26.868942510812957
0.16834288751574805,0.9983103056212619,2.5,0.1,1.0,0.03067318278089813,26.122573038941155
0.21899368118147944,0.9973826323332731,2.0,0.1,1.0,0.05185315868181558,20.91538888770196
0.20761353109736427,0.9987214132456106,2.0,0.1,1.0,0.025025967208809573,20.533584444714364
0.2272220268174959,0.997510695538421,2.0,0.1,1.0,0.06588443184130932,19.534562529198922
0.1941632111088531,0.9991034338757899,2.0,0.1,1.0,0.03360012421852514,22.36253803034576
0.28463815502028783,0.997921294431542,1.5,0.1,1.0,0.038332584281375155,17.37382405803889
0.2823542810297836,0.9992084228757664,1.5,0.1,1.0,0.03245401629666375,15.704969455002912
0.30976564759794806,0.9989657606455953,1.5,0.1,1.0,0.04372783002058153,14.386794616622959
0.2843909791930736,0.9982733037508681,1.5,0.1,1.0,0.048557033712809464,16.074569868673652
0.2348060354450781,0.9979533369475038,2.5,0.07500000000000001,1.0,0.05081487795535631,25.75325822640478
0.23182871308123165,0.997945067173619,2.5,0.07500000000000001,1.0,0.04352124915309316,26.005859898162875
0.2593033817799885,0.9976571079173223,2.5,0.07500000000000001,1.0,0.06588877173322313,22.417633299906186
0.20763629777726336,0.9981419497888114,2.5,0.07500000000000001,1.0,0.04728814699535125,28.11638005717805
0.3053879558330403,0.9973692980365104,2.0,0.07500000000000001,1.0,0.07215000166003246,19.61551474543366
0.2575299113654237,0.9981262260562724,2.0,0.07500000000000001,1.0,0.04294198322285667,24.465009797167173
0.276256108099147,0.998277381532486,2.0,0.07500000000000001,1.0,0.05961395368238683,21.896092077223017
0.29054054025239406,0.9975453094174745,2.0,0.07500000000000001,1.0,0.061219577867242046,21.531388297592315
0.37331993235523075,0.9969989843545243,1.5,0.07500000000000001,1.0,0.07334755394618353,16.282273928160667
0.403354333142999,0.9978908394903409,1.5,0.07500000000000001,1.0,0.06375526950911503,14.290947992492233
0.38165273100176855,0.9985986515116738,1.5,0.07500000000000001,1.0,0.04204757811440847,15.253247213588953
0.3626549368095115,0.9983803779198893,1.5,0.07500000000000001,1.0,0.045735509934760776,16.50391559171421
0.33196450552436546,0.9992815250166448,2.5,0.05,1.0,0.03171082515304968,26.525080433407098
0.3331217531581984,0.9971821273823663,2.5,0.05,1.0,0.07430507339857265,27.10529931923556
0.3005996437518627,0.9979632430668877,2.5,0.05,1.0,0.050709523432247154,30.246244743327612
0.32779439011342676,0.9986500063177529,2.5,0.05,1.0,0.054722663035832425,26.99299760788426
0.41100010654046687,0.9984737766507651,2.0,0.05,1.0,0.0439582177861771,20.941341839888523
0.43496581686578834,0.997841961501226,2.0,0.05,1.0,0.05170201676517297,19.188355583959623
0.4132393762424489,0.9990180256284299,2.0,0.05,1.0,0.032924628270965595,20.57723853871993
0.3975140472374665,0.9977131303690229,2.0,0.05,1.0,0.06840216965461861,21.959497160749393
0.5334546920474855,0.999232664756145,1.5,0.05,1.0,0.03225344670426006,13.87261610581124
0.5237369653357211,0.9987256535306266,1.5,0.05,1.0,0.05402203367637526,14.286954106557772
0.4716671721540171,0.9990747724325538,1.5,0.05,1.0,0.036549614191267454,17.168350130951247
0.5131577080030622,0.9994270380857064,1.5,0.05,1.0,0.02570475892293806,14.863026093112046
0.16643844157975668,0.997618734785545,2.5,0.1,0.5,0.05246177212086536,27.796765936308358
0.12207070141235181,0.9986969451749691,2.5,0.1,0.5,0.0330849000315137,32.72896343285914
0.11990138371023396,0.998692836885296,2.5,0.1,0.5,0.035186975128447845,33.07295140443249
0.11291235844720503,0.9987458904585838,2.5,0.1,0.5,0.04054453184467454,30.94740234207373
0.18993494247444295,0.9984007847492705,2.0,0.1,0.5,0.034218057156666884,22.962503100302065
0.1979216153587802,0.9984979436253824,2.0,0.1,0.5,0.05706232437182876,23.961663957828375
0.16878929863273326,0.9988402283288709,2.0,0.1,0.5,0.031922987857288844,24.171654524437514
0.2749559682661354,0.9977375513301242,1.5,0.1,0.5,0.046053869022414005,16.523705584025368
0.2989078134312407,0.9969052906912498,1.5,0.1,0.5,0.0733960682592064,15.442786931671858
0.22070841702825858,0.998736698397035,2.0,0.1,0.5,0.046957226989605,20.664368731041773
0.2635168124506758,0.9975474485125151,1.5,0.1,0.5,0.05993362420693432,16.913382906682333
0.19144554468814076,0.9982898159590384,2.5,0.07500000000000001,0.5,0.044145993499723965,28.22358633891697
0.2429927061836749,0.9972822432305076,1.5,0.1,0.5,0.05640881234263807,18.73824581350291
0.21248658825125816,0.9982002168074381,2.5,0.07500000000000001,0.5,0.05137894013171976,26.431886523265078
0.26435258177566584,0.9973606135034262,2.5,0.07500000000000001,0.5,0.06659496919236614,25.181872454998203
0.28597533332048675,0.9978884262166515,2.0,0.07500000000000001,0.5,0.06281141385640396,20.600306673979134
0.1826524920740687,0.9991916642155823,2.5,0.07500000000000001,0.5,0.026416414936064586,31.220777813432978
0.24711955782757575,0.9979328928723713,2.0,0.07500000000000001,0.5,0.08084766380815359,23.703752968616907
0.2762487679631186,0.9986946135371083,2.0,0.07500000000000001,0.5,0.0389067167973504,21.365355213942877
0.26618065907356914,0.9976652345602774,2.0,0.07500000000000001,0.5,0.05393061657248247,22.666097246326107
0.37633875359431895,0.997713609894602,1.5,0.07500000000000001,0.5,0.059489221889365396,15.44984908398699
0.33254236329072634,0.9985277692301755,1.5,0.07500000000000001,0.5,0.04397718664643076,17.24379573613824
0.29075369218086655,0.9977715632170501,1.5,0.07500000000000001,0.5,0.06907268062123068,20.76469535110091
0.3516184412392781,0.998726940824617,1.5,0.07500000000000001,0.5,0.04513489848197774,16.32027603767907
0.34111625899050574,0.9982726792654695,2.5,0.05,0.5,0.051393099129347634,26.456369082354094
0.32488011513510606,0.9979501961626153,2.5,0.05,0.5,0.07486561592682572,25.981509382596546
0.39776154530218305,0.9985829913887461,2.0,0.05,0.5,0.04599261055184223,21.808472556644
0.305743563951435,0.997910905476614,2.5,0.05,0.5,0.05330480711551671,29.33275046749741
0.4063869351477946,0.9983483180206747,2.0,0.05,0.5,0.05332555764252519,20.46674227054333
0.26707347741219917,0.9979101496373557,2.5,0.05,0.5,0.06717710435087182,32.88113495640987
0.37072698430419293,0.9986945818750961,2.0,0.05,0.5,0.034578776743931436,24.016716047460925
0.3624809004005096,0.9978434117390664,2.0,0.05,0.5,0.06602371476149552,24.235263369503485
