accessibility,activesentropy,collcost,constrcost,empentropy,euclpace,expcollab,extdecrepitude,extgrowth,failed,gametype,lambdaacc,realcollab,regionalproba,stability,traveldistance,wantedcollab,withextd
0.5448600654136172,0.9982110434318556,3.369078901496287E-4,0.005,0.9970067898607036,10.0,0.75,0.0,0.9575082816293337,0.0,simple-nash,0.01,0.5,0.0,0.02469297831282875,65.4781936005547,0.75,false
0.5441994663548382,0.9983711376686617,3.369078901496287E-4,0.005,0.9969524673817616,10.0,0.75,0.21161311372860273,0.9575082816293337,0.0,simple-nash,0.01,0.5,0.0,0.02634583371607347,65.61917765612209,0.75,true
0.5447991176716702,0.998103310568527,3.369078901496287E-4,0.005,0.9969887805149974,10.0,0.875,0.19921420488142366,0.9575082816293337,0.0,simple-nash,0.01,0.75,0.0,0.025459148161389562,65.4934928367753,0.875,true
0.5442073840767985,0.998233614760389,3.369078901496287E-4,0.005,0.9967861229608826,10.0,0.5,0.23015439261887025,0.9575082816293337,0.0,simple-nash,0.01,0.25,0.0,0.02836851848864532,65.61036727597462,0.5,true
0.5447874308392823,0.998225666019258,3.369078901496287E-4,0.005,0.9969874250100415,10.0,0.75,0.0,0.9575082816293337,0.0,simple-nash,0.01,0.5,0.0,0.02361623768408102,65.49444469846932,0.75,false
0.5447181902362731,0.9982983583075284,3.369078901496287E-4,0.005,0.9969688448672668,10.0,0.5,0.0,0.9575082816293337,0.0,simple-nash,0.01,0.25,0.0,0.02316673962948919,65.5100275725295,0.5,false
0.5450591499688653,0.9980810542071521,3.369078901496287E-4,0.005,0.9968494247684051,10.0,0.5,0.0,0.9575082816293337,0.0,simple-nash,0.01,0.25,0.0,0.029205829838157137,65.4333832399144,0.5,false
0.5442579659646122,0.9981700291889348,3.369078901496287E-4,0.005,0.9968479655903351,10.0,0.5,0.22778143102629417,0.9575082816293337,0.0,simple-nash,0.01,0.25,0.0,0.029502078123241928,65.60185622223166,0.5,true
0.5448572241519285,0.99821143987538,3.369078901496287E-4,0.005,0.9970168785756528,10.0,0.375,0.0,0.9575082816293337,0.0,simple-nash,0.01,0.25,0.0,0.026136295133088912,65.47764813142084,0.375,false
0.544346608951785,0.9982105117571596,3.369078901496287E-4,0.005,0.9969438465848409,10.0,0.5,0.2203835578291583,0.9575082816293337,0.0,simple-nash,0.01,0.0,0.0,0.027892289807801524,65.58574952242176,0.5,true
